ad_id,Type,Title,location,Price,Land_Size,Road_Type,Road_Size
HB-9F4CAB,Land - Individual,land for sale chobhar kathamandu 9aana,"Kirtipur-6, Kathmandu, Bagmati Pradesh",2800000.0,9.0,Pitched,Above 20 Ft.
HB-871B6E,1-1-0-0,Bhaktapur changunarayan sasto jagga,"Changunarayan, Changunarayan-3, Bhaktapur",975000.0,17.0,LandCommercialUse,Non
HB-B5F2F6,3 Aana Minimum,"Plots for Sale in Bhaisepati, Khoicha Height","Bhaisepati, Kirtipur-6, Kathmandu",2700000.0,3.0,LandPlotted,Non
HB-25D4AE,20 Aana,Buy 20 Aana land Get 1 House For Free,"Budanilkantha, Budhanilakantha-1, Kathmandu",5000000.0,20.0,LandIndividual,Non
HB-AFFBF6,Land - Individual,7 aana land for sale Bansbari Kathmandu,"Pipal Bot, Kathmandu-3, Kathmandu, Bagmati Pradesh",8000000.0,7.0,Pitched,13 - 20 Ft.
HB-27E372,LandPlotted,"Land for sale in Bhimsengola, Sinamangal","Sinamangal, Kathmandu-31, Kathmandu",7500000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-325AE0,LandIndividual,"Land for sale – tokha-2, chandeshwori","Tokha, Tokha-6, Kathmandu",3500000.0,4.5,Gravel,NineToTwelveFeet
HB-D04A26,LandIndividual,"Land on sale at Thankot,Kathmandu","Thankot, Chandragiri-4, Kathmandu",2500000.0,272.0,Pitched,AboveTwentyFeet
HB-1E6C43,LandIndividual,"Land on sale at Bansbari,Kathmandu","Bansbari, Kathmandu-3, Kathmandu",5500000.0,22.0,Pitched,ThirteenToTwentyFeet
HB-220256,LandPlotted,"Plot for Sale – Bansbari, Bhaktapur","Bansbari, Changunarayan-7, Bhaktapur",2000000.0,5.0,Gravel,NineToTwelveFeet
HB-A843CA,Land - Plotted,3 aana land for sale total 60 lakh at jharuwarashi,"Sarkigau, Godawari-13, Lalitpur, Bagmati Pradesh",2000000.0,3.0,Gravel,13 - 20 Ft.
HB-E48F8F,Land - Individual,land for sale dholaiti height lalitpur 3 aana,"Euro Kids, कान्ति लोकपथ, Wakhat, Satitar, Lalitpur Metropolitan City, Lalitpur",6000000.0,3.0,Pitched,13 - 20 Ft.
HB-8CE8C1,Land - Individual,3.75Ana Land For Sale Budhanilkantha With 20ft RD,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",2800000.0,4.0,Pitched,Above 20 Ft.
HB-E8F940,LandIndividual,"Land for Sale – Thankot, Chandragiri, Kathmandu","Chandragiri, Chandragiri-5, Kathmandu",3500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-0D3FA9,LandPlotted,"Land for Sale in Matatirtha, Kathmandu","Matatirtha, Chandragiri-6, Kathmandu",1800000.0,4.5,Gravel,ThirteenToTwentyFeet
HB-3BD12B,LandIndividual,"Land for Sale – Near Nalin Chowk, Suryabinayak","Suryabinayak, Suryabinayak-7, Bhaktapur",2600000.0,4.25,Pitched,ThirteenToTwentyFeet
HB-56CD4C,4,Land for sale in bhangal 4 ana,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",4200000.0,4.0,LandIndividual,Non
HB-15EADC,Land - Commercial Use,Jhamsikhel Land For Sale Besides Vivanta Hotel,"Dev Guest House, Pulchowk Jhamsikhel Marga, Jhamsikhel, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",9000000.0,10.0,Pitched,Above 20 Ft.
HB-6B633F,LandIndividual,"Land on sale at Jarankhu,Kathmandu","Jarankhu, Kranti Marga, Tarakeshwor-9, Kathmandu",12000000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-C1C946,LandIndividual,"Land on sale at Maharajgunj,Kathmandu","Chundevi Marg, Indramaya Marg, Kathmandu-4, Kathmandu",6000000.0,38.0,Pitched,AboveTwentyFeet
HB-CB6009,Land - Plotted,आकर्षक ४आना जग्गा बिक्रिमा Call 9851217580,"27DR017, Nagarjun, Nagarjun Municipality, Kathmandu",2700000.0,4.0,Pitched,Above 20 Ft.
HB-A5A7BB,Land - Commercial Use,anamnagar comercial house,"Pushpa Nagar, Kathmandu-29, Kathmandu, Bagmati Pradesh",120000000.0,8.0,Pitched,Above 20 Ft.
HB-950DFC,LandIndividual,"Land for sale at Tikathali , Lalitpur(5.75 aana)","Tikathali, Mahalaxmi-5, Lalitpur",4400000.0,5.75,Near Changathali Drinking Water Tank,ThirteenToTwentyFeet
HB-0B6EF9,LandPlotted,Land for sell,"Bhaktapur, Madhyapur Thimi-5, Bhaktapur",4550000.0,6.5,Gravel,ThirteenToTwentyFeet
HB-388B52,LandCommercialUse,"Land on Sale at Gopikrishna Chabahil, GJBLOS 3610","Bilche Fancy Shop, gopikrishna Chok Chabahil, kathmandu, nepal, Kathmandu-4, Kathmandu",8500000.0,17.0,Pitched,ThirteenToTwentyFeet
HB-BB2041,Land - Individual,"10 Anna Land for sale in Sano-Bharyang, Kathmandu","Nagarjun-2, Kathmandu, Bagmati Pradesh",5500000.0,10.0,Pitched,13 - 20 Ft.
HB-782CB9,LandIndividual,"Land for sale in Kirtipur, Jakha","Kirtipur, Kirtipur-10, Kathmandu",3200000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-CF695D,LandIndividual,"Land for sale in kirtipur, Jakha","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",3200000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-379A87,LandIndividual,"Land for sale in Kirtipur, Jakha","Kirtipur, Kirtipur-10, Kathmandu",3200000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-5B17C6,LandIndividual,"Land for Sale – Kirtipur, Jakha","Kirtipur, Kirtipur-9, Kathmandu",3200000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-843377,LandIndividual,"Land for Sale – Kirtipur, Jakha","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",3200000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-9699B3,LandIndividual,"Land on sale at Naxal,Kathmandu","Naxal, Sama Marga, Kathmandu-1, Kathmandu",11000000.0,12.5,Pitched,ThirteenToTwentyFeet
HB-41C7B6,00,Samakhusi Ranibari Najik 5 Ana Jagga Bikrema,"Tilintar, Basundhara Chauki, Kathmandu Metropolitan City, Kathmandu",7500000.0,5.0,Land - Individual,Full
HB-7AAB34,00,Samakhusi Ma 14 Ana Jagga Bikre Ma,"Bal Kumari Marg, Lainchaur, Kathmandu Metropolitan City, Kathmandu",5500000.0,14.0,Land - Individual,Full
HB-89EF7F,00,Manamaiju Mandir Najik 2 Ana 3 Paisa Jagga Bikrema,"Loktantrik Chowk, Tarakeshwar, Tarakeshwar Municipality, Kathmandu",3000000.0,2.0,Land - Individual,Full
HB-99B87A,00,Baluwatar Ma 17 Ana Jagga Bikre Ma,"Rastra Bank, 341, Lalita Marg, Khursanitaar, Baluwatar, Kathmandu Metropolitan City, Kathmandu",7800000.0,17.0,Land - Individual,Full
HB-88EEDD,00,Naxal Ma 26 Ana Jagga Bikrema,"Police Headquarter, Tangal Marg, Mali Gaun, Kathmandu Metropolitan City, Kathmandu",8000000.0,26.0,Land - Individual,Full
HB-522CA6,8,8 Ana Land For Sale in Bishnudole Lalitpur,"Bisnudol, Bishnudol-Lubhu Road, Mahalaxmi-8, Lalitpur, Bagmati Pradesh",4000000.0,8.0,Land - Commercial Use,Non
HB-396111,LandPlotted,Land on sale at Dharmasthali,"Dharmasthal Marg, Kathmandu, Kathmandu",2200000.0,29.0,Others,ThirteenToTwentyFeet
HB-BBB57B,LandIndividual,Land on sale at Chunikhel,"Chunikhel, Lalitpur-22, Lalitpur",3000000.0,4.0,Others,ThirteenToTwentyFeet
HB-DF2A37,LandIndividual,Land on sale at Sunakothi,"Sunakothi, Lalitpur-25, Lalitpur",4000000.0,8.0,Pitched,ThirteenToTwentyFeet
HB-F1FC8E,LandIndividual,"Land on sale at Dadhikot, Gamcha Chowk","Dadhikot, Suryabinayak-4, Bhaktapur",5000000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-866E6D,LandIndividual,Land on sale at Dulal Gaun,"Dulal Gaun, Budhanilakantha-5, Kathmandu",3000000.0,7.0,Pitched,ThirteenToTwentyFeet
HB-8FC4A0,LandIndividual,Land on sale at Dharmasthali,"Dharmasthali, Tarakeshwor-2, Kathmandu",3500000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-723A16,LandIndividual,Land on Sale at Satdobato,"Satdobato, Satdobato To Lagankhel, Lalitpur-15, Lalitpur",10900000.0,10.0,Pitched,ThirteenToTwentyFeet
HB-F907B7,LandIndividual,Land on sale at Jhaukhel,"Jhaukhel, Changunarayan-1, Bhaktapur",2600000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-1FB2AF,Land - Commercial Use,godamchour 3 aana 2 paisa total 32 lakh only.,"Thaiba, Godawari - Bisankhunarayan Road, Godawari-14, Lalitpur, Bagmati Pradesh",900000.0,3.0,Others,Goreto
HB-1A4AF9,LandIndividual,"Sankhu,Suntol-8, 25 anna Jagga सुन्टोल 25 आना जग्ग","Sankhu, Shankharapur-7, Kathmandu",1750000.0,25.0,Pitched,AboveTwentyFeet
HB-555947,LandIndividual,"Land for Sale – Gwarko, Imadol","Gwarko, Lalitpur-17, Lalitpur",4000000.0,3.0,Pitched,NineToTwelveFeet
HB-4DC370,LandPlotted,"Land for sale in Kirtipur, Jhul Pokhari","Kirtipur, Kirtipur-9, Kathmandu",2600000.0,3.0,Gravel,ThirteenToTwentyFeet
HB-01C0B0,LandCommercialUse,"Land on Sale at Koteshwor, code: GJBLOS 3609","Koteshwor, Kathmandu-32, Kathmandu",12000000.0,8.5,Pitched,AboveTwentyFeet
HB-E4C25B,LandIndividual,"Land for Sale – Kalanki, Tinthana","Tinthana, Tribhuvan Rajpath, Chandragiri-15, Kathmandu",3000000.0,3.0,Pitched,NineToTwelveFeet
HB-EE5795,LandIndividual,Land for Sale,"Gahana Pokhari, Kathmandu-5, Kathmandu",8500000.0,80.0,Pitched,AboveTwentyFeet
HB-1141A2,LandIndividual,Land for Sale at Radhe Radhe,"Radhe Radhe, Araniko Highway, Madhyapur Thimi-4, Bhaktapur",26900000.0,6.0,Soil,ThirteenToTwentyFeet
HB-35B0C5,Land - Plotted,jharuwarashi pasmina 4 aana 2 paisa total 50 lakh,"Godawari-4, Lalitpur, Bagmati Pradesh",1200000.0,4.0,Gravel,13 - 20 Ft.
HB-FEF050,Land - Individual,4 Aana 2 Paisa 2 daam At Balkot,"Balkot, Madhyapur Thimi-3, Bhaktapur, Bagmati Pradesh",4200000.0,4.0,Pitched,13 - 20 Ft.
HB-04F4D6,Land - Individual,3 Aana 3 Paisa land Urgently Sale,"Nekosera, Madhyapur Thimi-9, Bhaktapur, Bagmati Pradesh",3200000.0,3.0,Gravel,13 - 20 Ft.
HB-4746AF,4,4 ANA 1 PAISA 2 DAM LAND HATTIBAN TARKARI BAZAR,"Sangam Basti, Lalitpur-28, Lalitpur, Bagmati Pradesh",5500000.0,4.0,Land - Individual,Non
HB-8AD7EB,3,3 ANA 3 DAM LAND WITH 1 TALLE HOUSE DHAPA HEIGHT,"Lalitpur-23, Lalitpur, Bagmati Pradesh",15500000.0,3.0,Land - Individual,Non
HB-495D63,9,9 ANA LAND FOR SALE IN HATTIBAN NEAR LA SCHOOL,"Lalitpur-15, Lalitpur, Bagmati Pradesh",4500000.0,9.0,Land - Plotted,Non
HB-4BD0D4,Land - Plotted,4 aana land for sale Chyasundol Budhanilkantha,"Budhanilakantha-6, Kathmandu, Bagmati Pradesh",3500000.0,4.0,Chyaasundol height,13 - 20 Ft.
HB-898ABF,LandIndividual,"Land for Sale – Chandragiri, Near Matatirtha Mandi","Chandragiri, Chandragiri-5, Kathmandu",2500000.0,16.0,Pitched,NineToTwelveFeet
HB-016765,LandIndividual,Kapan Paiyutar/Paiyatar land for sale ( 4-6 anna),"Kapan Paiyutar, Budhanilakantha-11, Kathmandu",4500000.0,4.0,Pitched,AboveTwentyFeet
HB-F1A4EE,40 AANA,PLOTTED LAND FOR SALE IN SITAL HEIGHT,"Sital Height Housing Society, Mahalaxmi-4, Lalitpur",6000000.0,40.0,ThirteenToTwentyFeet,LandIndividual
HB-CFA28B,5 Aana,3 Aana To 5 Aana Land For Sale,"Gurjudhara, Kisipide to Gurjudhara, Chandragiri-5, Kathmandu",4500000.0,5.0,LandPlotted,Non
HB-CDD180,Land - Individual,land for sale in gothatar contact 9813884755,"Bhirbhadra Chowk, Kageshwori Manahora-8, Kathmandu, Bagmati Pradesh",3250000.0,15.0,Pitched,Above 20 Ft.
HB-0269F6,Land - Individual,Jagga Bikri Ma 5 Aana,"झिकुच राजकुलो चोक, पौडेगाउँ, महालक्ष्मी नगरपालिका, ललितपुर",40.0,5.0,Pitched,Above 20 Ft.
HB-806353,Land - Individual,Jagga Bikri Ma 5 Aana,"झिकुच राजकुलो चोक, पौडेगाउँ, महालक्ष्मी नगरपालिका, ललितपुर",4500000.0,5.0,Pitched,Above 20 Ft.
HB-A8AF1B,LandIndividual,"Sunakothi, Lalitpur ko Jagga bikrima","Satitar, Hitnal Marg Street 2, Lalitpur-27, Lalitpur, Bagmati Pradesh",4000000.0,8.0,Pitched,ThirteenToTwentyFeet
HB-B29C4D,LandIndividual,Residential Land sale in Imadol,"Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur",4000000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-8FA3FA,LandIndividual,Commertial Land sale at Jadibuti,"Jadibuti, Araniko Highway, Kathmandu-32, Kathmandu",5500000.0,2.5,Pitched,ThirteenToTwentyFeet
HB-9EDDA8,LandIndividual,"Land for Sale – Changathali, Lalitpur","Bhaktapur, Kathmandu-28, Kathmandu",3500000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-4DA1E3,Land - Individual,Bafal Ma 11 Aana Jagga Bikrima,"Kathmandu Ringroad, Nagarjun, Nagarjun Municipality, Kathmandu",7000000.0,11.0,Pitched,13 - 20 Ft.
HB-D7DD0D,Land - Individual,Bafal Ma 15 Aana Jagga Bikrima,"Kathmandu Ringroad, Nagarjun, Nagarjun Municipality, Kathmandu",2800000.0,15.0,Pitched,9 - 12 Ft.
HB-031312,Land - Individual,Thamel JP Line Ma 7 Aana Commercial Jagga Bikrima,"Bhagwan Bahal Cafe, Amrit Marg, Lut Chok, Thamel, Kathmandu Metropolitan City, Kathmandu",140000000.0,7.0,Pitched,Above 20 Ft.
HB-88F05A,LandIndividual,6 anna land on sell at shankhamul with 10 ft road,"Shankhamul, Kathmandu-10, Kathmandu",6200000.0,6.0,Gravel,NineToTwelveFeet
HB-B506B2,Non,Prime 12 Aana Land for Sale at Banasthali Height,"Banasthali, Kathmandu-16, Kathmandu",60000000.0,12.0,AboveTwentyFeet,LandIndividual
HB-AC67C4,Land - Individual,land for sale bhaisepati heights lalitpur 16 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",6000000.0,16.0,Pitched,13 - 20 Ft.
HB-51FBDD,LandIndividual,Land Sale in Olgapuri Bhaisepati Area-Urgent Sale,"Bhaisepati, Lalitpur-18, Lalitpur",4000000.0,4.5,Soil,ThirteenToTwentyFeet
HB-B6B2A8,LandIndividual,"Land for Sale – Dilli Bazar, Kathmandu","Dillibazar, Dillibazar Sadak, Kathmandu-29, Kathmandu",7000000.0,7.0,Pitched,ThirteenToTwentyFeet
HB-D1E44D,LandIndividual,"Land for sale in Kirtipur, Jakha","Kirtipur, Kirtipur-10, Kathmandu",3700000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-788189,LandIndividual,"Land for sale in Kirtipur, Bhutkhel","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",3000000.0,5.0,Soil,ThirteenToTwentyFeet
HB-534824,7aana 2 paisa,Land with house for sale at Kupondole,"Kupondol, Kupondol Marg, Lalitpur-1, Lalitpur",7400000.0,7.304601899196494,LandIndividual,Non
HB-C1FD20,LandIndividual,Dholahiti height sunakoti highway najik land,"Simako, Lalitpur-26, Lalitpur, Bagmati Pradesh",3200000.0,11.0,Pitched,ThirteenToTwentyFeet
HB-2E00D5,LandIndividual,"Land on sale at Hattigauda,Kathmandu","Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",4000000.0,8.0,Pitched,ThirteenToTwentyFeet
HB-B3ECFE,LandIndividual,"Commercial Land on sale at Mandikatar,Kathmandu","Mandikatar Heights, Budhanilakantha-8, Kathmandu",7000000.0,22.0,Pitched,AboveTwentyFeet
HB-6BBCE0,LandIndividual,"Land for sale in Kirtipur, Salyanthan","Kirtipur, Kathmandu-16, Kathmandu",3500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-E3C6DE,LandPlotted,plotted land on sell at kusunti behind yatayat,"Kusunti, Shovahiti Road, Lalitpur-14, Lalitpur",4500000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-372833,LandIndividual,5.75 anna land on sell at hattiban setipakha heigh,"Hattiban, Lalitpur-23, Lalitpur",4500000.0,5.75,Pitched,AboveTwentyFeet
HB-6A3B36,LandIndividual,3.5 anna jagga bikrima,"Godawari-12, Lalitpur, Bagmati Pradesh",8200000.0,3.5,Gravel,ThirteenToTwentyFeet
HB-3FF15F,LandIndividual,"Land sale at kathmandu, tarkeshwor, goldhunga","Tarakeshwor-5, Kathmandu, Bagmati Pradesh",3050000.0,2.75,Pitched,NineToTwelveFeet
HB-3DCA51,LandIndividual,"Land sale at kathmadu, Goldhunga","Tarakeshwor-5, Kathmandu, Bagmati Pradesh",3050000.0,4.0,Soil,NineToTwelveFeet
HB-B714DD,Land - Individual,Godamchaur 4 Ana,"Godamchaur, Godawari, Lalitpur",1650000.0,4.0,Pitched,13 - 20 Ft.
HB-6B77FB,LandIndividual,20 aana land on sale at maitidevi,"Maitidevi, Kathmandu-30, Kathmandu",8000000.0,20.0,Pitched,ThirteenToTwentyFeet
HB-F70684,10,"10 Anna Land for sale in Sano-Bharyang, Kathmandu","Nagarjun-2, Kathmandu, Bagmati Pradesh",5500000.0,10.255661066471877,Land - Individual,Non
HB-08BE99,Non,"8 Anaa Land for Sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur-18, Lalitpur",5000000.0,8.0,ThirteenToTwentyFeet,LandIndividual
HB-2C8EFE,Non,6 Anaa 2 Paisa Land for Sale in Changathali,"Changathali, Mahalaxmi-7, Lalitpur",3000000.0,6.0,ThirteenToTwentyFeet,LandIndividual
HB-22DB5F,Non,"3 Anaa 3 Paisa Land for Sale Bode, Bhaktapur","Bode, Madhyapur Thimi-7, Bhaktapur",2900000.0,3.0,ThirteenToTwentyFeet,LandIndividual
HB-255EC9,Land - Plotted,land for sale bhaisepati nearby Qatar mbc lalitpur,"एकान्तकुना-टिकभैरब रोड, Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",4700000.0,4.0,Gravel,13 - 20 Ft.
HB-84BAF0,4 Aana,4 Aana Land For Sale In Baluwatar,"Baluwatar, Kathmandu-4, Kathmandu",6500000.0,4.0,LandIndividual,Non
HB-EEAB2F,16 Aana,4 Aana Land For Sal In Baluwatar,"Baluwatar, Embassy Marg, Kathmandu-4, Kathmandu",8500000.0,16.0,LandIndividual,Non
HB-7EC2FC,Land - Plotted,land for sale bhaisepai nearby Qatar MBC lalitpur,"Ekantakuna - Tikabhairab Road, Lalitpur-25, Lalitpur, Bagmati Pradesh",3250000.0,4.0,Gravel,Above 20 Ft.
HB-E9B8B1,Non,5 Aana Residential Land For Sale at Bhaisepati,"Bhaisepati, Lalitpur-18, Lalitpur",3300000.0,5.0,ThirteenToTwentyFeet,LandPlotted
HB-8CCF6D,LandIndividual,"Land for sale in Dhalpa, Kirtipur","Kirtipur, Pushpalal Marg, Kirtipur-9, Kathmandu",4000000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-8DBF86,LandIndividual,"Land for sale in Dhalpa, Kirtipur","Kirtipur, Pushpalal Marg, Kirtipur-9, Kathmandu",4000000.0,8.0,Gravel,ThirteenToTwentyFeet
HB-83A761,LandIndividual,"Land for sale in Dhalpa, Kirtipur","Kirtipur, Pushpalal Marg, Kirtipur-9, Kathmandu",3000000.0,16.0,Gravel,NineToTwelveFeet
HB-F0A656,LandIndividual,"Land for Sale – Suryabinayak, Bhaktapur","Bhaktapur, Kathmandu-28, Kathmandu",3900000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-C44A49,LandPlotted,"Land for sale in Bhatkepati, Kirtipur","Kirtipur, Kirtipur-10, Kathmandu",3100000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-969358,LandIndividual,"Land for sale in Tokha, Kathmandu","Tokha, Maharajganj Sadak, Kathmandu-3, Kathmandu",4300000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-6CE74A,5 Aana,A super land sale in Satdobato Lalitpur,"Mahalaxmisthan Chowk, Ring Road, Lalitpur-14, Lalitpur",5200000.0,5.0,LandIndividual,Full
HB-B65E19,00,Baluwatar Ma 2 Ropani Jagga Bikre Ma,"Rastra Bank, 341, Lalita Marg, Khursanitaar, Baluwatar, Kathmandu Metropolitan City, Kathmandu",10000000.0,32.0,Land - Individual,Full
HB-6BBBF8,00,Baneshwor Highway Ma 40 Ana Jagga Bikre Ma,"The Everest Hotel Kathmandu, Radha Mohan Marga, Suruchi Tol, Naya Baneshwar, Kathmandu Metropolitan City, Kathmandu",11500000.0,40.0,Land - Individual,Full
HB-4DBDD9,LandPlotted,"Land on Sale at Naxal Gahana Pokhari, GJBLOS 3226","Naxal, Sama Marga, Kathmandu-1, Kathmandu",8800000.0,5.0,Gravel,ThirteenToTwentyFeet
HB-21994A,LandIndividual,Land for Sale,"Kavresthali, Tarakeshwor-2, Kathmandu",11100000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-361F4F,Land - Plotted,land for sale bhaisepati nearby Qatar MBClalitapur,"एकान्तकुना-टिकभैरब रोड, Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",2500000.0,14.0,Gravel,Above 20 Ft.
HB-A6F96E,LandIndividual,Land on Sale,"Tejbinayak Chowk, Kageshwori Manahora-8, Kathmandu",29900000.0,5.5,Pitched,AboveTwentyFeet
HB-4FA1FA,0-4-0-1,"🟢 4.01 Aana Land Sale near CG in Kitini, Godawari","Godawari, Godawari-3, Lalitpur, Bagmati Pradesh",3100000.0,4.063114682249818,LandPlotted,Non
HB-B1AC69,Land - Individual,land for sale nakhkhu nearby Med City Hospital,"Mediciti Hospital (Nakkhu), Nakhu corridor Road Project 2, Tallogau, Lalitpur, Lalitpur Metropolitan City, Lalitpur",5000000.0,12.0,Pitched,Above 20 Ft.
HB-037A37,LandIndividual,"Land on Sale at Narayanthan, GJBLOS 3606","Narayanthan Residence, Budhanilakantha-2, Kathmandu",6000000.0,11.4375,Pitched,ThirteenToTwentyFeet
HB-C8BC51,LandPlotted,"Planning Land on Sale at Jharuwarasi, GJBLOS 3605","Jharuwarasi, Godawari-13, Lalitpur",2800000.0,6.75,Gravel,ThirteenToTwentyFeet
HB-76B1DE,LandIndividual,"Land on sale at Maligaun,Kathmandu","Mali Gaun, Kathmandu-5, Kathmandu",10000000.0,10.0,Pitched,AboveTwentyFeet
HB-5BEC3C,LandIndividual,"Land on sale at Gyaneshwor,Kathmandu","Gyaneshwor, Gyaneshwar Marg, Kathmandu-30, Kathmandu",7500000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-B7E514,LandPlotted,Khumaltar chaudada height ma sasto jagga,"Chokhel, Very Slippery Steep Road in Monsoon, Lalitpur-26, Lalitpur, Bagmati Pradesh",3500000.0,5.5,Pitched,ThirteenToTwentyFeet
HB-EF38A2,LandPlotted,"Land for sale in Kirtipur, Bhatkepati","Kirtipur, Kirtipur-9, Kathmandu",2500000.0,4.5,Gravel,ThirteenToTwentyFeet
HB-58798D,Land - Plotted,Sasto Jagga,"Bhate Pokhari, Boshigaun, Chandragiri Municipality, Kathmandu",2199000.0,8.0,Pitched,Above 20 Ft.
HB-3413E6,LandIndividual,Home for Sale,"Maharajgunj, Lazimpat Road, Kathmandu-3, Kathmandu",32500000.0,4.5,Pitched,ThirteenToTwentyFeet
HB-1EB46F,LandCommercialUse,Land for Sale,"Tilganga, Ring Road, Kathmandu-9, Kathmandu",119900000.0,15.0,Pitched,ThirteenToTwentyFeet
HB-07A007,LandIndividual,Land on Sale,"Tokha, Uttar Dhoka Road, Kathmandu-1, Kathmandu",181500000.0,33.0,Pitched,ThirteenToTwentyFeet
HB-4C453D,LandIndividual,"Land on Sale Golfutar Special Chowk, GJBLOS 3603","Golfutar, Golphutar Sadak, Budhanilakantha-7, Kathmandu",5000000.0,11.0,Pitched,ThirteenToTwentyFeet
HB-2654A0,LandIndividual,"Land for Plotting at Tokha, code: GJBLOS 3602","Tokha, Uttar Dhoka Road, Kathmandu-1, Kathmandu",3700000.0,75.0,Pitched,AboveTwentyFeet
HB-1A02DF,LandPlotted,"Land on Sale at Chapagaun Muldol, GJBLOS 3604","Chapagaun, Satdobato — Tikabhairab, Godawari-11, Lalitpur",1600000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-222A18,LandPlotted,"Land on Sale at Jhor, code no: GJBLOS 3601","Jhor Waterfall., Tarakeshwor-1, Kathmandu",3000000.0,4.0,Soil,ThirteenToTwentyFeet
HB-DBD390,LandIndividual,Land for sale in Sunakothi,"Sunakothi, Lalitpur-25, Lalitpur",3500000.0,3.0,Pitched,NineToTwelveFeet
HB-85E31B,LandPlotted,Land for Sale in Godhavari (4 ana / price 25l),"Godawari, Godawari-3, Lalitpur, Bagmati Pradesh",2600000.0,4.0,Pitched,AboveTwentyFeet
HB-24B180,LandPlotted,"Land for sale in Bhaktapur, Anantalingeshwar","Bhaktapur, Baghbazaar Road, Kathmandu-28, Kathmandu",4000000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-B78754,LandIndividual,Land on Sale at Lamatar Code No : GJBLOS 3344,"Lamatar, Mahalaxmi-8, Lalitpur",2800000.0,5.0,Gravel,ThirteenToTwentyFeet
HB-63B0CF,LandIndividual,"Land for sale in Tatakeshwar, Futung","Futung Nagpokhari, Tarakeshwar, Kathmandu, रत्नपार्क-फुटुङ सडक, Tarakeshwor-9, Kathmandu",3000000.0,3.0,Gravel,ThirteenToTwentyFeet
HB-781144,LandIndividual,"Land for Sale in Jhor Mahankal, Tokha","Tokha, Uttar Dhoka Road, Kathmandu-1, Kathmandu",1550000.0,11.0,Gravel,ThirteenToTwentyFeet
HB-99BCE5,LandIndividual,Land for Sale in Tarakeshwar,"Tarkeshowar, Tarakeshwor-4, Kathmandu",2600000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-115038,residential,१२ आना जग्गा आरुबारीमा सस्तोमा बिक्रि मात्र ३७ आना,"Aarubari Chowk Bus Stop, Mahankal Marg, Gokarneshwor-9, Kathmandu",3700000.0,12.0,ThirteenToTwentyFeet,LandIndividual
HB-74C27E,Land - Commercial Use,land for sale yakantakuna ringroad lalitpur22aana,"Jawalakhel Yekantakuna Sadak, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",7700000.0,22.0,Pitched,Above 20 Ft.
HB-37C227,Land - Individual,8 Ana Land For Sale At Tokha Baniyatar Height,"New Cosmetic and Gift Shop, F81, Baluwapati Chowk, Tokha, Tokha Municipality, Kathmandu",4000000.0,8.0,Pitched,9 - 12 Ft.
HB-AD1368,Land - Individual,12 Ana Land For Sale At Tokha Grande Tower,"NH40, Tokha Chandeshwari, Tokha Saraswati, Tokha Municipality, Kathmandu",3700000.0,12.0,Pitched,13 - 20 Ft.
HB-43B25B,LandPlotted,"Plotting Land for Sale – Kirtipur, Langol","Kirtipur, Kirtipur-9, Kathmandu",2700000.0,4.0,Gravel,ThirteenToTwentyFeet
