ad_id,Type,Title,location,Price,Land_Size,Road_Type,Road_Size
HB-424C72,LandPlotted,5.2 aana Land in Kantipur Colony on Sale,"Kantipur Colony, Nakhudol, Lalitpur-14, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, Nepal",3500000.0,5.5,Gravel,AboveTwentyFeet
HB-1D93C7,LandIndividual,Land for sale in Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",5200000.0,11.2,Pitched,ThirteenToTwentyFeet
HB-611981,26 aana,Buy 26 Aana Land Get House For Free,"Ekantakuna, Lalitpur",100000000.0,26.0,LandIndividual,Non
HB-54D6C0,LandIndividual,7.2 Anna Land At Dadapauwa opp.Padma Colony,"Ramkot (Nagarjun), Kathmandu",3500000.0,7.2,padma Colony,ThirteenToTwentyFeet
HB-BA5229,Land - Plotted,4 aana Land on sale at raniban town planning,"Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44601, नेपाल",6000000.0,4.0,Pitched,13 - 20 Ft.
HB-29C950,Land - Plotted,Land For Sale At Budhanilkantha,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4000000.0,4.0,Gravel,13 - 20 Ft.
HB-03A2BF,Land - Plotted,"4 aana land on, Chunikhel, Sapatar, Budhanilkantha","Budhanilkantha-13, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल",3000000.0,4.0,Soil (Mato),13 - 20 Ft.
HB-3D989C,Land - Commercial Use,Land For Sale At Budhanilkantha 02,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3800000.0,4.0,Pitched,Above 20 Ft.
HB-BB0781,Land - Individual,Land For Sale At Budhanilkantha 02 Bhangal,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3500000.0,7.0,Gravel,13 - 20 Ft.
HB-F25566,LandIndividual,"7 ana Land on sale in Hattigauda, Budhanilkantha","budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",4200000.0,7.0,Gravel,ThirteenToTwentyFeet
HB-6BF137,LandIndividual,"land on sell at Budhanilkantha,Kathmandu","budanilkantha, Budhanilkantha, Kathmandu",2900000.0,3.5,Pitched,ThirteenToTwentyFeet
HB-63F3B3,Land - Plotted,5 aana 1 paisa land on sale at raniban kathmandu,"बालाजु बाइपास, Kathmandu-16, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44611, नेपाल",4600000.0,5.0,Pitched,13 - 20 Ft.
HB-0D23B0,LandIndividual,Land for sale in Bhaktapur,"Bhaktapur City, Bhaktapur",5500000.0,4.3,Pitched,ThirteenToTwentyFeet
HB-7C66BF,LandIndividual,Land for sale in Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",4600000.0,17.0,Soil,ThirteenToTwentyFeet
HB-5BA734,LandIndividual,"land on sell at Maharajgunj,Kathmandu","Maharajgunj, Kathmandu",8000000.0,19.0,Pitched,ThirteenToTwentyFeet
HB-67EA59,Land - Plotted,Land For Sale At Pasikot,"Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 00779, नेपाल",3500000.0,5.0,Others,Goreto
