district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,bedrooms,kitchens,bathrooms,living_rooms,parking,total_floors,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m
Kathmandu,Residential,West,High Access,Unfurnished,Kageshwori Manohara,9,Kadaghari,8.0,3.0,4.0,3.0,6.0,3.5,35000000.0,5.18,2650.0,9.0,13.0,2000.0,6600.0,300.0,5400.0,300.0,300.0,50.0,500.0,5000.0,2500.0
Kathmandu,Residential,North-West,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,7.0,2.0,6.0,2.0,2.0,3.5,57500000.0,6.0,1369.0,1.0,16.0,50.0,6000.0,50.0,2000.0,50.0,1000.0,50.0,420.0,6000.0,1810.0
Kathmandu,Residential,South-West,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,7.0,2.0,5.0,1.0,8.0,3.0,105000000.0,17.0,2053.5,3.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Kirtipur,2,Kirtipur,6.0,2.0,3.0,2.0,1.0,2.5,23500000.0,4.0,2500.0,4.0,10.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,West,Low Access,Full Furnished,Kageshwori Manohara,7,Kadaghari,7.0,2.0,3.0,2.0,4.0,2.5,27500000.0,3.12,2200.0,2.0,13.0,1200.0,6800.0,300.0,5900.0,300.0,300.0,50.0,400.0,4000.0,1290.0
Kathmandu,Residential,South,Low Access,Semi Furnished,Kageshwori Manohara,6,Mulpani,6.0,3.0,3.0,2.0,5.0,2.5,29500000.0,4.0,2125.12,1.0,13.0,1500.0,6000.0,200.0,5000.0,300.0,300.0,150.0,1800.0,6000.0,6000.0
Kathmandu,Residential,East,High Access,Unfurnished,Gokarneshwor,5,Jorpati,5.0,2.0,3.0,3.0,3.0,2.5,20000000.0,2.3,1650.0,11.0,10.0,3000.0,5800.0,300.0,2300.0,300.0,800.0,50.0,100.0,2000.0,3500.0
Kathmandu,Residential,South,Low Access,Semi Furnished,Kathmandu,13,Bafal,7.0,2.0,3.0,2.0,1.0,3.0,29100000.0,3.5,1026.75,15.0,13.0,400.0,7000.0,200.0,1850.0,200.0,250.0,200.0,300.0,5000.0,150.0
Kathmandu,Residential,North-East,Low Access,Unfurnished,Kathmandu,14,Budget_Zone,8.0,2.0,4.0,3.0,2.0,3.0,28000000.0,4.0,2030.12,12.0,13.0,400.0,11500.0,200.0,850.0,200.0,250.0,300.0,1000.0,8000.0,1710.0
Kathmandu,Residential,North,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,6.0,1.0,3.0,1.0,6.0,2.5,130000000.0,16.0,2053.5,3.0,26.0,200.0,11000.0,100.0,5000.0,200.0,200.0,50.0,460.0,8000.0,2510.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Kathmandu,26,Samakhusi,8.0,2.0,3.0,2.0,2.0,3.0,40000000.0,4.0,1197.875,14.0,13.0,200.0,10700.0,150.0,1800.0,200.0,200.0,200.0,180.0,10400.0,1840.0
Kathmandu,Residential,North,High Access,Semi Furnished,Kageshwori Manohara,7,Mulpani,3.0,1.0,2.0,1.0,3.0,2.5,47500000.0,2.05,2532.19,7.0,20.0,4200.0,7400.0,200.0,4300.0,1200.0,1200.0,750.0,3700.0,3900.0,4000.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kageshwori Manohara,7,Mulpani,4.0,1.0,2.0,1.0,3.0,2.5,42200000.0,6.2,2491.37,7.0,20.0,4200.0,7400.0,200.0,4300.0,1200.0,1200.0,3700.0,3700.0,3900.0,4000.0
Kathmandu,Residential,North,High Access,Semi Furnished,Kageshwori Manohara,7,Mulpani,4.0,1.0,2.0,1.0,3.0,2.5,35900000.0,5.5,2108.89,7.0,20.0,4200.0,7400.0,200.0,4300.0,1200.0,1200.0,750.0,3700.0,3900.0,4000.0
Kathmandu,Residential,North,High Access,Full Furnished,Kageshwori Manohara,7,Mulpani,3.0,1.0,3.0,1.0,3.0,2.5,45000000.0,5.3,2898.04,7.0,20.0,4200.0,7400.0,200.0,4300.0,1200.0,1200.0,750.0,3700.0,3900.0,4500.0
Kathmandu,Residential,North,High Access,Full Furnished,Kageshwori Manohara,7,Mulpani,3.0,1.0,3.0,1.0,3.0,2.5,50000000.0,6.79,2898.04,7.0,20.0,4200.0,7400.0,300.0,4300.0,1200.0,1200.0,750.0,3700.0,3900.0,4000.0
Kathmandu,Residential,East,High Access,Unfurnished,Kathmandu,4,Baluwatar,5.0,1.0,4.0,1.0,3.0,4.0,63000000.0,5.0,1048.94,2.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Semi Furnished,Kathmandu,4,Baluwatar,5.0,1.0,4.0,1.0,3.0,3.5,37500000.0,3.75,1048.94,14.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,East,High Access,Unfurnished,Kathmandu,26,Samakhusi,9.0,2.0,3.0,2.0,2.0,3.5,210000000.0,33.0,1197.875,20.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,4.0,4.0,4.0,2.0,2.0,2.5,60000000.0,6.75,2400.0,60.0,20.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,5.0,1.0,5.0,2.0,5.0,3.0,140000000.0,18.25,2053.5,6.0,14.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,East,High Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,4.0,1.0,5.0,2.0,5.0,2.5,132500000.0,16.0,2053.5,1.0,13.0,2000.0,10000.0,50.0,5000.0,50.0,50.0,50.0,50.0,8000.0,1820.0
Kathmandu,Residential,West,Low Access,Unfurnished,Gokarneshwor,5,Jorpati,6.0,3.0,3.0,3.0,3.0,3.0,23500000.0,3.0,855.6225,1.0,10.0,3000.0,6500.0,200.0,3600.0,700.0,750.0,200.0,3300.0,3200.0,3390.0
Kathmandu,Residential,North,High Access,Unfurnished,Kathmandu,6,Boudha,8.0,3.0,4.0,2.0,2.0,2.5,15000000.0,2.5,855.62,14.0,4.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,West,High Access,Unfurnished,Kageshwori Manohara,7,Mulpani,9.0,3.0,5.0,3.0,10.0,4.0,36000000.0,3.3,2125.12,2.0,22.0,900.0,5000.0,200.0,4100.0,300.0,300.0,200.0,1800.0,5000.0,3490.0
Kathmandu,Residential,North,Low Access,Unfurnished,Nagarjun,6,Kalanki,4.0,2.0,4.0,2.0,2.0,2.5,16500000.0,2.5,684.5,8.0,3.0,300.0,9900.0,200.0,2000.0,250.0,350.0,400.0,392.0,10000.0,1900.0
Kathmandu,Residential,East,Low Access,Unfurnished,Kirtipur,2,Kirtipur,8.0,3.0,3.0,3.0,1.0,3.0,18500000.0,4.0,1369.0,3.0,10.0,1200.0,13000.0,200.0,4240.0,198.0,968.0,210.0,610.0,14200.0,4900.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Nagarjun,10,Syuchatar,3.0,1.0,3.0,2.0,3.0,3.0,70000000.0,9.0,1026.75,3.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,Low Access,Unfurnished,Nagarjun,10,Syuchatar,8.0,2.0,3.0,3.0,2.0,3.0,22000000.0,4.5,1540.12,3.0,13.0,500.0,7800.0,200.0,1500.0,300.0,300.0,400.0,800.0,9600.0,1430.0
Kathmandu,Residential,East,Low Access,Unfurnished,Kageshwori Manohara,6,Mulpani,5.0,2.0,3.0,2.0,4.0,2.5,18500000.0,3.0,1850.0,4.5,10.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,East,High Access,Unfurnished,Budhanilkantha,4,Sukedhara,5.0,2.0,3.5,2.0,2.0,2.5,72000000.0,9.17,1369.0,10.0,20.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Commercial,East,High Access,Unfurnished,Kathmandu,4,Baluwatar,5.0,1.0,4.0,1.0,3.0,3.0,62500000.0,4.0,1048.94,14.0,26.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Unfurnished,Budhanilkantha,8,Budhanilkantha,5.0,1.0,5.0,1.0,4.0,2.0,130000000.0,21.0,2053.5,3.0,14.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Unfurnished,Budhanilkantha,8,Budhanilkantha,5.0,1.0,5.0,1.0,8.0,2.0,145000000.0,19.0,2053.5,3.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North,High Access,Semi Furnished,Kathmandu,31,Baneshwor,5.0,1.0,3.0,1.0,4.0,2.5,75000000.0,8.5,4000.0,24.0,15.0,100.0,5000.0,100.0,2000.0,1000.0,1000.0,100.0,100.0,7000.0,3610.0
Kathmandu,Residential,South,High Access,Unfurnished,Nagarjun,1,Raniban,5.0,1.0,5.0,1.0,2.0,2.5,42500000.0,5.0,1711.25,5.0,16.0,200.0,12000.0,150.0,3000.0,200.0,200.0,300.0,500.0,9000.0,4320.0
Kathmandu,Residential,West,High Access,Semi Furnished,Kathmandu,5,Hadigaun,4.0,1.0,5.0,1.0,2.0,2.5,77500000.0,10.5,1197.88,32.0,20.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,East,High Access,Full Furnished,Tokha,3,Tokha,5.0,1.0,5.0,2.0,8.0,2.5,70000000.0,7.33,1197.88,3.0,14.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North,High Access,Unfurnished,Tokha,3,Tokha,6.0,6.0,7.0,2.0,4.0,4.0,50000000.0,5.1,1711.25,10.0,20.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-West,High Access,Semi Furnished,Tokha,3,Tokha,3.0,3.0,3.0,3.0,3.0,3.0,26000000.0,3.0,1026.75,4.0,12.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-West,Low Access,Semi Furnished,Kageshwori Manohara,7,Mid_Zone,3.0,2.0,3.0,3.0,4.0,3.0,25000000.0,3.0,1850.0,3.0,13.0,2500.0,7800.0,300.0,4200.0,100.0,440.0,400.0,300.0,3500.0,5000.0
Kathmandu,Semi-commercial,East,High Access,Semi Furnished,Kathmandu,14,Mid_Zone,6.0,2.0,4.0,2.0,2.0,3.5,35000000.0,4.0,1197.88,6.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-West,High Access,Unfurnished,Kathmandu,4,Dhumbarahi,8.0,3.0,4.0,2.5,2.0,2.5,37500000.0,3.5,1197.8,16.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,High Access,Semi Furnished,Kathmandu,4,Chandol,8.0,2.0,2.5,2.0,1.0,2.5,36500000.0,5.0,1026.75,6.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,1,Naxal,4.0,1.0,3.0,2.0,2.0,4.0,50000000.0,3.0,1026.75,32.0,13.0,200.0,8000.0,150.0,990.0,100.0,200.0,100.0,150.0,8000.0,950.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,34,Pepsicola,7.0,2.0,4.0,2.0,3.0,3.5,32000000.0,3.33,2626.0,18.0,20.0,1000.0,6100.0,200.0,5200.0,300.0,300.0,150.0,5200.0,5000.0,3000.0
Kathmandu,Commercial,North-East,High Access,Unfurnished,Gokarneshwor,6,Jorpati,6.0,5.0,3.0,5.0,5.0,4.5,52500000.0,7.0,4991.0,4.0,36.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-West,High Access,Unfurnished,Budhanilkantha,8,Budhanilkantha,5.0,2.0,5.0,2.0,4.0,2.0,80000000.0,8.0,1369.0,3.0,13.0,2000.0,6000.0,50.0,4000.0,50.0,470.0,50.0,710.0,4000.0,1610.0
Kathmandu,Residential,South-West,High Access,Unfurnished,Kathmandu,3,Panipokhari,7.0,5.0,5.0,4.0,5.0,4.0,12500000.0,22.0,1711.25,32.0,18.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-West,Low Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,5.0,1.0,5.0,2.0,5.0,2.5,110000000.0,17.0,2053.5,3.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,High Access,Semi Furnished,Budhanilkantha,7,Budhanilkantha,5.0,1.0,4.0,2.0,6.0,2.5,90000000.0,9.0,1711.25,3.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,High Access,Unfurnished,Kathmandu,3,Premium_Zone,11.0,3.0,3.0,3.0,1.0,2.5,310000000.0,31.0,1026.75,9.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North,High Access,Unfurnished,Budhanilkantha,10,Kapan,6.0,1.0,7.0,1.0,2.0,2.5,28000000.0,3.75,1369.0,7.0,25.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Semi-commercial,West,High Access,Semi Furnished,Kathmandu,21,Teku,11.0,7.0,7.0,7.0,2.0,7.0,100000000.0,8.8,342.25,34.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Commercial,North-East,High Access,Semi Furnished,Kathmandu,4,Chandol,4.0,1.0,2.5,1.0,2.0,5.0,140000000.0,9.5,1026.75,9.0,20.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Semi-commercial,East,High Access,Semi Furnished,Kathmandu,13,Kalimati,7.0,1.0,3.5,1.0,3.0,7.5,30000000.0,1.2,684.5,14.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Commercial,West,High Access,Unfurnished,Kathmandu,11,Budget_Zone,6.0,2.0,4.0,2.0,1.0,3.0,10500000.0,7.5,1197.88,12.0,20.0,200.0,2500.0,100.0,300.0,300.0,300.0,50.0,280.0,3000.0,180.0
Kathmandu,Commercial,South,High Access,Full Furnished,Kathmandu,14,Premium_Zone,6.0,2.0,4.0,2.0,2.0,9.0,80000000.0,2.31,1197.88,5.0,20.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Kageshwori Manohara,7,Kadaghari,5.0,2.0,3.0,2.0,3.0,2.5,20000000.0,2.3,1600.0,8.0,13.0,800.0,4500.0,200.0,4200.0,100.0,300.0,150.0,1500.0,4700.0,5000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Kageshwori Manohara,8,Gothatar,6.0,2.0,5.0,2.0,3.0,2.5,28000000.0,3.5,1950.0,2.0,20.0,3000.0,3500.0,300.0,3900.0,300.0,3000.0,300.0,1500.0,4700.0,3000.0
Kathmandu,Residential,East,Low Access,Unfurnished,Kageshwori Manohara,5,Thali,2.0,1.0,1.0,1.0,6.0,1.0,15500000.0,3.23,850.0,2.0,13.0,5000.0,10000.0,300.0,7000.0,300.0,6000.0,400.0,500.0,7000.0,7000.0
Kathmandu,Residential,East,Low Access,Unfurnished,Kageshwori Manohara,5,Thali,2.0,1.0,1.0,1.0,6.0,1.0,14000000.0,3.0,750.0,2.0,13.0,4000.0,10000.0,300.0,7000.0,400.0,5000.0,300.0,1000.0,3000.0,7000.0
Kathmandu,Residential,South-East,High Access,Semi Furnished,Kathmandu,16,Balaju,8.0,3.0,6.0,4.0,1.0,3.5,43000000.0,4.0,1369.0,5.0,16.0,1000.0,11000.0,50.0,1000.0,50.0,50.0,190.0,1000.0,11200.0,1900.0
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,4,Baluwatar,5.0,1.0,5.0,1.0,4.0,2.5,95000000.0,11.0,1369.0,14.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-East,High Access,Semi Furnished,Nagarjun,1,Raniban,6.0,3.0,3.0,3.0,1.0,3.0,18000000.0,3.1,1112.315,14.0,8.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Semi-commercial,South,High Access,Unfurnished,Kathmandu,28,Baghbazzar,13.0,3.0,1.0,1.0,2.0,4.0,12500000.0,12.0,1369.0,30.5,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,West,Low Access,Semi Furnished,Kageshwori Manohara,8,Gothatar,7.0,2.0,3.0,2.0,3.0,2.5,27500000.0,3.2,2300.0,1.0,13.0,4700.0,6800.0,230.0,4500.0,300.0,300.0,250.0,2300.0,3900.0,4110.0
Kathmandu,Residential,North-East,High Access,Full Furnished,Kathmandu,32,Koteshwor,9.0,2.0,6.0,2.0,2.0,3.0,34900000.0,3.5,3500.0,15.0,12.0,500.0,500.0,100.0,500.0,100.0,100.0,220.0,280.0,4200.0,760.0
Kathmandu,Residential,East,High Access,Unfurnished,Gokarneshwor,5,Jorpati,2.0,1.0,1.0,1.0,2.0,1.0,16500000.0,3.0,855.6225,4.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Unfurnished,Gokarneshwor,6,Jorpati,6.0,3.0,3.0,3.0,2.0,2.5,29500000.0,3.5,1026.75,4.0,13.0,160.0,5000.0,110.0,2070.0,110.0,190.0,50.0,410.0,3000.0,3000.0
Kathmandu,Residential,East,High Access,Unfurnished,Kageshwori Manohara,8,Gothatar,2.0,1.0,1.0,1.0,2.0,1.0,17500000.0,3.0,1964.51,2.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,4,Baluwatar,4.0,1.0,4.0,1.0,4.0,2.5,55000000.0,4.75,684.5,14.0,13.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,West,High Access,Unfurnished,Kageshwori Manohara,9,Pepsicola,10.0,4.0,5.0,3.0,6.0,4.0,45000000.0,4.5,3102.33,18.0,10.0,750.0,4000.0,200.0,4000.0,200.0,300.0,150.0,1200.0,4400.0,3210.0
Kathmandu,Residential,North-West,High Access,Unfurnished,Gokarneshwor,6,Jorpati,3.0,2.0,2.0,2.0,3.0,1.5,39000000.0,6.2,1779.7,25.0,10.0,400.0,6100.0,400.0,2400.0,400.0,1100.0,200.0,400.0,2000.0,3500.0
Kathmandu,Semi-commercial,North,Low Access,Unfurnished,Kageshwori Manohara,9,Gothatar,7.0,4.0,4.0,4.0,4.0,4.0,27500000.0,6.0,1369.0,8.0,3.0,700.0,4100.0,200.0,3900.0,100.0,300.0,50.0,1300.0,4300.0,3210.0
Kathmandu,Residential,North,High Access,Unfurnished,Kageshwori Manohara,9,Gothatar,6.0,3.0,3.0,3.0,3.0,2.5,23000000.0,3.48,2150.0,9.0,13.0,700.0,4100.0,200.0,3900.0,100.0,300.0,50.0,1300.0,4300.0,3000.0
Kathmandu,Residential,North-West,High Access,Semi Furnished,Kageshwori Manohara,9,Gothatar,5.0,1.0,6.0,2.0,6.0,3.0,52500000.0,8.0,1711.25,8.0,20.0,750.0,4200.0,200.0,3800.0,300.0,300.0,150.0,1400.0,4100.0,3000.0
Kathmandu,Residential,South,High Access,Full Furnished,Tokha,3,Basundhara,5.0,1.0,3.0,1.0,1.0,2.5,59000000.0,5.0,1711.25,7.5,20.0,100.0,6300.0,100.0,1210.0,200.0,300.0,200.0,500.0,6400.0,1240.0
Kathmandu,Residential,South,High Access,Unfurnished,Budhanilkantha,8,Budhanilkantha,5.0,1.0,6.0,1.0,2.0,2.5,80000000.0,8.0,2738.0,3.0,13.0,1000.0,6000.0,50.0,3000.0,50.0,50.0,50.0,50.0,5000.0,1170.0
Kathmandu,Semi-commercial,North-East,High Access,Semi Furnished,Kathmandu,16,Nayabazar,10.0,1.0,5.0,1.0,1.0,3.0,60000000.0,5.5,1711.25,19.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-East,High Access,Semi Furnished,Kathmandu,15,Dallu,10.5,1.0,4.0,1.0,1.0,4.5,65000000.0,6.0,1026.75,22.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-East,High Access,Unfurnished,Budhanilkantha,8,Budhanilkantha,8.0,1.0,6.0,1.0,2.0,3.5,67500000.0,13.0,4449.25,3.0,26.0,600.0,3000.0,300.0,1100.0,500.0,500.0,500.0,440.0,2700.0,1100.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,3,Panipokhari,7.0,1.0,4.0,1.0,3.0,2.0,10000000.0,16.0,1711.25,32.0,13.0,300.0,6200.0,200.0,670.0,300.0,300.0,200.0,670.0,8400.0,1930.0
Kathmandu,Commercial,South,High Access,Semi Furnished,Kathmandu,14,Ravi Bhawan,5.0,1.0,5.0,1.0,1.0,2.5,22500000.0,4.25,1026.0,2.0,80.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Full Furnished,Kathmandu,16,Sorakhutte,4.0,1.0,3.0,1.0,2.0,2.5,45000000.0,3.25,1026.75,14.0,16.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-East,High Access,Semi Furnished,Kathmandu,4,Baluwatar,5.0,2.0,4.0,1.0,3.0,2.5,65000000.0,7.5,1369.0,14.0,10.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,North-East,Low Access,Unfurnished,Kageshwori Manohara,6,Gothatar,2.0,1.0,1.0,1.0,1.0,1.0,17000000.0,3.2,850.0,2.0,13.0,500.0,4000.0,300.0,6000.0,100.0,200.0,100.0,400.0,5000.0,7000.0
Kathmandu,Residential,North,High Access,Unfurnished,Kageshwori Manohara,9,Gothatar,4.0,2.0,3.0,2.0,3.0,2.5,19000000.0,2.2,1450.0,17.0,10.0,1200.0,3500.0,300.0,3000.0,200.0,300.0,50.0,500.0,5000.0,2500.0
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Kageshwori Manohara,4,Kageshwari-Manohara,7.0,2.0,4.0,2.0,5.0,2.5,28500000.0,5.2,2450.0,3.0,13.0,2000.0,12000.0,300.0,8300.0,300.0,3000.0,150.0,900.0,7900.0,9000.0
Kathmandu,Residential,North,Low Access,Semi Furnished,Kageshwori Manohara,8,Gothatar,7.0,2.0,5.0,2.0,1.0,3.5,26500000.0,3.0,2447.0,1.0,12.0,3000.0,6500.0,200.0,3600.0,700.0,750.0,200.0,3300.0,3200.0,4000.0
