district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,bedrooms,kitchens,bathrooms,living_rooms,parking,total_floors,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m
Kathmandu,Residential,West,Low Access,Unfurnished,Budhanilkantha,8,Bhangal,4.0,1.0,2.0,2.0,1.0,2.0,23000000.0,3.93,1620.06,10.0,13.0,800.0,7000.0,50.0,1230.0,80.0,320.0,50.0,240.0,6500.0,1510.0
Kathmandu,Residential,North-East,Low Access,Unfurnished,Tokha,3,Tokha,5.0,1.0,3.0,1.0,1.0,2.5,17500000.0,2.5,941.18,7.0,13.0,700.0,7000.0,150.0,1500.0,290.0,300.0,300.0,240.0,6500.0,2160.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Gokarneshwor,8,Gokarneshwor,5.0,2.0,3.0,2.0,2.0,2.5,28500000.0,3.25,1540.13,1.0,14.0,200.0,7640.0,300.0,1060.0,360.0,500.0,200.0,1000.0,2000.0,4000.0
Kathmandu,Residential,East,High Access,Full Furnished,Kathmandu,13,Chhauni,6.0,1.0,6.0,1.0,3.0,2.5,78000000.0,6.0,1369.0,2.0,20.0,470.0,5600.0,106.0,1480.0,460.0,360.0,356.0,660.0,6000.0,500.0
Kathmandu,Residential,South,High Access,Semi Furnished,Kathmandu,31,Mid Baneshowr,3.0,1.0,3.0,1.0,1.0,3.0,42500000.0,3.75,1368.94,30.0,18.0,500.0,1000.0,100.0,1000.0,100.0,200.0,300.0,300.0,5000.0,1000.0
Kathmandu,Residential,East,High Access,Full Furnished,Kathmandu,7,Chabahil,10.0,2.0,8.0,4.0,5.0,3.5,140000000.0,15.0,1369.0,15.0,14.0,300.0,9240.0,300.0,500.0,300.0,500.0,100.0,300.0,700.0,200.0
Kathmandu,Residential,East,High Access,Full Furnished,Kathmandu,6,Boudha,7.0,2.0,9.0,2.0,2.0,2.5,50000000.0,6.0,2738.0,11.0,14.0,1000.0,7000.0,500.0,2000.0,200.0,700.0,400.0,400.0,1000.0,1300.0
Kathmandu,Residential,South,Low Access,Unfurnished,Budhanilkantha,11,Kapan,3.0,1.0,2.0,1.0,1.0,1.5,16500000.0,3.0,855.625,5.0,13.0,3000.0,6000.0,50.0,4240.0,410.0,3000.0,50.0,620.0,5500.0,1910.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,6,Budhanilkantha,4.0,2.0,4.0,1.0,1.0,2.5,35000000.0,5.0,1197.87,3.0,13.0,300.0,5000.0,100.0,500.0,200.0,500.0,300.0,600.0,4000.0,8000.0
Kathmandu,Residential,North-East,Low Access,Unfurnished,Budhanilkantha,11,Kapan,7.0,4.0,6.0,4.0,1.0,2.5,33500000.0,5.0,3950.0,1.0,13.0,3000.0,6000.0,50.0,4240.0,410.0,3000.0,50.0,620.0,5500.0,1910.0
Kathmandu,Residential,North,High Access,Unfurnished,Budhanilkantha,4,Budhanilkantha,6.0,1.0,4.0,2.0,2.0,2.5,38500000.0,5.0,1026.75,3.0,13.0,800.0,7000.0,100.0,3000.0,100.0,500.0,100.0,800.0,6000.0,3000.0
Kathmandu,Residential,West,Low Access,Semi Furnished,Budhanilkantha,2,Budhanilkantha,6.0,2.0,4.0,2.0,1.0,2.5,36000000.0,4.0,684.5,3.0,13.0,200.0,7000.0,200.0,3000.0,200.0,200.0,200.0,200.0,6000.0,3000.0
Kathmandu,Residential,West,High Access,Full Furnished,Budhanilkantha,7,Hattigauda,4.0,1.0,4.0,1.0,1.0,2.5,46000000.0,4.06,2200.0,7.0,20.0,300.0,6000.0,50.0,1510.0,170.0,210.0,250.0,300.0,5500.0,1320.0
Kathmandu,Semi-commercial,South-East,High Access,Unfurnished,Kathmandu,16,Sorakhutte,12.0,1.0,7.5,5.0,2.0,5.0,45000000.0,3.12,1026.75,20.0,9.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,East,High Access,Full Furnished,Budhanilkantha,3,Budhanilkantha,5.0,1.0,6.0,2.0,5.0,2.5,180000000.0,16.0,5000.0,9.0,16.0,500.0,8000.0,200.0,2000.0,500.0,500.0,100.0,200.0,7000.0,2000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,5,Budhanilkantha,6.0,3.0,3.0,3.0,1.0,3.5,27000000.0,5.0,1197.87,5.0,13.0,400.0,5000.0,400.0,700.0,500.0,500.0,400.0,500.0,5000.0,9000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,5,Budhanilkantha,5.0,3.0,5.0,3.0,1.0,2.5,27000000.0,3.5,1197.87,1.0,10.0,300.0,5000.0,200.0,600.0,300.0,300.0,100.0,500.0,4000.0,8000.0
Kathmandu,Residential,South,High Access,Full Furnished,Tokha,10,Samakhusi,5.0,2.0,6.0,2.0,1.0,2.5,48000000.0,3.62,1112.31,2.0,10.0,500.0,7000.0,300.0,1000.0,300.0,320.0,300.0,500.0,6000.0,300.0
Kathmandu,Residential,West,High Access,Unfurnished,Kathmandu,4,Baluwatar,4.0,1.0,4.0,2.0,1.0,2.5,29500000.0,2.5,855.62,14.0,30.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South,High Access,Unfurnished,Tokha,4,Premium_Zone,4.0,1.0,3.0,1.0,9.0,2.0,91000000.0,13.0,1369.0,28.0,14.0,500.0,7000.0,500.0,1000.0,500.0,360.0,200.0,1000.0,6000.0,2000.0
Kathmandu,Residential,East,High Access,Semi Furnished,Tarkeshwor,7,Thapagaun,6.0,2.0,6.0,2.0,1.0,2.5,23000000.0,3.25,1026.75,1.0,10.0,1000.0,8000.0,500.0,2000.0,500.0,640.0,500.0,1000.0,7000.0,2500.0
Kathmandu,Residential,East,High Access,Semi Furnished,Tokha,8,Baniyatar,2.0,1.0,2.0,1.0,1.0,1.0,16500000.0,3.0,924.07,4.0,13.0,1000.0,7000.0,500.0,2000.0,500.0,660.0,300.0,1000.0,6000.0,2000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Tokha,3,Tokha,5.0,2.0,3.0,2.0,1.0,2.5,28000000.0,4.0,1197.88,3.0,13.0,300.0,5000.0,300.0,500.0,200.0,400.0,400.0,500.0,5000.0,4000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,11,Bhangal,6.0,2.0,5.0,2.0,2.0,2.5,43000000.0,4.5,1026.75,0.0,13.0,200.0,7000.0,200.0,2500.0,200.0,200.0,200.0,200.0,5000.0,2300.0
Kathmandu,Residential,South,High Access,Semi Furnished,Kageshwori Manohara,6,Jorpati,7.0,3.0,4.0,3.0,2.0,3.5,27000000.0,3.0,855.6225,1.0,13.0,1000.0,7000.0,498.0,4000.0,1000.0,1000.0,500.0,500.0,2000.0,4000.0
Kathmandu,Residential,North-East,High Access,Unfurnished,Kageshwori Manohara,6,Jorpati,4.0,1.0,3.0,1.0,2.0,2.5,21500000.0,2.5,855.6225,4.0,20.0,1000.0,7000.0,500.0,3000.0,1000.0,1000.0,500.0,500.0,2000.0,4000.0
Kathmandu,Residential,South,High Access,Unfurnished,Kathmandu,29,Ranibari,9.0,3.0,4.0,1.0,2.0,3.5,49500000.0,6.0,1369.0,14.0,13.0,1000.0,4000.0,80.0,1300.0,100.0,760.0,100.0,520.0,4000.0,3230.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,3,Tokha,6.0,2.0,4.0,2.0,1.0,2.5,24000000.0,3.5,1197.88,3.0,13.0,400.0,5000.0,300.0,500.0,300.0,300.0,200.0,500.0,5000.0,4000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Tokha,3,Tokha,5.0,2.0,4.0,3.0,1.0,3.0,28000000.0,3.0,941.18,1.0,13.0,500.0,4000.0,300.0,400.0,300.0,500.0,200.0,300.0,4000.0,4000.0
Kathmandu,Residential,West,High Access,Unfurnished,Kathmandu,4,Chandol,4.0,1.0,4.0,1.0,2.0,2.5,82500000.0,6.5,1026.75,7.0,12.0,1000.0,3000.0,90.0,1400.0,100.0,240.0,100.0,770.0,3000.0,830.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Tokha,3,Tokha,4.0,2.0,4.0,1.0,2.0,2.5,16000000.0,6.0,1369.0,5.0,26.0,500.0,5000.0,300.0,600.0,200.0,400.0,400.0,500.0,5000.0,200.0
Kathmandu,Commercial,West,High Access,Unfurnished,Kathmandu,4,Dhumbarahi,13.0,2.0,5.0,1.0,1.0,3.5,40000000.0,4.9,1197.8,35.0,16.0,300.0,6720.0,300.0,300.0,300.0,500.0,50.0,300.0,3440.0,50.0
Kathmandu,Residential,East,High Access,Semi Furnished,Budhanilkantha,9,Sukedhara,7.0,3.0,3.0,2.0,1.0,3.0,28000000.0,3.5,1026.75,10.0,12.0,1000.0,8800.0,590.0,2230.0,700.0,510.0,50.0,340.0,11200.0,1950.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,13,Kapan,2.0,1.0,1.0,1.0,1.0,1.0,18500000.0,4.0,1369.0,6.0,13.0,500.0,4000.0,200.0,1000.0,500.0,500.0,200.0,1500.0,4000.0,700.0
Kathmandu,Residential,South,High Access,Full Furnished,Kathmandu,3,Maharajgunj,6.0,2.0,5.0,2.0,2.0,2.5,65000000.0,4.5,1013.375,0.0,12.0,100.0,6000.0,100.0,1700.0,290.0,200.0,100.0,230.0,5500.0,1190.0
Kathmandu,Residential,East,Low Access,Full Furnished,Tokha,3,Tokha,5.0,3.0,5.0,3.0,1.0,2.5,37000000.0,4.0,1197.88,0.0,26.0,500.0,5000.0,300.0,600.0,300.0,400.0,50.0,500.0,5000.0,50.0
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Budhanilkantha,8,Chapali,4.0,2.0,5.0,2.0,2.0,2.0,39000000.0,4.0,2426.08,0.0,14.0,2500.0,9000.0,500.0,2500.0,800.0,900.0,3000.0,250.0,6000.0,1500.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Tokha,3,Tokha,7.0,2.0,5.0,1.0,2.0,2.5,37000000.0,4.0,1197.88,0.0,18.0,200.0,4000.0,100.0,400.0,300.0,400.0,400.0,400.0,5000.0,100.0
Kathmandu,Residential,South,High Access,Semi Furnished,Kageshwori Manohara,7,Mulpani,6.0,2.0,4.0,2.0,5.0,2.5,25500000.0,3.0,2000.0,1.0,13.0,2000.0,5500.0,400.0,3000.0,400.0,400.0,200.0,400.0,6000.0,5000.0
Kathmandu,Residential,East,High Access,Unfurnished,Nagarjun,4,Bafal,6.0,2.0,6.0,3.0,1.0,2.5,32500000.0,4.25,1197.87,5.0,13.0,610.0,4940.0,200.0,1600.0,330.0,500.0,170.0,700.0,5140.0,700.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Budhanilkantha,12,Kapan,8.0,2.0,3.0,1.0,2.0,2.5,19000000.0,3.0,1750.0,14.0,13.0,2000.0,5000.0,50.0,1500.0,420.0,640.0,50.0,370.0,4500.0,1510.0
Kathmandu,Semi-commercial,North-East,High Access,Unfurnished,Kathmandu,4,Dhumbarahi,8.0,3.0,4.0,2.5,2.0,2.5,60000000.0,5.5,1540.12,16.0,50.0,1000.0,6000.0,248.0,1000.0,500.0,500.0,50.0,500.0,3000.0,50.0
Kathmandu,Residential,South,High Access,Unfurnished,Kageshwori Manohara,7,Mulpani,6.0,3.0,3.0,3.0,5.0,3.0,27000000.0,3.5,2635.0,1.0,13.0,2000.0,6000.0,500.0,3000.0,300.0,2000.0,300.0,500.0,7000.0,5000.0
Kathmandu,Semi-commercial,East,High Access,Unfurnished,Tokha,1,Mahankal,4.0,1.0,2.0,1.0,2.0,2.5,17500000.0,5.0,941.18,5.0,36.0,4000.0,10000.0,1000.0,4000.0,300.0,550.0,50.0,2000.0,9000.0,6000.0
Kathmandu,Residential,West,Low Access,Semi Furnished,Budhanilkantha,8,Bhangal,6.0,2.0,6.0,2.0,2.0,2.5,43500000.0,5.0,3150.0,0.0,13.0,1000.0,6000.0,100.0,1230.0,100.0,870.0,100.0,220.0,5500.0,1030.0
Kathmandu,Residential,East,High Access,Semi Furnished,Tokha,4,Tokha,5.0,2.0,3.0,1.0,1.0,2.5,17000000.0,3.0,941.18,3.0,13.0,200.0,4000.0,300.0,300.0,200.0,300.0,500.0,500.0,5000.0,400.0
Kathmandu,Residential,North-West,Low Access,Semi Furnished,Budhanilkantha,8,Bhangal,6.0,2.0,5.0,2.0,2.0,2.5,42500000.0,4.5,2900.0,0.0,13.0,1500.0,6000.0,200.0,2400.0,110.0,660.0,250.0,590.0,5500.0,1910.0
Kathmandu,Residential,West,Low Access,Semi Furnished,Tokha,7,Tokha,8.0,2.0,4.0,2.0,1.0,2.5,57000000.0,6.0,1369.0,18.0,16.0,400.0,4000.0,300.0,400.0,100.0,300.0,500.0,400.0,5000.0,3500.0
Kathmandu,Residential,West,High Access,Unfurnished,Kathmandu,32,Pepsicola,6.0,3.0,3.0,3.0,5.0,3.0,29500000.0,3.87,2550.0,10.0,20.0,2000.0,4500.0,300.0,2000.0,300.0,2000.0,100.0,500.0,6000.0,3300.0
Kathmandu,Residential,South-East,High Access,Unfurnished,Tokha,6,Dhapasi,3.0,1.0,4.0,1.0,4.0,2.5,52500000.0,8.75,1197.87,19.0,14.0,1000.0,5000.0,110.0,1600.0,100.0,400.0,100.0,290.0,4000.0,1170.0
Kathmandu,Residential,East,High Access,Unfurnished,Kathmandu,4,Chandol,4.0,2.0,2.0,1.0,2.0,2.0,46000000.0,5.75,1026.75,22.0,8.0,1000.0,3000.0,90.0,1400.0,100.0,240.0,100.0,310.0,2000.0,1110.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,10,Baneshwor,5.0,1.0,4.0,2.0,10.0,3.0,11000000.0,21.0,5476.0,32.0,20.0,300.0,1000.0,200.0,1000.0,300.0,400.0,400.0,500.0,4000.0,2000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,1,Budhanilkantha,6.0,2.0,6.0,2.0,3.0,2.5,57500000.0,6.0,3000.0,0.0,14.0,3000.0,9000.0,200.0,5000.0,200.0,400.0,300.0,300.0,7000.0,200.0
Kathmandu,Residential,West,High Access,Semi Furnished,Tokha,8,Grande Villa,5.0,2.0,6.0,2.0,1.0,2.5,31500000.0,3.0,275.0,0.0,13.0,500.0,7000.0,500.0,700.0,50.0,320.0,500.0,500.0,6000.0,3000.0
Kathmandu,Semi-commercial,West,High Access,Semi Furnished,Kathmandu,31,Old Baneshowr,8.0,3.0,4.0,1.0,4.0,3.5,35000000.0,2.75,684.25,23.0,20.0,500.0,1000.0,200.0,1000.0,200.0,300.0,200.0,400.0,5000.0,1000.0
Kathmandu,Residential,South,High Access,Semi Furnished,Nagarjun,4,Sitapaila,5.0,1.0,4.0,1.0,1.0,2.5,22500000.0,4.0,1197.87,9.0,13.0,420.0,11000.0,130.0,1440.0,190.0,280.0,200.0,390.0,11000.0,1500.0
Kathmandu,Commercial,South,High Access,Semi Furnished,Nagarjun,10,Kalanki,4.0,1.0,2.0,1.0,1.0,2.5,26500000.0,3.0,855.62,4.0,13.0,870.0,6600.0,300.0,3180.0,440.0,1810.0,280.0,490.0,7000.0,3000.0
Kathmandu,Residential,North-East,High Access,Semi Furnished,Nagarjun,6,Ramkot,3.0,1.0,4.0,1.0,1.0,2.0,20500000.0,3.5,1095.2,9.0,15.0,2000.0,11000.0,50.0,3000.0,1000.0,1000.0,200.0,500.0,8000.0,1200.0
Kathmandu,Residential,East,High Access,Unfurnished,Kageshwori Manohara,6,Gothatar,2.0,1.0,2.0,1.0,2.0,1.0,19000000.0,5.25,1823.92,3.0,13.0,1000.0,8000.0,348.0,3000.0,1000.0,1000.0,500.0,500.0,3000.0,5000.0
Kathmandu,Commercial,North-West,High Access,Unfurnished,Kathmandu,9,Sinamangal,5.5,1.0,5.0,2.5,1.0,4.5,45500000.0,4.0,1197.87,25.0,20.0,100.0,500.0,50.0,1000.0,100.0,100.0,100.0,160.0,2000.0,100.0
Kathmandu,Residential,West,Low Access,Unfurnished,Kathmandu,3,Basundhara,5.0,2.0,4.0,1.0,1.0,2.5,37500000.0,3.93,1369.0,7.0,13.0,250.0,6000.0,50.0,1510.0,210.0,210.0,300.0,280.0,5500.0,2910.0
Kathmandu,Residential,West,High Access,Semi Furnished,Kathmandu,32,Koteshwor,13.0,2.0,5.0,2.0,1.0,4.5,35000000.0,3.5,1026.75,15.0,16.0,400.0,1000.0,100.0,1000.0,300.0,300.0,400.0,300.0,5000.0,1000.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,32,Koteshwor,10.0,3.0,4.0,2.0,1.0,4.5,45000000.0,4.0,1026.75,12.0,16.0,500.0,1000.0,200.0,1000.0,200.0,300.0,400.0,300.0,5000.0,1000.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,4,Tokha,4.0,1.0,3.0,1.0,1.0,1.0,42000000.0,6.5,1369.0,3.0,16.0,500.0,4000.0,500.0,500.0,300.0,300.0,400.0,500.0,5000.0,400.0
Kathmandu,Residential,South-West,Low Access,Semi Furnished,Budhanilkantha,6,Budhanilkantha,5.0,1.0,4.0,2.0,2.0,2.5,56500000.0,6.0,2053.5,0.0,13.0,200.0,5000.0,200.0,800.0,100.0,250.0,150.0,200.0,4000.0,100.0
Kathmandu,Residential,East,High Access,Full Furnished,Kageshwori Manohara,6,Jorpati,8.0,3.0,5.0,4.0,2.0,3.5,32500000.0,3.5,1232.0974999999999,1.0,22.0,1000.0,10000.0,298.0,5000.0,1000.0,1000.0,500.0,500.0,3000.0,5000.0
Kathmandu,Residential,East,High Access,Unfurnished,Kageshwori Manohara,6,Mulpani,7.0,1.0,4.0,1.0,2.0,2.5,40000000.0,8.0,2125.0,5.0,20.0,1000.0,10000.0,298.0,6000.0,1000.0,1000.0,500.0,720.0,4000.0,6000.0
Kathmandu,Commercial,South,High Access,Unfurnished,Kathmandu,6,Boudha,6.5,3.0,4.0,2.0,2.0,2.5,159500000.0,6.75,2738.0,11.0,13.0,1000.0,6000.0,658.0,1000.0,1000.0,1000.0,100.0,500.0,100.0,2000.0
Kathmandu,Residential,North,High Access,Unfurnished,Kageshwori Manohara,6,Jorpati,6.0,2.0,3.0,2.0,2.0,2.5,35000000.0,5.0,1232.0974999999999,6.0,12.0,1000.0,8000.0,348.0,5000.0,1000.0,1000.0,500.0,580.0,3000.0,5000.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,4,Tokha,9.0,5.0,9.0,1.0,2.0,3.0,47500000.0,4.0,1197.88,1.0,20.0,500.0,4000.0,500.0,600.0,300.0,400.0,400.0,400.0,4000.0,400.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Tokha,5,Tokha,9.0,5.0,9.0,1.0,2.0,3.0,47500000.0,4.0,1197.88,1.0,20.0,500.0,5000.0,500.0,600.0,300.0,300.0,500.0,500.0,5000.0,500.0
Kathmandu,Semi-commercial,North,High Access,Unfurnished,Kathmandu,20,Basantapur,3.0,1.0,3.0,1.0,1.0,4.5,35000000.0,1.87,598.93,11.0,15.0,1046.7625523012553,6408.157488419969,235.14698795180723,2009.0114526823388,351.83984589983487,676.6095054592164,246.62772585669782,622.2681787858572,7701.352813852814,2700.7269155206286
Kathmandu,Residential,South-West,Low Access,Semi Furnished,Budhanilkantha,13,Budhanilkantha,5.0,1.0,3.0,1.0,1.0,2.5,23000000.0,2.87,1026.75,1.0,12.0,200.0,7000.0,200.0,2500.0,200.0,200.0,200.0,200.0,6700.0,2500.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,32,Narephant,8.0,2.0,4.0,2.0,1.0,3.5,39000000.0,5.0,1026.75,26.0,20.0,500.0,2000.0,100.0,500.0,50.0,100.0,50.0,220.0,3000.0,200.0
Kathmandu,Semi-commercial,South-East,High Access,Semi Furnished,Budhanilkantha,4,Budhanilkantha,4.0,1.0,3.0,2.0,1.0,2.5,42500000.0,5.0,1369.0,9.0,20.0,800.0,8000.0,100.0,3000.0,50.0,800.0,50.0,800.0,7000.0,3000.0
Kathmandu,Residential,West,High Access,Semi Furnished,Budhanilkantha,6,Budhanilkantha,5.0,1.0,5.0,2.0,3.0,2.5,85000000.0,9.0,1540.12,1.0,20.0,500.0,8000.0,100.0,2000.0,100.0,200.0,100.0,500.0,7000.0,2000.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,13,Budhanilkantha,6.0,2.0,4.0,2.0,1.0,2.5,39000000.0,4.25,3000.0,3.0,13.0,200.0,7000.0,200.0,2500.0,200.0,200.0,200.0,200.0,5000.0,2500.0
Kathmandu,Residential,East,Low Access,Semi Furnished,Budhanilkantha,13,Bhangal,5.0,2.0,5.0,2.0,1.0,2.5,26000000.0,3.0,2017.17,0.0,13.0,200.0,7000.0,200.0,2500.0,200.0,200.0,200.0,200.0,6700.0,2500.0
Kathmandu,Commercial,East,High Access,Semi Furnished,Budhanilkantha,2,Bhangal,4.0,1.0,5.0,2.0,2.0,3.0,46000000.0,4.5,1540.12,1.0,25.0,300.0,6500.0,200.0,2000.0,250.0,400.0,300.0,250.0,6500.0,300.0
Kathmandu,Commercial,North-East,High Access,Semi Furnished,Budhanilkantha,2,Bhangal,6.0,2.0,4.0,2.0,1.0,3.0,46500000.0,4.5,1369.0,1.0,28.0,2000.0,7000.0,200.0,2000.0,200.0,400.0,300.0,300.0,6500.0,250.0
Kathmandu,Residential,East,High Access,Unfurnished,Gokarneshwor,6,Boudha,6.0,3.0,3.0,3.0,1.0,3.0,27000000.0,2.5,855.62,11.0,12.0,1000.0,3000.0,90.0,1230.0,100.0,420.0,100.0,370.0,1000.0,1150.0
Kathmandu,Semi-commercial,East,High Access,Unfurnished,Kathmandu,7,Chabahil,6.0,2.0,5.0,2.0,5.0,4.0,85000000.0,8.0,1369.0,14.0,13.0,1000.0,2000.0,90.0,1230.0,100.0,380.0,100.0,330.0,1000.0,1350.0
Kathmandu,Residential,North,High Access,Unfurnished,Kathmandu,6,Guheshwori,4.0,3.0,3.0,3.0,1.0,3.5,40000000.0,2.93,855.62,4.0,13.0,1000.0,2000.0,90.0,1230.0,100.0,380.0,100.0,330.0,1000.0,1350.0
Kathmandu,Residential,North-West,High Access,Unfurnished,Kathmandu,7,Boudha,4.0,1.0,3.0,1.0,2.0,2.5,14000000.0,2.5,684.5,15.0,4.0,1000.0,2000.0,90.0,1230.0,100.0,380.0,100.0,330.0,1000.0,1350.0
Kathmandu,Residential,East,High Access,Unfurnished,Kathmandu,31,Baneshwor,10.0,3.0,6.0,1.0,1.0,3.5,42000000.0,5.5,1197.87,18.0,10.0,1000.0,3000.0,90.0,1230.0,100.0,1000.0,100.0,510.0,4000.0,840.0
Kathmandu,Commercial,East,Low Access,Unfurnished,Kathmandu,4,Sukedhara,13.0,1.0,5.0,1.0,1.0,5.0,63000000.0,2.68,684.5,10.0,32.0,1000.0,3000.0,90.0,1400.0,100.0,240.0,50.0,310.0,2000.0,1110.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,5,Tokha,4.0,1.0,2.0,2.0,2.0,2.5,25000000.0,2.5,855.62,3.0,18.0,500.0,5000.0,200.0,400.0,200.0,300.0,400.0,400.0,6000.0,50.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,4,Tokha,7.0,3.0,4.0,3.0,1.0,2.5,28000000.0,3.5,1197.88,6.0,13.0,600.0,5000.0,300.0,700.0,200.0,200.0,600.0,600.0,5000.0,50.0
Kathmandu,Semi-commercial,North,Low Access,Semi Furnished,Kathmandu,4,Dhumbarahi,12.0,4.0,8.0,5.0,1.0,5.0,47800000.0,4.0,3900.0,1.0,13.0,500.0,5000.0,100.0,1440.0,110.0,310.0,100.0,290.0,4500.0,1020.0
Kathmandu,Residential,South-West,High Access,Semi Furnished,Kathmandu,4,Sukedhara,5.0,2.0,4.0,2.0,2.0,2.5,55000000.0,5.0,3100.0,8.0,18.0,1000.0,5000.0,100.0,1230.0,120.0,600.0,300.0,830.0,4500.0,2530.0
Kathmandu,Commercial,North-East,High Access,Unfurnished,Budhanilkantha,10,Kapan,14.0,3.0,4.0,2.0,1.0,4.0,40000000.0,3.5,3100.0,17.0,26.0,1000.0,5000.0,50.0,1230.0,100.0,230.0,50.0,320.0,4500.0,1830.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,16,Nayabazar,7.0,4.0,7.0,3.0,1.0,3.5,49000000.0,4.62,1369.0,6.0,20.0,430.0,7100.0,130.0,2600.0,390.0,550.0,170.0,520.0,8300.0,1500.0
Kathmandu,Residential,East,High Access,Semi Furnished,Kathmandu,9,Battisputali,5.0,1.0,4.0,1.0,1.0,2.5,40000000.0,3.93,1026.75,6.0,14.0,400.0,1000.0,400.0,1000.0,400.0,400.0,300.0,400.0,4000.0,2000.0
Kathmandu,Residential,North-East,High Access,Semi Furnished,Budhanilkantha,3,Chapali,10.0,2.0,6.0,2.0,4.0,2.5,140000000.0,24.0,4600.0,14.0,13.0,5000.0,10000.0,100.0,4060.0,510.0,1604.0,100.0,1000.0,8800.0,2800.0
Kathmandu,Residential,South,Low Access,Semi Furnished,Budhanilkantha,3,Chapali,5.0,2.0,4.0,2.0,1.0,2.5,28500000.0,3.0,2426.08,1.0,13.0,4000.0,9000.0,200.0,3160.0,580.0,744.0,200.0,1220.0,8500.0,2640.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,4,Tokha,6.0,2.0,4.0,2.0,1.0,2.5,27500000.0,3.5,1197.88,0.0,10.0,600.0,4000.0,300.0,400.0,300.0,500.0,500.0,500.0,4000.0,600.0
Kathmandu,Residential,North-East,Low Access,Semi Furnished,Budhanilkantha,13,Budhanilkantha,6.0,2.0,5.0,2.0,2.0,2.5,33000000.0,4.0,1369.0,0.0,13.0,300.0,8000.0,300.0,4000.0,400.0,600.0,800.0,600.0,6000.0,5000.0
Kathmandu,Residential,South-East,High Access,Semi Furnished,Budhanilkantha,4,Budhanilkantha,5.0,1.0,4.0,2.0,3.0,3.0,36000000.0,7.0,1369.0,9.0,13.0,1000.0,8000.0,100.0,3000.0,200.0,200.0,800.0,500.0,7000.0,2000.0
Kathmandu,Residential,East,High Access,Unfurnished,Nagarjun,2,Swayambhu,6.0,2.0,4.0,2.0,1.0,4.5,29000000.0,3.0,855.62,1.0,13.0,430.0,7100.0,130.0,2600.0,390.0,550.0,170.0,520.0,8300.0,1500.0
Kathmandu,Semi-commercial,North,High Access,Unfurnished,Nagarjun,3,Thulo Bharyang,3.0,1.0,4.0,1.0,1.0,3.5,42500000.0,3.0,855.62,5.0,20.0,620.0,4400.0,220.0,1300.0,360.0,440.0,110.0,760.0,7400.0,1000.0
Kathmandu,Residential,East,Low Access,Unfurnished,Tokha,3,Tokha,4.0,2.0,4.0,2.0,1.0,2.5,21500000.0,3.5,1197.88,5.0,13.0,400.0,4000.0,300.0,400.0,300.0,400.0,300.0,300.0,4000.0,100.0
Kathmandu,Residential,North,Low Access,Semi Furnished,Budhanilkantha,8,Budhanilkantha,4.0,1.0,4.0,1.0,1.0,2.5,28500000.0,3.25,1989.624,4.0,13.0,500.0,8000.0,200.0,2000.0,50.0,500.0,200.0,250.0,7000.0,200.0
Kathmandu,Residential,West,High Access,Unfurnished,Budhanilkantha,10,Sukedhara,7.0,3.0,3.0,1.0,1.0,3.0,25000000.0,3.25,941.18,19.0,11.0,1000.0,3000.0,90.0,1400.0,100.0,240.0,100.0,310.0,2000.0,1110.0
