location_raw,facing,price_amount_npr,price_unit,road_width_feet,road_surface,land_size_aana,district
"Sudal, Bhaktapur",South-East,2300000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Gatthaghar, Bhaktapur",North,5800000.0,per_aana,24.0,Dhalan,5.2,Bhaktapur
"Kaushaltar, Bhaktapur",South-East,4200000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Lokanthali, Bhaktapur",North-West,5200000.0,per_aana,13.0,Dhalan,,Bhaktapur
"Kaushaltar, Bhaktapur",West,4600000.0,per_aana,13.0,Dhalan,,Bhaktapur
"Bhaisepati, Lalitpur",South,5800000.0,per_aana,13.0,Paved,5.1,Lalitpur
"Kaushaltar, Bhaktapur",East,5000000.0,per_aana,13.0,Paved,,Bhaktapur
"Gatthaghar, Bhaktapur",North-East,5700000.0,per_aana,20.0,Paved,6.1,Bhaktapur
"Gothatar, Kathmandu",South,4000000.0,per_aana,12.0,Paved,,Kathmandu
"Hattiban, Lalitpur",East,5500000.0,per_aana,20.0,Gravelled,3.1,Lalitpur
"Basundhara, Kathmandu",East,5500000.0,per_aana,13.0,Paved,,Kathmandu
"Chobhar, Kathmandu",South,50000.0,per_sqm,16.0,Black Topped,,Kathmandu
"Duwakot, Bhaktapur",South,2600000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Helmet Danda, Bhaktapur",North-West,4000000.0,per_aana,13.0,Dhalan,2.2,Bhaktapur
"Mahadevtar, Kathmandu",West,31000000.0,total,13.0,Black Topped,5.2,Kathmandu
"Lubhu, Lalitpur",South-West,2800000.0,per_aana,20.0,Dhalan,,Lalitpur
"Pepsicola, Kathmandu",East,8000000.0,total,20.0,Soil Stabilized,,Kathmandu
"Sudal, Bhaktapur",East,2400000.0,per_aana,32.0,Black Topped,4.2,Bhaktapur
"Nagdaha, Lalitpur",East,2100000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Pepsicola, Kathmandu",West,6200000.0,per_aana,20.0,Soil Stabilized,5.3,Kathmandu
"Imadol, Lalitpur",East,4300000.0,per_aana,13.0,Paved,3.3,Lalitpur
"Balkot, Bhaktapur",South,3800000.0,per_aana,20.0,Dhalan,,Bhaktapur
"Satungal, Kathmandu",North,3700000.0,per_aana,13.0,Gravelled,3.1,Kathmandu
"Satungal, Kathmandu",South,3700000.0,per_aana,13.0,Gravelled,,Kathmandu
"Dadhikot, Bhaktapur",East,2400000.0,per_aana,20.0,Gravelled,5.2,Bhaktapur
"Lubhu, Lalitpur",South-West,2800000.0,per_aana,20.0,Dhalan,,Lalitpur
"Pepsicola, Kathmandu",West,5700000.0,per_aana,20.0,Soil Stabilized,,Kathmandu
"Devdaha, Rupandehi",South,,,,,,Unknown
"Imadol, Lalitpur",East,5800000.0,per_aana,20.0,Dhalan,8.3,Lalitpur
"Bhaisepati, Lalitpur",South,4000000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Bhaisepati, Lalitpur",South-East,6500000.0,per_aana,13.0,Soil Stabilized,3.3,Lalitpur
"Tikathali, Lalitpur",North,3200000.0,per_aana,10.0,Soil Stabilized,2.3,Lalitpur
"Baluwatar, Kathmandu",North,6800000.0,per_aana,12.0,Black Topped,4.1,Kathmandu
"Panchetar, Kathmandu",South,17000000.0,total,20.0,Black Topped,4.2,Kathmandu
"Sanothimi, Bhaktapur",South,4300000.0,per_aana,12.0,Dhalan,4.2,Bhaktapur
"Kaushaltar, Bhaktapur",East,5000000.0,per_aana,13.0,Dhalan,,Bhaktapur
"Tikathali, Lalitpur",South,4200000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Hattiban, Lalitpur",West,3800000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Hattiban, Lalitpur",North,3700000.0,per_aana,13.0,Dhalan,,Lalitpur
"Hattiban, Lalitpur",North,5000000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Sanothimi, Bhaktapur",South,3600000.0,per_aana,13.0,Soil Stabilized,3.1,Bhaktapur
"Tikathali, Lalitpur",North,3200000.0,per_aana,10.0,Soil Stabilized,2.3,Lalitpur
"Nagdaha, Lalitpur",East,2100000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Imadol, Lalitpur",South-East,4000000.0,per_aana,13.0,Soil Stabilized,2.2,Lalitpur
"Duwakot, Bhaktapur",East,3100000.0,per_aana,13.0,Soil Stabilized,,Bhaktapur
"Harisiddhi, Lalitpur",South-West,75000000.0,total,13.0,Dhalan,,Lalitpur
"Lubhu, Lalitpur",South-West,2800000.0,per_aana,20.0,Dhalan,,Lalitpur
"Jawalakhel, Lalitpur",South,40000000.0,total,12.0,Black Topped,,Lalitpur
"Hattiban, Lalitpur",South,3600000.0,per_aana,13.0,Soil Stabilized,3.3,Lalitpur
"Shital Height, Lalitpur",South-West,4400000.0,per_aana,20.0,Dhalan,4.2,Lalitpur
"Hattiban, Lalitpur",West,4800000.0,per_aana,26.0,Dhalan,,Lalitpur
"Pikhel, Bhaktapur",,4500000.0,total,13.0,Gravelled,3.3,Bhaktapur
"Imadol, Lalitpur",North,4300000.0,per_aana,12.0,Soil Stabilized,3.1,Lalitpur
"Hattiban, Lalitpur",West,5400000.0,per_aana,20.0,Dhalan,,Lalitpur
"Bafal, Kathmandu",East,6700000.0,per_aana,13.0,Dhalan,,Kathmandu
"Nagdaha, Lalitpur",East,2100000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Chobhar, Kathmandu",East,3000000.0,per_aana,12.0,Dhalan,,Kathmandu
"Setipakha, Lalitpur",East,,,23.0,Dhalan,5.3,Lalitpur
"Suryabinayak, Bhaktapur",South,35000.0,per_sqm,,,,Bhaktapur
"Manamaiju, Kathmandu",East,4500000.0,per_aana,,,,Kathmandu
"Sanothimi, Bhaktapur",South,3600000.0,total,13.0,Dhalan,4.1,Bhaktapur
"Sanothimi, Bhaktapur",South,4200000.0,per_aana,13.0,Dhalan,4.3,Bhaktapur
"Machhegaun , Kathmandu",South-East,1900000.0,per_aana,13.0,Dhalan,,Kathmandu
"Bafal, Kathmandu",South-East,5500000.0,per_aana,13.0,Paved,,Kathmandu
"Rudreshwor, Kathmandu",West,5000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Bafal, Kathmandu",West,5500000.0,per_aana,13.0,Paved,,Kathmandu
"Kalanki, Kathmandu",West,5000000.0,per_aana,13.0,Paved,,Kathmandu
"Dhumbarahi, Kathmandu",East,6700000.0,per_aana,13.0,Black Topped,,Kathmandu
"Tokha, Kathmandu",South,3500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Dachhila, Dhading",East,4100000.0,per_ropani,22.0,Black Topped,,Unknown
"Sitapaila, Kathmandu",North,4500000.0,total,21.0,Black Topped,5.2,Kathmandu
"Budhanilkantha, Kathmandu",East,3800000.0,per_aana,16.0,Black Topped,13.1,Kathmandu
"Lubhu, Lalitpur",North,3750000.0,per_aana,13.0,Black Topped,,Lalitpur
"Deuwa chowk, Kathmandu",South-East,,,13.0,Dhalan,,Kathmandu
"Deuwa chowk, Kathmandu",South-East,6000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Tikathali, Lalitpur",East,2700000.0,per_aana,13.0,Gravelled,,Lalitpur
"Sunakothi, Lalitpur",East,4500000.0,per_aana,14.0,Dhalan,,Lalitpur
"Setipakha, Lalitpur",South-East,5500000.0,per_aana,20.0,Dhalan,,Lalitpur
"Sunakothi, Lalitpur",South-East,4500000.0,per_aana,12.0,Soil Stabilized,,Lalitpur
"Chunikhel, Kathmandu",South,3000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Sunakothi, Lalitpur",South-East,5000000.0,per_aana,20.0,Dhalan,,Lalitpur
"Sunakothi, Lalitpur",North-East,4500000.0,per_aana,20.0,Dhalan,,Lalitpur
"Suryadarshan Height, Kathmandu",North-East,4000000.0,per_aana,13.0,Dhalan,3.3,Kathmandu
"Kakani, Nuwakot",North,,,26.0,Soil Stabilized,,Unknown
"Sitapaila, Kathmandu",North-West,2500000.0,per_aana,20.0,Dhalan,5.1,Kathmandu
"Dharmasthali, Kathmandu",South,3500000.0,per_aana,20.0,Soil Stabilized,4.1,Kathmandu
"Kavresthali, Kathmandu",South-East,2700000.0,per_aana,13.0,Gravelled,,Kathmandu
"Jitpurphedi, Kathmandu",North,2350000.0,per_aana,20.0,Gravelled,4.1,Kathmandu
"Jarankhu, Kathmandu",East,3300000.0,per_aana,12.0,Gravelled,,Kathmandu
"Pasikot, Kathmandu",West,4500000.0,per_aana,22.0,Black Topped,,Kathmandu
"Thankot, Kathmandu",South,3350000.0,per_aana,13.0,Dhalan,,Kathmandu
"Bungamati, Lalitpur",East,2500000.0,per_aana,20.0,Gravelled,3.2,Lalitpur
"Bhangal , Kathmandu",East,4500000.0,per_aana,20.0,Gravelled,,Kathmandu
"Imadol, Lalitpur",West,4300000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Damaitar, Lalitpur",North,,,13.0,Soil Stabilized,,Lalitpur
"Rudreshwor, Kathmandu",North-East,6000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Sanepa, Lalitpur",East,9000000.0,per_aana,20.0,Black Topped,4.0,Lalitpur
"Kalanki, Kathmandu",West,8000000.0,per_aana,13.0,Dhalan,4.2,Kathmandu
"Kalanki, Kathmandu",South-East,7000000.0,per_aana,13.0,Dhalan,3.1,Kathmandu
"Tikathali, Lalitpur",South-East,3800000.0,per_aana,,,4.2,Lalitpur
"Pukhulachhi, Kathmandu",East,2250000.0,per_aana,12.0,Dhalan,,Kathmandu
"Balkot, Bhaktapur",North-East,4500000.0,per_aana,26.0,Black Topped,,Bhaktapur
"Imadol, Lalitpur",North,4300000.0,per_aana,13.0,Dhalan,3.1,Lalitpur
"Thankot, Kathmandu",South-East,2600000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Imadol, Lalitpur",South,4500000.0,per_aana,13.0,Soil Stabilized,9.2,Lalitpur
"Dhapakhel, Lalitpur",,4200000.0,per_aana,13.0,Black Topped,3.2,Lalitpur
"Kalanki, Kathmandu",South-East,4100000.0,per_aana,13.0,Black Topped,6.2,Kathmandu
"Dhumbarahi, Kathmandu",South,23000000.0,total,13.0,Black Topped,,Kathmandu
"Dhumbarahi, Kathmandu",North,8500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Sanagaun Lubhu, Lalitpur",North,3200000.0,per_aana,13.0,Dhalan,,Lalitpur
"Ochu Height, Lalitpur",South,5000000.0,per_aana,16.0,Gravelled,,Lalitpur
"Chapagaun, Lalitpur",West,1580000.0,per_aana,13.0,Gravelled,3.3,Lalitpur
"Suryadarshan Height, Kathmandu",South-East,,,16.0,Black Topped,4.5,Kathmandu
"Bouddha, Kathmandu",South,,,12.0,Black Topped,,Kathmandu
"Harisiddhi, Lalitpur",South-East,3800000.0,per_aana,16.0,Dhalan,4.1,Lalitpur
"Chhaimale, Kathmandu",East,619000.0,per_aana,13.0,Dhalan,,Kathmandu
"Imadol, Lalitpur",West,3900000.0,per_aana,10.0,Soil Stabilized,3.3,Lalitpur
"Bhaisepati, Lalitpur",South,4000000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Bhaisepati, Lalitpur",East,3800000.0,per_aana,13.0,Soil Stabilized,4.2,Lalitpur
"Bhaisepati, Lalitpur",South,3800000.0,per_aana,15.0,Soil Stabilized,,Lalitpur
"Hattiban, Lalitpur",North-East,,,13.0,Paved,,Lalitpur
"Katunje, Bhaktapur",South-West,3800000.0,per_aana,13.0,Dhalan,4.1,Bhaktapur
"Naya Naikap, Kathmandu",South-East,4000000.0,per_aana,26.0,Dhalan,,Kathmandu
"Lubhu, Lalitpur",North,3200000.0,per_aana,13.0,Black Topped,3.2,Lalitpur
"Lubhu, Lalitpur",South,3200000.0,per_aana,,,3.2,Lalitpur
"Lubhu, Lalitpur",South,3200000.0,per_aana,12.0,Soil Stabilized,3.1,Lalitpur
"Bhaisepati, Lalitpur",North-West,4500000.0,per_aana,14.0,Dhalan,4.2,Lalitpur
"Chobhar, Kathmandu",North-West,3000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Chobhar, Kathmandu",North-West,2700000.0,per_aana,8.0,Black Topped,,Kathmandu
"Dhalpa road, Kathmandu",South,96000000.0,total,20.0,Black Topped,42.3,Kathmandu
"Bhaisepati, Lalitpur",South,6500000.0,per_aana,15.0,Black Topped,,Lalitpur
"Changathali, Lalitpur",South,3200000.0,per_aana,12.0,Soil Stabilized,,Lalitpur
"Narayanthan , Kathmandu",South,4500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Lubhu, Lalitpur",North-East,3100000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Jharuwarasi, Lalitpur",South,2500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Dhangadhi, Kailali",East,,,36.0,Black Topped,,Unknown
"Harisiddhi, Lalitpur",South,3600000.0,per_aana,26.0,Black Topped,4.2,Lalitpur
"Tyanglafat, Kathmandu",North-East,5000000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Tyanglafat, Kathmandu",North-East,5500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Tyanglafat, Kathmandu",West,5000000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Maitrinagar, Kathmandu",North-East,4500000.0,per_aana,13.0,Dhalan,,Kathmandu
"Nakhudole, Lalitpur",South,4950000.0,per_aana,10.0,Paved,,Lalitpur
"Naubise, Dhading",East,9500000.0,total,,Dhalan,5.1,Unknown
"Chapali, Kathmandu",West,4600000.0,per_aana,13.0,Black Topped,,Kathmandu
"Chandol, Kathmandu",North-East,8000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Maharajgunj, Kathmandu",South,7000000.0,per_aana,12.0,Black Topped,,Kathmandu
"Kalanki, Kathmandu",South,3500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Gairidhara, Kathmandu",East,16000000.0,per_aana,30.0,Black Topped,,Kathmandu
"Naxal, Kathmandu",,10000000.0,per_aana,23.0,Black Topped,,Kathmandu
"Baluwatar, Kathmandu",East,8500000.0,per_aana,,,,Kathmandu
"Chundevi, Kathmandu",South-West,7500000.0,per_aana,16.0,Black Topped,,Kathmandu
"Kalanki, Kathmandu",West,3500000.0,per_aana,16.0,Black Topped,,Kathmandu
"Thamel, Kathmandu",North-East,15000000.0,per_aana,20.0,Black Topped,11.2,Kathmandu
"Imadol, Lalitpur",North,5700000.0,per_aana,14.0,Dhalan,,Lalitpur
"Sanagaun Lubhu, Lalitpur",North,10000000.0,total,12.0,Dhalan,2.2,Lalitpur
"Bhangal , Kathmandu",South,4700000.0,per_aana,12.0,Black Topped,,Kathmandu
"Lubhu, Lalitpur",West,3400000.0,per_aana,11.0,Dhalan,4.3,Lalitpur
"Lubhu, Lalitpur",East,3600000.0,per_aana,13.0,Dhalan,,Lalitpur
"Lubhu, Lalitpur",West,4300000.0,per_aana,22.0,Paved,3.2,Lalitpur
"Lubhu, Lalitpur",East,3800000.0,per_aana,,,,Lalitpur
"Lubhu, Lalitpur",East,4000000.0,per_aana,20.0,Dhalan,,Lalitpur
"Lubhu, Lalitpur",South,4200000.0,per_aana,20.0,Paved,,Lalitpur
"Chandol, Kathmandu",South,6500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Dhunchepakha, Bhaktapur",East,4200000.0,per_aana,20.0,Paved,,Bhaktapur
"Balajutar, Kathmandu",West,3500000.0,per_aana,5.0,Black Topped,,Kathmandu
"Dhunchepakha, Bhaktapur",East,3600000.0,per_aana,20.0,Gravelled,6.1,Bhaktapur
"Sanobharyang, Kathmandu",North-West,5500000.0,per_aana,10.0,Black Topped,6.2,Kathmandu
"Harhar Mahadev, Kathmandu",South,3300000.0,per_aana,13.0,Black Topped,,Kathmandu
"Sanobharyang, Kathmandu",South,6000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Mhaipi, Kathmandu",,5000000.0,per_aana,8.0,Paved,3.1,Kathmandu
"Sorhakhutte, Kathmandu",South,6500000.0,per_aana,13.0,Black Topped,7.2,Kathmandu
"Chamati, Kathmandu",South,8500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Halchowk, Kathmandu",South-East,2500000.0,per_aana,3.0,Black Topped,,Kathmandu
"Balaju, Kathmandu",South-East,5500000.0,per_aana,10.0,Black Topped,3.1,Kathmandu
"Chhetrapati, Kathmandu",South,5000000.0,per_aana,5.0,Black Topped,,Kathmandu
"Lazimpat, Kathmandu",East,7000000.0,per_aana,8.0,Black Topped,,Kathmandu
"Naya Bazar, Kathmandu",North-West,12500000.0,per_aana,40.0,Black Topped,,Kathmandu
"Halchowk, Kathmandu",South-West,3200000.0,per_aana,13.0,Black Topped,,Kathmandu
"Baluwatar, Kathmandu",North-East,7700000.0,per_aana,10.0,Black Topped,8.2,Kathmandu
"Gairidhara, Kathmandu",South-East,6500000.0,per_aana,12.0,Black Topped,7.1,Kathmandu
"Balkhu, Kathmandu",North,7500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Handigaun, Kathmandu",North,6500000.0,per_aana,18.0,Black Topped,,Kathmandu
"Sitapaila, Kathmandu",North-West,5000000.0,per_aana,13.0,Black Topped,10.2,Kathmandu
"Lazimpat, Kathmandu",East,9500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Teku, Kathmandu",East,6000000.0,per_aana,10.0,Black Topped,,Kathmandu
"Kalanki, Kathmandu",South-East,6000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Maharajgunj, Kathmandu",North,6000000.0,per_aana,18.0,Black Topped,,Kathmandu
"Kuleshwor, Kathmandu",North,6000000.0,per_aana,10.0,Black Topped,,Kathmandu
"Balkhu, Kathmandu",South,5500000.0,per_aana,8.0,Black Topped,,Kathmandu
"Chamati, Kathmandu",South,7500000.0,per_aana,20.0,Black Topped,5.2,Kathmandu
"Kuleshwor, Kathmandu",South,8500000.0,per_aana,16.0,Black Topped,,Kathmandu
"Lazimpat, Kathmandu",North,10000000.0,per_aana,16.0,Black Topped,6.2,Kathmandu
"Bishalnagar, Kathmandu",East,11500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Naya Bazar, Kathmandu",North,12500000.0,per_aana,20.0,Black Topped,7.2,Kathmandu
"Samakhusi, Kathmandu",South,5200000.0,per_aana,13.0,Black Topped,9.2,Kathmandu
"Kirtipur, Kathmandu",East,2300000.0,per_aana,13.0,Black Topped,,Kathmandu
"Harisiddhi, Lalitpur",North-East,3200000.0,per_aana,13.0,Dhalan,,Lalitpur
"Gongabu, Kathmandu",South,,,10.0,Black Topped,,Kathmandu
"Lazimpat, Kathmandu",South-East,8000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Sanobharyang, Kathmandu",South,5200000.0,per_aana,15.0,Black Topped,,Kathmandu
"Mahalaxmisthan, Lalitpur",South-East,87500000.0,total,20.0,Black Topped,10.1,Lalitpur
"Dhobighat, Lalitpur",West,8000000.0,per_aana,16.0,Black Topped,,Lalitpur
"Godawari, Lalitpur",West,2500000.0,per_aana,12.0,Gravelled,4.1,Lalitpur
"Dhapakhel, Lalitpur",South,6200000.0,per_aana,13.0,Black Topped,11.5,Lalitpur
"Dhapakhel, Lalitpur",North-West,85000000.0,total,16.0,Black Topped,,Lalitpur
"Bhanimandal, Lalitpur",West,10500000.0,per_aana,10.0,Black Topped,,Lalitpur
"Kupandole, Lalitpur",North-East,8500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Dhapakhel, Lalitpur",North-East,5300000.0,per_aana,16.0,Black Topped,,Lalitpur
"Dhapakhel, Lalitpur",South-West,5500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Nakhipot, Lalitpur",South-West,3800000.0,per_aana,12.0,Gravelled,,Lalitpur
"Nakhipot, Lalitpur",East,3800000.0,per_aana,20.0,Black Topped,,Lalitpur
"Godawari, Lalitpur",North-West,2600000.0,per_aana,16.0,Gravelled,,Lalitpur
"Godawari, Lalitpur",West,1800000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Jharuwarasi, Lalitpur",East,2600000.0,per_aana,10.0,Soil Stabilized,,Lalitpur
"Godawari, Lalitpur",South,1850000.0,per_aana,13.0,Soil Stabilized,4.3,Lalitpur
"Hattiban, Lalitpur",East,5600000.0,per_aana,16.0,Paved,,Lalitpur
"Dhobighat, Lalitpur",East,8500000.0,per_aana,24.0,Black Topped,,Lalitpur
"Soltimode, Kathmandu",South,9500000.0,per_aana,14.0,Paved,,Kathmandu
"Kuleshwor, Kathmandu",West,10000000.0,per_aana,16.0,Black Topped,,Kathmandu
"Godawari, Lalitpur",East,2300000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Godawari, Lalitpur",North-East,2600000.0,per_aana,13.0,Gravelled,,Lalitpur
"Mahalaxmisthan, Lalitpur",South,8500000.0,per_aana,18.0,Black Topped,,Lalitpur
"Jwagal, Lalitpur",East,7500000.0,per_aana,13.0,Black Topped,5.8,Lalitpur
"Dhobighat, Lalitpur",East,5000000.0,per_aana,12.0,Black Topped,,Lalitpur
"Jawalakhel, Lalitpur",East,13500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Jharuwarasi, Lalitpur",South-East,2000000.0,per_aana,10.0,Gravelled,,Lalitpur
"Thasikhel, Lalitpur",East,6500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Nakhipot, Lalitpur",South-West,4500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Jhamsikhel, Lalitpur",West,16500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Sanepa, Lalitpur",East,13500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Jhamsikhel, Lalitpur",North,13000000.0,per_aana,20.0,Black Topped,,Lalitpur
"Godamchaur, Lalitpur",South,2500000.0,per_aana,20.0,Gravelled,3.5,Lalitpur
"Ochu Height, Lalitpur",North-East,4000000.0,per_aana,16.0,Gravelled,,Lalitpur
"Sanepa, Lalitpur",South,6500000.0,per_aana,13.0,Gravelled,7.2,Lalitpur
"Sanepa, Lalitpur",North,8500000.0,per_aana,10.0,Soil Stabilized,,Lalitpur
"Tikathali, Lalitpur",South-West,4300000.0,per_aana,13.0,Gravelled,,Lalitpur
"Tikathali, Lalitpur",East,4300000.0,per_aana,13.0,Gravelled,,Lalitpur
"Bhaisepati, Lalitpur",East,3200000.0,per_aana,20.0,Soil Stabilized,,Lalitpur
"Sunakothi, Lalitpur",North-East,4200000.0,per_aana,20.0,Paved,,Lalitpur
"Tikathali, Lalitpur",North,4300000.0,per_aana,13.0,Gravelled,3.1,Lalitpur
"Nakhipot, Lalitpur",East,6000000.0,per_aana,26.0,Paved,,Lalitpur
"Thecho, Lalitpur",West,2350000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Chapagaun, Lalitpur",East,1800000.0,per_aana,13.0,Paved,19.1,Lalitpur
"Sunakothi, Lalitpur",South-East,4200000.0,per_aana,13.0,Gravelled,,Lalitpur
"Sunakothi, Lalitpur",South,4000000.0,per_aana,13.0,Paved,4.2,Lalitpur
"Godawari, Lalitpur",West,1300000.0,per_aana,20.0,Soil Stabilized,,Lalitpur
"Godawari, Lalitpur",South-East,1600000.0,per_aana,16.0,Gravelled,,Lalitpur
"Jharuwarasi, Lalitpur",West,1800000.0,per_aana,20.0,Soil Stabilized,3.2,Lalitpur
"Dhulikhel, Kavrepalanchok",South-West,3000000.0,per_ropani,14.0,Soil Stabilized,,Unknown
"Tikathali, Lalitpur",South,4300000.0,per_aana,13.0,Gravelled,3.1,Lalitpur
"Lubhu, Lalitpur",North,2800000.0,per_aana,13.0,Paved,,Lalitpur
"Tikathali, Lalitpur",South,3800000.0,per_aana,13.0,Dhalan,,Lalitpur
"Changathali, Lalitpur",East,3800000.0,per_aana,13.0,Dhalan,3.5,Lalitpur
"Godawari, Lalitpur",North-West,2000000.0,per_aana,13.0,Soil Stabilized,4.1,Lalitpur
"Baneshwor, Kathmandu",South,13000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Baneshwor, Kathmandu",East,8000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Baneshwor, Kathmandu",East,7600000.0,per_aana,13.0,Black Topped,,Kathmandu
"Baneshwor, Kathmandu",East,11000000.0,per_aana,22.0,Black Topped,,Kathmandu
"Dillibazar, Kathmandu",East,7500000.0,per_aana,12.0,Black Topped,6.3,Kathmandu
"Maitidevi, Kathmandu",South,9000000.0,per_aana,15.0,Black Topped,,Kathmandu
"Baneshwor, Kathmandu",East,8500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Baneshwor, Kathmandu",North,6800000.0,per_aana,12.0,Black Topped,6.2,Kathmandu
"Nagdaha, Lalitpur",East,3300000.0,per_aana,13.0,Soil Stabilized,,Lalitpur
"Nagdaha, Lalitpur",South-West,3200000.0,per_aana,20.0,Black Topped,,Lalitpur
"Nagdaha, Lalitpur",South-West,3200000.0,per_aana,16.0,Gravelled,,Lalitpur
"Jharuwarasi, Lalitpur",West,1600000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Jharuwarasi, Lalitpur",East,2000000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Nagdaha, Lalitpur",North-West,2600000.0,per_aana,13.0,Paved,,Lalitpur
"Nagdaha, Lalitpur",East,2000000.0,per_aana,13.0,Paved,,Lalitpur
"Dhapakhel, Lalitpur",North-East,4500000.0,per_aana,13.0,Paved,,Lalitpur
"Nakhipot, Lalitpur",East,4500000.0,per_aana,13.0,Paved,4.2,Lalitpur
"Sunakothi, Lalitpur",South,4000000.0,per_aana,16.0,Paved,,Lalitpur
"Duwakot, Bhaktapur",West,3200000.0,per_aana,13.0,Gravelled,3.2,Bhaktapur
"Thecho, Lalitpur",South,2200000.0,per_aana,13.0,Paved,,Lalitpur
"Kusunti, Lalitpur",West,5500000.0,per_aana,13.0,Paved,,Lalitpur
"Kusunti, Lalitpur",South,6500000.0,per_aana,20.0,Paved,,Lalitpur
"Duwakot, Bhaktapur",East,3500000.0,per_aana,13.0,Gravelled,3.5,Bhaktapur
"Nikoshera, Bhaktapur",East,3800000.0,per_aana,20.0,Gravelled,3.5,Bhaktapur
"Sallaghari, Bhaktapur",East,4200000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Harisiddhi, Lalitpur",North-East,3200000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Bagdol, Lalitpur",South,5500000.0,per_aana,20.0,Paved,,Lalitpur
"Satdobato, Lalitpur",North,3500000.0,per_aana,8.0,Paved,,Lalitpur
"Satdobato, Lalitpur",North,3500000.0,per_aana,8.0,Paved,,Lalitpur
"Gothatar, Kathmandu",North,5100000.0,per_aana,20.0,Paved,5.2,Kathmandu
"Lubhu, Lalitpur",North,2500000.0,per_aana,36.0,Paved,,Lalitpur
"Lubhu, Lalitpur",South-East,1900000.0,per_aana,36.0,Paved,15.1,Lalitpur
"Lubhu, Lalitpur",North-East,2200000.0,per_aana,36.0,Paved,,Lalitpur
"Shital Height, Lalitpur",East,3600000.0,per_aana,13.0,Paved,,Lalitpur
"Imadol, Lalitpur",East,4200000.0,per_aana,13.0,Paved,,Lalitpur
"Imadol, Lalitpur",North,4500000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Balkot, Bhaktapur",North,4100000.0,per_aana,13.0,Gravelled,3.3,Bhaktapur
"Balkot, Bhaktapur",West,3800000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Changathali, Lalitpur",South-East,2850000.0,per_aana,10.0,Paved,9.3,Lalitpur
"Godawari, Lalitpur",South,2800000.0,per_aana,13.0,Paved,,Lalitpur
"Jhamsikhel, Lalitpur",South-East,18000000.0,per_aana,33.0,Paved,,Lalitpur
"Lamatar, Lalitpur",East,2600000.0,per_aana,20.0,Paved,3.2,Lalitpur
