location_raw,facing,price_amount_npr,price_unit,road_width_feet,road_surface,land_size_aana,district
"Lubhu, Lalitpur",North-West,3500000.0,per_aana,22.0,Gravelled,,Lalitpur
"Siddhipur, Lalitpur",West,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Tikathali, Lalitpur",North,3800000.0,per_aana,13.0,Gravelled,3.2,Lalitpur
"Lokanthali, Bhaktapur",East,7000000.0,per_aana,30.0,Paved,10.2,Bhaktapur
"Balkot, Bhaktapur",South,4800000.0,per_aana,13.0,Paved,3.3,Bhaktapur
"Bode, Bhaktapur",East,3500000.0,per_aana,26.0,Paved,,Bhaktapur
"Tikathali, Lalitpur",South,70000.0,per_sqm,20.0,Gravelled,,Lalitpur
"Bode, Bhaktapur",East,3600000.0,per_aana,20.0,Paved,,Bhaktapur
"Lubhu, Lalitpur",South,3000000.0,per_aana,13.0,Gravelled,4.2,Lalitpur
"Sanagaun, Lalitpur",East,3800000.0,per_aana,20.0,Gravelled,,Lalitpur
"Sanagaun, Lalitpur",East,3700000.0,per_aana,12.0,Gravelled,,Lalitpur
"Tandi, Chitwan",South,5000000.0,per_kattha,,,2.3,Unknown
"Sanagaun, Lalitpur",West,3500000.0,per_aana,13.0,Paved,,Lalitpur
"Bhaisepati, Lalitpur",East,6000000.0,per_aana,20.0,Black Topped,4.3,Lalitpur
"Imadol, Lalitpur",South,5000000.0,per_aana,25.0,Paved,,Lalitpur
"Thaiba, Lalitpur",South,4000000.0,per_aana,15.0,Paved,4.2,Lalitpur
"Hattiban, Lalitpur",South-West,3800000.0,per_aana,22.0,Paved,4.2,Lalitpur
"Hattiban, Lalitpur",East,3500000.0,per_aana,15.0,Paved,4.2,Lalitpur
"Bhaisepati, Lalitpur",South,,,13.0,Black Topped,5.1,Lalitpur
"Mid Baneshwor, Kathmandu",East,8500000.0,per_aana,13.0,Black Topped,6.1,Kathmandu
"Budhanilkantha, Kathmandu",North,5500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Nakkhu, Lalitpur",East,4500000.0,per_aana,13.0,Black Topped,,Lalitpur
"Hattiban, Lalitpur",West,3500000.0,per_aana,13.0,Paved,3.3,Lalitpur
"Hattiban, Lalitpur",West,3500000.0,per_aana,13.0,Paved,3.3,Lalitpur
"Hattiban, Lalitpur",East,4000000.0,per_aana,12.0,Paved,,Lalitpur
"Hattiban, Lalitpur",North,4000000.0,per_aana,16.0,Paved,,Lalitpur
"Setipakha, Lalitpur",West,4500000.0,per_aana,22.0,Gravelled,,Lalitpur
"Setipakha, Lalitpur",North-East,4500000.0,per_aana,20.0,Paved,,Lalitpur
"Imadol, Lalitpur",South,11500000.0,per_aana,12.0,Paved,3.1,Lalitpur
"Imadol, Lalitpur",South-West,4400000.0,per_aana,14.0,Paved,4.1,Lalitpur
"Balkumari, Lalitpur",South-East,4500000.0,per_aana,13.0,Paved,3.3,Lalitpur
"Imadol, Lalitpur",West,4500000.0,per_aana,13.0,Paved,3.3,Lalitpur
"Thimi, Bhaktapur",East,5200000.0,per_aana,26.0,Black Topped,,Bhaktapur
"Kamerotar, Bhaktapur",East,4500000.0,per_aana,20.0,Paved,,Bhaktapur
"Kamerotar, Bhaktapur",East,4700000.0,per_aana,26.0,Black Topped,,Bhaktapur
"Kamerotar, Bhaktapur",West,4600000.0,per_aana,20.0,Paved,,Bhaktapur
"Tej Vinayak, Kathmandu",East,3700000.0,per_aana,13.0,Paved,,Kathmandu
"Bode, Bhaktapur",South,3800000.0,per_aana,20.0,Black Topped,,Bhaktapur
"Dhumbarahi, Kathmandu",South,8000000.0,per_aana,12.0,Black Topped,,Kathmandu
"Salyanthan Plotting, Kathmandu",South-East,2600000.0,per_aana,13.0,Soil Stabilized,4.2,Kathmandu
"Balkot, Bhaktapur",East,3600000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Balkot, Bhaktapur",West,4000000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Kaushaltar, Bhaktapur",North,5000000.0,per_aana,13.0,Paved,,Bhaktapur
"Thimi, Bhaktapur",East,4500000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Bhaktapur, Bhaktapur",West,5500000.0,per_aana,20.0,Paved,3.1,Bhaktapur
"Pepsicola, Kathmandu",West,5700000.0,per_aana,20.0,Gravelled,,Kathmandu
"Sirutar, Bhaktapur",East,3500000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Tripureshwor, Kathmandu",South,,,20.0,Black Topped,,Kathmandu
"Nalang, Dhading",West,75000.0,per_aana,20.0,Gravelled,,Unknown
"Taukhel, Lalitpur",East,1800000.0,per_aana,13.0,Black Topped,,Lalitpur
"Sirutar, Bhaktapur",West,4200000.0,per_aana,22.0,Black Topped,,Bhaktapur
"Dibyeshwori Townplanning, Bhaktapur",East,5500000.0,per_aana,20.0,Black Topped,,Bhaktapur
"Buddhanagar, Kathmandu",East,9200000.0,per_aana,13.0,Black Topped,4.3,Kathmandu
"Pepsicola, Kathmandu",South-East,7000000.0,per_aana,26.0,Black Topped,7.3,Kathmandu
"Pepsicola, Kathmandu",West,6700000.0,per_aana,20.0,Black Topped,,Kathmandu
"Bansbari, Kathmandu",South,650000.0,per_aana,20.0,Dhalan,,Kathmandu
"Pepsicola, Kathmandu",West,6500000.0,per_aana,20.0,Gravelled,,Kathmandu
"Pepsicola, Kathmandu",West,5500000.0,per_aana,20.0,Gravelled,,Kathmandu
"Pasikot, Kathmandu",South,4200000.0,per_aana,16.0,Black Topped,,Kathmandu
"Changathali, Lalitpur",West,3600000.0,per_aana,13.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",North-East,3800000.0,per_aana,13.0,Gravelled,3.1,Lalitpur
"Naya Naikap, Kathmandu",North,4500000.0,per_aana,12.0,Dhalan,,Kathmandu
"Danchhi, Kathmandu",East,2200000.0,per_aana,20.0,Gravelled,,Kathmandu
"Thankot, Kathmandu",South-East,2600000.0,per_aana,20.0,Black Topped,,Kathmandu
"Mahalaxmisthan, Lalitpur",East,9500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Khumaltar, Lalitpur",South-East,4500000.0,per_aana,13.0,Dhalan,4.3,Lalitpur
"Dhumbarahi, Kathmandu",South-West,5700000.0,per_aana,,,,Kathmandu
"Kalanki, Kathmandu",South-West,3100000.0,per_aana,,,,Kathmandu
"Koteshwor, Kathmandu",North-East,55000000.0,per_aana,12.0,Dhalan,6.3,Kathmandu
"Buddhanagar, Kathmandu",North-East,,,13.0,Black Topped,,Kathmandu
"Sinamangal, Kathmandu",South-East,,,20.0,Black Topped,,Kathmandu
"Ason, Kathmandu",South-East,50000000.0,per_aana,13.0,Dhalan,,Kathmandu
"Shambhu Marga, Kathmandu",East,3800000.0,per_aana,13.0,Dhalan,,Kathmandu
"New Baneshwor, Kathmandu",South,,,,,,Kathmandu
"Tikathali, Lalitpur",,3900000.0,per_aana,,,,Lalitpur
"Chobhar, Kathmandu",South,3000000.0,per_aana,13.0,Gravelled,5.3,Kathmandu
"Kirtipur, Kathmandu",South,2600000.0,per_aana,12.0,Soil Stabilized,,Kathmandu
"Tikathali, Lalitpur",West,4000000.0,per_aana,20.0,Dhalan,5.3,Lalitpur
"Chandrapur, Rautahat",North,300000.0,per_dhur,50.0,Black Topped,2.1,Unknown
"Kirtipur, Kathmandu",,3000000.0,per_aana,13.0,Black Topped,3.2,Kathmandu
"Mandikhatar, Kathmandu",South,5000000.0,per_aana,13.0,Black Topped,6.1,Kathmandu
"Dahachowk, Kathmandu",North-East,2800000.0,per_aana,26.0,Black Topped,7.1,Kathmandu
"Dhumbarahi, Kathmandu",North-East,7500000.0,per_aana,16.0,Black Topped,,Kathmandu
"Sitapaila, Kathmandu",South-East,3200000.0,per_aana,13.0,Black Topped,3.3,Kathmandu
"Mulpani, Kathmandu",North-East,5000000.0,per_aana,30.0,Dhalan,6.2,Kathmandu
"Deuwa Chowk, Kathmandu",West,5500000.0,per_aana,13.0,Gravelled,,Kathmandu
"Lapsiphedi, Kathmandu",East,100000.0,per_aana,10.0,Soil Stabilized,,Kathmandu
"Lapsiphedi, Kathmandu",East,150000.0,per_aana,10.0,Gravelled,,Kathmandu
"Bharatpur, Chitwan",East,,,,,,Unknown
"Samakhusi, Kathmandu",South-East,,,20.0,Dhalan,5.3,Kathmandu
"Lokanthali, Bhaktapur",South-East,,,20.0,Dhalan,,Bhaktapur
"Besigaun, Kathmandu",East,4500000.0,per_aana,16.0,Black Topped,,Kathmandu
"Baluwakhani, Kathmandu",North-West,4200000.0,per_aana,13.0,Gravelled,,Kathmandu
"Nikoshera, Bhaktapur",West,4200000.0,per_aana,20.0,Paved,,Bhaktapur
"Kamerotar, Bhaktapur",West,5000000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Balkot, Bhaktapur",East,3500000.0,per_aana,13.0,Gravelled,4.1,Bhaktapur
"Balkhu, Lalitpur",West,275000.0,per_sqm,18.0,Black Topped,,Lalitpur
"Balkot, Bhaktapur",North,4000000.0,per_aana,36.0,Paved,,Bhaktapur
"Thimi, Bhaktapur",West,4500000.0,per_aana,10.0,Dhalan,,Bhaktapur
"Harisiddhi, Lalitpur",West,4000000.0,per_aana,20.0,Gravelled,3.3,Lalitpur
"Bageshwori, Bhaktapur",East,1000000.0,per_aana,20.0,Dhalan,,Bhaktapur
"Lubhu, Lalitpur",South-East,3700000.0,per_aana,26.0,Gravelled,,Lalitpur
"Old Baneshwor, Kathmandu",West,10000000.0,per_aana,20.0,Black Topped,3.3,Kathmandu
"Shantinagar, Kathmandu",North,8500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Lubhu, Lalitpur",East,2800000.0,per_aana,20.0,Gravelled,,Lalitpur
"New Baneshwor, Kathmandu",West,9500000.0,per_aana,20.0,Black Topped,,Kathmandu
"New Baneshwor, Kathmandu",West,10500000.0,per_aana,20.0,Black Topped,,Kathmandu
"New Baneshwor, Kathmandu",West,9500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Tokha, Kathmandu",East,2950000.0,per_aana,12.0,Gravelled,4.2,Kathmandu
"Shankhamul, Kathmandu",North,10000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Sinamangal, Kathmandu",North,11000000.0,per_aana,20.0,Black Topped,,Kathmandu
"New Baneshwor, Kathmandu",South,7900000.0,per_aana,20.0,Black Topped,,Kathmandu
"Lubhu, Lalitpur",North-East,3500000.0,per_aana,20.0,Gravelled,,Lalitpur
"Lubhu, Lalitpur",South-East,3200000.0,per_aana,20.0,Gravelled,6.2,Lalitpur
"Lubhu, Lalitpur",South-West,3200000.0,per_aana,20.0,Gravelled,,Lalitpur
"Lubhu, Lalitpur",East,3300000.0,per_aana,13.0,Paved,,Lalitpur
"Sanagaun, Lalitpur",South,4700000.0,per_aana,13.0,Gravelled,,Lalitpur
"Sanagaun, Lalitpur",South,3700000.0,per_aana,20.0,Gravelled,,Lalitpur
"Sanagaun, Lalitpur",South,3700000.0,per_aana,20.0,Gravelled,,Lalitpur
"Lamatar, Lalitpur",South,3300000.0,per_aana,13.0,Gravelled,,Lalitpur
"Lamatar, Lalitpur",North,2900000.0,per_aana,13.0,Gravelled,3.3,Lalitpur
"Lubhu, Lalitpur",North-East,3500000.0,per_aana,16.0,Paved,,Lalitpur
"Tikathali, Lalitpur",North-West,4000000.0,per_aana,13.0,Dhalan,3.2,Lalitpur
"Tikathali, Lalitpur",North,2800000.0,per_aana,13.0,Paved,,Lalitpur
"Sanagaun Lubhu, Lalitpur",West,3200000.0,per_aana,8.0,Dhalan,,Lalitpur
"Sanagaun Lubhu, Lalitpur",West,3500000.0,per_aana,13.0,Gravelled,,Lalitpur
"Balambu, Kathmandu",West,3500000.0,per_aana,32.0,Paved,,Kathmandu
"Tikathali, Lalitpur",South,3500000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Setipakha, Lalitpur",South-West,4200000.0,per_aana,13.0,Dhalan,,Lalitpur
"Setipakha, Lalitpur",South-East,4200000.0,per_aana,13.0,Dhalan,5.2,Lalitpur
"Imadol, Lalitpur",East,5200000.0,per_aana,13.0,Gravelled,7.3,Lalitpur
"Nagarkot, Bhaktapur",South,300000.0,per_aana,16.0,Black Topped,,Bhaktapur
"Maharajgunj, Kathmandu",West,7500000.0,per_aana,20.0,Gravelled,,Kathmandu
"Bhangal , Kathmandu",North,3900000.0,per_aana,13.0,Black Topped,,Kathmandu
"Bojepokhari, Lalitpur",West,5000000.0,per_aana,13.0,Paved,,Lalitpur
"Tikathali, Lalitpur",South,4200000.0,per_aana,13.0,Gravelled,,Lalitpur
"Pepsicola, Kathmandu",South,6000000.0,per_aana,20.0,Paved,3.3,Kathmandu
"Sanothimi, Bhaktapur",North-West,6000000.0,per_aana,13.0,Paved,,Bhaktapur
"Sanagaun, Lalitpur",South,3300000.0,per_aana,13.0,Gravelled,4.2,Lalitpur
"Sanagaun Lubhu, Lalitpur",South,11500000.0,total,13.0,Gravelled,2.3,Lalitpur
"Sanagaun, Lalitpur",West,3700000.0,per_aana,13.0,Gravelled,,Lalitpur
"Sanagaun, Lalitpur",South,3800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Kirtipur, Kathmandu",East,5500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Balkot, Bhaktapur",West,3700000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Naya Thimi, Bhaktapur",East,4000000.0,per_aana,20.0,Black Topped,7.3,Bhaktapur
"Naya Thimi, Bhaktapur",East,3500000.0,per_aana,20.0,Black Topped,,Bhaktapur
"Thankot, Kathmandu",East,2700000.0,per_aana,13.0,Dhalan,,Kathmandu
"Matatirtha, Kathmandu",East,2700000.0,per_aana,13.0,Black Topped,,Kathmandu
"Dahachowk, Kathmandu",South,2800000.0,per_aana,13.0,Black Topped,,Kathmandu
"Matatirtha, Kathmandu",South,1800000.0,per_aana,13.0,Dhalan,,Kathmandu
"Bode, Bhaktapur",East,4000000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Bode, Bhaktapur",East,3600000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Budhanilkantha, Kathmandu",South,,,13.0,Black Topped,,Kathmandu
"Siddhipur, Lalitpur",South,11700000.0,total,13.0,Gravelled,2.3,Lalitpur
"Changathali, Lalitpur",East,2800000.0,per_aana,13.0,Gravelled,,Lalitpur
"Ichangu Narayan, Kathmandu",South,5500000.0,per_aana,14.0,Black Topped,,Kathmandu
"Nagarjun, Kathmandu",North,7500000.0,per_aana,24.0,Black Topped,,Kathmandu
"Satungal, Kathmandu",North-East,,,13.0,Gravelled,7.2,Kathmandu
"Golfutar, Kathmandu",South-East,6500000.0,per_aana,13.0,Gravelled,,Kathmandu
"Harisiddhi, Lalitpur",South,3900000.0,per_aana,20.0,Gravelled,4.2,Lalitpur
"Harisiddhi, Lalitpur",West,3600000.0,per_aana,20.0,Gravelled,,Lalitpur
"Harisiddhi, Lalitpur",South,3400000.0,per_aana,20.0,Gravelled,3.2,Lalitpur
", Jhapa",East,900000.0,per_kattha,16.0,Gravelled,,Unknown
"Sallaghari, Bhaktapur",East,4000000.0,per_aana,20.0,Paved,,Bhaktapur
"Chapali, Kathmandu",East,4000000.0,per_aana,16.0,Gravelled,,Kathmandu
"Golfutar, Kathmandu",East,6500000.0,per_aana,13.0,Paved,5.2,Kathmandu
"Golfutar, Kathmandu",South,5500000.0,per_aana,13.0,Paved,,Kathmandu
"Italitar, Kathmandu",South,6000000.0,per_aana,13.0,Paved,6.1,Kathmandu
"Bhangal , Kathmandu",South-West,4500000.0,per_aana,20.0,Paved,,Kathmandu
"Sallaghari, Bhaktapur",South,3000000.0,per_aana,26.0,Paved,,Bhaktapur
"Katunje, Bhaktapur",North,3000000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Imadol, Lalitpur",West,4500000.0,per_aana,13.0,Gravelled,3.3,Lalitpur
"Kamerotar, Bhaktapur",North,5600000.0,per_aana,23.0,Paved,5.1,Bhaktapur
"Harisiddhi, Lalitpur",South,3000000.0,per_aana,13.0,Gravelled,4.3,Lalitpur
"Imadol, Lalitpur",South,11500000.0,per_aana,13.0,Paved,,Lalitpur
"Budhanilkantha, Kathmandu",,6000000.0,per_aana,,,,Kathmandu
"Mid Baneshwor, Kathmandu",North,8500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Imadol, Lalitpur",South-West,4500000.0,per_aana,13.0,Paved,4.1,Lalitpur
"Nikoshera, Bhaktapur",,3300000.0,per_aana,20.0,Paved,4.3,Bhaktapur
"Magar Gaun, Bhaktapur",East,4500000.0,per_aana,13.0,Gravelled,,Bhaktapur
"Gagalphedi, Kathmandu",North,2600000.0,per_aana,,,,Kathmandu
"Bode, Bhaktapur",North,5000000.0,per_aana,40.0,Black Topped,,Bhaktapur
"Bode, Bhaktapur",East,4200000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Bode, Bhaktapur",South,4000000.0,per_aana,20.0,Gravelled,4.1,Bhaktapur
"Bode, Bhaktapur",North,3700000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Dhunche Pakha, Bhaktapur",North,3500000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Dhunche Pakha, Bhaktapur",West,3500000.0,per_aana,20.0,Black Topped,,Bhaktapur
"Sallaghari, Bhaktapur",West,3500000.0,per_aana,14.0,Gravelled,3.1,Bhaktapur
"Chabahil, Kathmandu",West,7000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Imadol, Lalitpur",West,9000000.0,total,13.0,Paved,3.1,Lalitpur
"Imadol, Lalitpur",North,5500000.0,per_aana,26.0,Paved,,Lalitpur
"Putalisadak, Kathmandu",East,13200000.0,per_aana,20.0,Black Topped,,Kathmandu
"Santari, Kathmandu",East,2500000.0,per_aana,22.0,Dhalan,,Kathmandu
"Bhaisepati, Lalitpur",,5500000.0,per_aana,20.0,Paved,,Lalitpur
"Bhaisepati, Lalitpur",North-West,4500000.0,per_aana,13.0,Black Topped,4.2,Lalitpur
"Kapan, Kathmandu",West,4400000.0,per_aana,13.0,Dhalan,7.2,Kathmandu
"Dhumbarahi, Kathmandu",North-West,6500000.0,per_aana,16.0,Black Topped,5.5,Kathmandu
"Sanepa, Lalitpur",South,11500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Jhamsikhel, Lalitpur",North,9800000.0,per_aana,12.0,Dhalan,,Lalitpur
"Tikathali, Lalitpur",East,3800000.0,per_aana,13.0,Soil Stabilized,3.2,Lalitpur
"Tikathali, Lalitpur",North,3800000.0,per_aana,13.0,Black Topped,3.5,Lalitpur
"Dhapasi, Kathmandu",South-West,4000000.0,per_aana,16.0,Black Topped,,Kathmandu
"Tokha Height, Kathmandu",South-West,4700000.0,per_aana,20.0,Black Topped,,Kathmandu
"Megha City, Kathmandu",South,3500000.0,per_aana,16.0,Black Topped,,Kathmandu
"Balkumari, Lalitpur",East,3500000.0,per_aana,14.0,Black Topped,,Lalitpur
"Satungal, Kathmandu",North,7000000.0,total,14.0,Dhalan,,Kathmandu
"Dhangadhi, Kailali",South,160000000.0,total,35.0,Black Topped,5.18,Unknown
"Budhanilkantha, Kathmandu",South,4500000.0,per_aana,12.0,Black Topped,,Kathmandu
"Hattigauda, Kathmandu",East,3800000.0,per_aana,15.0,Gravelled,4.2,Kathmandu
"Chapali, Kathmandu",South-West,4500000.0,per_aana,13.0,Gravelled,6.2,Kathmandu
"Bhaisepati, Lalitpur",North-East,3900000.0,per_aana,12.0,Gravelled,6.2,Lalitpur
"Kalanki, Kathmandu",East,5500000.0,per_aana,12.0,Dhalan,6.1,Kathmandu
"Naikap, Kathmandu",North-West,3700000.0,per_aana,13.0,Dhalan,3.3,Kathmandu
"Hattiban, Lalitpur",West,3000000.0,per_aana,10.0,Black Topped,3.2,Lalitpur
"Sitapaila, Kathmandu",North,4700000.0,per_aana,21.0,Black Topped,,Kathmandu
"Lokanthali, Bhaktapur",East,6600000.0,per_aana,12.0,Black Topped,,Bhaktapur
"Ramkot, Kathmandu",,3100000.0,per_aana,,,3.3,Kathmandu
"Gothatar, Kathmandu",North-East,3700000.0,per_aana,13.0,Dhalan,,Kathmandu
"Sallaghari, Bhaktapur",North-East,4000000.0,per_aana,14.0,Black Topped,,Bhaktapur
"Chaughada, Makwanpur",South,200000.0,per_dhur,20.0,Paved,4.7,Unknown
"Mandikhatar, Kathmandu",South,6000000.0,per_aana,16.0,Black Topped,7.2,Kathmandu
"Narayanthan , Kathmandu",East,4600000.0,per_aana,20.0,Black Topped,,Kathmandu
"Nikoshera, Bhaktapur",West,4500000.0,per_aana,20.0,Dhalan,4.1,Bhaktapur
"Duwakot, Bhaktapur",South-East,2750000.0,per_aana,20.0,Dhalan,,Bhaktapur
"Hattiban, Lalitpur",West,5700000.0,per_aana,,,,Lalitpur
"Hattiban, Lalitpur",North-West,5500000.0,per_aana,12.0,Paved,12.2,Lalitpur
"Dhapakhel, Lalitpur",West,3600000.0,per_aana,13.0,Paved,3.2,Lalitpur
"Gatthaghar, Bhaktapur",East,5000000.0,per_aana,13.0,Dhalan,3.1,Bhaktapur
"Sukedhara, Kathmandu",South-East,3700000.0,per_aana,20.0,Black Topped,,Kathmandu
"Balkot, Bhaktapur",West,4500000.0,per_aana,13.0,Dhalan,4.2,Bhaktapur
"Khadka Gaun, Bhaktapur",South,2000000.0,per_aana,20.0,Gravelled,,Bhaktapur
"Khadka Gaun, Bhaktapur",South,2500000.0,per_aana,20.0,Gravelled,3.1,Bhaktapur
"Bhatkeko Pool, Kathmandu",South,5000000.0,per_aana,13.0,Dhalan,4.2,Kathmandu
"Narayanthan , Kathmandu",South,4000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Machhegaun , Kathmandu",North-East,2500000.0,per_aana,13.0,Dhalan,4.2,Kathmandu
"Kavresthali, Kathmandu",North-East,3000000.0,per_aana,10.0,Gravelled,,Kathmandu
"Kavresthali, Kathmandu",North-East,950000.0,per_aana,13.0,Dhalan,,Kathmandu
"Chhabeli, Kathmandu",North,2500000.0,per_aana,15.0,Dhalan,,Kathmandu
"Bhangal , Kathmandu",,100000.0,per_sqm,13.0,Dhalan,,Kathmandu
"Naikap, Kathmandu",North-East,2100000.0,per_aana,13.0,Black Topped,,Kathmandu
"Bhangal , Kathmandu",East,4000000.0,per_aana,20.0,Dhalan,,Kathmandu
"Itahari, Sunsari",North,4800000.0,total,16.0,Black Topped,0.16,Unknown
"Chandol, Kathmandu",North,7000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Khadka Gaun, Kathmandu",South-East,4500000.0,per_aana,13.0,Paved,5.3,Kathmandu
"Tinthana, Kathmandu",East,,,,Black Topped,16.2,Kathmandu
"Bijeshwori, Kathmandu",North-East,7000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Katari, Udayapur",East,,,20.0,Black Topped,1.1,Unknown
"Budhanilkantha, Kathmandu",East,6500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Raniban, Kathmandu",South,5000000.0,per_aana,13.0,Dhalan,,Kathmandu
"Raniban, Kathmandu",South-East,4500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Taulung, Kathmandu",North-East,2800000.0,per_aana,20.0,Dhalan,6.1,Kathmandu
"Hepali Height, Kathmandu",South,8000000.0,per_aana,16.0,Black Topped,,Kathmandu
"Bhangal , Kathmandu",North,3600000.0,per_aana,13.0,Black Topped,3.3,Kathmandu
"Dhumbarahi, Kathmandu",South,7500000.0,per_aana,,,3.1,Kathmandu
"Syuchatar, Kathmandu",East,3900000.0,per_aana,13.0,Black Topped,,Kathmandu
"Kirtipur, Kathmandu",East,2950000.0,per_aana,13.0,Gravelled,,Kathmandu
"Sanepa, Lalitpur",South,7500000.0,per_aana,20.0,Black Topped,,Lalitpur
"Pulchowk, Lalitpur",South,,,10.0,Black Topped,,Lalitpur
"Harisiddhi, Lalitpur",North-East,4600000.0,per_aana,10.0,Black Topped,,Lalitpur
"Phutung, Kathmandu",South,1800000.0,per_aana,10.0,Black Topped,,Kathmandu
"Sanagaun Lubhu, Lalitpur",South,3500000.0,per_aana,20.0,Gravelled,3.3,Lalitpur
"Srijananagar, Bhaktapur",South,2990000.0,per_aana,,,4.1,Bhaktapur
"Sitapaila, Kathmandu",,7000000.0,per_aana,22.0,Black Topped,5.3,Kathmandu
"Samakhushi chowk, Kathmandu",,7000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Dhumbarahi, Kathmandu",South,7500000.0,per_aana,11.0,Paved,,Kathmandu
"Gokarna, Kathmandu",South,3000000.0,per_aana,18.0,Dhalan,4.2,Kathmandu
"Aani Gumba, Kathmandu",South,4000000.0,per_aana,13.0,Black Topped,,Kathmandu
"Balambu, Kathmandu",North,3200000.0,per_aana,15.0,Black Topped,3.2,Kathmandu
"White Gumba, Kathmandu",North-West,2500000.0,per_aana,13.0,Black Topped,5.1,Kathmandu
"Sallaghari, Bhaktapur",West,29400000.0,total,18.0,Black Topped,,Bhaktapur
"Sukedhara, Kathmandu",North,6500000.0,per_aana,13.0,Black Topped,,Kathmandu
"Makalbari, Kathmandu",West,,,13.0,Black Topped,6.2,Kathmandu
"Chapali, Kathmandu",North-East,4700000.0,per_aana,16.0,Black Topped,,Kathmandu
"Tyanglafat, Kathmandu",North,3800000.0,per_aana,13.0,Black Topped,,Kathmandu
"Godawari, Lalitpur",North-East,1650000.0,per_aana,20.0,Black Topped,,Lalitpur
"Naya Naikap, Kathmandu",West,3500000.0,per_aana,8.0,Gravelled,,Kathmandu
"Katunje, Bhaktapur",East,8000000.0,per_aana,13.0,Black Topped,,Bhaktapur
"Raniban, Kathmandu",South-West,5200000.0,per_aana,13.0,Black Topped,4.1,Kathmandu
"Ranibari, Kathmandu",South,8500000.0,per_aana,20.0,Black Topped,,Kathmandu
"Buddhanagar, Kathmandu",South,8000000.0,per_aana,20.0,Black Topped,,Kathmandu
"Jagdol, Kathmandu",North-East,3000000.0,per_aana,13.0,Dhalan,7.2,Kathmandu
"Kavresthali, Kathmandu",North-East,4500000.0,per_aana,12.0,Gravelled,,Kathmandu
"Goldhunga, Kathmandu",North-West,2000000.0,per_aana,12.0,Dhalan,,Kathmandu
"Tyanglafat, Kathmandu",West,5500000.0,per_aana,13.0,Dhalan,7.3,Kathmandu
"Gaushala, Kathmandu",South,10000000.0,per_aana,18.0,Black Topped,1.2,Kathmandu
"Salyanthan Plotting, Kathmandu",South,2500000.0,per_aana,13.0,Soil Stabilized,,Kathmandu
"Champadevi, Kathmandu",East,2300000.0,per_aana,15.0,Soil Stabilized,,Kathmandu
"Bagbazar, Kathmandu",North,154000000.0,total,15.0,Dhalan,,Kathmandu
"Danchhi, Kathmandu",West,2500000.0,per_aana,20.0,Black Topped,4.1,Kathmandu
"Budhanilkantha, Kathmandu",West,6000000.0,per_aana,22.0,Black Topped,5.2,Kathmandu
"Jitpurphedi, Kathmandu",North-East,,,12.0,Dhalan,79.1,Kathmandu
"Chobhar, Kathmandu",South-East,1800000.0,per_aana,22.0,Black Topped,,Kathmandu
"Bhaktapur, Bhaktapur",East,3200000.0,per_aana,12.0,Dhalan,3.3,Bhaktapur
"Panchkhal, Kavrepalanchok",North-East,600000.0,per_aana,13.0,Dhalan,,Unknown
"Tinahu, Palpa",East,,,20.0,Black Topped,,Unknown
"Kapan, Kathmandu",North-East,4200000.0,per_aana,16.0,Dhalan,,Kathmandu
"Sankhu, Kathmandu",West,4000000.0,per_aana,30.0,Black Topped,11.1,Kathmandu
"Jamal, Kathmandu",East,12000000.0,per_aana,13.0,Black Topped,14.2,Kathmandu
"Banasthali, Kathmandu",South,4500000.0,per_aana,13.0,Gravelled,8.2,Kathmandu
"Imadol, Lalitpur",West,4700000.0,per_aana,26.0,Black Topped,,Lalitpur
"Hattigauda, Kathmandu",South,4200000.0,per_aana,13.0,Gravelled,,Kathmandu
