district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m,is_corner_plot,neighborhood_encoded,municipality_encoded,log_land,log_built,floor_area_ratio,urban_centrality,amenity_access_score,house_size_score,comm_road_premium,neighborhood_x_district,municipality_x_ward,age_condition_score,ring_road_proximity
1,1,7,1,2,Kageshwori Manohara,7.0,Mulpani,18000000.0,3.0,1519.91,5.0,10.0,500.0,9000.0,400.0,5000.0,400.0,1000.0,100.0,2000.0,5000.0,5000.0,0,17.174584248119572,17.174350741128553,1.3862943611198906,7.327064118910951,1.4803116630143658,0.05674568877300212,0.711207688915765,10.157467671610132,10.0,17.174584248119572,120.22045518789987,0.5,0.1174068144882187
1,1,0,0,2,Kathmandu,9.0,Bhimsengola,49500000.0,3.75,1026.75,5.0,13.0,1000.0,1000.0,90.0,1230.0,100.0,200.0,100.0,364.0,3000.0,510.0,0,17.932758304404718,17.620749917248713,1.55814461804655,6.935127225777988,0.8,0.07607383330041458,0.799789255942748,10.805931162314073,13.0,17.932758304404718,158.5867492552384,0.5,0.16034970114196456
1,1,6,1,2,Nagarjun,6.0,Sitapaila,15000000.0,2.5,684.5,6.5,10.0,1400.0,10000.0,420.0,2240.0,900.0,750.0,460.0,610.0,10000.0,2500.0,1,17.154113935581414,17.31717635288628,1.252762968495368,6.530148499002369,0.8,0.058703062792146064,0.6135429300798043,8.180728218325779,10.0,17.154113935581414,103.90305811731767,0.4,0.12780457668621606
1,1,5,0,2,Kathmandu,31.0,Shantinagar,75000000.0,5.0,1540.125,32.0,12.0,1000.0,2000.0,90.0,1230.0,100.0,780.0,100.0,644.0,3000.0,370.0,1,17.67914904859642,17.620749917248713,1.791759469228055,7.340267948188717,0.9,0.0739776051004859,0.799789255942748,13.15199460283832,12.0,17.67914904859642,546.24324743471,0.09090909090909091,0.16902735731768975
1,1,5,0,1,Kathmandu,13.0,Chhauni,45000000.0,4.0,1197.87,3.0,18.0,2000.0,10000.0,120.0,1900.0,100.0,600.0,200.0,524.0,10000.0,1500.0,1,17.518114019064495,17.620749917248713,1.6094379124341003,7.089134725462836,0.8749963476990503,0.060516836055153865,0.7453115985956396,11.409522193512995,18.0,17.518114019064495,229.06974892423327,0.5,0.13672620632778687
1,0,7,0,2,Kathmandu,26.0,Samakhusi,150000000.0,7.0,2053.5,14.0,20.0,1000.0,4000.0,90.0,1400.0,100.0,760.0,100.0,704.0,4000.0,3230.0,0,17.670450106424845,17.620749917248713,2.0794415416798357,7.627787788323465,0.8571428571428571,0.06106927447773271,0.799789255942748,15.861538798157971,0.0,17.670450106424845,458.13949784846653,0.2,0.12375399886039337
1,0,7,0,2,Kathmandu,7.0,Dhapasi,230000000.0,24.0,3080.25,14.0,25.0,1000.0,8000.0,90.0,1600.0,100.0,520.0,100.0,344.0,6000.0,930.0,0,17.731134928950375,17.620749917248713,3.2188758248682006,8.033090637791,0.375,0.06319681962662232,0.799789255942748,25.857521252960524,0.0,17.731134928950375,123.34524942074098,0.2,0.14627882873370296
1,1,3,0,2,Kathmandu,1.0,Naxal,30000000.0,8.5,1369.0,32.0,4.0,1000.0,3000.0,90.0,1400.0,100.0,300.0,100.0,784.0,3000.0,710.0,1,17.991441377889252,17.620749917248713,2.2512917986064953,7.222566018822171,0.47058823529411764,0.06861829317847375,0.799789255942748,16.26010364306832,4.0,17.991441377889252,17.620749917248713,0.09090909090909091,0.15228413030950644
1,2,5,0,2,Kathmandu,32.0,Balkumari,80000000.0,4.0,1197.87,27.0,20.0,1000.0,2000.0,90.0,1220.0,100.0,360.0,100.0,344.0,4000.0,830.0,1,17.83198352171749,17.620749917248713,1.6094379124341003,7.089134725462836,0.8749963476990503,0.06981274483074985,0.799789255942748,11.409522193512995,40.0,17.83198352171749,563.8639973519588,0.10714285714285714,0.14875131169133526
1,1,3,0,2,Budhanilkantha,10.0,Kapan,35000000.0,3.75,1026.75,4.0,13.0,1000.0,4000.0,90.0,1700.0,100.0,460.0,100.0,344.0,2000.0,1490.0,1,17.289342158205557,17.57755518264029,1.55814461804655,6.935127225777988,0.8,0.06409639308417586,0.799789255942748,10.805931162314073,13.0,17.289342158205557,175.77555182640288,0.6000000000000001,0.13685128136926314
1,1,6,1,2,Nagarjun,7.0,Ramkot,29000000.0,6.35,995.0,8.0,20.0,660.0,11000.0,170.0,1200.0,500.0,310.0,200.0,560.0,11000.0,4500.0,1,17.183260747347187,17.31717635288628,1.9947003132247452,6.903747257584598,0.4578317410834968,0.056440427543743704,0.6979048573165275,13.770906817128473,20.0,17.183260747347187,121.22023447020395,0.3333333333333333,0.11887701816768416
1,1,0,1,1,Budhanilkantha,3.0,Budhanilkantha,70000000.0,9.0,1369.0,2.0,20.0,800.0,10000.0,500.0,4000.0,200.0,500.0,500.0,500.0,8000.0,3000.0,0,17.65948418097955,17.57755518264029,2.302585092994046,7.222566018822171,0.4444444444444444,0.05808165174824766,0.6598499849125877,16.630572848105285,20.0,17.65948418097955,52.73266554792087,0.6666666666666666,0.12489538691450888
1,1,4,0,2,Kathmandu,16.0,Nayabazar,26500000.0,4.0,700.0,22.0,8.0,500.0,7000.0,500.0,1000.0,1000.0,1000.0,500.0,1000.0,7000.0,500.0,0,17.44460713508723,17.620749917248713,1.6094379124341003,6.55250788703459,0.5113221329437546,0.06635517611170706,0.6273223119867839,10.545854614916928,8.0,17.44460713508723,281.9319986759794,0.13043478260869565,0.1608594760130434
1,0,1,0,2,Kathmandu,26.0,Gongabu,80000000.0,7.18,1500.0,4.0,20.0,1000.0,7000.0,100.0,1000.0,1000.0,1000.0,500.0,1000.0,7000.0,500.0,0,17.63941231601178,17.620749917248713,2.1016921506146558,7.313886831633462,0.6104124149746374,0.06635517611170706,0.6670263092438825,15.37153854452794,0.0,17.63941231601178,458.13949784846653,0.6000000000000001,0.1608594760130434
1,1,0,0,2,Gokarneshwor,8.0,Makalbari,32000000.0,4.5,1197.8,11.0,16.0,1000.0,7000.0,458.0,4000.0,1000.0,1000.0,500.0,500.0,3000.0,4000.0,0,17.15125278262907,17.218882479495953,1.7047480922384253,7.089076335442508,0.7777290804317831,0.05831547169951634,0.6135046607555072,12.085089358578182,16.0,17.15125278262907,137.75105983596762,0.25,0.12056473085830295
1,1,7,1,1,Budhanilkantha,6.0,Budhanilkantha,105000000.0,17.5,2053.5,2.0,20.0,800.0,8000.0,200.0,2000.0,500.0,500.0,500.0,800.0,7000.0,2000.0,0,17.65948418097955,17.57755518264029,2.917770732084279,7.627787788323465,0.34285714285714286,0.060281911442519945,0.6598499849125877,22.25613595932008,20.0,17.65948418097955,105.46533109584173,0.6666666666666666,0.13155467320159442
1,0,0,0,0,Budhanilkantha,11.0,Kapan,187500000.0,16.0,5476.0,9.0,24.0,500.0,4000.0,200.0,1000.0,300.0,300.0,200.0,1000.0,3000.0,500.0,0,17.289342158205557,17.57755518264029,2.833213344056216,8.608312784783722,1.0,0.06891368602270313,0.7132028291333706,24.389186651658967,0.0,17.289342158205557,193.35310700904319,0.1,0.1608594760130434
1,1,4,0,2,Nagarjun,6.0,Ramkot,35000000.0,4.0,1197.87,5.0,20.0,880.0,11000.0,500.0,1340.0,290.0,270.0,50.0,560.0,12000.0,4000.0,0,17.183260747347187,17.31717635288628,1.6094379124341003,7.089134725462836,0.8749963476990503,0.05681804924618784,0.7389274079256476,11.409522193512995,20.0,17.183260747347187,103.90305811731767,0.5,0.12056473085830295
1,1,0,0,2,Chandragiri,1.0,Kalanki,27000000.0,4.0,1197.87,5.0,13.0,540.0,11000.0,205.0,1680.0,225.0,275.0,182.0,580.0,12000.0,4000.0,0,17.250546355419527,17.130993000950767,1.6094379124341003,7.089134725462836,0.8749963476990503,0.05681804924618784,0.723029331863146,11.409522193512995,13.0,17.250546355419527,17.130993000950767,0.5,0.12056473085830295
1,1,4,0,2,Chandragiri,1.0,Kalanki,29500000.0,4.5,1369.0,1.0,13.0,880.0,11000.0,365.0,1980.0,229.0,245.0,202.0,560.0,12000.0,4000.0,0,17.250546355419527,17.130993000950767,1.7047480922384253,7.222566018822171,0.8888888888888888,0.05681804924618784,0.6889842690950831,12.312655641653174,13.0,17.250546355419527,17.130993000950767,1.5,0.12056473085830295
1,1,0,0,1,Chandragiri,12.0,Satungal,40000000.0,4.5,1197.8,1.0,13.0,520.0,11500.0,190.0,2000.0,210.0,250.0,200.0,790.0,12000.0,3000.0,0,17.221357251380272,17.130993000950767,1.7047480922384253,7.089076335442508,0.7777290804317831,0.05761400766591975,0.7256593338675092,12.085089358578182,13.0,17.221357251380272,205.5719160114092,1.0,0.12489538691450888
1,1,7,0,2,Kirtipur,2.0,Kirtipur,37500000.0,5.0,1540.1,5.0,13.0,560.0,11000.0,185.0,800.0,175.2,235.0,500.0,500.0,11000.0,300.0,0,17.22210768063904,17.240165031722558,1.791759469228055,7.340251726141331,0.8999853907962015,0.06660959680089774,0.7035675572593821,13.151965536831305,13.0,17.22210768063904,34.480330063445116,0.5,0.1752200244275466
1,1,5,0,2,Kathmandu,32.0,Narephant,28000000.0,2.5,855.6,8.0,13.0,1000.0,3000.0,90.0,1230.0,100.0,960.0,100.0,424.0,5000.0,1390.0,1,17.455659940384255,17.620749917248713,1.252762968495368,6.752971065181271,0.9999707815924033,0.06559751878362172,0.799789255942748,8.459872077779817,13.0,17.455659940384255,563.8639973519588,0.3333333333333333,0.13816394665366907
1,1,7,1,0,Budhanilkantha,6.0,Budhanilkantha,40000000.0,4.25,1026.75,3.0,13.0,500.0,7000.0,200.0,2500.0,200.0,200.0,200.0,200.0,6500.0,2500.0,0,17.65948418097955,17.57755518264029,1.6582280766035324,6.935127225777988,0.7058823529411765,0.0599583138413225,0.7265444690522144,11.500022680602624,13.0,17.65948418097955,105.46533109584173,0.25,0.12780457668621606
1,2,0,0,2,Kathmandu,23.0,Basantapur,25000000.0,1.06,340.0,28.0,16.0,1000.0,7000.0,100.0,1000.0,1000.0,1000.0,500.0,500.0,7000.0,2000.0,0,17.460100318188335,17.620749917248713,0.7227059828014898,5.831882477283517,0.9371942059346444,0.06077102406814365,0.6670263092438825,4.214736357327971,32.0,17.460100318188335,405.27724809672037,0.10344827586206896,0.13155467320159442
1,1,2,0,2,Kathmandu,14.0,Kalimati,190000000.0,18.0,1500.0,32.0,13.0,1000.0,7000.0,200.0,2000.0,500.0,500.0,200.0,200.0,7000.0,1000.0,1,17.833816353911054,17.620749917248713,2.9444389791664403,7.313886831633462,0.24348672997321646,0.06344145914313616,0.6827266886534777,21.5352934762737,13.0,17.833816353911054,246.69049884148197,0.09090909090909091,0.1447438839476537
1,1,4,0,2,Kathmandu,2.0,Lazimpat,21000000.0,3.96,700.0,44.0,5.0,200.0,6000.0,200.0,1000.0,500.0,500.0,500.0,500.0,7000.0,2000.0,0,17.671590812955706,17.620749917248713,1.601405740736836,6.55250788703459,0.5164870029734895,0.061345614575167004,0.6988422807188674,10.493223746520588,5.0,17.671590812955706,35.241499834497425,0.06666666666666667,0.13155467320159442
1,0,0,0,2,Budhanilkantha,4.0,Budhanilkantha,20000000.0,4.0,1197.87,11.0,16.0,1000.0,8000.0,100.0,2000.0,500.0,500.0,800.0,500.0,7000.0,3000.0,0,17.65948418097955,17.57755518264029,1.6094379124341003,7.089134725462836,0.8749963476990503,0.0588442195298682,0.6718517938363393,11.409522193512995,0.0,17.65948418097955,70.31022073056116,0.25,0.12489538691450888
1,0,7,0,2,Tarkeshwor,7.0,Tarkeshwor,31500000.0,4.5,1369.0,8.0,26.0,200.0,7000.0,100.0,4000.0,300.0,250.0,300.0,1000.0,6000.0,3000.0,0,16.987077590465482,17.039345547526526,1.7047480922384253,7.222566018822171,0.8888888888888888,0.05931019003388399,0.7556807785370152,12.312655641653174,0.0,16.987077590465482,119.27541883268569,0.3333333333333333,0.12489538691450888
1,1,0,0,1,Kathmandu,7.0,Chabahil,140000000.0,19.43,3422.5,17.0,13.0,1000.0,3000.0,418.0,1000.0,1000.0,1000.0,500.0,500.0,1000.0,1000.0,0,17.79165976437607,17.620749917248713,3.0170044088295307,8.138418698561118,0.514668039114771,0.06704454930228701,0.6159685387757965,24.553645094459583,13.0,17.79165976437607,123.34524942074098,0.1111111111111111,0.1447438839476537
1,1,7,1,1,Kageshwori Manohara,7.0,Mulpani,16500000.0,3.0,701.92,4.0,20.0,1200.0,5000.0,200.0,4200.0,200.0,300.0,200.0,1800.0,5500.0,4000.0,0,17.174584248119572,17.174350741128553,1.3862943611198906,6.555243087326645,0.6836328220112003,0.059482409836398076,0.7067106195231176,9.087496527731071,20.0,17.174584248119572,120.22045518789987,0.4,0.12056473085830295
1,1,3,1,2,Kageshwori Manohara,7.0,Mulpani,28000000.0,3.93,2125.12,7.0,12.0,1200.0,5000.0,200.0,4200.0,200.0,300.0,200.0,1800.0,5500.0,4000.0,1,17.174584248119572,17.174350741128553,1.5953389880545987,7.6620540013353295,1.579964945345593,0.059482409836398076,0.7067106195231176,12.223573476909994,12.0,17.174584248119572,120.22045518789987,0.375,0.12056473085830295
1,1,3,1,1,Budhanilkantha,2.0,Budhanilkantha,36000000.0,6.5,1026.75,3.0,20.0,200.0,7000.0,200.0,1500.0,200.0,200.0,200.0,200.0,6700.0,1500.0,1,17.65948418097955,17.57755518264029,2.0149030205422647,6.935127225777988,0.46153846153846156,0.06185173541472336,0.7542466573855614,13.973608795064964,20.0,17.65948418097955,35.15511036528058,0.5,0.13672620632778687
1,1,5,0,0,Budhanilkantha,8.0,Budhanilkantha,60000000.0,6.25,3000.0,4.0,14.0,800.0,6000.0,100.0,2000.0,100.0,100.0,100.0,100.0,5000.0,2000.0,1,17.65948418097955,17.57755518264029,1.9810014688665833,8.006700845440367,1.4024835646457268,0.061345614575167004,0.7996065645467056,15.861286135592682,14.0,17.65948418097955,140.6204414611223,0.2,0.13155467320159442
1,1,7,0,2,Kathmandu,31.0,Sinamangal,85000000.0,8.0,1369.0,21.0,16.0,340.0,100.0,160.0,900.0,260.0,230.0,50.0,160.0,1500.0,50.0,0,17.942009540010304,17.620749917248713,2.1972245773362196,7.222566018822171,0.5,0.11700085416483254,0.802311993828167,15.869599567989487,16.0,17.942009540010304,546.24324743471,0.13636363636363635,0.25433477814404226
1,1,7,0,2,Kathmandu,32.0,Koteshwor,33500000.0,3.5,855.6,12.0,16.0,1000.0,3000.0,90.0,1230.0,100.0,760.0,100.0,524.0,6000.0,1370.0,0,17.51117078272244,17.620749917248713,1.5040773967762742,6.752971065181271,0.7142648439945738,0.06565989679369437,0.799789255942748,10.156991140223349,16.0,17.51117078272244,563.8639973519588,0.23076923076923078,0.13844096162772526
1,1,6,0,2,Budhanilkantha,5.0,Budhanilkantha,40000000.0,5.0,1197.8,11.0,10.0,800.0,8000.0,100.0,3000.0,100.0,100.0,200.0,500.0,7000.0,3000.0,1,17.65948418097955,17.57755518264029,1.791759469228055,7.089076335442508,0.6999561723886047,0.0588442195298682,0.7714891635575643,12.701919652109632,10.0,17.65948418097955,87.88777591320144,0.25,0.12489538691450888
1,1,3,0,2,Tokha,2.0,Outskirt_Zone,17000000.0,3.5,1026.75,7.0,13.0,2500.0,13500.0,700.0,2660.0,950.0,2700.0,50.0,251.0,14500.0,5000.0,1,16.79260469575891,17.31608987311448,1.5040773967762742,6.935127225777988,0.8571428571428571,0.05546954015018679,0.6805781166311253,10.43096810406042,13.0,16.79260469575891,34.63217974622896,0.375,0.1174068144882187
1,1,5,0,0,Budhanilkantha,5.0,Budhanilkantha,70000000.0,8.5,2738.0,1.0,20.0,500.0,10000.0,100.0,5000.0,500.0,500.0,100.0,500.0,8000.0,3000.0,1,17.65948418097955,17.57755518264029,2.2512917986064953,7.915348169263078,0.9411764705882353,0.05808165174824766,0.7550770826971502,17.819758416576907,20.0,17.65948418097955,87.88777591320144,0.5,0.12489538691450888
1,1,5,0,1,Budhanilkantha,5.0,Budhanilkantha,19900000.0,3.0,1026.75,4.0,16.0,800.0,10000.0,200.0,3000.0,500.0,500.0,200.0,600.0,9000.0,5000.0,1,17.65948418097955,17.57755518264029,1.3862943611198906,6.935127225777988,1.0,0.056408471900087104,0.6875521732459347,9.614127766745055,16.0,17.65948418097955,87.88777591320144,0.4,0.1174068144882187
1,0,5,0,1,Gokarneshwor,6.0,Jorpati,67500000.0,7.75,5000.0,1.0,23.0,1500.0,5500.0,300.0,2500.0,300.0,300.0,50.0,600.0,2500.0,3900.0,1,17.232311425058544,17.218882479495953,2.169053700369523,8.517393171418904,1.8850585546313532,0.059235833874360475,0.7415010333269223,18.474683175968284,0.0,17.232311425058544,103.31329487697572,1.0,0.12093377988498329
1,0,3,0,2,Gokarneshwor,4.0,Makalbari,17500000.0,3.0,700.0,10.0,13.0,1500.0,2000.0,100.0,800.0,120.0,1061.8,150.0,644.0,500.0,1400.0,1,17.15125278262907,17.218882479495953,1.3862943611198906,6.55250788703459,0.6817628439250061,0.06735665077010071,0.7612326544179451,9.083704734989661,0.0,17.15125278262907,68.87552991798381,0.2727272727272727,0.13802733860642302
1,1,4,0,2,Kathmandu,4.0,Baluwatar,35000000.0,7.0,1500.0,24.0,5.0,1000.0,7000.0,500.0,1000.0,500.0,500.0,500.0,500.0,7000.0,2000.0,0,17.625724160616883,17.620749917248713,2.0794415416798357,7.313886831633462,0.6261087342168423,0.06077102406814365,0.6273223119867839,15.208800108843734,5.0,17.625724160616883,70.48299966899485,0.12,0.13155467320159442
1,2,5,0,1,Kathmandu,18.0,Chettrapati,70000000.0,5.0,1600.0,4.0,15.0,500.0,7000.0,200.0,2000.0,500.0,1000.0,500.0,500.0,7000.0,2000.0,1,17.979261111191317,17.620749917248713,1.791759469228055,7.3783837129967145,0.9349890430971513,0.06077102406814365,0.6711400923855205,13.220288885359919,30.0,17.979261111191317,317.1734985104768,0.4,0.13155467320159442
1,1,0,1,0,Budhanilkantha,10.0,Kapan,36000000.0,4.5,1369.0,9.0,10.0,1000.0,3000.0,100.0,1000.0,200.0,200.0,200.0,1500.0,3000.0,1000.0,0,17.289342158205557,17.57755518264029,1.7047480922384253,7.222566018822171,0.8888888888888888,0.06704454930228701,0.738546277975966,12.312655641653174,10.0,17.289342158205557,175.77555182640288,0.1,0.1447438839476537
1,1,1,0,1,Kageshwori Manohara,8.0,Gothatar,27000000.0,4.0,2316.77,7.0,13.0,1000.0,4000.0,300.0,3500.0,300.0,1000.0,200.0,1000.0,4000.0,5000.0,0,17.15685712761417,17.174350741128553,1.6094379124341003,7.748360795508216,1.6923082542001462,0.059482409836398076,0.6837455971491372,12.470505623508966,13.0,17.15685712761417,137.39480592902842,0.25,0.1174068144882187
1,1,1,0,2,Tokha,7.0,Basundhara,53500000.0,5.25,1369.0,6.0,13.0,1000.0,5000.0,90.0,1600.0,100.0,270.0,100.0,244.0,4000.0,306.0,0,17.51277363894056,17.31608987311448,1.8325814637483102,7.222566018822171,0.7619047619047619,0.07020381118840101,0.799789255942748,13.235940606791939,13.0,17.51277363894056,121.21262911180135,0.42857142857142855,0.17461613160945555
1,0,3,0,0,Budhanilkantha,10.0,Kapan,58500000.0,9.0,1197.88,4.0,16.0,1000.0,3000.0,100.0,1000.0,200.0,200.0,200.0,1500.0,3000.0,1000.0,1,17.289342158205557,17.57755518264029,2.302585092994046,7.089143066616001,0.3888905121337554,0.06704454930228701,0.738546277975966,16.323355147292098,0.0,17.289342158205557,175.77555182640288,0.2,0.1447438839476537
1,1,7,0,1,Kirtipur,2.0,Kirtipur,27500000.0,3.5,855.625,2.0,13.0,300.0,12000.0,200.0,1200.0,1000.0,2000.0,850.0,500.0,13000.0,850.0,0,17.22210768063904,17.240165031722558,1.5040773967762742,6.753000249905988,0.7142857142857143,0.06196110342122345,0.6567525088977332,10.157035036308127,13.0,17.22210768063904,34.480330063445116,0.6666666666666666,0.1482269361761426
1,1,5,1,1,Budhanilkantha,7.0,Budhanilkantha,78000000.0,12.0,1711.25,8.0,13.0,800.0,8000.0,200.0,2000.0,200.0,300.0,200.0,200.0,6500.0,2000.0,1,17.65948418097955,17.57755518264029,2.5649493574615367,7.445563574078014,0.4166666666666667,0.060281911442519945,0.7152543615792816,19.097493505270425,13.0,17.65948418097955,123.04288627848203,0.2222222222222222,0.13155467320159442
