district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m,is_corner_plot,neighborhood_encoded,municipality_encoded,log_land,log_built,floor_area_ratio,urban_centrality,amenity_access_score,house_size_score,comm_road_premium,neighborhood_x_district,municipality_x_ward,age_condition_score,ring_road_proximity
2,1,0,0,0,Mahalaxmi,3.0,Imadol,55000000.0,5.25,1540.12,2.0,26.0,400.0,5000.0,50.0,300.0,100.0,200.0,150.0,200.0,12000.0,4000.0,0,17.289244142412237,17.219470027988436,1.8325814637483102,7.340264703800292,0.8571400744373717,0.059482409836398076,0.8371596043056722,13.451633035190396,26.0,34.57848828482447,51.65841008396531,0.3333333333333333,0.12056473085830295
2,1,2,0,1,Mahalaxmi,9.0,Lubhu,13000000.0,3.0,855.62,2.0,13.0,400.0,4000.0,50.0,300.0,100.0,200.0,100.0,200.0,12000.0,4000.0,1,16.80314779607399,17.219470027988436,1.3862943611198906,6.7529944130291835,0.8333284635987339,0.060282365429151476,0.8545274825987006,9.361638075456483,13.0,33.60629559214798,154.97523025189594,0.6666666666666666,0.12056473085830295
2,2,3,0,1,Mahalaxmi,4.0,Hattiban,40000000.0,3.5,1026.75,10.0,20.0,400.0,8000.0,50.0,500.0,100.0,200.0,50.0,200.0,15000.0,4000.0,1,17.62073447595923,17.219470027988436,1.5040773967762742,6.935127225777988,0.8571428571428571,0.05786494077135059,0.8921831954072111,10.43096810406042,40.0,35.24146895191846,68.87788011195374,0.18181818181818182,0.12056473085830295
2,1,2,0,1,Lalitpur,14.0,Nakhipot,52000000.0,6.0,1882.375,2.0,13.0,2000.0,8000.0,800.0,1200.0,1000.0,1020.0,250.0,1000.0,13000.0,1500.0,1,17.43702724891783,17.47125532194839,1.9459101490553132,7.540820659121453,0.9166666666666666,0.06134514451101177,0.6068485640218119,14.673759452790412,13.0,34.87405449783566,244.59757450727747,0.6666666666666666,0.13672620632778687
2,1,7,1,1,Mahalaxmi,6.0,Tikathali,23500000.0,3.0,941.18,1.0,14.0,2500.0,5000.0,300.0,600.0,250.0,300.0,500.0,500.0,7000.0,2500.0,0,17.15441975626653,17.219470027988436,1.3862943611198906,6.848196339124917,0.9166593620647674,0.06119262304200936,0.6448647154592593,9.49361596877075,14.0,34.30883951253306,103.31682016793062,1.0,0.12780457668621606
2,1,4,0,0,Mahalaxmi,4.0,Imadol,34500000.0,3.5,1026.75,3.0,13.0,300.0,4000.0,50.0,500.0,200.0,300.0,50.0,300.0,11000.0,2000.0,0,17.289244142412237,17.219470027988436,1.5040773967762742,6.935127225777988,0.8571428571428571,0.06291008749145735,0.8724512450620215,10.43096810406042,13.0,34.57848828482447,68.87788011195374,0.25,0.13155467320159442
2,1,0,0,0,Lalitpur,5.0,Tikathali,45000000.0,5.5,1710.0,3.0,20.0,200.0,6700.0,100.0,3400.0,100.0,200.0,100.0,1000.0,13000.0,100.0,0,17.15441975626653,17.47125532194839,1.8718021769015913,7.444833273892193,0.9084268543728004,0.07448716019541388,0.8385988603529855,13.935255128740808,20.0,34.30883951253306,87.35627660974195,0.25,0.21667906533553166
2,1,5,0,1,Lalitpur,5.0,Tikathali,32500000.0,4.1,1368.0,2.0,13.0,100.0,6700.0,100.0,3400.0,100.0,200.0,100.0,1000.0,13000.0,100.0,1,17.15441975626653,17.47125532194839,1.62924053973028,7.221835825288449,0.9748971120098345,0.07448716019541388,0.8667162613421266,11.766107697836425,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,6,0,1,Godawari,3.0,Godawari,32500000.0,5.0,1540.125,3.0,20.0,300.0,15000.0,100.0,2000.0,370.0,500.0,50.0,50.0,20000.0,100.0,1,17.17169904838042,17.157230988729655,1.791759469228055,7.340267948188717,0.9,0.07026916700719603,0.8152612252248103,13.15199460283832,20.0,34.34339809676084,51.47169296618897,0.5,0.21667906533553166
2,1,2,0,1,Godawari,3.0,Godawari,24000000.0,4.0,1197.875,3.0,20.0,300.0,15000.0,100.0,2000.0,300.0,500.0,50.0,200.0,20000.0,100.0,1,17.17169904838042,17.157230988729655,1.6094379124341003,7.089138896048115,0.875,0.07026916700719603,0.8214538923346671,11.40952890581106,20.0,34.34339809676084,51.47169296618897,0.5,0.21667906533553166
2,1,2,0,1,Godawari,3.0,Godawari,24000000.0,4.0,1197.875,3.0,20.0,300.0,15000.0,100.0,2000.0,300.0,500.0,50.0,200.0,20000.0,100.0,1,17.17169904838042,17.157230988729655,1.6094379124341003,7.089138896048115,0.875,0.07026916700719603,0.8214538923346671,11.40952890581106,20.0,34.34339809676084,51.47169296618897,0.5,0.21667906533553166
2,1,4,0,1,Lalitpur,7.0,Outskirt_Zone,22000000.0,3.0,940.0,2.0,13.0,100.0,7300.0,100.0,4000.0,100.0,200.0,100.0,4000.0,13000.0,100.0,0,16.79260469575891,17.47125532194839,1.3862943611198906,6.846943139585379,0.9155101046992938,0.0740143849217196,0.8667162613421266,9.491878665315731,13.0,33.58520939151782,122.29878725363874,0.6666666666666666,0.21667906533553166
2,1,7,0,0,Lalitpur,5.0,Tikathali,38000000.0,4.07,1368.0,2.0,20.0,100.0,6000.0,100.0,2000.0,100.0,500.0,100.0,500.0,10000.0,100.0,0,17.15441975626653,17.47125532194839,1.623340817603092,7.221835825288449,0.9820830858084326,0.07510438429135252,0.8667162613421266,11.72350087321905,20.0,34.30883951253306,87.35627660974195,0.3333333333333333,0.21667906533553166
2,1,5,0,1,Lalitpur,5.0,Tikathali,21500000.0,2.3,684.0,2.0,13.0,100.0,4000.0,100.0,2000.0,100.0,200.0,100.0,1000.0,9000.0,100.0,1,17.15441975626653,17.47125532194839,1.1939224684724346,6.529418838262226,0.8689300346174612,0.07746281322189849,0.8667162613421266,7.795619857068452,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,4,1,1,Lalitpur,26.0,Sunakothi,55000000.0,6.5,1454.52,1.0,20.0,1700.0,10000.0,368.0,3000.0,650.0,2500.0,450.0,1700.0,14000.0,3000.0,0,17.473453006698172,17.47125532194839,2.0149030205422647,7.283118504073752,0.6538270495027252,0.05808165174824766,0.6215924304438425,14.674777472825463,20.0,34.946906013396344,454.25263837065813,1.0,0.12489538691450888
2,1,6,1,2,Lalitpur,2.0,Jhamsikhel,49000000.0,5.0,1197.88,28.0,5.0,1500.0,8000.0,378.0,2000.0,650.0,1000.0,150.0,700.0,10000.0,900.0,1,17.637978906109456,17.47125532194839,1.791759469228055,7.089143066616001,0.7000029218407597,0.06332790521598478,0.6588139076686814,12.702039218321632,5.0,35.27595781221891,34.94251064389678,0.10344827586206896,0.14698305684142793
2,1,5,1,1,Lalitpur,27.0,Sunakothi,35000000.0,4.09,840.0,1.0,16.0,4900.0,11000.0,350.0,4300.0,750.0,850.0,300.0,1000.0,16000.0,4400.0,1,17.473453006698172,17.47125532194839,1.6272778305624314,6.734591659972948,0.6000846547995163,0.056512090107234264,0.6145568315849333,10.959051706164622,16.0,34.946906013396344,471.72389369260657,1.0,0.11919537779826668
2,1,4,0,1,Lalitpur,23.0,Dhapakhel,39000000.0,4.0,1026.75,4.0,13.0,800.0,8000.0,778.0,2000.0,1000.0,450.0,50.0,800.0,13000.0,2000.0,0,17.20214072058042,17.47125532194839,1.6094379124341003,6.935127225777988,0.75,0.060281911442519945,0.6988430352826613,11.161656684721018,13.0,34.40428144116084,401.838872404813,0.4,0.13155467320159442
2,1,2,1,1,Lalitpur,24.0,Dhapakhel,45000000.0,8.65,1175.0,7.0,13.0,6000.0,12000.0,480.0,6000.0,500.0,1500.0,500.0,800.0,18000.0,6000.0,1,17.20214072058042,17.47125532194839,2.2669579153508947,7.069874128458572,0.3968974442337979,0.05527174540006954,0.5985862684969705,16.02710711604367,13.0,34.40428144116084,419.3101277267614,0.25,0.11494673815138318
2,1,7,0,1,Lalitpur,5.0,Tikathali,31500000.0,3.3,1026.75,2.0,13.0,1000.0,4700.0,100.0,3400.0,100.0,200.0,100.0,1000.0,9000.0,400.0,0,17.15441975626653,17.47125532194839,1.4586150226995167,6.935127225777988,0.9090909090909092,0.06920658545530804,0.7947810799542487,10.115680755852196,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.16683457378359495
2,1,4,0,1,Lalitpur,5.0,Tikathali,35000000.0,4.1,1369.0,2.0,20.0,100.0,4700.0,100.0,3400.0,100.0,200.0,100.0,200.0,10000.0,100.0,0,17.15441975626653,17.47125532194839,1.62924053973028,7.222566018822171,0.9756097560975611,0.07650728309844315,0.8667162613421266,11.767297358743415,20.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,0,5,0,2,Lalitpur,19.0,Mid_Zone,50000000.0,6.0,1711.25,5.0,10.0,50.0,9500.0,50.0,100.0,1000.0,250.0,100.0,364.0,11000.0,1500.0,1,17.530459651049842,17.47125532194839,1.9459101490553132,7.445563574078014,0.8333333333333334,0.06070525237461787,0.8700925055712698,14.488397724234959,0.0,35.060919302099684,331.95385111701944,0.5,0.13672620632778687
2,1,6,0,0,Lalitpur,14.0,Nakhipot,69800000.0,7.65,1350.0,3.0,12.0,1400.0,8300.0,600.0,1700.0,450.0,350.0,300.0,2300.0,13000.0,1800.0,1,17.43702724891783,17.47125532194839,2.157559320943788,7.208600337960199,0.5156189575903407,0.060531849975422915,0.6331584994374736,15.552982850124568,12.0,34.87405449783566,244.59757450727747,0.25,0.13340274998476917
2,1,4,0,1,Lalitpur,5.0,Tikathali,27500000.0,3.2,1026.75,2.0,13.0,100.0,4000.0,170.0,700.0,350.0,200.0,100.0,200.0,10000.0,100.0,0,17.15441975626653,17.47125532194839,1.4350845252893227,6.935127225777988,0.9375,0.07746281322189849,0.7984732851722889,9.952493762626661,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,7,0,1,Lalitpur,5.0,Tikathali,16000000.0,2.3,684.5,2.0,10.0,100.0,4000.0,100.0,1000.0,100.0,200.0,100.0,100.0,9000.0,100.0,0,17.15441975626653,17.47125532194839,1.1939224684724346,6.530148499002369,0.8695652173913044,0.07746281322189849,0.8667162613421266,7.796491015420472,10.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,1,0,0,Lalitpur,4.0,Imadol,37500000.0,3.2,1026.75,2.0,13.0,100.0,4000.0,100.0,2000.0,100.0,200.0,100.0,200.0,50.0,100.0,0,17.289244142412237,17.47125532194839,1.4350845252893227,6.935127225777988,0.9375,0.07746281322189849,0.8667162613421266,9.952493762626661,13.0,34.57848828482447,69.88502128779356,0.3333333333333333,0.21667906533553166
2,1,0,0,1,Lalitpur,4.0,Imadol,31500000.0,3.5,1026.75,2.0,13.0,100.0,4000.0,100.0,1000.0,100.0,200.0,100.0,100.0,9000.0,100.0,0,17.289244142412237,17.47125532194839,1.5040773967762742,6.935127225777988,0.8571428571428571,0.07746281322189849,0.8667162613421266,10.43096810406042,13.0,34.57848828482447,69.88502128779356,0.6666666666666666,0.21667906533553166
2,1,0,0,1,Lalitpur,15.0,Satdobato,42000000.0,5.0,793.0,28.0,15.0,1100.0,6500.0,220.0,450.0,650.0,270.0,150.0,600.0,9600.0,150.0,0,17.35544404442503,17.47125532194839,1.791759469228055,6.677083461247136,0.4634039444850256,0.0724795711466137,0.6816919738523934,11.963727518515594,15.0,34.71088808885006,262.0688298292259,0.06896551724137931,0.19931118704250333
2,1,4,0,1,Lalitpur,5.0,Tikathali,27500000.0,1.0,1026.75,2.0,13.0,100.0,4000.0,100.0,300.0,100.0,200.0,100.0,200.0,9000.0,100.0,0,17.15441975626653,17.47125532194839,0.6931471805599453,6.935127225777988,3.0,0.07746281322189849,0.8667162613421266,4.807063883372527,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,0,0,1,Lalitpur,5.0,Manbhawan,120000000.0,9.0,1711.25,19.0,20.0,800.0,8000.0,448.0,2000.0,1000.0,1000.0,400.0,800.0,11000.0,1000.0,0,17.84908129181061,17.47125532194839,2.302585092994046,7.445563574078014,0.5555555555555556,0.06290860478697412,0.6248937329728317,17.144043694611504,20.0,35.69816258362122,87.35627660974195,0.1,0.1447438839476537
2,1,7,0,1,Lalitpur,5.0,Tikathali,25000000.0,3.5,1026.75,2.0,13.0,100.0,5000.0,100.0,1000.0,100.0,200.0,100.0,100.0,11000.0,100.0,0,17.15441975626653,17.47125532194839,1.5040773967762742,6.935127225777988,0.8571428571428571,0.0761468842704464,0.8667162613421266,10.43096810406042,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,1,0,1,Lalitpur,5.0,Tikathali,25500000.0,3.0,941.19,2.0,13.0,100.0,4000.0,100.0,1000.0,100.0,200.0,100.0,200.0,9000.0,100.0,0,17.15441975626653,17.47125532194839,1.3862943611198906,6.848206952751753,0.9166691015339664,0.07746281322189849,0.8667162613421266,9.493630682381784,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,5,0,1,Lalitpur,5.0,Tikathali,31500000.0,3.75,1197.88,2.0,13.0,100.0,5000.0,100.0,2000.0,100.0,200.0,100.0,200.0,10000.0,100.0,1,17.15441975626653,17.47125532194839,1.55814461804655,7.089143066616001,0.933337229121013,0.0761468842704464,0.8667162613421266,11.045910115809736,13.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,3,0,1,Lalitpur,15.0,Khumaltar,52500000.0,5.13,1041.3,1.0,13.0,650.0,8000.0,280.0,1600.0,550.0,800.0,150.0,1900.0,13000.0,1600.0,1,17.699248408283143,17.47125532194839,1.81319474994812,6.949185088745277,0.5930824138505504,0.06110338466133774,0.6894594264790919,12.600225919330697,13.0,35.398496816566286,262.0688298292259,1.0,0.13553103754126283
2,1,3,0,1,Lalitpur,23.0,Dhapakhel,33900000.0,3.0,707.08,1.0,13.0,550.0,8200.0,550.0,1800.0,220.0,450.0,200.0,1400.0,13000.0,1500.0,1,17.20214072058042,17.47125532194839,1.3862943611198906,6.562557081660621,0.6886583881178476,0.06125237259343867,0.6906799721079728,9.097635876833525,13.0,34.40428144116084,401.838872404813,1.0,0.13672620632778687
2,1,0,0,1,Lalitpur,14.0,Nakhipot,32500000.0,4.38,895.13,2.0,18.0,2800.0,9100.0,950.0,2500.0,750.0,900.0,500.0,2200.0,14000.0,2500.0,0,17.43702724891783,17.47125532194839,1.682688374173693,6.798085491736212,0.5971295249340417,0.05902983692977636,0.5836908225298261,11.439059423583378,18.0,34.87405449783566,244.59757450727747,0.6666666666666666,0.12780457668621606
2,1,1,0,1,Lalitpur,4.0,Imadol,22500000.0,3.0,941.19,2.0,13.0,100.0,5000.0,100.0,2000.0,100.0,100.0,100.0,200.0,9000.0,100.0,0,17.289244142412237,17.47125532194839,1.3862943611198906,6.848206952751753,0.9166691015339664,0.0761468842704464,0.8667162613421266,9.493630682381784,13.0,34.57848828482447,69.88502128779356,0.6666666666666666,0.21667906533553166
2,1,0,0,1,Lalitpur,5.0,Tikathali,22000000.0,4.0,1283.44,2.0,20.0,100.0,8000.0,100.0,2000.0,100.0,200.0,100.0,2000.0,12000.0,100.0,0,17.15441975626653,17.47125532194839,1.6094379124341003,7.15807810467655,0.9375018261504748,0.07351620949843705,0.8667162613421266,11.520482281830867,20.0,34.30883951253306,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,4,0,1,Lalitpur,14.0,Thaiba,28000000.0,4.0,1197.88,4.0,13.0,100.0,8000.0,50.0,3000.0,100.0,200.0,50.0,400.0,15000.0,50.0,0,17.1022314064254,17.47125532194839,1.6094379124341003,7.089143066616001,0.8750036523009497,0.07740448850922879,0.9420276869591478,11.409535618081133,13.0,34.2044628128508,244.59757450727747,0.4,0.25433477814404226
2,1,2,0,1,Mahalaxmi,4.0,Imadol,40000000.0,5.06,882.0,1.0,16.0,1900.0,7200.0,550.0,1800.0,50.0,750.0,100.0,550.0,12000.0,1800.0,1,17.289244142412237,17.219470027988436,1.801709800081223,6.78332520060396,0.5093010968451627,0.06105724579027241,0.7618968471419141,12.221583491066083,16.0,34.57848828482447,68.87788011195374,1.0,0.13340274998476917
2,1,0,0,1,Lalitpur,15.0,Satdobato,20000000.0,3.3,941.19,10.0,10.0,100.0,3000.0,100.0,2000.0,100.0,200.0,100.0,100.0,13000.0,100.0,0,17.35544404442503,17.47125532194839,1.4586150226995167,6.848206952751753,0.8333355468490604,0.07922786825270292,0.8667162613421266,9.988897539838987,10.0,34.71088808885006,262.0688298292259,0.18181818181818182,0.21667906533553166
2,2,3,0,1,Lalitpur,13.0,Kusunti,33000000.0,3.11,748.5,9.0,20.0,1100.0,9100.0,100.0,2500.0,700.0,1200.0,100.0,600.0,12000.0,400.0,1,17.42689839673083,17.47125532194839,1.413423028508143,6.619406317542652,0.7032147294596238,0.06618089447204611,0.7287475373164933,9.35602132426707,40.0,34.85379679346166,227.12631918532907,0.2,0.16683457378359495
2,1,5,0,1,Lalitpur,5.0,Imadol,27500000.0,3.2,941.19,2.0,13.0,100.0,2000.0,100.0,1000.0,380.0,200.0,100.0,200.0,10000.0,100.0,1,17.289244142412237,17.47125532194839,1.4350845252893227,6.848206952751753,0.8593772826880935,0.08185635243037713,0.8183080624580945,9.827755823872788,13.0,34.57848828482447,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,0,0,1,Lalitpur,15.0,Satdobato,36000000.0,4.3,1197.875,16.0,9.0,100.0,4000.0,100.0,2000.0,100.0,200.0,100.0,200.0,11000.0,100.0,0,17.35544404442503,17.47125532194839,1.667706820558076,7.089138896048115,0.813953488372093,0.07746281322189849,0.8667162613421266,11.822605288822992,9.0,34.71088808885006,262.0688298292259,0.11764705882352941,0.21667906533553166
2,1,7,0,0,Lalitpur,4.0,Imadol,25000000.0,2.5,684.5,2.0,15.0,100.0,2000.0,100.0,1000.0,100.0,200.0,100.0,300.0,9000.0,100.0,0,17.289244142412237,17.47125532194839,1.252762968495368,6.530148499002369,0.8,0.08185635243037713,0.8667162613421266,8.180728218325779,15.0,34.57848828482447,69.88502128779356,0.3333333333333333,0.21667906533553166
2,1,3,1,2,Lalitpur,29.0,Harisiddhi,23200000.0,5.25,1454.0,6.0,16.0,2000.0,10000.0,200.0,2500.0,1000.0,1270.0,1000.0,2000.0,16000.0,4000.0,1,17.364720922478828,17.47125532194839,1.8325814637483102,7.282761179605593,0.8092107551567012,0.057127383861774274,0.6096041054432921,13.346253142650989,16.0,34.729441844957655,506.6664043365033,0.42857142857142855,0.12056473085830295
2,1,2,0,2,Lalitpur,23.0,Dhapakhel,36200000.0,6.0,855.625,5.0,12.0,500.0,9000.0,240.0,3000.0,500.0,270.0,100.0,1500.0,14000.0,2000.0,1,17.20214072058042,17.47125532194839,1.9459101490553132,6.753000249905988,0.4166666666666667,0.05985696592886767,0.7207201729721411,13.140731722865128,12.0,34.40428144116084,401.838872404813,0.5,0.13155467320159442
2,1,5,0,1,Lalitpur,4.0,Lalitpur,34500000.0,3.25,941.19,2.0,13.0,100.0,2000.0,100.0,1000.0,100.0,200.0,100.0,200.0,9000.0,100.0,1,17.62838859112697,17.47125532194839,1.4469189829363254,6.848206952751753,0.8461560937236613,0.08185635243037713,0.8667162613421266,9.90880063901304,13.0,35.25677718225394,69.88502128779356,0.6666666666666666,0.21667906533553166
2,1,5,0,1,Lalitpur,4.0,Imadol,36500000.0,3.55,941.19,2.0,13.0,100.0,2000.0,100.0,1000.0,100.0,200.0,100.0,200.0,9000.0,100.0,1,17.289244142412237,17.47125532194839,1.5151272329628591,6.848206952751753,0.7746499449582815,0.08185635243037713,0.8667162613421266,10.375904851079778,13.0,34.57848828482447,69.88502128779356,0.6666666666666666,0.21667906533553166
2,1,5,0,1,Lalitpur,4.0,Imadol,36500000.0,3.35,941.19,2.0,13.0,100.0,4000.0,100.0,1000.0,100.0,150.0,100.0,200.0,9000.0,100.0,1,17.289244142412237,17.47125532194839,1.4701758451005926,6.848206952751753,0.8208977028662385,0.07746281322189849,0.8667162613421266,10.068068444185563,13.0,34.57848828482447,69.88502128779356,0.6666666666666666,0.21667906533553166
2,1,2,0,0,Lalitpur,4.0,Imadol,45000000.0,4.0,1283.44,2.0,13.0,100.0,4000.0,100.0,1000.0,100.0,150.0,50.0,300.0,9000.0,100.0,1,17.289244142412237,17.47125532194839,1.6094379124341003,7.15807810467655,0.9375018261504748,0.07746281322189849,0.9043719741506372,11.520482281830867,13.0,34.57848828482447,69.88502128779356,0.3333333333333333,0.21667906533553166
2,1,7,0,1,Lalitpur,5.0,Imadol,30000000.0,3.25,941.19,2.0,13.0,500.0,4000.0,100.0,700.0,100.0,150.0,50.0,200.0,9000.0,100.0,0,17.289244142412237,17.47125532194839,1.4469189829363254,6.848206952751753,0.8461560937236613,0.07746281322189849,0.848552384828149,9.90880063901304,13.0,34.57848828482447,87.35627660974195,0.6666666666666666,0.21667906533553166
2,1,0,1,1,Lalitpur,26.0,Sunakothi,27500000.0,4.0,924.08,2.0,15.0,2300.0,9500.0,450.0,3100.0,550.0,1800.0,450.0,2700.0,14000.0,3200.0,0,17.473453006698172,17.47125532194839,1.6094379124341003,6.829880220259171,0.6750036523009496,0.058037056035785996,0.6148693204413387,10.992268163868873,15.0,34.946906013396344,454.25263837065813,0.6666666666666666,0.12389702930825783
2,1,7,0,2,Lalitpur,14.0,Nakhipot,30000000.0,3.0,1026.75,8.0,10.0,2000.0,8000.0,758.0,1000.0,1000.0,1500.0,50.0,600.0,14000.0,1000.0,0,17.43702724891783,17.47125532194839,1.3862943611198906,6.935127225777988,1.0,0.06290860478697412,0.6814173720841697,9.614127766745055,10.0,34.87405449783566,244.59757450727747,0.3333333333333333,0.1447438839476537
2,1,0,0,1,Lalitpur,14.0,Nakhipot,25000000.0,3.5,832.0,2.0,18.0,2900.0,9200.0,1000.0,2600.0,850.0,1000.0,550.0,2300.0,14000.0,2700.0,0,17.43702724891783,17.47125532194839,1.5040773967762742,6.725033642166843,0.6945632891578838,0.05872526888737853,0.5768321472196418,10.11497109374317,18.0,34.87405449783566,244.59757450727747,0.6666666666666666,0.12656021288744118
2,1,5,0,2,Lalitpur,23.0,Dhapakhel,38700000.0,4.65,1026.75,12.0,20.0,50.0,9000.0,320.0,3000.0,500.0,1000.0,900.0,1500.0,14000.0,2500.0,1,17.20214072058042,17.47125532194839,1.7316555451583497,6.935127225777988,0.6451612903225806,0.05906836119448666,0.7354442609102665,12.009251516897095,20.0,34.40428144116084,401.838872404813,0.23076923076923078,0.12780457668621606
2,1,6,1,1,Lalitpur,28.0,Harisiddhi,37200000.0,5.0,1026.75,5.0,20.0,1500.0,10000.0,590.0,3000.0,3000.0,1360.0,800.0,1500.0,15000.0,4000.0,1,17.364720922478828,17.47125532194839,1.791759469228055,6.935127225777988,0.6,0.057127383861774274,0.5678861716211963,12.426079877089,20.0,34.729441844957655,489.19514901455494,0.3333333333333333,0.12056473085830295
2,1,7,0,1,Mahalaxmi,5.0,Tikathali,38000000.0,4.0,1197.88,1.0,20.0,200.0,5000.0,50.0,200.0,100.0,100.0,100.0,200.0,12000.0,50.0,0,17.15441975626653,17.219470027988436,1.6094379124341003,7.089143066616001,0.8750036523009497,0.08032632534879935,0.8762545731614959,11.409535618081133,20.0,34.30883951253306,86.09735013994218,1.0,0.25433477814404226
2,1,0,0,1,Mahalaxmi,5.0,Tikathali,24500000.0,3.0,855.625,2.0,13.0,200.0,5000.0,50.0,200.0,100.0,100.0,100.0,200.0,12000.0,50.0,0,17.15441975626653,17.219470027988436,1.3862943611198906,6.753000249905988,0.8333333333333334,0.08032632534879935,0.8762545731614959,9.361646167085883,13.0,34.30883951253306,86.09735013994218,0.6666666666666666,0.25433477814404226
2,1,0,0,0,Mahalaxmi,5.0,Tikathali,67500000.0,5.3,1540.12,2.0,20.0,200.0,5000.0,50.0,50.0,100.0,100.0,50.0,200.0,12000.0,50.0,0,17.15441975626653,17.219470027988436,1.840549633397487,7.340264703800292,0.849053847320038,0.08032632534879935,0.9139102859700066,13.51012150962014,20.0,34.30883951253306,86.09735013994218,0.3333333333333333,0.25433477814404226
2,1,0,0,0,Mahalaxmi,5.0,Tikathali,67500000.0,6.0,1711.25,2.0,20.0,200.0,5000.0,50.0,50.0,100.0,100.0,50.0,100.0,12000.0,50.0,0,17.15441975626653,17.219470027988436,1.9459101490553132,7.445563574078014,0.8333333333333334,0.08032632534879935,0.9139102859700066,14.488397724234959,20.0,34.30883951253306,86.09735013994218,0.3333333333333333,0.25433477814404226
2,1,3,0,0,Mahalaxmi,4.0,Imadol,37500000.0,3.5,1026.75,2.0,13.0,250.0,4000.0,50.0,200.0,200.0,200.0,50.0,100.0,12000.0,50.0,1,17.289244142412237,17.219470027988436,1.5040773967762742,6.935127225777988,0.8571428571428571,0.08179206250881173,0.8782118589669281,10.43096810406042,13.0,34.57848828482447,68.87788011195374,0.3333333333333333,0.25433477814404226
2,1,4,0,1,Lalitpur,14.0,Nakhipot,145000000.0,19.0,1437.45,14.0,12.0,480.0,7500.0,700.0,1000.0,250.0,550.0,550.0,1500.0,12000.0,550.0,0,17.43702724891783,17.47125532194839,2.995732273553991,7.271321423958596,0.22105263157894736,0.06564037316091581,0.6539495860709228,21.782932261137326,12.0,34.87405449783566,244.59757450727747,0.13333333333333333,0.15843504681943504
2,0,3,0,2,Lalitpur,14.0,Nakhipot,57000000.0,7.0,1711.25,5.0,20.0,1500.0,8000.0,298.0,1000.0,1000.0,620.0,50.0,300.0,13000.0,800.0,1,17.43702724891783,17.47125532194839,2.0794415416798357,7.445563574078014,0.7142857142857143,0.06380325013227887,0.711229813360248,15.482614197156014,0.0,34.87405449783566,244.59757450727747,0.5,0.14956936854011055
2,1,2,0,0,Lalitpur,23.0,Hattiban,57000000.0,6.35,1540.12,2.5,20.0,900.0,8000.0,778.0,2500.0,1000.0,700.0,400.0,1000.0,14000.0,2000.0,1,17.62073447595923,17.47125532194839,1.9947003132247452,7.340264703800292,0.7086591166608192,0.060281911442519945,0.6087565192235314,14.641628303822984,20.0,35.24146895191846,401.838872404813,0.2857142857142857,0.13155467320159442
2,1,5,0,0,Mahalaxmi,5.0,Tikathali,44000000.0,4.5,1200.0,2.0,20.0,200.0,5000.0,50.0,100.0,100.0,150.0,50.0,200.0,12000.0,50.0,1,17.15441975626653,17.219470027988436,1.7047480922384253,7.0909098220799835,0.7791575359142927,0.08032632534879935,0.9139102859700066,12.088214991425563,20.0,34.30883951253306,86.09735013994218,0.3333333333333333,0.25433477814404226
2,1,1,0,1,Lalitpur,25.0,Bhaisepati,36000000.0,3.25,752.95,16.0,15.0,200.0,7000.0,200.0,6000.0,300.0,400.0,100.0,3000.0,4000.0,2000.0,0,17.581170781885064,17.47125532194839,1.4469189829363254,6.625326052811805,0.676923076923077,0.06077102406814365,0.769022418455859,9.586310033955996,15.0,35.16234156377013,436.78138304870976,0.11764705882352941,0.13155467320159442
2,1,4,1,1,Lalitpur,25.0,Bhaisepati,29800000.0,3.5,1026.75,2.0,13.0,200.0,7000.0,300.0,4000.0,500.0,600.0,200.0,2000.0,6000.0,1000.0,0,17.581170781885064,17.47125532194839,1.5040773967762742,6.935127225777988,0.8571428571428571,0.06344145914313616,0.7132028291333706,10.43096810406042,13.0,35.16234156377013,436.78138304870976,0.6666666666666666,0.1447438839476537
