title,location_raw,floors,price_npr,land_size_aana,buildup_area_sqft,road_width_feet,facing,built_year_bs,built_year_ad,house_age,parking_cars,parking_bikes,bedrooms,bathrooms,amenities,district
"Bungalow for sale in Rudreshwor, Narayanthan","Rudreshwor, Kathmandu",2.5,33500000.0,5.0,,12.5,North-West,2073.0,2016.0,9.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Bathroom, Drinking Water, Drainage, Power Backup, Parking",Kathmandu
"House on rent at Dhumbarahi, Kathmandu","Dhumbarahi, Kathmandu",2.5,125000.0,11.0,,13.0,South,2073.0,2016.0,9.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Bathroom, Parking, Drainage, Drinking Water",Kathmandu
"Beautiful house on sale at Tikathali, Lalitpur","Tikathali, Lalitpur",2.5,21500000.0,2.3,,13.0,East,2076.0,2019.0,6.0,,,9.0,3.0,"Drinking Water, Bathroom, Parking, Drainage",Lalitpur
"House on sale at Kunwar Colony, Dhapasi","Dhapasi, Kathmandu",2.5,39000000.0,7.0,,12.0,East,2076.0,2019.0,6.0,,,7.0,4.0,"Marbel, Drinking Water, Bathroom, Parking, Garden, Drainage",Kathmandu
"Attractive house for sale in Imadol, Lalitpur","Imadol, Lalitpur",3.5,27500000.0,3.0,,20.0,West,2073.0,2016.0,9.0,,,5.0,3.0,"Drinking Water, Bathroom, Drainage, Parking",Lalitpur
"Beautiful house on sale at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",3.0,29500000.0,3.1,,13.0,North,2070.0,2013.0,12.0,,,6.0,5.0,"Bathroom, Drinking Water, Drainage, Parking",Kathmandu
Attractive house for sale at Chandragiri,"Chandragiri, Kathmandu",2.0,16000000.0,4.0,,10.0,South-East,2073.0,2016.0,9.0,,,2.0,2.0,"Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"Beautiful house on sale at Ganesh Basti, Maharajgunj","Maharajgunj, Kathmandu",2.5,72500000.0,10.0,,13.0,North-East,2073.0,2016.0,9.0,,,6.0,3.0,"Drinking Water, Parking, Drainage, Bathroom",Kathmandu
"Beautiful bungalow on rent at Gokarna, Kathmandu","Gokarna, Kathmandu",2.5,125000.0,37.0,,15.0,South,,,,,,3.0,4.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"Newly built house on sale at Sundarbasti, Budhanilkatha","Sundarbasti, Kathmandu",3.5,38500000.0,4.5,,13.0,North,2076.0,2019.0,6.0,,,6.0,5.0,"Bathroom, Drinking Water, Drainage, Parking",Kathmandu
Beautiful house on sale at Golfutar Basketball Court,"Golfutar, Kathmandu",2.5,29500000.0,4.0,,16.0,South,2069.0,2012.0,13.0,,,4.0,3.0,"Drinking Water, Bathroom, Parking, Drainage",Kathmandu
"Attarctive house on sale at Dhapasi, Tokha","Dhapasi, Kathmandu",2.5,25000000.0,4.0,,15.0,East,2074.0,2017.0,8.0,,,6.0,6.0,"Drinking Water, Bathroom, Parking, Drainage, Garden",Kathmandu
"3 BHK house on sale at Nayabasti, Lalitpur","Imadol, Lalitpur",2.5,26000000.0,3.0,,13.0,East,2076.0,2019.0,6.0,,,3.0,3.0,"Drinking Water, Bathroom, Parking, Drainage",Lalitpur
"Residential house on sale at Nayabasti, Lalitpur","Imadol, Lalitpur",2.5,32500000.0,3.3,,23.0,West,2074.0,2017.0,8.0,,,6.0,4.0,"Drinking Water, Bathroom, Parking, Drainage",Lalitpur
"5 BHK house on sale at Imadol, Lalitpur","Imadol, Lalitpur",2.5,22500000.0,3.5,,12.0,East,2069.0,2012.0,13.0,,,5.0,3.0,"Drinking Water, Bathroom, Parking, Drainage",Lalitpur
Beautiful house on sale at Kamalpokhari,"Imadol, Lalitpur",2.5,40000000.0,4.2,,13.0,South,2069.0,2012.0,13.0,,,6.0,3.0,"Bathroom, Drinking Water, Drainage, Parking",Lalitpur
Residential house on sale at Kamalpokhari,"Imadol, Lalitpur",2.5,31500000.0,3.1,,13.0,West,2069.0,2012.0,13.0,,,4.0,4.0,"Drinking Water, Parking, Drainage, Bathroom",Lalitpur
Under construction house on sale at Kamalpokhari,"Imadol, Lalitpur",2.5,33000000.0,3.2,,13.0,West,2076.0,2019.0,6.0,,,5.0,4.0,"Drinking Water, Bathroom, Parking, Drainage",Lalitpur
"Residential house on sale at Panitanki, Tikathali ","Tikathali, Lalitpur",2.5,27000000.0,4.1,,13.0,North-West,2076.0,2019.0,6.0,,,7.0,4.0,"Drinking Water, Parking, Drainage, Bathroom",Lalitpur
"Attractive house on sale at Setipakha, Hattiban","Setipakha, Lalitpur",2.5,22500000.0,2.3,,13.0,East,2072.0,2015.0,10.0,,,4.0,4.0,"Drinking Water, Bathroom, Parking, Drainage",Lalitpur
"Beautiful house on sale at Ochu Hight, Imadol","Ochu Height, Lalitpur",2.5,33000000.0,3.3,,16.0,South,2079.0,2022.0,3.0,,,6.0,4.0,"Drinking Water, Bathroom, Parking, Drainage",Lalitpur
"Beautiful house on sale at Raniban, Nagrajun (Kathmandu Metropolitan -16)","Raniban, Kathmandu",2.5,36000000.0,3.0,10763.9,20.0,East,2058.0,2001.0,24.0,,,6.0,5.0,"Drinking Water, Bathroom, Parking, Drainage",Kathmandu
"Brand new house for sale in Ochu Height, Imadol","Ochu Height, Lalitpur",2.5,37500000.0,4.0,,16.0,West,2072.0,2015.0,10.0,,,6.0,5.0,"Earthquake Resistant, Marbel, Parquet, Bathroom, Parking",Lalitpur
"Beautiful house for sale at Nakkhu, Lalitpur","Nakkhu, Lalitpur",2.0,39900000.0,5.0,,13.0,East,2069.0,2012.0,13.0,,,4.0,4.0,"Drainage, Parking, Bathroom, Garden, Drinking Water",Lalitpur
House on sale near Changathali Buspark,"Changathali, Lalitpur",2.5,17000000.0,4.0,,10.0,East,2069.0,2012.0,13.0,,,7.0,3.0,"Drainage, Drinking Water, Parking, Bathroom, Marbel",Lalitpur
"Brand new house on sale at Ochu Height, Imadol","Ochu Height, Lalitpur",2.5,24500000.0,3.2,,13.0,South,2079.0,2022.0,3.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Parking, Drainage, Bathroom",Lalitpur
"House on sale at Timalsina Chowk, Imadol","Imadol, Lalitpur",2.5,35000000.0,4.0,,13.0,West,2079.0,2022.0,3.0,,,5.0,5.0,"Parquet, Bathroom, Parking, Drainage",Lalitpur
"Attractive villa house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",2.5,32000000.0,3.0,,20.0,North-West,2076.0,2019.0,6.0,,,4.0,4.0,"Bathroom, Parking, Drainage, Drinking Water, Garden",Kathmandu
"House for sale in Kwalakhu, Lalitpur","Kwalakhu, Lalitpur",5.0,30000000.0,0.3,,20.0,South,2073.0,2016.0,9.0,,,,,"Drinking Water, TV, Drainage, Parking, Bathroom",Lalitpur
"Beautiful house on sale at Sitapaila, Nagarjun","Sitapaila, Kathmandu",2.5,38000000.0,6.0,,13.0,East,2076.0,2019.0,6.0,,,6.0,6.0,"Drinking Water, Internet, Drainage, Power Backup, Garden, Bathroom",Kathmandu
"4 BHK house on rent at Chundevi, Kathmandu","Chundevi, Kathmandu",2.5,170000.0,12.0,,13.0,,,,,,,4.0,5.0,"Drainage, Parking, Bathroom, Drinking Water, Garden",Kathmandu
Commercial house on rent at Chundevi,"Chundevi, Kathmandu",2.0,300000.0,32.0,,13.0,South,,,,,,,,"Drainage, Parking, Bathroom, Drinking Water, Garden",Kathmandu
"Beautiful house on rent at Chundevi, Kathmandu","Chundevi, Kathmandu",2.0,65000.0,9.0,,13.0,South,,,,,,,,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Residential house on sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.5,28000000.0,3.0,,13.0,West,2074.0,2017.0,8.0,,,6.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Commercial house for rent at Dholahiti,"Dholahiti, Lalitpur",2.5,400000.0,24.0,,20.0,South-West,2073.0,2016.0,9.0,,,5.0,5.0,"Drainage, Parking, Bathroom, Drinking Water, Garden",Lalitpur
A modern house on sale at Pepsicola,"Pepsicola, Kathmandu",2.5,75000000.0,13.0,,13.0,North,2073.0,2016.0,9.0,,,5.0,5.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"House for rent at Nayabazar, Kathmandu","Naya Bazar, Kathmandu",2.0,140000.0,11.0,,13.0,,2074.0,2017.0,8.0,,,7.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Beautiful house on sale at Ichangunarayan, Nagarjun","Ichangu Narayan, Kathmandu",2.5,31000000.0,3.3,,10.0,North,2076.0,2019.0,6.0,,,4.0,3.0,"Parking, Drainage, Bathroom, Drinking Water",Kathmandu
Newly built house for sale in Sitapaila,"Sitapaila, Kathmandu",2.5,38000000.0,5.1,,13.0,East,2076.0,2019.0,6.0,,,4.0,,"Earthquake Resistant, Marbel, Drinking Water, Bathroom, Parking, Drainage",Kathmandu
"House on sale near NIC Asia Bank, Pepsicola","Pepsicola, Kathmandu",2.5,32500000.0,4.0,,20.0,East,2072.0,2015.0,10.0,,,4.0,4.0,"Marbel, Drainage, Parking, Drinking Water, Bathroom",Kathmandu
"Flat system house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",3.5,32500000.0,5.1,,10.0,East,2080.0,2023.0,2.0,,,5.0,2.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Bungalow on rent at Thapathali, Kathmandu","Thapathali, Kathmandu",2.0,500000.0,21.0,,12.5,North,,,,,,4.0,6.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Newly built house on sale at Kharibot. Kapan,"Kharibot, Kathmandu",2.5,29000000.0,3.2,,13.0,North,2072.0,2015.0,10.0,,,6.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Residential house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",3.5,28000000.0,3.0,,20.0,South-East,2070.0,2013.0,12.0,,,6.0,8.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"House For Sale in Balkumari, Lalitpur","Balkumari, Lalitpur",4.5,66000000.0,4.5,,16.0,North-East,2064.0,2007.0,18.0,,,3.0,6.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
Residential House For Sale in Nepaltar,"Nepaltar, Kathmandu",3.5,21900000.0,3.0,,11.0,East,2060.0,2003.0,22.0,,,7.0,4.0,"Earthquake Resistant, Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
Brand new house on sale at Nakhipot,"Nakhipot, Lalitpur",2.5,28000000.0,3.2,,13.0,South,2070.0,2013.0,12.0,,,5.0,3.0,"Parking, Bathroom, Drainage, Drinking Water",Lalitpur
"Beautiful house on sale at Ramkot, Nagarjun ","Ramkot, Kathmandu",2.5,17500000.0,3.3,1500.0,10.0,South-East,2059.0,2002.0,23.0,,,3.0,3.0,"Earthquake Resistant, Marbel, Internet, Drinking Water, Bathroom, Parking, Drainage",Kathmandu
"Beautiful house for sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",2.5,27000000.0,3.5,,20.0,South-West,2060.0,2003.0,22.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Bathroom, Drainage, Parking, Drinking Water",Lalitpur
"Residential house on sale at Hattiban, Lalitpur","Hattiban, Lalitpur",2.5,25500000.0,3.2,,13.0,South,2070.0,2013.0,12.0,,,6.0,5.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
"Newly build house on sale at Tenzing Chowk, Kapan","Tenzing Chowk, Kathmandu",2.5,36500000.0,4.0,,13.0,East,2075.0,2018.0,7.0,,,5.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Wall system house on rent at Nayabazar,"Naya Bazar, Kathmandu",2.5,135000.0,11.0,,12.0,East,2076.0,2019.0,6.0,,,4.0,,"Marbel, Drainage, Drinking Water, Bathroom, Parking, Power Backup",Kathmandu
"New house on sale at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",2.5,29500000.0,3.1,,13.0,West,2058.0,2001.0,24.0,,,6.0,5.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Residential house on sale at Old Baneshwor,"Old Baneshwor, Kathmandu",4.0,45000000.0,3.0,,16.0,East,2060.0,2003.0,22.0,,,6.0,4.0,"Parking, Drainage, Bathroom, Drinking Water",Kathmandu
"Full furnished house on sale at Dhobikhola, Kathmandu","Dhobikhola, Kathmandu",3.5,46000000.0,3.5,4358.0,27.0,North-East,2074.0,2017.0,8.0,,,5.0,6.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"Residential house on sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",1.5,17800000.0,3.1,,9.0,North,2074.0,2017.0,8.0,,,3.0,2.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Beautiful house on sale at Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",3.0,34500000.0,5.0,,13.0,North,2074.0,2017.0,8.0,,,7.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"House for sale near Kist Hospital, Imadol","Imadol, Lalitpur",2.5,35000000.0,4.0,,13.0,West,2076.0,2019.0,6.0,,,4.0,4.0,"Earthquake Resistant, Parquet, Marbel, Parking, Bathroom, Drainage, Drinking Water",Lalitpur
Attractive house on sale in Kapan,"Kapan, Kathmandu",2.5,18800000.0,2.2,,12.0,East,2076.0,2019.0,6.0,,,4.0,3.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"House on sale at Bhandari Road, Imadol","Imadol, Lalitpur",2.5,27000000.0,3.0,,10.0,East,2060.0,2003.0,22.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
"3 BHK luxurious villa for rent at Naxal, Kathmandu","Naxal, Kathmandu",2.5,300000.0,16.0,,12.5,East,2052.0,1995.0,30.0,,,3.0,4.0,"Bathroom, Drainage, Parking, Drinking Water, Garden",Kathmandu
"Residential house on sale at Phutung, Kathmandu","Phutung, Kathmandu",1.5,15000000.0,3.0,,13.0,West,2054.0,1997.0,28.0,,,3.0,2.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"House on rent at Bansbari, Kathmandu","Bansbari, Kathmandu",2.0,80000.0,5.0,,14.0,North,2076.0,2019.0,6.0,,,3.0,2.0,"Bathroom, Parking, Drainage, Drinking Water",Kathmandu
Commercial house for sale in Kadaghari,"Kadaghari, Kathmandu",4.0,65000000.0,5.2,,15.0,North,2074.0,2017.0,8.0,,,6.0,4.0,"Earthquake Resistant, Marbel, Drinking Water, Bathroom, Drainage",Kathmandu
"Attractive house on sale at Lolang, Kathmandu","Lolang, Kathmandu",2.5,25500000.0,3.0,,10.0,West,2065.0,2008.0,17.0,,,8.0,3.0,"Parking, Drainage, Bathroom, Drinking Water",Kathmandu
Commercial building for sale in Balkumari,"Balkumari, Lalitpur",4.5,33000000.0,2.3,2475.0,25.0,North,2058.0,2001.0,24.0,,,5.0,3.0,"Earthquake Resistant, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
"Residential house on sale at Tikathali, Imadol","Tikathali, Lalitpur",2.5,25000000.0,3.1,,13.0,North,2056.0,1999.0,26.0,,,6.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
"Commercial house on sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",3.5,71000000.0,4.0,,11.0,South-East,2074.0,2017.0,8.0,,,7.0,6.0,"Drainage, Parking, Drinking Water, Bathroom",Lalitpur
"6 BHK house on sale at Imadol, Lalitpur","Imadol, Lalitpur",2.5,37000000.0,5.0,,13.0,South-West,2076.0,2019.0,6.0,,,6.0,6.0,"Drainage, Parking, Bathroom, Garden, Drinking Water",Lalitpur
"Beautiful house on sale at Kusunti, Lalitpur","Kusunti, Lalitpur",2.5,39500000.0,5.2,,13.0,East,2076.0,2019.0,6.0,,,4.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Lalitpur
"Residential house on sale at Kharibot, Kapan","Kharibot, Kathmandu",3.5,32500000.0,4.0,,10.0,,2064.0,2007.0,18.0,,,10.0,,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
5 BHK house for sale in Imadol,"Imadol, Lalitpur",3.0,27500000.0,3.0,,13.0,West,2075.0,2018.0,7.0,,,5.0,3.0,"Earthquake Resistant, Marbel, Drainage, Bathroom, Parking",Lalitpur
"Luxurious classic villa for sale at Dhapasi, Kathmandu","Dhapasi, Kathmandu",3.5,135000000.0,14.0,,20.0,South-East,2067.0,2010.0,15.0,,,5.0,6.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Brand New House for sale at Imadol, Shanti Colony","Imadol, Lalitpur",3.0,22000000.0,2.3,,10.0,North,2071.0,2014.0,11.0,,,4.0,3.0,"Earthquake Resistant, Parquet, Water Purifier, Modular Kitchen, Power Backup, Bathroom, Parking",Lalitpur
"Commercial building on sale at Thamel, Kathmandu","Thamel, Kathmandu",6.0,125000000.0,6.0,,13.0,South-East,2065.0,2008.0,17.0,,,,,"Drainage, Parking, Bathroom, Drinking Water, Garden",Kathmandu
"House on sale at Dhapasi, Kathmandu","Dhapasi, Kathmandu",2.5,12000000.0,3.0,,20.0,West,2066.0,2009.0,16.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water",Kathmandu
"Commercial house on sale at Bagbazar, Kathmandu","Bagbazar, Kathmandu",5.5,70000000.0,5.1,,12.0,North-East,2070.0,2013.0,12.0,,,4.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Under construction house on sale at Sukedhara,"Sukedhara, Kathmandu",2.5,55000000.0,5.2,,13.0,South,2075.0,2018.0,7.0,,,4.0,3.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Single storied house for sale in Pasikot,"Pasikot, Kathmandu",1.0,28000000.0,5.2,,12.5,North-East,2076.0,2019.0,6.0,,,2.0,2.0,"Drainage, Drinking Water, Bathroom, Parking",Kathmandu
A modern house on sale at Satdobato,"Satdobato, Lalitpur",2.5,45000000.0,6.1,2800.0,13.0,West,2058.0,2001.0,24.0,,,5.0,5.0,"Drainage, Bathroom, Drinking Water, Garden",Lalitpur
"House on sale at Bistachhap, Godawari","Bistachhap, Lalitpur",2.5,13500000.0,4.0,,13.0,South,2060.0,2003.0,22.0,,,8.0,4.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
Brand new house for sale in Imadol,"Imadol, Lalitpur",2.5,32500000.0,3.3,,13.0,South,2074.0,2017.0,8.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Drainage, Bathroom, Parking",Lalitpur
Bungalow house for sale in Imadol,"Imadol, Lalitpur",2.5,37500000.0,4.0,,16.0,East,2074.0,2017.0,8.0,,,4.0,4.0,"Marbel, Earthquake Resistant, Drainage, Bathroom, Parking",Lalitpur
"Beautiful house on sale at Checkpost,Thankot","Thankot, Kathmandu",1.0,14500000.0,3.0,,10.0,North-East,2074.0,2017.0,8.0,,,2.0,,"Drinking Water, Bathroom, Parking, Drainage",Kathmandu
Attractive house on sale at Kalanki,"Kalanki, Kathmandu",3.0,26000000.0,3.3,,11.0,North,2076.0,2019.0,6.0,,,5.0,6.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
House on rent at Basundhara,"Basundhara, Kathmandu",2.5,250000.0,10.0,,13.0,West,2076.0,2019.0,6.0,,,5.0,4.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
Furnished House on rent at Kupondole,"Kupandole, Lalitpur",2.5,170000.0,6.0,,14.0,North,2060.0,2003.0,22.0,,,6.0,5.0,"Drainage, Drinking Water, Bathroom, Parking, Marbel, Parquet",Lalitpur
"House on sale at Dhanus Galli, Maharajgunj","Maharajgunj, Kathmandu",2.0,24000000.0,4.0,14735.78,14.0,East,2052.0,1995.0,30.0,,,4.0,2.0,"Power Backup, Water Purifier, Drainage, Bathroom, Parking",Kathmandu
House for sale in Dhumbarahi,"Dhumbarahi, Kathmandu",2.5,38000000.0,4.0,,10.0,East,2054.0,1997.0,28.0,,,3.0,3.0,"Drainage, Drinking Water, Bathroom, Parking, Marbel",Kathmandu
8 BHK Bungalow for rent in Sanepa,"Sanepa, Lalitpur",2.5,400000.0,64.0,,15.0,,2076.0,2019.0,6.0,,,8.0,4.0,"Garden, Drainage, Drinking Water, Bathroom, Parking, Internet, Marbel",Lalitpur
"New house for sale at Kapan, Budhanilkantha","Kapan, Kathmandu",2.4,29500000.0,4.0,,13.0,West,2074.0,2017.0,8.0,,,6.0,5.0,"Drinking Water, Bathroom, Drainage, Parking, Garden",Kathmandu
Semi furnished house on sale at Kalanki,"Kalanki, Kathmandu",2.0,25500000.0,4.2,,20.0,North-East,2065.0,2008.0,17.0,,,5.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Residential house on sale at Bibek Chowk, Kapan","Kapan, Kathmandu",3.5,31000000.0,4.0,1026750.0,12.0,North,2058.0,2001.0,24.0,,,8.0,3.0,"Bathroom, Drainage, Parking, Drinking Water, Garden",Kathmandu
"House for sale in Lolang Height, Tarkeshwor","Lolang, Kathmandu",3.5,24000000.0,3.2,,26.0,West,2074.0,2017.0,8.0,,,,3.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking",Kathmandu
"House for Sale at Downtown Residency, Imadol","Imadol, Lalitpur",2.5,42500000.0,4.0,2158.0,20.0,South-East,2076.0,2019.0,6.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, Sofa, Dining Room, MiCrowave, AirCon, Water Purifier, Washing Machine, Power Backup, Bed Room",Lalitpur
"Bungalow on rent at Battisputali, Old Baneshwor","Battisputali, Kathmandu",3.0,350000.0,8.0,,32.0,East,2074.0,2017.0,8.0,,,6.0,4.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"House on rent at Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",1.5,70000.0,6.0,,13.0,North-East,2069.0,2012.0,13.0,,,5.0,3.0,"Bathroom, Parking, Drainage, Drinking Water",Kathmandu
"House on rent at Naxal, Kathmandu","Naxal, Kathmandu",2.0,80000.0,7.0,,11.0,North-East,2069.0,2012.0,13.0,,,9.0,3.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
Neoclassic house on sale at Maharajgunj,"Maharajgunj, Kathmandu",2.5,30000000.0,3.0,4500.0,20.0,West,2074.0,2017.0,8.0,,,4.0,5.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
Residential house on rent at Maharajgunj,"Maharajgunj, Kathmandu",3.0,120000.0,9.0,,14.0,South-East,2076.0,2019.0,6.0,,,9.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
6BHK house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,34500000.0,4.0,,13.0,South,2076.0,2019.0,6.0,,,6.0,3.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"House on rent at Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",2.0,250000.0,21.0,,15.0,East,2060.0,2003.0,22.0,,,5.0,4.0,"Drainage, Parking, Bathroom, Garden, Drinking Water",Kathmandu
Flat system house for sale in Ratopul,"Ratopool, Kathmandu",4.0,138000000.0,16.0,,10.0,West,2052.0,1995.0,30.0,,,,,"Drainage, Drinking Water, Bathroom, Parking",Kathmandu
Beautiful house on sale at Sanobharyang,"Sanobharyang, Kathmandu",3.5,74000000.0,11.0,,13.0,South,2054.0,1997.0,28.0,,,8.0,4.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
Furnished Bungalow for rent in Kupandole,"Kupandole, Lalitpur",2.5,180000.0,6.2,,18.0,North-East,2076.0,2019.0,6.0,,,6.0,5.0,"Drainage, Drinking Water, Bathroom, Parking, AirCon, Fridge, Internet, Power Backup",Lalitpur
House on rent at Ramkot,"Ramkot, Kathmandu",2.5,65000.0,6.2,,9.0,North-East,2074.0,2017.0,8.0,,,7.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Fully furnished bungalow on rent at Budhanilkantha,"Budhanilkantha, Kathmandu",,200000.0,8.0,,20.0,West,2077.0,2020.0,5.0,,,5.0,5.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"Bungalow for sale at CG Villa, Sunakothi","Sunakothi, Lalitpur",2.5,37500000.0,3.2,2600.0,20.0,South-East,2070.0,2013.0,12.0,,,4.0,4.0,"Earthquake Resistant, Drainage, Drinking Water, Bathroom, Parking, Garden, Gym, CC Camera, Swimming Pool",Lalitpur
Brand new Lavish house for sale at Bhaisepati,"Bhaisepati, Lalitpur",2.5,85000000.0,5.0,3400.0,14.0,South,2074.0,2017.0,8.0,,,5.0,7.0,"Parquet, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
Beautiful house on sale at Bhaktapur,"Bhaktapur, Bhaktapur",2.0,20000000.0,3.0,,12.0,East,2069.0,2012.0,13.0,,,2.0,2.0,"Bathroom, Drainage, Parking, Drinking Water, Garden",Bhaktapur
Residential house for rent in Lazimpat,"Lazimpat, Kathmandu",2.0,45000.0,4.2,,11.0,East,2073.0,2016.0,9.0,,,3.0,3.0,"Drainage, Parking, Drinking Water, Bathroom",Kathmandu
"House for sale at Hattigaunda, Budhanilkantha","Hattigaunda, Kathmandu",2.0,34500000.0,6.1,,14.0,North-East,2067.0,2010.0,15.0,,,7.0,4.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Commercial house for sale in Panipokhari,"Panipokhari, Kathmandu",3.5,65000000.0,3.2,,18.0,North-East,2065.0,2008.0,17.0,,,7.0,4.0,"Drainage, Drinking Water, Bathroom",Kathmandu
Semi Commercial house for sale at Gokarna,"Gokarna, Kathmandu",3.5,30000000.0,4.0,,32.0,West,2075.0,2018.0,7.0,,,6.0,3.0,"Drainage, Bathroom, Parking, Drinking Water",Kathmandu
House for rent at Sanobharyang,"Sanobharyang, Kathmandu",2.5,80000.0,6.0,,11.0,South-East,2075.0,2018.0,7.0,,,4.0,4.0,"Drainage, Parking, Drinking Water, Bathroom",Kathmandu
"House for rent in Paiyatar, Tarakeshwor","Paiyatar, Kathmandu",3.0,55000.0,6.0,,13.0,South,2064.0,2007.0,18.0,,,5.0,3.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
"House for sale in Budhanilkantha, Pasikot","Pasikot, Kathmandu",2.5,34000000.0,4.0,,13.0,East,2077.0,2020.0,5.0,,,5.0,4.0,"Drainage, Drinking Water, Bathroom, Parking, Marbel",Kathmandu
Residential house for rent at Satungal,"Satungal, Kathmandu",2.5,50000.0,9.0,,13.0,East,2070.0,2013.0,12.0,,,4.0,4.0,"Marbel, Drainage, Drinking Water, Bathroom, Parking, Power Backup",Kathmandu
"9BHK house on sale at Dhumbarahi, Kathmandu","Dhumbarahi, Kathmandu",2.0,67500000.0,8.0,,12.0,South-East,2074.0,2017.0,8.0,,,9.0,6.0,"Drainage, Parking, Bathroom, Drinking Water",Kathmandu
Beautiful house on rent in Bansbari,"Bansbari, Kathmandu",3.5,150000.0,5.2,,12.0,East,2074.0,2017.0,8.0,,,8.0,8.0,"Power Backup, Garden, Drinking Water, CC Camera, Marbel, Parking, Modular Kitchen, Water Purifier, Bathroom, Drainage",Kathmandu
"Attractive house on sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.0,47000000.0,6.0,,16.0,South,2075.0,2018.0,7.0,,,6.0,3.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
Beautiful bungalow on sale at Chabahil,"Chabahil, Kathmandu",3.0,50000000.0,6.0,,10.5,,,,,,,,,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
