title,location_raw,floors,price_npr,land_size_aana,buildup_area_sqft,road_width_feet,facing,built_year_bs,built_year_ad,house_age,parking_cars,parking_bikes,bedrooms,bathrooms,amenities,district
New built house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,32000000.0,4.0,,13.0,North,2068.0,2011.0,14.0,,,6.0,4.0,"Drinking Water, Drainage, Parking, Bathroom",Kathmandu
"Luxurious Houses available at Downtown Residency, Dhapakhel","Nagdaha, Lalitpur",2.5,33000000.0,3.2,2460.0,20.0,North,2077.0,2020.0,5.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Water Purifier, Earthquake Resistant, Marbel, Parquet, Garden, Modular Kitchen, Parking, Power Backup",Lalitpur
House for sale at Sorhakhutte,"Sorhakhutte, Kathmandu",3.5,47500000.0,5.0,4080.0,12.0,South,2078.0,2021.0,4.0,,,9.0,4.0,"Earthquake Resistant, Marbel, Sofa, CC Camera, Power Backup, Water Purifier, Modular Kitchen, Parking, Internet, Drinking Water, Bathroom",Kathmandu
Beautiful house on sale at Raniban,"Raniban, Kathmandu",2.5,28000000.0,3.5,1900.0,20.0,South,2054.0,1997.0,28.0,,,6.0,4.0,"Earthquake Resistant, Marbel, Parquet, Power Backup, Parking, Drinking Water, Bathroom, Drainage, Modular Kitchen",Kathmandu
"House on sale in Dhapasi, Kathmandu","Dhapasi, Kathmandu",2.5,37500000.0,6.0,,15.0,East,2080.0,2023.0,2.0,,,4.0,4.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"Beautiful house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.5,29000000.0,3.2,,12.0,North,2078.0,2021.0,4.0,,,6.0,5.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"House on sale near Shemrock School, Gongabu","Gongabu, Kathmandu",2.0,37000000.0,5.0,,10.0,West,2078.0,2021.0,4.0,,,4.0,2.0,"Drainage, Bathroom, Drinking Water, Marbel, Parking, Power Backup",Kathmandu
"House on sale at Sampang Chowk, Lalitpur","Sampang Chowk, Lalitpur",2.5,38500000.0,5.2,,13.0,South,2078.0,2021.0,4.0,,,5.0,5.0,"Drainage, Bathroom, Drinking Water, Parking, Earthquake Resistant, Marbel",Lalitpur
Brand new bungalow house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,47500000.0,4.3,,15.0,South,2077.0,2020.0,5.0,,,5.0,,"Earthquake Resistant, Marbel, Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"House on sale near Panchakanya School, Baluwatar","Baluwatar, Kathmandu",3.5,71500000.0,6.0,,12.5,East,2074.0,2017.0,8.0,,,8.0,7.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking, Power Backup, Parquet",Kathmandu
"House on sale in Ganeshchowk, Budhanilkantha","Ganesh Chowk, Kathmandu",2.5,62000000.0,6.1,,15.0,South,2075.0,2018.0,7.0,,,6.0,5.0,"Drinking Water, Bathroom, Drainage, Power Backup, Parking",Kathmandu
"Semi bungalow house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.5,45000000.0,5.0,,13.0,West,2078.0,2021.0,4.0,,,6.0,5.0,"Power Backup, Drainage, Bathroom, Drinking Water",Kathmandu
"Beautiful house on sale in Budhanilkantha, kathmandu","Budhanilkantha, Kathmandu",2.5,37500000.0,4.2,,13.0,South,2074.0,2017.0,8.0,,,5.0,5.0,"Drainage, Parking, Drinking Water, Bathroom",Kathmandu
"House for sale near Mediciti Hospital, Nakkhu","Nakkhu, Lalitpur",2.5,31000000.0,4.2,,16.5,North,2075.0,2018.0,7.0,,,6.0,5.0,"Earthquake Resistant, Parquet, Drinking Water, Parking, Bathroom, Drainage",Lalitpur
"Brand new house for sale in Gwarko, Lalitpur","Gwarko, Lalitpur",3.5,35500000.0,4.2,1541.0,14.0,South,2074.0,2017.0,8.0,,,6.0,5.0,"Earthquake Resistant, Marbel, Parquet, Power Backup, Garden, Modular Kitchen, Parking, Playground, Drinking Water, Bathroom, Drainage",Lalitpur
"House on sale near ward office, Gothatar","Gothatar, Kathmandu",3.5,56000000.0,7.0,,14.0,West,2078.0,2021.0,4.0,,,7.0,6.0,"Bathroom, Drinking Water, Drainage, Power Backup, Parking, Power Backup",Kathmandu
House on sale at Kalimati,"Kalimati, Kathmandu",3.0,92500000.0,9.2,,13.0,South-East,2057.0,2000.0,25.0,,,5.0,5.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Kathmandu
"House for sale in Nalinchowk, Bhaktpur ","Nalinchwok, Bhaktapur",2.5,11000000.0,3.0,,8.0,North,2074.0,2017.0,8.0,,,3.0,3.0,"Bathroom, Drainage, Drinking Water, Parking",Bhaktapur
"Bungalow for sale near Euro School, Ganesh Chowk","Ganesh Chowk, Kathmandu",2.5,70000000.0,8.0,,15.0,South,2074.0,2017.0,8.0,,,3.0,3.0,"Earthquake Resistant, Marbel, Drainage, Bathroom, Drinking Water, Parking, Power Backup",Kathmandu
"Residential house for sale in Grande Villa, Tokha","Grande Villa, Kathmandu",,39000000.0,4.3,1550.0,16.0,North,2078.0,2021.0,4.0,,,4.0,,"Drainage, Bathroom, Drinking Water, Marbel, Parking",Kathmandu
"Beautiful bungalow for sale in Thecho, Lalitpur","Thecho, Lalitpur",3.0,79500000.0,9.0,4200.0,15.5,South,2077.0,2020.0,5.0,,,5.0,5.0,"Drinking Water, Bathroom, Drainage, Power Backup, Modular Kitchen, Parking, Garden",Lalitpur
"Beautiful house on sale in Kharibot, Samakhusi","Samakhushi chowk, Kathmandu",2.5,33000000.0,4.0,,13.0,North,2074.0,2017.0,8.0,,,6.0,5.0,"Drainage, Bathroom, Drinking Water, Parking, Power Backup",Kathmandu
"Attractive house on sale in Aakasedhara, Kapan","Aakasedhara, Kathmandu",2.5,32000000.0,4.0,,15.0,,2078.0,2021.0,4.0,,,,,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Brand new bungalow for sale in Dhumbarahi,"Dhumbarahi, Kathmandu",2.5,65000000.0,6.0,,20.0,South-East,2077.0,2020.0,5.0,,,5.0,4.0,"Marbel, Parquet, Bathroom, Drinking Water, Drainage, Parking, Power Backup",Kathmandu
"Brand new house on sale in Kharibot, Kapan","Kharibot, Kathmandu",3.0,23500000.0,3.0,,13.0,East,2074.0,2017.0,8.0,,,6.0,4.0,"Bathroom, Drainage, Power Backup, Drinking Water, Parking",Kathmandu
House for rent in Basundhara Chowki,"Basundhara, Kathmandu",3.5,150000.0,,,15.0,South,2078.0,2021.0,4.0,,,10.0,8.0,"Drainage, Bathroom, Drinking Water, Parking, Power Backup",Kathmandu
Modern bungalow for sale in Lazimpat,"Lazimpat, Kathmandu",3.5,130000000.0,13.0,7052.0,30.0,North-West,2077.0,2020.0,5.0,,,5.0,5.0,"Marbel, Drainage, Bathroom, Drinking Water, Parking, Garden",Kathmandu
"Beautiful house for sale in Mandikhatar, Kathmandu","Mandikhatar, Kathmandu",2.5,38800000.0,5.0,,15.0,East,2074.0,2017.0,8.0,,,,,"Bathroom, Drainage, Power Backup, Drinking Water",Kathmandu
"House for sale in Ekatabasti, Jyotingar","Sukedhara, Kathmandu",2.5,28500000.0,3.0,,20.0,South,2068.0,2011.0,14.0,,,,,"Power Backup, Bathroom, Drainage, Drinking Water",Kathmandu
Luxurious bungalow for rent at Chundevi,"Chundevi, Kathmandu",2.0,350000.0,32.0,,15.0,South,2070.0,2013.0,12.0,,,5.0,5.0,"Drainage, Garden, Bathroom, Drinking Water, Parking, Marbel, Parquet",Kathmandu
"House for sale near Medicity Hospital,Lalitpur","Nakkhu, Lalitpur",3.0,36000000.0,4.1,2524.0,10.0,North-East,2059.0,2002.0,23.0,,,5.0,3.0,"Power Backup, Drainage, Drinking Water, Bathroom, Parking",Lalitpur
"Beautiful house for sale at Ochu Height, Imadol","Ochu Height, Lalitpur",2.5,22500000.0,3.2,,13.0,West,2050.0,1993.0,32.0,,,4.0,5.0,"Drainage, Bathroom, Parking, Earthquake Resistant, Marbel",Lalitpur
"House on sale in Kamalpokhari, Imadol","Imadol, Lalitpur",2.0,25000000.0,3.1,,16.0,North,2079.0,2022.0,3.0,,,4.0,4.0,"Marbel, Bathroom, Drinking Water, Drainage",Lalitpur
Brand new house on sale at Tikathali,"Tikathali, Lalitpur",2.5,23000000.0,3.0,,13.0,South-East,2078.0,2021.0,4.0,,,6.0,5.0,"Earthquake Resistant, Marbel, Bathroom, Drinking Water, Drainage, Parking",Lalitpur
Single storey house on sale at Tikathali,"Tikathali, Lalitpur",1.0,15000000.0,3.0,,13.0,North,2074.0,2017.0,8.0,,,2.0,2.0,"Drainage, Bathroom, Drinking Water, Parking",Lalitpur
Attractive house on sale at Imadol,"Imadol, Lalitpur",2.5,30000000.0,3.2,,13.0,West,2076.0,2019.0,6.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Drainage, Bathroom, Parking",Lalitpur
"House on sale at Mount View Residency, Hattiban","Hattiban, Lalitpur",2.5,35000000.0,3.2,,22.0,North,2076.0,2019.0,6.0,,,4.0,4.0,"Parking, Garden, Bathroom, Drainage, Drinking Water, Marbel",Lalitpur
Residential house for sale at Hattiban,"Hattiban, Lalitpur",2.5,25000000.0,3.2,,13.0,South,2077.0,2020.0,5.0,,,5.0,2.0,"Drainage, Bathroom, Drinking Water, Marbel, Earthquake Resistant, Parking",Lalitpur
Residential house on sale at Tikathali,"Tikathali, Lalitpur",2.5,19500000.0,2.2,,13.0,South,2070.0,2013.0,12.0,,,5.0,5.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel, Earthquake Resistant",Lalitpur
Beautiful house for sale at Imadol,"Imadol, Lalitpur",2.5,37500000.0,4.0,,13.0,South,2079.0,2022.0,3.0,,,4.0,4.0,"Drainage, Marbel, Bathroom, Parking",Lalitpur
Residential house for sale at Tikathali,"Tikathali, Lalitpur",2.5,19500000.0,2.2,,13.0,South,2075.0,2018.0,7.0,,,4.0,4.0,"Marbel, Bathroom, Drainage, Parking, Drinking Water",Lalitpur
"Beautiful house for sale in Tenzing Chowk, Kapan","Kapan, Kathmandu",2.5,38500000.0,5.1,,13.0,South-East,2068.0,2011.0,14.0,,,6.0,5.0,"Power Backup, Drainage, Bathroom, Drinking Water",Kathmandu
"House on sale in Bulbule, Chabahil","Chabahil, Kathmandu",2.5,21500000.0,5.2,,5.0,South-East,2076.0,2019.0,6.0,,,5.0,2.0,"Parking, Drainage, Bathroom, Drinking Water",Kathmandu
"Semi furnished house on sale in Chapali Height, Budhanilkantha","Chapali, Kathmandu",2.5,33500000.0,4.1,,15.0,South-West,2076.0,2019.0,6.0,,,5.0,5.0,"Drainage, Power Backup, Bathroom, Parking, Drinking Water",Kathmandu
Fully furnished bungalow for sale in Hattigauda,"Hattigaunda, Kathmandu",2.5,37800000.0,5.2,,15.5,East,2076.0,2019.0,6.0,,,4.0,5.0,"Power Backup, Drainage, Parking, Drinking Water, Bathroom, Garden",Kathmandu
Semi furnished house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,26500000.0,3.1,,18.0,North,2076.0,2019.0,6.0,,,4.0,4.0,"Power Backup, Drinking Water, Drainage, Parking, Bathroom",Kathmandu
Beautiful house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,37000000.0,6.0,,13.0,North,2076.0,2019.0,6.0,,,6.0,5.0,"Power Backup, Drinking Water, Drainage, Parking",Kathmandu
Newly built house on sale at Lamatar,"Lamatar, Lalitpur",1.0,12000000.0,3.0,720.0,13.0,South-East,2076.0,2019.0,6.0,,,2.0,1.0,"Earthquake Resistant, Marbel, Parquet, Garden, Modular Kitchen, Parking, Drinking Water, Bathroom",Lalitpur
Beautiful bungalow on sale at Bafal,"Bafal, Kathmandu",3.5,60000000.0,8.3,,13.0,East,2075.0,2018.0,7.0,,,4.0,5.0,"Drainage, Bathroom, Drinking Water, Marbel, Parking",Kathmandu
Semi furnished house on sale at Kadaghari,"Kadaghari, Kathmandu",4.5,29000000.0,4.0,,13.0,North-East,2068.0,2011.0,14.0,,,11.0,4.0,"Marbel, Bathroom, Drinking Water, Drainage",Kathmandu
"House on rent at Mitra Tole, Khumaltar","Khumaltar, Lalitpur",2.5,450000.0,24.0,,14.0,South-West,2076.0,2019.0,6.0,,,10.0,10.0,"Drinking Water, Bathroom, Drainage, Garden, Parking, Marbel",Lalitpur
Newly built bungalow on sale at Hattigauda,"Hattigaunda, Kathmandu",2.5,47000000.0,5.0,,14.0,,2074.0,2017.0,8.0,,,,,"Parquet, Marbel, Earthquake Resistant, Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Residential bungalow for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,82000000.0,10.0,,15.0,South,2068.0,2011.0,14.0,,,4.0,5.0,"Bathroom, Drinking Water, Marbel, Parquet, Garden, Drainage, Parking, Power Backup",Kathmandu
Brand new residential house for sale in Hattigauda,"Hattigaunda, Kathmandu",2.5,44000000.0,5.0,,14.0,,2070.0,2013.0,12.0,,,6.0,,"Drinking Water, Bathroom, Earthquake Resistant, Marbel, Drainage, Parking",Kathmandu
"Beautiful bungalow on rent in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",2.5,105000.0,5.3,,40.0,North-East,2079.0,2022.0,3.0,,,4.0,5.0,"Power Backup, Drinking Water, Bathroom, Drainage, Parking",Lalitpur
"New duplex house on sale in Hattiban, Lalitpur","Hattiban, Lalitpur",3.0,39500000.0,4.1,,13.0,North-East,2070.0,2013.0,12.0,,,7.0,5.0,"Drainage, Bathroom, Drinking Water, Power Backup, Parking",Lalitpur
House for rent inside gated colony of Hattigauda,"Hattigaunda, Kathmandu",2.5,160000.0,,,17.0,,2079.0,2022.0,3.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, Drainage, Bathroom, Drinking Water, Parking, Modular Kitchen, Swimming Pool, Gym",Kathmandu
"House on sale in Karyabinayak, Lalitpur","Karyabinayak, Lalitpur",2.5,35000000.0,3.0,,20.0,South,2078.0,2021.0,4.0,,,3.0,4.0,"Power Backup, Drinking Water, Bathroom, Drainage",Lalitpur
"Semi furnished house on sale in Gwarko, Lalitpur","Gwarko, Lalitpur",2.0,25000000.0,2.1,,13.0,West,2080.0,2023.0,2.0,,,6.0,2.0,"Drainage, Bathroom, Drinking Water, Power Backup, Parking",Lalitpur
House on sale in affordable price at Mulpani Chaur,"Mulpani, Kathmandu",2.5,15500000.0,4.0,,12.0,West,2074.0,2017.0,8.0,,,6.0,4.0,"Earthquake Resistant, Bathroom, Drainage, Parking, Power Backup, Marbel",Kathmandu
"Commercial building for sale in Machhapokhari, Balaju","Machhapokhari, Kathmandu",5.5,55000000.0,0.01,9500.0,20.0,South-East,2076.0,2019.0,6.0,,,12.0,6.0,"Drainage, Drinking Water, Power Backup, Bathroom, Parking",Kathmandu
Residential house for sale at Sanobharyang,"Sanobharyang, Kathmandu",2.5,39500000.0,4.2,2200.0,20.0,East,2076.0,2019.0,6.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Parquet, CC Camera, Power Backup, Garden, Parking, Playground, Internet, Bathroom, Drinking Water",Kathmandu
Full furnished house for rent in Sanobharyang,"Sanobharyang, Kathmandu",2.5,75000.0,3.2,,13.0,East,2077.0,2020.0,5.0,,,4.0,4.0,"Bathroom, Drinking Water, Drainage, Power Backup, Parking",Kathmandu
"Semi furnished bungalow for sale in Mahatomarg, Bhaisepati","Bhaisepati, Lalitpur",2.5,62500000.0,6.2,2870.0,13.0,South-West,2070.0,2013.0,12.0,,,5.0,6.0,"Power Backup, Drinking Water, Bathroom, Drainage, Parking",Lalitpur
Semi furnished bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",2.5,150000.0,6.2,,20.0,,2059.0,2002.0,23.0,,,5.0,5.0,"Power Backup, Drinking Water, Bathroom, Drainage, Parking",Lalitpur
Semi furnished house for sale in Shantinagar,"Shantinagar, Kathmandu",4.0,52500000.0,6.2,,13.0,North,2050.0,1993.0,32.0,,,,,"Drainage, Bathroom, Drinking Water, Marbel",Kathmandu
"House on sale in Sipadol, Bhaktapur","Sipadol, Bhaktapur",2.5,15000000.0,2.2,,13.0,South,2079.0,2022.0,3.0,,,,,"Earthquake Resistant, Marbel, Bathroom, Drainage, Parking",Bhaktapur
Commercial building on sale at Machhapokhari,"Machhapokhari, Kathmandu",5.5,60000000.0,6.1,,13.0,,2078.0,2021.0,4.0,,,,,"Drainage, Bathroom, Parking, Marbel, Earthquake Resistant",Kathmandu
Beautiful bungalow house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,82000000.0,10.0,,15.0,South,2050.0,1993.0,32.0,,,4.0,5.0,"Marbel, Parquet, Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"Beautiful house on sale in Kapan, Budhanilkantha","Kapan, Kathmandu",2.5,24000000.0,3.1,,13.0,North,2076.0,2019.0,6.0,,,5.0,5.0,"Power Backup, Drinking Water, Bathroom, Drainage",Kathmandu
"Duplex house for sale in Deuwa Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",2.5,49500000.0,8.0,,13.0,East,2077.0,2020.0,5.0,,,8.0,5.0,"Parking, Drinking Water, Garden, Bathroom, Playground, Drainage, Marbel, Earthquake Resistant",Kathmandu
"Under construction house is on sale at Taudaha, Kirtipur","Taudaha, Kathmandu",2.5,18000000.0,3.0,,13.0,East,2070.0,2013.0,12.0,,,5.0,4.0,"Bathroom, Drainage, Drinking Water, Parking, Marbel, Earthquake Resistant",Kathmandu
"House on sale in Chapali Height, Budhanilkantha","Chapali, Kathmandu",2.5,33500000.0,4.1,,15.0,South-West,2079.0,2022.0,3.0,,,5.0,5.0,"Power Backup, Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Beautiful bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,45000000.0,8.2,,12.5,South-East,2075.0,2018.0,7.0,,,6.0,3.0,"Marbel, Bathroom, Drinking Water, Drainage, Garden, Parking, Power Backup",Kathmandu
Brand new bungalow for sale in Mandikhatar,"Mandikhatar, Kathmandu",2.5,87500000.0,11.0,,15.0,East,2068.0,2011.0,14.0,,,5.0,7.0,"Marbel, Parquet, Drinking Water, Bathroom, Drainage, Parking, Garden",Kathmandu
Brand new duplex house for sale in Dholahiti,"Dholahiti, Lalitpur",2.0,41000000.0,5.0,,13.0,North,2076.0,2019.0,6.0,,,,,"Drinking Water, Bathroom, Power Backup, Parking, Drainage",Lalitpur
"Attractive house for sale in Milan Chowk, Mulpani","Mulpani, Kathmandu",2.5,19500000.0,3.0,,11.5,South,2078.0,2021.0,4.0,,,6.0,3.0,"Drinking Water, Bathroom, Drainage, Parking, Earthquake Resistant, Marbel, Power Backup",Kathmandu
"Bungalow on sale near Buddha Colony, Pasikot","Pasikot, Kathmandu",2.5,34000000.0,5.0,,13.0,North-East,2074.0,2017.0,8.0,,,6.0,5.0,"Drinking Water, Bathroom, Drainage, Parking, Marbel",Kathmandu
"House for sale in Budhanilkantha, Kathmandu", undefined,2.5,34000000.0,5.0,,15.0,East,2067.0,2010.0,15.0,,,4.0,5.0,"Drinking Water, Drainage, Bathroom, Power Backup",Unknown
"House for sale in Golfutar, Hepali Height","Golfutar, Kathmandu",2.5,44500000.0,5.0,,15.0,West,2050.0,1993.0,32.0,,,5.0,5.0,"Drainage, Bathroom, Drinking Water, Power Backup, Parking",Kathmandu
"House on sale in Gurjudhara, Chandragiri","Gurjudhara, Kathmandu",2.5,22000000.0,3.2,,13.0,East,2078.0,2021.0,4.0,,,6.0,6.0,"Drinking Water, Bathroom, Drainage, Parking, Power Backup",Kathmandu
"Brand new house on sale near Karuna Hospital, Chunikhel","Chunikhel, Kathmandu",2.5,28500000.0,4.1,,13.0,South,2065.0,2008.0,17.0,,,6.0,5.0,"Earthquake Resistant, Drinking Water, Bathroom, Drainage, Parking, Marbel, Internet",Kathmandu
"Semi furnished house on sale in Manjushreemarg, Bhaisepati","Bhaisepati, Lalitpur",2.5,27500000.0,4.0,2400.0,13.0,South,2068.0,2011.0,14.0,,,5.0,4.0,"Power Backup, Drinking Water, Bathroom, Drainage, Parking",Lalitpur
"Single storey house on sale in Baluwakhani, Kapan","Baluwakhani, Kathmandu",1.0,17000000.0,3.2,,13.0,East,2077.0,2020.0,5.0,,,2.0,1.0,"Bathroom, Drainage, Drinking Water, Parking",Kathmandu
"Semi furnished house for sale in Hasantar, Nagarjun","Hasantar, Kathmandu",2.5,48500000.0,8.0,,20.0,South-East,2078.0,2021.0,4.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel, Power Backup",Kathmandu
Brand new bungalow house for sale in Golfutar,"Golfutar, Kathmandu",2.5,65000000.0,6.1,2500.0,14.0,West,2078.0,2021.0,4.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Fridge, Sofa, Power Backup, Dining Room, MiCrowave, Washing Machine, Bed Room, Garden, Modular Kitchen",Kathmandu
"Fully furnished house for rent in Panipokhari, Kathmandu","Panipokhari, Kathmandu",2.5,200000.0,,,15.0,East,,,,,,,,"Drainage, Bathroom, Drinking Water, Power Backup, Parking",Kathmandu
"Furnished bungalow for sale at Mahatomarg, Bhaisepati","Bhaisepati, Lalitpur",2.5,49500000.0,4.0,,13.0,South-East,2067.0,2010.0,15.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Bathroom, Drainage, Parking, Internet, Drinking Water, Power Backup",Lalitpur
"Beautiful house on sale in Jyotinagar, Budhanilkantha","Jyotinagar, Kathmandu",2.5,35000000.0,5.0,,18.0,East,2078.0,2021.0,4.0,,,5.0,4.0,"Power Backup, Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"House for rent at Baikunthapuri, Gongabu","Gongabu, Kathmandu",3.5,150000.0,8.0,,14.0,South-West,2078.0,2021.0,4.0,,,6.0,4.0,"Marbel, Parquet, Drainage, Bathroom, Parking, Power Backup, Earthquake Resistant, Garden, Drinking Water",Kathmandu
Commercial building for rent at New Baneshwor,"New Baneshwor, Kathmandu",5.0,450000.0,5.1,6500.0,10.0,East,2077.0,2020.0,5.0,,,6.0,3.0,"Earthquake Resistant, Marbel, Bathroom, Drainage, Parking",Kathmandu
Commercial building for rent at Lazimpat,"Lazimpat, Kathmandu",3.5,330000.0,11.69,4000.0,16.0,West,2065.0,2008.0,17.0,,,6.0,5.0,"Earthquake Resistant, Marbel, Bathroom, Drainage, Parking",Kathmandu
Commercial building for sale at Balkumari,"Balkumari, Lalitpur",4.0,55000000.0,5.2,,12.0,North,2070.0,2013.0,12.0,,,8.0,5.0,"Parking, Marbel, Bathroom, Drainage",Lalitpur
"9 aana land with an old house for sale at Tinthana, Chandragiri","Tinthana, Kathmandu",2.5,3000000.0,9.0,850.0,4.0,East,2050.0,1993.0,32.0,,,4.0,2.0,"Playground, Internet, Drinking Water, Drainage, Garden, Bathroom",Kathmandu
"House on sale at Baluwakhani, Kapan","Baluwakhani, Kathmandu",2.5,24500000.0,3.0,,20.0,West,2065.0,2008.0,17.0,,,5.0,3.0,"Drainage, Bathroom, Drinking Water, Power Backup",Kathmandu
"Residential house for sale in Goldhunga, Kathmandu","Goldhunga, Kathmandu",2.5,17000000.0,3.3,,10.0,South,2050.0,1993.0,32.0,,,5.0,3.0,"Drainage, Parking, Bathroom, Drinking Water, Power Backup",Kathmandu
"Semi commercial house for rent near New Buspark, Gongabu","Gongabu, Kathmandu",3.0,275000.0,15.0,,15.0,South-West,2050.0,1993.0,32.0,,,,4.0,"Drinking Water, Bathroom, Drainage, Parking, Power Backup, Garden",Kathmandu
"Beautiful house for sale in Changathali, Lalitpur","Changathali, Lalitpur",2.5,18500000.0,3.0,,14.0,East,2074.0,2017.0,8.0,,,4.0,3.0,"Earthquake Resistant, Marbel, Parquet, Power Backup, Water Purifier, Parking, Internet, Bathroom, Drainage",Lalitpur
"Modern house for sale inside Manjushree Colony, Bhaisepati","Bhaisepati, Lalitpur",3.5,25000000.0,3.0,,16.0,South-East,2070.0,2013.0,12.0,,,4.0,5.0,"Earthquake Resistant, Marbel, Parquet, Drinking Water, Bathroom, Drainage, Parking, Power Backup, Internet, Modular Kitchen",Lalitpur
Residential bungalow for sale at Baluwatar,"Baluwatar, Kathmandu",2.5,80000000.0,10.0,,10.0,South-East,2072.0,2015.0,10.0,,,,5.0,"Marbel, Drinking Water, Bathroom, Drainage, Garden, Parking",Kathmandu
"House on sale in Nayabasti, Banepa","Nayabasti, Kavrepalanchok",2.5,18900000.0,3.2,,15.0,,2069.0,2012.0,13.0,,,,,"Marbel, Drainage, Bathroom, Parking, Earthquake Resistant",Unknown
"House for sale in Panauti, Kavre","Panauti, Kavrepalanchok",2.5,10000000.0,3.0,,24.0,East,2079.0,2022.0,3.0,,,7.0,3.0,"Drinking Water, Bathroom, Drainage, Power Backup",Unknown
"Beautiful bungalow for sale in Bhangal, Budhanilkantha","Bhangal , Kathmandu",2.5,35000000.0,6.0,,16.0,South,2070.0,2013.0,12.0,,,,,"Drainage, Bathroom, Drinking Water, Parking, Power Backup, Marbel, Parquet, Earthquake Resistant, Garden",Kathmandu
"Bungalow for sale near Thapa Chowk, Sitapaila","Sitapaila, Kathmandu",2.5,30000000.0,4.0,,12.0,South,2072.0,2015.0,10.0,,,7.0,5.0,"Marbel, Drinking Water, Bathroom, Earthquake Resistant, Drainage, Parking, Power Backup, Power Backup",Kathmandu
"House for sale in Pingalasthan, Gaushala","Pingalasthan, Kathmandu",3.5,45000000.0,5.0,,20.0,South-East,2072.0,2015.0,10.0,,,7.0,7.0,"Drinking Water, Bathroom, Drainage, Parking, Marbel",Kathmandu
Furnished bungalow for rent in Jwagal,"Jwagal, Lalitpur",3.5,250000.0,9.0,,15.0,North,2058.0,2001.0,24.0,,,4.0,5.0,"Garden, CC Camera, Drainage, Bathroom, Drinking Water, Power Backup, Parking, Marbel, Parquet, AirCon, Fridge",Lalitpur
"House on sale Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",2.5,44800000.00000001,5.0,,13.0,North-East,2069.0,2012.0,13.0,,,7.0,5.0,"Power Backup, Bathroom, Drainage, Drinking Water",Kathmandu
"Modern house for sale at Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",2.5,35000000.0,5.0,3200.0,13.0,West,2069.0,2012.0,13.0,,,5.0,5.0,"Earthquake Resistant, Marbel, Drainage, Bathroom, Drinking Water, Parking",Kathmandu
Beautiful residential house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",2.5,60000000.0,9.1,3500.0,13.0,South-West,2079.0,2022.0,3.0,,,4.0,5.0,"Marbel, Drinking Water, Bathroom, Drainage, Garden, Parking, Power Backup, Earthquake Resistant",Kathmandu
"Commercial house on sale in Sitapaila, Kathmandu","Sitapaila, Kathmandu",3.5,22000000.0,2.3,,15.0,North-West,2079.0,2022.0,3.0,,,7.0,3.0,"Power Backup, Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"Full furnished house on sale at Syuchatar, Kathmandu","Syuchatar, Kathmandu",3.5,85000000.0,4.1,,20.0,South,2076.0,2019.0,6.0,,,7.0,4.0,"Drainage, Bathroom, Drinking Water, Power Backup, Parking",Kathmandu
"Bungalow for rent in Thaiba, Harishiddhi","Thaiba, Lalitpur",2.5,500000.0,88.0,6500.0,20.0,West,2076.0,2019.0,6.0,,,5.0,6.0,"Marbel, Bathroom, Drinking Water, Drainage, Garden, Parking, Power Backup",Lalitpur
