category,ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
land,HB-7B204C,"9 ana land on sale in Sanepa, 20ft pitched road","Sanepa, Lalitpur",Lalitpur,Sanepa,Pitched Road,11500000.0,9.0,11500000.0,103500000.0,False,False,False,False
land,HB-673955,"Land on Sale at Kupondol, code no: GJBLOS 3530","kopondole kopundole kupondole, Kupandol, Lalitpur",Lalitpur,Kopondole Kopundole Kupondole,Above 20 Ft,8500000.0,32.125,8500000.0,273062500.0,False,False,False,False
land,HB-153EB4,"Land For sale in Kirtipur, Panga","Bhatkepati Chobhar Dhalpa Gamcha Salyansthan Tyangala Phant Kirtipur, Kritipur Area, Kathmandu",Kathmandu,Kirtipur,Pitched Road,3500000.0,3.25,3500000.0,11375000.0,False,False,False,False
land,HB-569787,East Face Land On Sale Near Kagaj Karkhana Bhangal,"bangal, Bhangal (Budhanilkantha), Kathmandu",Kathmandu,Bangal,Gravel Road,4650000.0,4.0,4650000.0,18600000.0,False,False,False,False
land,HB-CAEEB4,"Land For Sale in Sallaghari, Bhaktapur","Nikosera Kamerotar Sallaghari, Radhe Radhe Area, Bhaktapur",Bhaktapur,Nikosera Kamerotar Sallaghari,Pitched Road,2800000.0,4.75,2800000.0,13300000.0,False,False,False,False
land,HB-39F511,Land for sale,"Katunje Nikosera Kamerotar Dudhpati Naya Thimi, Sallaghari Area, Bhaktapur",Bhaktapur,Katunje Nikosera Kamerotar Dudhpati Naya Thimi,Above 20 Ft,4000000.0,24.0,4000000.0,96000000.0,False,False,False,False
land,HB-D55300,Land For Sale At Budhanilkantha Bhangal,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,13-20 Ft,4300000.0,5.0,4300000.0,21500000.0,False,False,False,False
land,HB-04AFB1,"Land For Sale At Budhanilkantha,Upper Bhangal","Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,3800000.0,4.0,3800000.0,15200000.0,False,False,False,False
land,HB-648713,Land For Sale in Pandu Bazar Height,"Balkot Sano Thimi Madhyapur Thimi Naya Thimi, Gathaghar Area, Bhaktapur",Bhaktapur,Balkot Sano Thimi Madhyapur Thimi Naya Thimi,Pitched Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-AF5AC7,Land for sale in Pandu Bazar Height,"Balkot Dadhikot Sirutar Gamcha Patletar Gundu, Ananta Area, Bhaktapur",Bhaktapur,Balkot Dadhikot Sirutar Gamcha Patletar Gundu,Pitched Road,3300000.0,3.9375,3300000.0,12993750.0,False,False,False,False
land,HB-E11DEA,"52 aana land for sale,Gongabu Tokha","Tokha-11, टोखा, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 00971, नेपाल",Kathmandu,Tokha,Above 20 Ft,6000000.0,52.0,6000000.0,312000000.0,False,False,False,True
land,HB-D6D4B0,"6 ropani land for sale,Shamakhusi Tokha","F81, Tokha-11, टोखा, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 00971, नेपाल",Kathmandu,Tokha,13-20 Ft,5500000.0,96.0,5500000.0,528000000.0,False,True,False,True
land,HB-2258B0,"Land for sale in Balkot, Kapur Marg","Gathaghar Naya Thimi Nikosera Bode Kamerotar Radhe Radhe Balkot, Madhyapur Thimi Area, Bhaktapur",Bhaktapur,Gathaghar Naya Thimi Nikosera Bode Kamerotar Radhe Radhe Balkot,Above 20 Ft,4300000.0,3.75,4300000.0,16125000.0,False,False,False,False
land,HB-0F2A47,"19 aana Commercial land for sale, Swambhu Kathmand","New Even Point Restaurant & Lounge, F78, Nagarjun-03, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,New Even Point Restaurant & Lounge,Above 20 Ft,12500000.0,19.0,12500000.0,237500000.0,False,False,False,False
land,HB-344A61,"Land for sale in Minbhawan, Baneshwor","Gaushala Pashupatinath Guheshwori Purano Baneshwor Sinamangal Tilganga Maitidevi old baneshwar, Battisputali Area, Kathmandu",Kathmandu,Baneshwor,Pitched Road,10000000.0,9.0,10000000.0,90000000.0,False,False,False,False
land,HB-04E507,FOR SALE 4 AANA LAND AT MANAMAIJU...,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",Kathmandu,Manmaiju,Unknown,4300000.0,4.0,4300000.0,17200000.0,False,False,False,False
land,HB-F4C009,5 AANA LAND FOR SALE AT DHOLAHITI,"Dholahiti, Lalitpur",Lalitpur,Dholahiti,Unknown,3500000.0,5.0,3500000.0,17500000.0,False,False,False,False
land,HB-CA5345,"3 ana land on sale in chunikhel, budhanilkantha","Chunikhel (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Gravel Road,3200000.0,3.0,3200000.0,9600000.0,False,False,False,False
land,HB-CCFB17,"Land on sale at Kapantar,Kathmandu","akashedhara, Akasedhara (Kapan), Kathmandu",Kathmandu,Akashedhara,Above 20 Ft,5200000.0,4.0,5200000.0,20800000.0,False,False,False,False
land,HB-753439,8 aana A1 land for sale Hepali height Budhanilkant,"Sri Ram Marg, धरमपुर, Budhanilkantha-07, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,धरमपुर,13-20 Ft,5700000.0,8.0,5700000.0,45600000.0,False,False,False,False
land,HB-1581D3,"6 aana land for sale, Brazil Embassy Maharajguj Ka","124, Gauri Marg, टुसाल, चप्पल कारखाना, Kathmandu-04, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,टुसाल,13-20 Ft,12500000.0,6.0,12500000.0,75000000.0,False,False,False,False
land,HB-C320B7,5 aana land for sale Brazil Embassy Maharajguj,"67/6, Gauri Marg, टुसाल, चप्पल कारखाना, Kathmandu-04, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,टुसाल,13-20 Ft,8500000.0,5.0,8500000.0,42500000.0,False,False,False,False
land,HB-C15A11,4 aana land for sale Hatigauda Budhanilkantha,"27DR028, धरमपुर, Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,धरमपुर,13-20 Ft,5500000.0,4.0,5500000.0,22000000.0,False,False,False,False
land,HB-47E785,9 aana land for sale Budhanilkantha School Chau,"मुहान पोखरी, Budhanilkantha-03, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",Kathmandu,मुहान पोखरी,13-20 Ft,4700000.0,9.0,4700000.0,42300000.0,False,False,False,False
land,HB-C15D60,"Land on sale at Lasuntar Kapan,Kathmandu","Baluwakhani (Kapan), Kathmandu",Kathmandu,Kapan,Pitched Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-BC3423,"5 anna land for sale at Budanilkantha ,Rudreshwore","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,5300000.0,5.0,5300000.0,26500000.0,False,False,False,False
land,HB-15FA2B,Lalitpur Bungamati Ma 15 Ropani Jagga Bikrima,"बुन्गमति फर्सीडोल मार्ग, Bungamati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",Lalitpur,बुन्गमति फर्सीडोल मार्ग,13-20 Ft,1100000.0,15.0,1100000.0,16500000.0,False,False,False,False
land,HB-865F9A,"2 ropani commercial land for sale, Teaching Kathma","Rohan Khaja Ghar, महाराजगञ्ज सडक, नारायण गोपाल चोक, महाराजगंज, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,Rohan Khaja Ghar,Above 20 Ft,11000000.0,32.0,11000000.0,352000000.0,False,False,False,False
land,HB-63B810,"Land For Sale in Balkot, Bhaktapur","Gathaghar Naya Thimi Nikosera Bode Kamerotar Radhe Radhe Balkot, Madhyapur Thimi Area, Bhaktapur",Bhaktapur,Gathaghar Naya Thimi Nikosera Bode Kamerotar Radhe Radhe Balkot,Pitched Road,4500000.0,4.3125,4500000.0,19406250.0,False,False,False,False
land,HB-6F8B36,"Land on sale at Valley Public School,Kathmandu","bangal, Bhangal (Budhanilkantha), Kathmandu",Kathmandu,Bangal,Pitched Road,4800000.0,4.0,4800000.0,19200000.0,False,False,False,False
land,HB-D9CFD9,"14 ana Land on sale in Budhanilkantha, 32ft Road","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,6500000.0,14.0,6500000.0,91000000.0,False,False,False,False
land,HB-BA459E,changunarayan duwakot planning land in 20 ft road,"Jagati, Bhaktapur-07, भक्तपुर, भक्तपुर नगरपालिका, भक्तपुर, बागमती प्रदेश, 89130, नेपाल",Bhaktapur,Jagati,Above 20 Ft,2500000.0,3.2,2500000.0,8000000.0,False,False,False,False
land,HB-9B2BB9,"5 ana Land on sale in Budhanilkantha, 20ft Road","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,2800000.0,5.0,2800000.0,14000000.0,False,False,False,False
land,HB-C23065,"6 ana land on sale in Budhanilkantha, South Face","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4500000.0,6.0,4500000.0,27000000.0,False,False,False,False
land,HB-AFFC46,"1 Ropani Land on sale in Budhanilkantha, 24ft Road","budanilkantha, Pasikot (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,5000000.0,16.0,5000000.0,80000000.0,False,False,False,False
land,HB-405BF1,land on sale bhaisepati lalitapur 6 aana,"एकान्तकुना-टिकाभैरब सडक, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Ekantakuna,Above 20 Ft,3000000.0,6.0,3000000.0,18000000.0,False,False,False,False
land,HB-720298,"5ana land on sale.in thecho,Lalitupr","Sunakothi Village Development Commitee, Kanti Lokhpath, Wakhat, Lalitpur-27, Satitar, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",Lalitpur,Sunakothi Village Development Commitee,13-20 Ft,8000000.0,5.0,8000000.0,40000000.0,False,False,False,False
land,HB-0640BF,"5ana land on sale in Khumaltar,c.g hills,Lalitupr","ICIMOD, Aarogya Marg, हातिबन, Lalitpur-23, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",Lalitpur,Icimod,13-20 Ft,7000000.0,5.0,7000000.0,35000000.0,False,False,False,False
land,HB-443423,"Land for Sale in Kirtipur, Near TU Gate","Kuleshwor Kirtipur Sanchal Gusingal Sanepa kritipur, Balkhu Area, Kathmandu",Kathmandu,Kirtipur,Pitched Road,6500000.0,5.0,6500000.0,32500000.0,False,False,False,False
land,HB-C49255,Land sales in Basanta colony height- Jarankhu,"Tarakeshwar-02, तारकेश्वर, तारकेश्वर नगरपालिका, काठमाडौं, बागमती प्रदेश, 44610, नेपाल",Kathmandu,Tarakeshwar,Full Road,9600000.0,95.37,9600000.0,915552000.0,False,True,False,True
land,HB-3FD634,"Land for Sale in Thimi, Bhaktapur","Kadaghari Old Sinamangal Sano Thimi, Pepsicola Area, Kathmandu",Kathmandu,Kadaghari Old Sinamangal Sano Thimi,Pitched Road,3800000.0,5.0,3800000.0,19000000.0,False,False,False,False
land,HB-6B8D69,"Land for Sale in Kanchan Basti, Satungal","Baad Bhanjyang Balambu Dahachok Gurjudhara Machhegaun Matatirtha Naya Naikap Purano Naikap Satungal Thankot Tinthana Mahadevsthan, Chandragiri Area, Kathmandu",Kathmandu,Baad Bhanjyang Balambu Dahachok Gurjudhara Machhegaun Matatirtha Naya Naikap Purano Naikap Satungal Thankot Tinthana Mahadevsthan,Pitched Road,4000000.0,4.875,4000000.0,19500000.0,False,False,False,False
land,HB-56797F,"8 AANA LAND ON SALE AT CHANGATHALI, LALITPUR","Changathali (Mahalaxmi), Lalitpur",Lalitpur,Thali,Unknown,2600000.0,8.0,2600000.0,20800000.0,False,False,False,False
land,HB-94ACEF,"3 ropani land for sale, Bansbari Kathmandou","Jal Dhunga Marg, सृजनशील टोल, बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,सृजनशील टोल,Above 20 Ft,7500000.0,48.0,7500000.0,360000000.0,False,False,False,False
land,HB-E519F1,Dharmasthali Land,"Tarakeshwar-06, धर्मस्थली, तारकेश्वर नगरपालिका, काठमाडौं, बागमती प्रदेश, 44610, नेपाल",Kathmandu,Tarakeshwar,Above 20 Ft,5000000.0,8.0,5000000.0,40000000.0,False,False,False,False
land,HB-C402F1,Land for Sale in Radhe radhe bhatbhtini – 5 Anna,"Radhe Radhe, Bhaktapur",Bhaktapur,Radhe Radhe,Full Road,5200000.0,5.0,5200000.0,26000000.0,False,False,False,False
land,HB-8E83B3,"6 ana Land on sale in Narayanthan, Budhanilkantha","budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,5200000.0,6.0,5200000.0,31200000.0,False,False,False,False
land,HB-02F394,"9 ana Land on sale in Narayanthan, Budhanilkantha","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4500000.0,9.0,4500000.0,40500000.0,False,False,False,False
land,HB-C8F70B,"10 ana Land on sale in Budhanilkantha, 13ft Road","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Gravel Road,3500000.0,10.0,3500000.0,35000000.0,False,False,False,False
land,HB-124ABD,"Land on sale at Maharajgunj,Kathmandu","Maharajgunj, Kathmandu",Kathmandu,Maharajgunj,Above 20 Ft,10000000.0,12.0,10000000.0,120000000.0,False,False,False,False
land,HB-318CCD,"Land on sale at Naxal,Kathmandu","Bhat Bhateni (Naxal), Kathmandu",Kathmandu,Naxal,Pitched Road,8000000.0,16.0,8000000.0,128000000.0,False,False,False,False
land,HB-8255D0,35 Aana land on sale at chapali height budhanilkan,"गोल्फुटार मुख्य सडक, गोल्फुटार, Budhanilkantha-03, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",Kathmandu,गोल्फुटार मुख्य सडक,Above 20 Ft,6500000.0,35.0,6500000.0,227500000.0,False,False,False,False
land,HB-E422BE,Land on sale,"dumbarahi, Dhumbarahi, Kathmandu",Kathmandu,Dumbarahi,Unknown,12500000.0,4.0,12500000.0,50000000.0,False,False,False,False
land,HB-CE87AF,"३.५० aana land for sale, Near Euro School Pasikot","खड्कागाउँ, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",Kathmandu,खड्कागाउँ,Above 20 Ft,3100000.0,3.5,3100000.0,10850000.0,False,False,False,False
land,HB-667268,"66 aana commercial land for sale, Shitapaila Kathm","Kathmandu Ringroad, Nagarjun-03, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,Nagarjun,Above 20 Ft,7500000.0,66.0,7500000.0,495000000.0,False,False,False,True
land,HB-A17A3A,Maharajgunj Ma 22 Aana Jagga Bikrima,"Gandhari Marg, Narayan Tole, Maharajganj, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Narayan Tole,Above 20 Ft,15500000.0,22.0,15500000.0,341000000.0,False,False,False,False
land,HB-52694E,Attrative land on sale,"Badegaun (Godawari), Lalitpur",Lalitpur,Godawari,Gravel Road,6300000.0,3.2,6300000.0,20160000.0,False,False,False,False
land,HB-7FBAF3,"Land on sale at Chandol,Kathmandu","Chandol, Kathmandu",Kathmandu,Chandol,Pitched Road,12500000.0,3.9375,12500000.0,49218750.0,False,False,False,False
land,HB-7D4C1A,"5 aana land for sale, Bansbari Kathmandou","Modern Educare Montessori Based School, Ganesh Dev Marg, सृजनशील टोल, बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,सृजनशील टोल,13-20 Ft,5200000.0,5.0,5200000.0,26000000.0,False,False,False,False
land,HB-E3DAA5,"8 aana land for sale, Ncell Chauk Budhanilkantha","गोल्फुटार मुख्य सडक, गोल्फुटार, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",Kathmandu,गोल्फुटार मुख्य सडक,13-20 Ft,6000000.0,8.0,6000000.0,48000000.0,False,False,False,False
land,HB-71E621,"6 aana land for sale, Ncell Chauk Budhanilkantha","गोल्फुटार मुख्य सडक, गोल्फुटार, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",Kathmandu,गोल्फुटार मुख्य सडक,13-20 Ft,5900000.0,6.0,5900000.0,35400000.0,False,False,False,False
land,HB-507E0A,Gundu ko jagga sasto ma sale,"Gundu (Ananta), Bhaktapur",Bhaktapur,Gundu,Pitched Road,1000000.0,9.0,1000000.0,9000000.0,False,False,False,False
land,HB-18A9B4,टिचिङ अस्पताल अगाडि full commercial जग्गा बिक्रिमा,"T.U. Teaching Hospital, Shree Kanti Marg, नारायण टोल, बसुन्धरा चौकी, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 10378, नेपाल",Kathmandu,नारायण टोल,Above 20 Ft,13500000.0,18.0,13500000.0,243000000.0,False,False,False,False
land,HB-1999DC,"Land on Sale at Baluwatar, code: GJBLOS 3526","Baluwatar, Kathmandu",Kathmandu,Baluwatar,Pitched Road,9900000.0,5.5,9900000.0,54450000.0,False,False,False,False
land,HB-4778E4,8 Aana Land With House For Sale At Durbarmarga,"Star Cafe, Seto Dhoka Marg, Narayan Chaur, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Star Cafe,Unknown,12000000.0,8.0,12000000.0,96000000.0,False,False,False,False
land,HB-1E9D85,land on sale bhaisepati lalitapur 4 aana,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,13-20 Ft,5600000.0,4.0,5600000.0,22400000.0,False,False,False,False
land,HB-A8E823,Urgent :रानीवनमा जग्गा बिक्रीमा।,"Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",Kathmandu,Nagarjun,Gravel Road,260000.0,4.0,260000.0,1040000.0,False,False,True,False
land,HB-F41A74,"FOR SALE 8 AANA LAND AT KANTI MARGA, TEACHING...","Maharajgunj, Kathmandu",Kathmandu,Maharajgunj,Unknown,7000000.0,8.0,7000000.0,56000000.0,False,False,False,False
land,HB-D4E249,Chauni Chakal Ma 7 Aana Jagga Bikre Ma,"Dallu, Chhauni, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Dallu,Full Road,3800000.0,7.0,3800000.0,26600000.0,False,False,False,False
land,HB-6BF51E,Dhapakhel,"Dhapakhel, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Dhapakhel,Unknown,6000000.0,9.0,6000000.0,54000000.0,False,False,False,False
land,HB-5C5950,जग्गा बिक्रिमा,"Changunarayan-06, चाँगुनारायण नगरपालिका, भक्तपुर, बागमती प्रदेश, 44812, नेपाल",Bhaktapur,Changunarayan,Unknown,2800000.0,7.0,2800000.0,19600000.0,False,False,False,False
land,HB-EE84BF,"Land For Sale @ Gwarko,lalitpur 20ft road","Gwarko, Lalitpur",Lalitpur,Gwarko,Unknown,6000000.0,4.236669101533966,6000000.0,25420014.609203797,False,False,False,False
land,HB-47C10B,"Land on sale at Ujyaalo Basti,Kathmandu","budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4000000.0,25.0,4000000.0,100000000.0,False,False,False,False
land,HB-90D38B,CHYASAL 55 ANA LAND FOR SALE,"Chyasa Dwakha Marga, Bhola Dhoka, Slaughter Area, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhola Dhoka,13-20 Ft,5500000.0,55.0,5500000.0,302500000.0,False,False,False,True
land,HB-24BC6E,4 Ana Land For Sale At Budhanilkantha Bhasanthali,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,2500000.0,4.0,2500000.0,10000000.0,False,False,False,False
land,HB-3A6C3F,gwarko flyover ringroad ma 6 ropani 0,"Quest International College, Deko Marga, भंगिनी नानी, Lalitpur-07, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44702, नेपाल",Lalitpur,भंगिनी नानी,Above 20 Ft,7500000.0,96.0,7500000.0,720000000.0,False,True,False,True
land,HB-50A96B,अब बैंकको ब्याज घटेसँगै गर्ने होइन त जग्गामा लगानी,"27DR005, Dakshinkali-01, बोसन , दक्षि‍णकाली नगरपालिका, काठमाडौं, बागमती प्रदेश, 13775, नेपाल",Kathmandu,Dakshinkali,Pitched Road,1200000.0,7.0,1200000.0,8400000.0,False,False,False,False
land,HB-8C3681,Land Sale in Bugmati ( Near Fast Track),"Bungamati (Karyabinayak), Lalitpur",Lalitpur,Bungamati,Unknown,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-D7E82A,4 ana East Face Land on sale in Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4500000.0,4.0,4500000.0,18000000.0,False,False,False,False
land,HB-E69281,"11 ana Land on sale in Budhanilkantha, Rudreshwor","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Gravel Road,5800000.0,11.0,5800000.0,63800000.0,False,False,False,False
land,HB-15D03C,"LAND 4 sale @Gwarko , Bafal ,Lalitpur","Bafal Marg, Ward 17, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 14364, नेपाल",Lalitpur,ललितपुर,Unknown,6000000.0,4.002921840759679,6000000.0,24017531.044558078,False,False,False,False
land,HB-69F6C9,land on sell,"Chhaling, Changunarayan-05, Changunarayan, चाँगुनारायण नगरपालिका, भक्तपुर, बागमती प्रदेश, नेपाल",Bhaktapur,Chhaling,13-20 Ft,700000.0,29.0,700000.0,20300000.0,False,False,False,False
land,HB-45B6B9,6 anna land for sale at bhaisepati,"All Core Lalitpur, Lalitpur",Lalitpur,All Core Lalitpur,Unknown,3100000.0,6.0,3100000.0,18600000.0,False,False,False,False
land,HB-FB2299,"Land on sale at Budhanilkantha Wasik,Kathmandu","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,2800000.0,42.0,2800000.0,117600000.0,False,False,False,False
land,HB-FF52F0,LAND FOR SALE NEW BANESHWOR OM SHANTI CHOWK,"Kumud Devkota Marg, आलोक नगर, ओम शान्ति चोक, Kathmandu-31, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44703, नेपाल",Kathmandu,आलोक नगर,Above 20 Ft,9000000.0,5.0,9000000.0,45000000.0,False,False,False,False
land,HB-D0EB8E,6 ana land for sale in basbari,"बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,बसुन्धरा,Unknown,7000000.0,6.0,7000000.0,42000000.0,False,False,False,False
land,HB-66D5E8,6 ana land for sale in basbari.,"Jal Dhunga Marg, सृजनशील टोल, बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,सृजनशील टोल,Unknown,8000000.0,6.0,8000000.0,48000000.0,False,False,False,False
land,HB-4B1B73,"FOR SALE 5 AANA LAND AT CHAPALI, BHANGAL","chepali, Chapali (Budhanilkantha), Kathmandu",Kathmandu,Chepali,Unknown,4700000.0,5.0,4700000.0,23500000.0,False,False,False,False
land,HB-612376,22 Aana commercial land on sale at swayambhu Kathm,"स्वयम्भू परिकारामा, Dallu, किमडोल, Kathmandu-15, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,स्वयम्भू परिकारामा,Above 20 Ft,8500000.0,22.0,8500000.0,187000000.0,False,False,False,False
land,HB-7C026F,23 Aana land on sale at swayambhu Kathmandu,"स्वयम्भू मनोरञ्जन केन्द्र, Kathmandu Ringroad, Nagarjun-04, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,स्वयम्भू मनोरञ्जन केन्द्र,13-20 Ft,3200000.0,23.0,3200000.0,73600000.0,False,False,False,False
land,HB-F955F8,commercial 8 Aana land on sale at chamati Kathmand,"चमती, Kathmandu-15, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 20356, नेपाल",Kathmandu,चमती,Above 20 Ft,7500000.0,8.0,7500000.0,60000000.0,False,False,False,False
land,HB-55B6C9,44 aana land on sale at sanobharyang Kathmandu,"सान्तिनगर, Nagarjun-02, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,सान्तिनगर,13-20 Ft,4500000.0,44.0,4500000.0,198000000.0,False,False,False,False
land,HB-1EEDB8,"3 aana house for sale, Near Euro School Hatigauda","Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",Kathmandu,Budhanilkantha,Unknown,17500000.0,4.967129291453616,17500000.0,86924762.60043828,False,False,False,False
land,HB-F955DC,"3 aana land for sale, Near Bishnumati Chauk","Chasundol, 1, Khatri Colony Road, Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,Chasundol,13-20 Ft,3900000.0,3.0,3900000.0,11700000.0,False,False,False,False
land,HB-EEDC50,"Land on Sale at Kapan Chunikhel, GJBLOS 3524","kopan, Kapan, Kathmandu",Kathmandu,Kopan,Gravel Road,3900000.0,5.25,3900000.0,20475000.0,False,False,False,False
land,HB-91FCCE,FOR SALE 5 AANA LAND AT HARHAR MAHADEV...,"Kaushaltar Gathaghar Pepsicola Kadaghari Madhyapur Thimi Old Sinamangal, Sano Thimi Area, Bhaktapur",Bhaktapur,Kaushaltar Gathaghar Pepsicola Kadaghari Madhyapur Thimi Old Sinamangal,Unknown,3300000.0,5.0,3300000.0,16500000.0,False,False,False,False
land,HB-392418,"97 aana Land , For Resort and Farmin Phulbari Jhor","Saraswoti Krishi Farm, Tokha Municipality, Kathmandu",Kathmandu,Saraswoti Krishi Farm,Unknown,500000.0,97.0,500000.0,48500000.0,False,False,False,True
land,HB-809ED8,land on sale-5-2- bhaisepati lalitapur,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,Above 20 Ft,6500000.0,5.0,6500000.0,32500000.0,False,False,False,False
land,HB-21E669,land for sale,"Thankot (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Unknown,2300000.0,10.5,2300000.0,24150000.0,False,False,False,False
land,HB-6A33B2,LAND FOR SALE LUVU LAMATAR MEN HAIWAY,"ग्वार्को-लामाटार सडक, भालुटार, लामाटार, Mahalaxmi-08, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44708, नेपाल",Lalitpur,Gwarko,13-20 Ft,4000000.0,4.0,4000000.0,16000000.0,False,False,False,False
