neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
Buddhanagar,Kathmandu,"Buddhanagar, Kathmandu",,,,13.0,Pitched,North-East,False,False,False,False,False
Sinamangal,Kathmandu,"Sinamangal, Kathmandu",,,,20.0,Pitched,South-East,False,False,False,False,False
Ason,Kathmandu,"Ason, Kathmandu",50000000.0,,,13.0,Paved,South-East,False,False,False,False,False
Shambhu Marga,Kathmandu,"Shambhu Marga, Kathmandu",3800000.0,,,13.0,Paved,East,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",,,,,,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3900000.0,,,,,,False,False,False,False,False
Chobhar,Kathmandu,"Chobhar, Kathmandu",3000000.0,5.3,15900000.0,13.0,Gravel,South,False,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2600000.0,,,12.0,Gravel,South,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4000000.0,5.3,21200000.0,20.0,Paved,West,False,False,False,False,False
Chandrapur,Rautahat,"Chandrapur, Rautahat",563380.2816901408,2.1,1183098.5915492957,50.0,Pitched,North,True,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",3000000.0,3.2,9600000.0,13.0,Pitched,,False,False,False,False,False
Mandikhatar,Kathmandu,"Mandikhatar, Kathmandu",5000000.0,6.1,30500000.0,13.0,Pitched,South,False,False,False,False,False
Dahachowk,Kathmandu,"Dahachowk, Kathmandu",2800000.0,7.1,19880000.0,26.0,Pitched,North-East,False,False,False,False,False
Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",7500000.0,,,16.0,Pitched,North-East,False,False,False,False,False
Sitapaila,Kathmandu,"Sitapaila, Kathmandu",3200000.0,3.3,10560000.0,13.0,Pitched,South-East,False,False,False,False,False
Mulpani,Kathmandu,"Mulpani, Kathmandu",5000000.0,6.2,31000000.0,30.0,Paved,North-East,False,False,False,False,False
Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",5500000.0,,,13.0,Gravel,West,False,False,False,False,False
Lapsiphedi,Kathmandu,"Lapsiphedi, Kathmandu",100000.0,,,10.0,Gravel,East,False,False,False,True,False
Lapsiphedi,Kathmandu,"Lapsiphedi, Kathmandu",150000.0,,,10.0,Gravel,East,False,False,False,True,False
Bharatpur,Chitwan,"Bharatpur, Chitwan",,,,,,East,False,False,False,False,False
Samakhusi,Kathmandu,"Samakhusi, Kathmandu",,5.3,,20.0,Paved,South-East,False,False,False,False,False
Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",,,,20.0,Paved,South-East,False,False,False,False,False
Besigaun,Kathmandu,"Besigaun, Kathmandu",4500000.0,,,16.0,Pitched,East,False,False,False,False,False
Baluwakhani,Kathmandu,"Baluwakhani, Kathmandu",4200000.0,,,13.0,Gravel,North-West,False,False,False,False,False
Nikoshera,Bhaktapur,"Nikoshera, Bhaktapur",4200000.0,,,20.0,Paved,West,False,False,False,False,False
Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5000000.0,,,20.0,Gravel,West,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",3500000.0,4.1,14349999.999999998,13.0,Gravel,East,False,False,False,False,False
Balkhu,Lalitpur,"Balkhu, Lalitpur",8745000.0,,,18.0,Pitched,West,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,,,36.0,Paved,North,False,False,False,False,False
Thimi,Bhaktapur,"Thimi, Bhaktapur",4500000.0,,,10.0,Paved,West,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,3.3,13200000.0,20.0,Gravel,West,False,False,False,False,False
Bageshwori,Bhaktapur,"Bageshwori, Bhaktapur",1000000.0,,,20.0,Paved,East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3700000.0,,,26.0,Gravel,South-East,False,False,False,False,False
Old Baneshwor,Kathmandu,"Old Baneshwor, Kathmandu",10000000.0,3.3,33000000.0,20.0,Pitched,West,False,False,False,False,False
Shantinagar,Kathmandu,"Shantinagar, Kathmandu",8500000.0,,,20.0,Pitched,North,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,,,20.0,Gravel,East,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",9500000.0,,,20.0,Pitched,West,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",10500000.0,,,20.0,Pitched,West,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",9500000.0,,,20.0,Pitched,West,False,False,False,False,False
Tokha,Kathmandu,"Tokha, Kathmandu",2950000.0,4.2,12390000.0,12.0,Gravel,East,False,False,False,False,False
Shankhamul,Kathmandu,"Shankhamul, Kathmandu",10000000.0,,,20.0,Pitched,North,False,False,False,False,False
Sinamangal,Kathmandu,"Sinamangal, Kathmandu",11000000.0,,,20.0,Pitched,North,False,False,False,False,False
New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",7900000.0,,,20.0,Pitched,South,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,,,20.0,Gravel,North-East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,6.2,19840000.0,20.0,Gravel,South-East,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,20.0,Gravel,South-West,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3300000.0,,,13.0,Paved,East,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4700000.0,,,13.0,Gravel,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,,,20.0,Gravel,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,,,20.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",3300000.0,,,13.0,Gravel,South,False,False,False,False,False
Lamatar,Lalitpur,"Lamatar, Lalitpur",2900000.0,3.3,9570000.0,13.0,Gravel,North,False,False,False,False,False
Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,,,16.0,Paved,North-East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4000000.0,3.2,12800000.0,13.0,Paved,North-West,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",2800000.0,,,13.0,Paved,North,False,False,False,False,False
Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",3200000.0,,,8.0,Paved,West,False,False,False,False,False
Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",3500000.0,,,13.0,Gravel,West,False,False,False,False,False
Balambu,Kathmandu,"Balambu, Kathmandu",3500000.0,,,32.0,Paved,West,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3500000.0,3.2,11200000.0,13.0,Paved,South,False,False,False,False,False
Setipakha,Lalitpur,"Setipakha, Lalitpur",4200000.0,,,13.0,Paved,South-West,False,False,False,False,False
Setipakha,Lalitpur,"Setipakha, Lalitpur",4200000.0,5.2,21840000.0,13.0,Paved,South-East,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",5200000.0,7.3,37960000.0,13.0,Gravel,East,False,False,False,False,False
Nagarkot,Bhaktapur,"Nagarkot, Bhaktapur",300000.0,,,16.0,Pitched,South,False,False,False,True,False
Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",7500000.0,,,20.0,Gravel,West,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",3900000.0,,,13.0,Pitched,North,False,False,False,False,False
Bojepokhari,Lalitpur,"Bojepokhari, Lalitpur",5000000.0,,,13.0,Paved,West,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",4200000.0,,,13.0,Gravel,South,False,False,False,False,False
Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6000000.0,3.3,19800000.0,20.0,Paved,South,False,False,False,False,False
Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",6000000.0,,,13.0,Paved,North-West,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3300000.0,4.2,13860000.0,13.0,Gravel,South,False,False,False,False,False
Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",5000000.0,2.3,11500000.0,13.0,Gravel,South,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,,,13.0,Gravel,West,False,False,False,False,False
Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3800000.0,,,13.0,Gravel,South,False,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",5500000.0,,,13.0,Pitched,East,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",3700000.0,,,13.0,Gravel,West,False,False,False,False,False
Naya Thimi,Bhaktapur,"Naya Thimi, Bhaktapur",4000000.0,7.3,29200000.0,20.0,Pitched,East,False,False,False,False,False
Naya Thimi,Bhaktapur,"Naya Thimi, Bhaktapur",3500000.0,,,20.0,Pitched,East,False,False,False,False,False
Thankot,Kathmandu,"Thankot, Kathmandu",2700000.0,,,13.0,Paved,East,False,False,False,False,False
Matatirtha,Kathmandu,"Matatirtha, Kathmandu",2700000.0,,,13.0,Pitched,East,False,False,False,False,False
Dahachowk,Kathmandu,"Dahachowk, Kathmandu",2800000.0,,,13.0,Pitched,South,False,False,False,False,False
Matatirtha,Kathmandu,"Matatirtha, Kathmandu",1800000.0,,,13.0,Paved,South,False,False,False,False,False
Bode,Bhaktapur,"Bode, Bhaktapur",4000000.0,,,20.0,Gravel,East,False,False,False,False,False
Bode,Bhaktapur,"Bode, Bhaktapur",3600000.0,,,20.0,Gravel,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",,,,13.0,Pitched,South,False,False,False,False,False
Siddhipur,Lalitpur,"Siddhipur, Lalitpur",5086956.521739131,2.3,11700000.0,13.0,Gravel,South,False,False,False,False,False
Changathali,Lalitpur,"Changathali, Lalitpur",2800000.0,,,13.0,Gravel,East,False,False,False,False,False
Ichangu Narayan,Kathmandu,"Ichangu Narayan, Kathmandu",5500000.0,,,14.0,Pitched,South,False,False,False,False,False
Nagarjun,Kathmandu,"Nagarjun, Kathmandu",7500000.0,,,24.0,Pitched,North,False,False,False,False,False
Satungal,Kathmandu,"Satungal, Kathmandu",,7.2,,13.0,Gravel,North-East,False,False,False,False,False
Golfutar,Kathmandu,"Golfutar, Kathmandu",6500000.0,,,13.0,Gravel,South-East,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3900000.0,4.2,16380000.0,20.0,Gravel,South,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3600000.0,,,20.0,Gravel,West,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3400000.0,3.2,10880000.0,20.0,Gravel,South,False,False,False,False,False
"Unknown, Unknown",Jhapa,", Jhapa",45000.0,,,16.0,Gravel,East,False,False,False,True,False
Sallaghari,Bhaktapur,"Sallaghari, Bhaktapur",4000000.0,,,20.0,Paved,East,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",4000000.0,,,16.0,Gravel,East,False,False,False,False,False
Golfutar,Kathmandu,"Golfutar, Kathmandu",6500000.0,5.2,33800000.0,13.0,Paved,East,False,False,False,False,False
Golfutar,Kathmandu,"Golfutar, Kathmandu",5500000.0,,,13.0,Paved,South,False,False,False,False,False
Italitar,Kathmandu,"Italitar, Kathmandu",6000000.0,6.1,36600000.0,13.0,Paved,South,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",4500000.0,,,20.0,Paved,South-West,False,False,False,False,False
Sallaghari,Bhaktapur,"Sallaghari, Bhaktapur",3000000.0,,,26.0,Paved,South,False,False,False,False,False
Katunje,Bhaktapur,"Katunje, Bhaktapur",3000000.0,,,13.0,Gravel,North,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,3.3,14850000.0,13.0,Gravel,West,False,False,False,False,False
Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5600000.0,5.1,28559999.999999996,23.0,Paved,North,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3000000.0,4.3,12900000.0,13.0,Gravel,South,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",11500000.0,,,13.0,Paved,South,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",6000000.0,,,,,,False,False,False,False,False
Mid Baneshwor,Kathmandu,"Mid Baneshwor, Kathmandu",8500000.0,,,13.0,Pitched,North,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,4.1,18450000.0,13.0,Paved,South-West,False,False,False,False,False
Nikoshera,Bhaktapur,"Nikoshera, Bhaktapur",3300000.0,4.3,14190000.0,20.0,Paved,,False,False,False,False,False
Magar Gaun,Bhaktapur,"Magar Gaun, Bhaktapur",4500000.0,,,13.0,Gravel,East,False,False,False,False,False
Gagalphedi,Kathmandu,"Gagalphedi, Kathmandu",2600000.0,,,,,North,False,False,False,False,False
Bode,Bhaktapur,"Bode, Bhaktapur",5000000.0,,,40.0,Pitched,North,False,False,False,False,False
Bode,Bhaktapur,"Bode, Bhaktapur",4200000.0,,,20.0,Gravel,East,False,False,False,False,False
Bode,Bhaktapur,"Bode, Bhaktapur",4000000.0,4.1,16399999.999999998,20.0,Gravel,South,False,False,False,False,False
Bode,Bhaktapur,"Bode, Bhaktapur",3700000.0,,,20.0,Gravel,North,False,False,False,False,False
Dhunche Pakha,Bhaktapur,"Dhunche Pakha, Bhaktapur",3500000.0,,,20.0,Gravel,North,False,False,False,False,False
Dhunche Pakha,Bhaktapur,"Dhunche Pakha, Bhaktapur",3500000.0,,,20.0,Pitched,West,False,False,False,False,False
Sallaghari,Bhaktapur,"Sallaghari, Bhaktapur",3500000.0,3.1,10850000.0,14.0,Gravel,West,False,False,False,False,False
Chabahil,Kathmandu,"Chabahil, Kathmandu",7000000.0,,,13.0,Pitched,West,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",2903225.8064516126,3.1,9000000.0,13.0,Paved,West,False,False,False,False,False
Imadol,Lalitpur,"Imadol, Lalitpur",5500000.0,,,26.0,Paved,North,False,False,False,False,False
Putalisadak,Kathmandu,"Putalisadak, Kathmandu",13200000.0,,,20.0,Pitched,East,False,False,False,False,False
Santari,Kathmandu,"Santari, Kathmandu",2500000.0,,,22.0,Paved,East,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5500000.0,,,20.0,Paved,,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",4500000.0,4.2,18900000.0,13.0,Pitched,North-West,False,False,False,False,False
Kapan,Kathmandu,"Kapan, Kathmandu",4400000.0,7.2,31680000.0,13.0,Paved,West,False,False,False,False,False
Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",6500000.0,5.5,35750000.0,16.0,Pitched,North-West,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",11500000.0,,,20.0,Pitched,South,False,False,False,False,False
Jhamsikhel,Lalitpur,"Jhamsikhel, Lalitpur",9800000.0,,,12.0,Paved,North,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.2,12160000.0,13.0,Gravel,East,False,False,False,False,False
Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.5,13300000.0,13.0,Pitched,North,False,False,False,False,False
Dhapasi,Kathmandu,"Dhapasi, Kathmandu",4000000.0,,,16.0,Pitched,South-West,False,False,False,False,False
Tokha Height,Kathmandu,"Tokha Height, Kathmandu",4700000.0,,,20.0,Pitched,South-West,False,False,False,False,False
Megha City,Kathmandu,"Megha City, Kathmandu",3500000.0,,,16.0,Pitched,South,False,False,False,False,False
Balkumari,Lalitpur,"Balkumari, Lalitpur",3500000.0,,,14.0,Pitched,East,False,False,False,False,False
Satungal,Kathmandu,"Satungal, Kathmandu",,,7000000.0,14.0,Paved,North,False,False,False,False,False
Dhangadhi,Kailali,"Dhangadhi, Kailali",30888030.88803089,5.18,160000000.0,35.0,Pitched,South,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",4500000.0,,,12.0,Pitched,South,False,False,False,False,False
Hattigauda,Kathmandu,"Hattigauda, Kathmandu",3800000.0,4.2,15960000.0,15.0,Gravel,East,False,False,False,False,False
Chapali,Kathmandu,"Chapali, Kathmandu",4500000.0,6.2,27900000.0,13.0,Gravel,South-West,False,False,False,False,False
Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",3900000.0,6.2,24180000.0,12.0,Gravel,North-East,False,False,False,False,False
Kalanki,Kathmandu,"Kalanki, Kathmandu",5500000.0,6.1,33549999.999999996,12.0,Paved,East,False,False,False,False,False
Naikap,Kathmandu,"Naikap, Kathmandu",3700000.0,3.3,12210000.0,13.0,Paved,North-West,False,False,False,False,False
Hattiban,Lalitpur,"Hattiban, Lalitpur",3000000.0,3.2,9600000.0,10.0,Pitched,West,False,False,False,False,False
Sitapaila,Kathmandu,"Sitapaila, Kathmandu",4700000.0,,,21.0,Pitched,North,False,False,False,False,False
Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",6600000.0,,,12.0,Pitched,East,False,False,False,False,False
Ramkot,Kathmandu,"Ramkot, Kathmandu",3100000.0,3.3,10230000.0,,,,False,False,False,False,False
Gothatar,Kathmandu,"Gothatar, Kathmandu",3700000.0,,,13.0,Paved,North-East,False,False,False,False,False
Sallaghari,Bhaktapur,"Sallaghari, Bhaktapur",4000000.0,,,14.0,Pitched,North-East,False,False,False,False,False
Chaughada,Makwanpur,"Chaughada, Makwanpur",375586.8544600939,4.7,1765258.2159624414,20.0,Paved,South,False,False,False,True,False
Mandikhatar,Kathmandu,"Mandikhatar, Kathmandu",6000000.0,7.2,43200000.0,16.0,Pitched,South,False,False,False,False,False
Narayanthan,Kathmandu,"Narayanthan , Kathmandu",4600000.0,,,20.0,Pitched,East,False,False,False,False,False
Nikoshera,Bhaktapur,"Nikoshera, Bhaktapur",4500000.0,4.1,18450000.0,20.0,Paved,West,False,False,False,False,False
Duwakot,Bhaktapur,"Duwakot, Bhaktapur",2750000.0,,,20.0,Paved,South-East,False,False,False,False,False
Hattiban,Lalitpur,"Hattiban, Lalitpur",5700000.0,,,,,West,False,False,False,False,False
Hattiban,Lalitpur,"Hattiban, Lalitpur",5500000.0,12.2,67099999.99999999,12.0,Paved,North-West,False,False,False,False,False
Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",3600000.0,3.2,11520000.0,13.0,Paved,West,False,False,False,False,False
Gatthaghar,Bhaktapur,"Gatthaghar, Bhaktapur",5000000.0,3.1,15500000.0,13.0,Paved,East,False,False,False,False,False
Sukedhara,Kathmandu,"Sukedhara, Kathmandu",3700000.0,,,20.0,Pitched,South-East,False,False,False,False,False
Balkot,Bhaktapur,"Balkot, Bhaktapur",4500000.0,4.2,18900000.0,13.0,Paved,West,False,False,False,False,False
Khadka Gaun,Bhaktapur,"Khadka Gaun, Bhaktapur",2000000.0,,,20.0,Gravel,South,False,False,False,False,False
Khadka Gaun,Bhaktapur,"Khadka Gaun, Bhaktapur",2500000.0,3.1,7750000.0,20.0,Gravel,South,False,False,False,False,False
Bhatkeko Pool,Kathmandu,"Bhatkeko Pool, Kathmandu",5000000.0,4.2,21000000.0,13.0,Paved,South,False,False,False,False,False
Narayanthan,Kathmandu,"Narayanthan , Kathmandu",4000000.0,,,13.0,Pitched,South,False,False,False,False,False
Machhegaun,Kathmandu,"Machhegaun , Kathmandu",2500000.0,4.2,10500000.0,13.0,Paved,North-East,False,False,False,False,False
Kavresthali,Kathmandu,"Kavresthali, Kathmandu",3000000.0,,,10.0,Gravel,North-East,False,False,False,False,False
Kavresthali,Kathmandu,"Kavresthali, Kathmandu",950000.0,,,13.0,Paved,North-East,False,False,False,False,False
Chhabeli,Kathmandu,"Chhabeli, Kathmandu",2500000.0,,,15.0,Paved,North,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",3180000.0,,,13.0,Paved,,False,False,False,False,False
Naikap,Kathmandu,"Naikap, Kathmandu",2100000.0,,,13.0,Pitched,North-East,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",4000000.0,,,20.0,Paved,East,False,False,False,False,False
Itahari,Sunsari,"Itahari, Sunsari",30000000.0,0.16,4800000.0,16.0,Pitched,North,False,False,False,False,False
Chandol,Kathmandu,"Chandol, Kathmandu",7000000.0,,,13.0,Pitched,North,False,False,False,False,False
Khadka Gaun,Kathmandu,"Khadka Gaun, Kathmandu",4500000.0,5.3,23850000.0,13.0,Paved,South-East,False,False,False,False,False
Tinthana,Kathmandu,"Tinthana, Kathmandu",,16.2,,,Pitched,East,False,False,False,False,False
Bijeshwori,Kathmandu,"Bijeshwori, Kathmandu",7000000.0,,,20.0,Pitched,North-East,False,False,False,False,False
Katari,Udayapur,"Katari, Udayapur",,1.1,,20.0,Pitched,East,False,False,False,False,False
Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",6500000.0,,,13.0,Pitched,East,False,False,False,False,False
Raniban,Kathmandu,"Raniban, Kathmandu",5000000.0,,,13.0,Paved,South,False,False,False,False,False
Raniban,Kathmandu,"Raniban, Kathmandu",4500000.0,,,13.0,Pitched,South-East,False,False,False,False,False
Taulung,Kathmandu,"Taulung, Kathmandu",2800000.0,6.1,17080000.0,20.0,Paved,North-East,False,False,False,False,False
Hepali Height,Kathmandu,"Hepali Height, Kathmandu",8000000.0,,,16.0,Pitched,South,False,False,False,False,False
Bhangal,Kathmandu,"Bhangal , Kathmandu",3600000.0,3.3,11880000.0,13.0,Pitched,North,False,False,False,False,False
Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",7500000.0,3.1,23250000.0,,,South,False,False,False,False,False
Syuchatar,Kathmandu,"Syuchatar, Kathmandu",3900000.0,,,13.0,Pitched,East,False,False,False,False,False
Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2950000.0,,,13.0,Gravel,East,False,False,False,False,False
Sanepa,Lalitpur,"Sanepa, Lalitpur",7500000.0,,,20.0,Pitched,South,False,False,False,False,False
Pulchowk,Lalitpur,"Pulchowk, Lalitpur",,,,10.0,Pitched,South,False,False,False,False,False
Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4600000.0,,,10.0,Pitched,North-East,False,False,False,False,False
Phutung,Kathmandu,"Phutung, Kathmandu",1800000.0,,,10.0,Pitched,South,False,False,False,False,False
Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",3500000.0,3.3,11550000.0,20.0,Gravel,South,False,False,False,False,False
Srijananagar,Bhaktapur,"Srijananagar, Bhaktapur",2990000.0,4.1,12258999.999999998,,,South,False,False,False,False,False
Sitapaila,Kathmandu,"Sitapaila, Kathmandu",7000000.0,5.3,37100000.0,22.0,Pitched,,False,False,False,False,False
Samakhushi Chowk,Kathmandu,"Samakhushi Chowk, Kathmandu",7000000.0,,,13.0,Pitched,,False,False,False,False,False
