url,source,category,district,property_id,title,total_price_raw,property_type,property_face,year_built,road_type,negotiable,furnishing,city_area,pricing_raw,purpose,property_area,built_up_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,landmark,hospital,airport,pharmacy,bhatbhateni,school,college,gym,public_transport,police_station,pashupatinath,boudhanath,atm,hotel,restaurant,banquet,ward_office,neighborhood
https://lalpurjanepal.com.np/properties/bungalow-for-sale-at-sano-bharyang-3094,lalpurja,house,Kathmandu,3094,Property Details,6 Crore,Residential,South-East,2070,Blacktopped,Yes,Semi Furnished,"Kathmandu, Sanobharyang",6 Crore,Sale,7 Aana,4 aana,12 Feet,,2024 October 8,342.0,,,,Kamana College,,,,,,,,,,,,,,,,Nagarjun 2,Sanobharyang
https://lalpurjanepal.com.np/properties/house-sale-dallu-chautara-3093,lalpurja,house,Kathmandu,3093,Property Details,85 Lakh Per Aana,Semi-commercial,West,2050,Blacktopped,Yes,Semi Furnished,"Kathmandu, Dallu",85 Lakh Per Aana,Sale,18.5 Aana,4 aana,20 Feet,,2024 October 8,366.0,,,,Dallu Chautara,,,,,,,,,,,,,,,,KMC 15,Dallu
https://lalpurjanepal.com.np/properties/house-for-sale-budhanilkantha-3087,lalpurja,house,Kathmandu,3087,Property Details,8 Crore 50 Lakh,Residential,South-East,,Paved,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",8 Crore 50 Lakh,Sale,10.75 Aana,1700 square-feet,13 Feet,,2024 October 6,664.0,,,,Deuba Chowk,500m,,300m,,250m,250m,few minutes walking distance,300m,few minutes walking distance,,,250m,300m,few minutes walking distance,few minutes walking distance,,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-chabahil-3086,lalpurja,house,Kathmandu,3086,Property Details,2 Crore,Residential,North-East,,Paved,Yes,,"Kathmandu, Chabahil",2 Crore,Sale,2.1 Aana,,10 Feet,,2024 October 6,440.0,Kathmandu Metropolitan,07,,Medicare hospital,,,,,,,,,,,,,,,,,Chabahil
https://lalpurjanepal.com.np/properties/southwest-facing-house-sale-gothatar-kathmandu-3075,lalpurja,house,Kathmandu,3075,Property Details,2 Crore 90 Lakh,Residential,South-West,2081,Gravelled,Yes,Semi Furnished,"Kathmandu, Gothatar",2 Crore 90 Lakh,Sale,3.2 Aana,,20 Feet,,2024 October 4,257.0,Kageshwori Manohara,09,3 km,Mahantar Chowk,3.5 km,3.4 km,300 m,3.6 km,300 m,4 km,300 m,300 m,500 m,3.6 km,3.9 km,300 m,400 m,300 m,400 m,400 m,Gothatar
https://lalpurjanepal.com.np/properties/east-facing-house-sale-gothatar-kathamndu-3074,lalpurja,house,Kathmandu,3074,Property Details,3 Crore 40 Lakh,Residential,East,2081,Gravelled,Yes,Semi Furnished,"Kathmandu, Gothatar",3 Crore 40 Lakh,Sale,4.01 Aana,2719.43 square-feet,13 Feet,,2024 October 4,229.0,Kageshwori Manohora,09,3 km,Gothatar Marg,4 km,3.2 km,300 m,3.5 km,300 m,4 km,300 m,200 m,400 m,3.8 km,3.9 km,300 m,300 m,300 m,400 m,200 m,Gothatar
https://lalpurjanepal.com.np/properties/4-aana-2-paisa-house-sale-pepiscola-planning-kathmandu-3073,lalpurja,house,Kathmandu,3073,Property Details,4 Crore,Residential,East,2081,Blacktopped,No,Semi Furnished,"Kathmandu, Pepsicola",4 Crore,Sale,4.2 Aana,3488 square-feet,16 Feet,,2024 October 4,378.0,Kathmandu,35,3 km,Pepiscola Planning,3.6 km,4 km,300 m,4 km,300 m,4 km,300 m,200 m,300 m,4 km,4.5 km,300 m,300 m,300 m,300 m,1.3 km,Pepsicola
https://lalpurjanepal.com.np/properties/house-on-sale-at-kadaghari-kathmandu-3070,lalpurja,house,Kathmandu,3070,Property Details,3 Crore 25 Lakh,Residential,West,2081,Blacktopped,Yes,Semi Furnished,"Kathmandu, Kadaghari",3 Crore 25 Lakh,Sale,3.1 Aana,,13 Feet,,2024 October 4,478.0,Kageshwori Manohara,07,4 km,Sun City Planning,3.4 km,6.6 km,300 m,5.4 km,300 m,4 km,300 m,100 m,500 m,5.3 km,5 km,300 m,300 m,300 m,300 m,2 km,Kadaghari
https://lalpurjanepal.com.np/properties/3-aana-1-paisa-house-on-sale-at-sun-city-planning-kadaghari-kathmandu-3068,lalpurja,house,Kathmandu,3068,Property Details,2 Crore 95 Lakh,Residential,East,2081,Gravelled,Yes,Semi Furnished,"Kathmandu, Kadaghari",2 Crore 95 Lakh,Sale,3.1 Aana,2110 square-feet,13 Feet,,2024 October 4,200.0,Kageshwori Manohara,09,3 km,Chandra Surya Coloni | Sun City Planning,3.4 km,6.6 km,300 m,5.4 km,300 m,4 km,300 m,150 m,500 m,5.3 km,5.5 km,300 m,300 m,300 m,300 m,2 km,Kadaghari
https://lalpurjanepal.com.np/properties/east-facing-house-on-sale-sun-city-planning-kadaghari-kathmandu-3067,lalpurja,house,Kathmandu,3067,Property Details,2 Crore 95 Lakh,Residential,East,2081,Gravelled,Yes,Semi Furnished,"Kathmandu, Kadaghari",2 Crore 95 Lakh,Sale,3.25 Aana,2124 square-feet,13 Feet,,2024 October 4,225.0,Kageshwori Manohara,09,3 km,Chandrasurya Colony | Sun City Planning,3.4 km,6.6 km,300 m,5.4 km,300 m,4 km,300 m,150 m,600 m,5.3 km,5.6 km,300 m,300 m,300 m,300 m,2 km,Kadaghari
https://lalpurjanepal.com.np/properties/east-facing-house-on-sale-at-har-har-mahadev-kadaghari-kathmandu-3064,lalpurja,house,Kathmandu,3064,Property Details,2 Crore 65 Lakh,Residential,East,2081,Gravelled,Yes,Semi Furnished,"Kathmandu, Kadaghari",2 Crore 65 Lakh,Sale,3.1 Aana,,20 Feet,,2024 October 4,247.0,Kageshwori Manohara,07,4 km,Har Har Mahadev,800 m,4.5 km,300 m,4.2 km,200 m,1 km,300 m,300 m,1 km,4 km,5 km,300 m,300 m,300 m,400 m,1 km,Kadaghari
https://lalpurjanepal.com.np/properties/house-sale-raniban-3062,lalpurja,house,Kathmandu,3062,Property Details,4 Crore 50 Lakh,Residential,East,,Blacktopped,Yes,Unfurnished,"Kathmandu, Raniban",4 Crore 50 Lakh,Sale,4.5 Aana,,20 Feet,F 42 feet,2024 October 4,327.0,,,,,500m,13km,300m,3km,250m,250m,few minutes walking distance,300m,few minutes walking distance,13.5km,11km,300m,250m,few minutes walking distance,few minutes walking distance,,Raniban
https://lalpurjanepal.com.np/properties/farm-house-sale-swoyambhu-white-gumba-view-3054,lalpurja,house,Kathmandu,3054,Property Details,5 Crore 50 Lakh,Residential,South-West,,Gravelled,Yes,,"Kathmandu, Swayambhu",5 Crore 50 Lakh,Sale,21.5 Aana,,13 Feet,,2024 October 3,1840.0,Kathmandu,15,4km,,1km,14km,500m,5km,500m,500m,600m,500m,few minutes walking distance,14.5km,16km,few minutes walking distance,300m,few minutes walking distance,few minutes walking distance,few minutes walking distance,Swayambhu
https://lalpurjanepal.com.np/properties/house-for-sale-tarekeshwar-8-tusal-3053,lalpurja,house,Kathmandu,3053,Property Details,3 Crore 50 lakh,Residential,South,2020,Blacktopped,Yes,Semi Furnished,"Kathmandu, Balaju",3 Crore 50 lakh,Sale,4.5 Aana,4 aana,16 Feet,,2024 October 3,249.0,,,,Tusal Party Venue,3 km,14 Km,25 mtr,,1 km,3 km,,available,,,,,,,,,Balaju
https://lalpurjanepal.com.np/properties/house-kirtipur-3050,lalpurja,house,Kathmandu,3050,Property Details,2 Crore 50 Lakh,Residential,South-West,,Paved,Yes,Semi Furnished,"Kathmandu, Kirtipur",2 Crore 50 Lakh,Sale,4 Aana,,20 Feet,,2024 October 3,535.0,Kirtipur,04,,Kirtipur Dhalpa,Phect Nepal | 100 meter,4km,100m,500m,100m,100m,500m,50m,100m,,,,,,,,Kirtipur
https://lalpurjanepal.com.np/properties/house-for-sale-at-soalteemode-bafal-3049,lalpurja,house,Kathmandu,3049,Property Details,75 Lakh Per Aana,Residential,North,2056,Blacktopped,Yes,Semi Furnished,"Kathmandu, Bafal",75 Lakh Per Aana,Sale,13 Aana,,16 Feet,,2024 October 3,1017.0,,,,Hyatt Place,,,,,,,,,,,,,,,,KMC 13,Bafal
https://lalpurjanepal.com.np/properties/north-facing-house-sale-at-nayabasti-kathmandu-3047,lalpurja,house,Kathmandu,3047,Property Details,3 Crore 75 Lakh,Residential,North,2068,Blacktopped,Yes,Unfurnished,"Kathmandu, Jorpati",3 Crore 75 Lakh,Sale,5 Aana,,11 Feet,,2024 October 2,360.0,Gokarneshwor,06,2 km,Sarbashwor Maindir | Nayabasti,4 km,5.8 km,200 m,3.1 km,300 m,1 km,300 m,300 m,1.2 km,3 km,2.8 km,200 m,500 m,300 m,500 m,1.2 km,Jorpati
https://lalpurjanepal.com.np/properties/northeast-facing-house-sale-tejbinayak-gothatar-3046,lalpurja,house,Kathmandu,3046,Property Details,2 Crore 65 Lakh,Residential,North-East,2081,Soil Stabilized,Yes,Semi Furnished,"Kathmandu, Gothatar",2 Crore 65 Lakh,Sale,3 Aana,2051 square-feet,13 Feet,,2024 October 2,317.0,Kageshwori Manohar,08,2 km,"Tejbinayak, Gothatar",1.2 km,6.6 km,200 m,4.2 km,300 m,200 m,200 m,300 m,2 km,4.2 km,3.8 km,300 m,300 m,200 m,300 m,71 m,Gothatar
https://lalpurjanepal.com.np/properties/house-sale-raniban-3040,lalpurja,house,Kathmandu,3040,Property Details,3 Crore,Residential,North,,Blacktopped,Yes,Unfurnished,"Kathmandu, Raniban",3 Crore,Sale,3.2 Aana,,13 Feet,,2024 October 2,510.0,,,,,500m,,200m,,300m,300m,few minutes walking distance,250m,few minutes walking distance,,,200m,200m,few minutes walking distance,few minutes walking distance,,Raniban
https://lalpurjanepal.com.np/properties/house-for-sell-at-pepsikola-3038,lalpurja,house,Kathmandu,3038,Property Details,6 Crore,Residential,East,2080,Blacktopped,Yes,Full Furnished,"Kathmandu, Pepsicola",6 Crore,Sale,4.2 Aana,4 aana,16 Feet,,2024 October 2,501.0,kathmandu metropolitan,,50m,Airport,200m,1km,100m,2km,,,,50 m,100m,3km,4km,,,,,1km,Pepsicola
https://lalpurjanepal.com.np/properties/house-for-sell-at-tokha-3037,lalpurja,house,Kathmandu,3037,Property Details,2 Crore 30 Lakh,Residential,North-East,2078,Gravelled,Yes,Unfurnished,"Kathmandu, Tokha",2 Crore 30 Lakh,Sale,3.1 Aana,3 aana,20 Feet,,2024 October 2,387.0,Tokha,,,Near Bhutkhel Park,Grandi,,,,,,,,,,,,,,,,Tokha
https://lalpurjanepal.com.np/properties/house-kirtipur-machchhegaun-3036,lalpurja,house,Kathmandu,3036,Property Details,1 Crore 85 Lakh,Residential,South-West,,Soil Stabilized,Yes,Semi Furnished,"Kathmandu, Kirtipur",1 Crore 85 Lakh,Sale,3 Aana,855.625 square-feet,13 Feet,,2024 October 2,546.0,Kritipur,04,100m,Machchhegaun Buspark,100m,10km,10m,100m,200m,100m,50m,60m,500m,10km,14km,40m,50m,30m,300m,1km,Kirtipur
https://lalpurjanepal.com.np/properties/southwest-facing-house-on-sale-at-gothatar-kathmandu-3033,lalpurja,house,Kathmandu,3033,Property Details,2 Crore 40 Lakh,Residential,South-West,2078,Gravelled,No,Unfurnished,"Kathmandu, Gothatar",2 Crore 40 Lakh,Sale,3.2 Aana,,10 Feet,,2024 October 2,176.0,Kageshwori Manahora,08,4 km,"Tejbinayak, Pragati Tole",3 km,6 km,300 m,8 km,300 m,400 m,500 m,200 m,2 km,7 km,8 km,200 m,300 m,300 m,400 m,600 m,Gothatar
https://lalpurjanepal.com.np/properties/south-facing-beautiful-house-for-sale-in-samakhusi-ranibari-3029,lalpurja,house,Kathmandu,3029,Property Details,4 Crore 50 Lakh,Residential,South,2007,Gravelled,Yes,Full Furnished,"Kathmandu, Tokha",4 Crore 50 Lakh,Sale,5 Aana,3.5 aana,13 Feet,,2024 October 2,243.0,Tokha Municipality,,1km,Ranibari Gate,2km,7km,100m,3km,500m,700m,1km,500m,600m,6km,8km,300m,600m,300m,800m,1km,Tokha
https://lalpurjanepal.com.np/properties/house-for-sale-at-raniban-3027,lalpurja,house,Kathmandu,3027,Property Details,2 Crore 60 Lakh,Residential,South-East,,Blacktopped,Yes,Unfurnished,"Kathmandu, Raniban",2 Crore 60 Lakh,Sale,3 Sq. Ft.,,13 Feet,27,2024 October 1,269.0,,,,Raniban Buspark,400m,,300m,,250m,250m,few minutes walking distance,200m,few minutes walking distance,,,200m,200m,few minutes walking distance,few minutes walking distance,,Raniban
https://lalpurjanepal.com.np/properties/house-for-sale-at-raniban-3023,lalpurja,house,Kathmandu,3023,Property Details,6 Crore 50 Lakh,Residential,South-East,,Blacktopped,Yes,Semi Furnished,"Kathmandu, Raniban",6 Crore 50 Lakh,Sale,7 Aana,,26 Feet,,2024 October 1,246.0,,,,"Raniban, Buspark",200m,,200m,,250m,250m,few minutes walking distance,200m,few minutes walking distance,,,200m,200m,few minutes walking distance,few minutes walking distance,,Raniban
https://lalpurjanepal.com.np/properties/commercial-hotel-for-sale-at-gongabu-bus-park-3018,lalpurja,house,Kathmandu,3018,Property Details,7 Crore 50 lakh,Commercial,East,2020,Blacktopped,Yes,Full Furnished,"Kathmandu, Gongabu",7 Crore 50 lakh,Sale,3.75 Aana,,16 Feet,,2024 October 1,583.0,,,,BG Mall,,,,,,,,,,,,,,,,,Gongabu
https://lalpurjanepal.com.np/properties/house-for-sale-at-balaju-height-boharatar-3017,lalpurja,house,Kathmandu,3017,Property Details,45 Lakh Per Aana,Residential,West,2062,Blacktopped,Yes,,"Kathmandu, Bohoratar",45 Lakh Per Aana,Sale,13 Aana,,13 Feet,,2024 October 1,921.0,,,,Boharatar,,,,,,,,,,,,,,,,kmc 16,Bohoratar
https://lalpurjanepal.com.np/properties/house-for-sale-at-mhepi-3016,lalpurja,house,Kathmandu,3016,Property Details,3 Crore 50 Lakh,Semi-commercial,South-West,,Blacktopped,Yes,Semi Furnished,"Kathmandu, Mhepi",3 Crore 50 Lakh,Sale,4.25 Aana,,20 Feet,,2024 October 1,275.0,,,,Sorakhutte,,,,,,,,,,,,,,,,kmc 16,Mhepi
https://lalpurjanepal.com.np/properties/house-for-sale-at-nayabuspark-3008,lalpurja,house,Kathmandu,3008,Property Details,3 Crore 25 lakh,Semi-commercial,South,2074,Blacktopped,Yes,Unfurnished,"Kathmandu, Gongabu",3 Crore 25 lakh,Sale,2.5 Aana,2.5 aana,12 Feet,,2024 September 30,232.0,,,,400m,1 km,,100m,Balaju,100m,,,,,,,,,,,,Gongabu
https://lalpurjanepal.com.np/properties/house-for-sale-at-dhumbarahi-3001,lalpurja,house,Kathmandu,3001,Property Details,5 Crore 50 Lakh,Residential,North-West,,Blacktopped,Yes,Unfurnished,"Kathmandu, Dhumbarahi",5 Crore 50 Lakh,Sale,5.2 Aana,2500 square-feet,26 Feet,,2024 September 30,196.0,,,,Dhumbarahi Secondary School,,,,,,,,,,,,,,,,,Dhumbarahi
https://lalpurjanepal.com.np/properties/25-floor-house-on-sale-at-kadaghari-kathmandu-2996,lalpurja,house,Kathmandu,2996,Property Details,2 Crore 55 Lakh,Residential,West,2079,Blacktopped,Yes,Unfurnished,"Kathmandu, Kadaghari",2 Crore 55 Lakh,Sale,3.32 Aana,2026.17 square-feet,20 Feet,F 28 Feet,2024 September 29,657.0,Kageshwori Manohara,08,4 Km,Force Park | Darbar Planning,1.2 km,6.8 km,300m,5.9 km,300 m,300 m,300 m,50 m,400 m,3.8 km,4km,300 m,300 m,300 m,300 m,1.3 km,Kadaghari
https://lalpurjanepal.com.np/properties/house-for-sale-at-tarkeshwor-2994,lalpurja,house,Kathmandu,2994,Property Details,3 Crore 20 Lakh,Residential,East,,Blacktopped,Yes,Unfurnished,"Kathmandu, Tarkeshwor",3 Crore 20 Lakh,Sale,5 Aana,,16 Feet,,2024 September 29,284.0,,,,,,,,,,,,,,,,,,,,,Tarkeshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-baneshwor-2991,lalpurja,house,Kathmandu,2991,Property Details,6 Crore,Residential,South,,Blacktopped,Yes,,"Kathmandu, Mid Baneshowr",6 Crore,Sale,5 Aana,4 aana,13 Feet,,2024 September 29,192.0,Baneshwor,31,,Bhimsengola Marg | Prime television,200m,1km,100m,1km,200m,200m,,100m,,1km,2km,,,,,300m,Mid Baneshowr
https://lalpurjanepal.com.np/properties/house-for-sale-at-baneshwor-2990,lalpurja,house,Kathmandu,2990,Property Details,5 Crore 50 Lakh,Residential,East,,Blacktopped,Yes,,"Kathmandu, Mid Baneshowr",5 Crore 50 Lakh,Sale,7.5 Aana,,13 Feet,,2024 September 29,385.0,,,,Sachetak marg,200m,1km,100m,1km,100m,100m,,,,,,,,,,31,Mid Baneshowr
https://lalpurjanepal.com.np/properties/house-for-sale-at-tarkeshwor-2989,lalpurja,house,Kathmandu,2989,Property Details,1 Crore 60 Lakh,Residential,South,2023,Blacktopped,Yes,Unfurnished,"Kathmandu, Tarkeshwor",1 Crore 60 Lakh,Sale,3 Aana,,16 Feet,,2024 September 29,742.0,,,,Basnet Cottage,,,,,,,,,,,,,,,,,Tarkeshwor
https://lalpurjanepal.com.np/properties/house-for-sale-at-jorpati-2987,lalpurja,house,Kathmandu,2987,Property Details,9 Crore,Residential,South-East,,Blacktopped,Yes,Semi Furnished,"Kathmandu, Jorpati",9 Crore,Sale,11 Aana,,20 Feet,,2024 September 29,777.0,Gokarneswor,07,4km,Shiva chok,,6km,,3,500m,500m,,500m,500m,4km,2km,,,,,500m,Jorpati
https://lalpurjanepal.com.np/properties/house-on-sale-at-baneshwor-2983,lalpurja,house,Kathmandu,2983,Property Details,1 Crore 90 lakh,Residential,South,,Blacktopped,No,,"Kathmandu, Baneshwor",1 Crore 90 lakh,Sale,2.2 Aana,,22 Feet,20,2024 September 29,665.0,,,,"Kali marg , Nearby uniglobe college",200m,1.5km,100m,1km,100m,100m,,200m,,1.5km,,,,,,31,Baneshwor
https://lalpurjanepal.com.np/properties/south-facing-beautiful-house-for-sale-in-manmaiju-2981,lalpurja,house,Kathmandu,2981,Property Details,2 Crore 30 Lakh,Residential,South,2018,alley,Yes,Full Furnished,"Kathmandu, Tarkeshwor",2 Crore 30 Lakh,Sale,3 Aana,,13 Feet,,2024 September 28,231.0,tarkeshwor municipality,,,Ghale Pul,500m,10km,100m,2km,50m,50m,20m,50m,60m,9km,15km,20m,50m,20m,50m,500m,Tarkeshwor
https://lalpurjanepal.com.np/properties/east-facing-modern-design-house-for-sale-in-tarakeshwar-2978,lalpurja,house,Kathmandu,2978,Property Details,4 Crore 50 Lakh,Residential,East,2021,Soil Stabilized,Yes,Full Furnished,"Kathmandu, Tarakeshwar",4 Crore 50 Lakh,Sale,6 Aana,,13 Feet,,2024 September 28,171.0,Tarakeshwar municipality,,,United School,1Km,14 Km,500m,4KM,600m,1.5Km,300m,100m,500m,13Km,15km,800m,100m,50m,700m,1.5km,Tarakeshwar
https://lalpurjanepal.com.np/properties/land-for-sale-at-sukedhara-2977,lalpurja,house,Kathmandu,2977,Property Details,1 Crore 35 Lakh Per Aana,Residential,West,,Blacktopped,Yes,,"Kathmandu, Sukedhara",1 Crore 35 Lakh Per Aana,Sale,5 Aana,,36 Feet,,2024 September 28,319.0,Kathmandu metropolitan,04,,Rajdhani Petrol Pump,,,,,,,,,,,,,,,,,Sukedhara
https://lalpurjanepal.com.np/properties/5-aana-3-daam-house-on-sale-at-suncity-chowk-kadaghari-kathmandu-2975,lalpurja,house,Kathmandu,2975,Property Details,3 Crore 50 Lakh,Residential,West,2073,Blacktopped,Yes,Unfurnished,"Kathmandu, Kadaghari",3 Crore 50 Lakh,Sale,5.18 Aana,2650 square-feet,13 Feet,F 38 Feet,2024 September 27,700.0,Kageshwori Monahara,09,2.5 km,Kadaghari | Suncity Chowk,2 km,6.6 km,300 m,5.4 km,300 m,300 m,300 m,50 m,500 m,5.3 km,5 km,300 m,400 m,300 m,300 m,1.2 km,Kadaghari
https://lalpurjanepal.com.np/properties/semi-banglow-on-sale-at-budhanilkantha-2963,lalpurja,house,Kathmandu,2963,Property Details,5 Crore 75 Lakh,Residential,North-West,2081,Paved,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",5 Crore 75 Lakh,Sale,6 Aana,,16 Feet,,2024 September 26,386.0,,,,"Galfutar, Budhanilkantha",5 minutes walking distance,6 km,5 minutes walking distance,2 km,5 minutes walking distance,1 km,5 minutes walking distance,5 minutes walking distance,,8 km,6 km,5 minutes walking distance,15 minutes walking distance,5 minutes walking distance,,,Budhanilkantha
https://lalpurjanepal.com.np/properties/bungalow-for-sale-at-budhanilkantha-2956,lalpurja,house,Kathmandu,2956,Property Details,10 Crore 50 Lakh,Residential,South-West,,Blacktopped,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",10 Crore 50 Lakh,Sale,17 Aana,,16 Feet,,2024 September 26,834.0,,,,,,,,,,,,,,,,,,,,,Budhanilkantha
https://lalpurjanepal.com.np/properties/budget-friendly-house-for-sale-in-kirtipur-height-2955,lalpurja,house,Kathmandu,2955,Property Details,2 Crore 35 Lakh,Residential,North-East,2022,Gravelled,Yes,Semi Furnished,"Kathmandu, Kirtipur",2 Crore 35 Lakh,Sale,4 Aana,2500 square-feet,10 Feet,30*45,2024 September 26,956.0,,,,Janasewa school,Phect hospital,,near by,,Ujjal school,,near by,near by,,,,,,,,5,Kirtipur
https://lalpurjanepal.com.np/properties/west-facing-house-on-sale-at-force-park-kadaghari-kathmandu-2942,lalpurja,house,Kathmandu,2942,Property Details,2 Crore 75 Lakh,Residential,West,2080,Gravelled,Yes,Full Furnished,"Kathmandu, Kadaghari",2 Crore 75 Lakh,Sale,3.12 Aana,,13 Feet,,2024 September 25,306.0,,,,"Rayamajhi Tole, Force Park, Kadaghari",1.2 km,6.8 km,300 m,5.9 km,300 m,300 m,300 m,50 m,400 m,3.8 km,4 km,300 m,300 m,300 m,300 m,1.3 km,Kadaghari
https://lalpurjanepal.com.np/properties/4-aana-house-on-sale-at-shreejana-tole-mulpani-kathmandu-2941,lalpurja,house,Kathmandu,2941,Property Details,2 Crore 95 Lakh,Residential,South,2081,Gravelled,Yes,Semi Furnished,"Kathmandu, Mulpani",2 Crore 95 Lakh,Sale,4 Aana,,13 Feet,,2024 September 25,745.0,Kageshwori Manohara,06,6 Km,"Shreejana tole, Mulpani",1.5 km,6 km,200 m,5 km,300 m,300 m,200 m,150 m,1.8 km,5 km,6 km,300 m,300 m,200 m,300 m,800 m,Mulpani
https://lalpurjanepal.com.np/properties/east-facing-house-on-sale-at-jambu-dada-jorpati-kathmandu-2940,lalpurja,house,Kathmandu,2940,Property Details,2 Crore,Residential,East,2071,Blacktopped,Yes,Unfurnished,"Kathmandu, Jorpati",2 Crore,Sale,2.3 Aana,1650 square-feet,10 Feet,,2024 September 25,696.0,Gokarnashwor,05,3.5 km,Jambu Dada | Jorpati,3 Km,5.8 km,300 m,2.3 km,300 m,800 m,300 m,50 m,100 m,2.7 km,2 km,300 m,300 m,300 m,300 m,1 km,Jorpati
https://lalpurjanepal.com.np/properties/house-for-sale-at-bafal-2938,lalpurja,house,Kathmandu,2938,Property Details,2 crore 91 lakhs,Residential,South,,Gravelled,Yes,Semi Furnished,"Kathmandu, Bafal",2 crore 91 lakhs,Sale,3.5 Aana,3 aana,13 Feet,f 30,2024 September 25,423.0,Kathmandu mahanagar,13,150m,Bafal Chowk,400m,7km,200m,few minutes walking distance,200m,250m,300m,200m,300m,5km,5km,150m,100m,200m,400m,600m,Bafal
https://lalpurjanepal.com.np/properties/house-for-sale-at-ramkot-2937,lalpurja,house,Kathmandu,2937,Property Details,2 Crore 80 Lakh,Residential,North-East,,Soil Stabilized,Yes,Unfurnished,"Kathmandu, Nagarjun",2 Crore 80 Lakh,Sale,4 Aana,,13 Feet,,2024 September 25,300.0,,,,Civil Home Height,400m,11.5km,200m,few minutes walking distance,200m,250m,few minutes walking distance,300m,1km,11km,,300m,300m,few minutes walking distance,few minutes walking distance,,Nagarjun
https://lalpurjanepal.com.np/properties/bungalow-house-for-sale-at-budhanilkantha-2932,lalpurja,house,Kathmandu,2932,Property Details,13 Crore,Residential,North,,Blacktopped,Yes,Semi Furnished,"Kathmandu, Budhanilkantha",13 Crore,Sale,1 Ropani,,26 Feet,,2024 September 25,587.0,,,,Pasikot,200m,11km,100m,5km,200m,200m,100m,50m,few minutes walking distance,11.5km,8km,150m,150m,200m,350m,,Budhanilkantha
https://lalpurjanepal.com.np/properties/house-for-sale-at-samakhusi-2931,lalpurja,house,Kathmandu,2931,Property Details,4 Crore,Residential,South-East,,Blacktopped,Yes,Unfurnished,"Kathmandu, Samakhusi",4 Crore,Sale,4 Aana,,13 Feet,,2024 September 25,742.0,,,,Grande Hospital,200m,,150m,,200m,200m,few minutes walking distance,200m,few minutes walking distance,,,200m,200m,250m,few minutes walking distance,,Samakhusi
https://lalpurjanepal.com.np/properties/north-face-house-on-sale-at-green-hill-city-mulpani-2929,lalpurja,house,Kathmandu,2929,Property Details,4 Crore 75 Lakh,Residential,North,2075,Blacktopped,Yes,Semi Furnished,"Kathmandu, Mulpani",4 Crore 75 Lakh,Sale,8.2 Paisa,2532.19 square-feet,20 Feet,,2024 September 23,375.0,Kageshwori Manohara,07,4 km,Green Hill City Mulpani,4.2 km,7.4 km,200 m,4.3 km,1.2 km,1.2 km,300 m,750 m,3.7 km,4.3 km,3.9 km,300 m,1 km,300 m,300 m,1 km,Mulpani
https://lalpurjanepal.com.np/properties/east-facing-house-on-sale-at-green-hill-city-housing-mulpani-2928,lalpurja,house,Kathmandu,2928,Property Details,4 Crore 22 Lakh,Residential,East,2075,Blacktopped,Yes,Semi Furnished,"Kathmandu, Mulpani",4 Crore 22 Lakh,Sale,6.2 Aana,2491.37 square-feet,20 Feet,,2024 September 23,303.0,Kageshwori Manohara,07,4 km,Green Hill City Mulpani,4.2 km,7.4 km,200 m,4.3 km,1.2 km,1.2 km,200 m,3.7 km,3.7 km,4.3 km,3.9 km,300 m,1 km,200 m,300 m,1 km,Mulpani
https://lalpurjanepal.com.np/properties/5-aana-2-paisa-house-on-sale-at-green-hill-city-mulpani-2927,lalpurja,house,Kathmandu,2927,Property Details,3 Crore 59 Lakh,Residential,North,2075,Blacktopped,Yes,Semi Furnished,"Kathmandu, Mulpani",3 Crore 59 Lakh,Sale,5.5 Aana,2108.89 square-feet,20 Feet,,2024 September 23,759.0,Kageshwori Manohara,07,4 km,"Green Hill City, Mulpani",4.2 km,7.4 km,200 m,4.3 km,1.2 km,1.2 km,200 m,750 m,3.7 km,4.3 km,3.9 km,300 m,1 km,200 m,300 m,1 km,Mulpani
https://lalpurjanepal.com.np/properties/north-facing-house-on-sale-at-green-hill-city-mulpani-2926,lalpurja,house,Kathmandu,2926,Property Details,4 Crore 50 lakh,Residential,North,2075,Blacktopped,Yes,Full Furnished,"Kathmandu, Mulpani",4 Crore 50 lakh,Sale,5.3 Aana,2898.04 square-feet,20 Feet,,2024 September 23,226.0,Kageshwori Manohara,07,4.5 km,Mulpani | Green Hill City Housing,4.2 km,7.4 km,200 m,4.3 km,1.2 km,1.2 km,200 m,750 m,3.7 km,4.3 km,3.9 km,300 m,1 km,200 m,300 m,1 km,Mulpani
