url,source,district,property_id,title,property_type,property_face,road_type,negotiable,city_area,pricing_raw,purpose,property_area,road_access,dimension,date_posted,views,municipality,ward_no,ring_road,neighborhood,landmark,hospital,airport,pharmacy,bhatbhateni,school,public_transport,police_station,pashupatinath,boudhanath,ward_office
https://lalpurjanepal.com.np/properties/land-for-sale-at-goldhunga-tarkeshwor-4922,lalpurja,Kathmandu,4922,Property Details,Residential,West,Gravelled,Yes,"Kathmandu, Tarkeshwor",36 Lakh Per Aana,Sale,5 Aana,12 Feet,F 36 Feet,2025 January 22,257,Tarkeshwor,05,3km,Tarkeshwor,Goldhunga Buspark,3km,13km,300m,3km,500m,300m,1km,12km,14km,1km
https://lalpurjanepal.com.np/properties/land-for-sale-at-makalbari-4921,lalpurja,Kathmandu,4921,Property Details,Residential,North-East,Blacktopped,Yes,"Kathmandu, Makalbari",43 Lakh Per Aana,Sale,11 Aana,13 Feet,F 28 Feet,2025 January 22,215,Gokarneswor,08,5km,Makalbari,Makalbari Bus park,1km,6km,500m,4km,1km,500m,500m,5km,3km,1km
https://lalpurjanepal.com.np/properties/land-for-sale-at-green-hill-city-4918,lalpurja,Kathmandu,4918,Property Details,Residential,East,Blacktopped,Yes,"Kathmandu, Greenhill City",55 Lakh per Aana,Sale,10 Aana,20 Feet,F 28 Feet,2025 January 22,521,Kageswori Manohara,06,4km,Greenhill City,Green hill City,1 km,6km,500m,4km,500m,500m,500m,5km,3km,1km
https://lalpurjanepal.com.np/properties/5-aana-3-paisa-land-for-sale-at-mantar-gothatar-kathmandu-4914,lalpurja,Kathmandu,4914,Property Details,Commercial,South-West,Blacktopped,Yes,"Kathmandu, Gothatar",60 Lakh Per Aana,Sale,5.75 Aana,26 Feet,F 48 Feet | B 46 Feet | L 34 Feet | R 52 Feet,2025 January 21,255,Kageshwori Manohara,08,4km,Gothatar,Gothatar | Mantar,4km,3.2km,200m,5km,300m,200m,2km,3.8km,3.7km,200m
https://lalpurjanepal.com.np/properties/land-for-sale-at-budhanilkantha-4912,lalpurja,Kathmandu,4912,Property Details,Residential,North,alley,Yes,"Kathmandu, Budhanilkantha",45 Lakh Per Aana,Sale,8.5 Sq. Ft.,13 Feet,F 38 Feet,2025 January 21,261,Budhanilkantha,06,100m,Budhanilkantha,Rudreshwor Chowk,500m,8km,200m,2km,500m,100m,500m,7km,7km,800m
https://lalpurjanepal.com.np/properties/land-for-sale-at-budhanilkantha-4877,lalpurja,Kathmandu,4877,Property Details,Residential,Save Property,Blacktopped,Yes,"Kathmandu, Budhanilkantha",20 Lakh Per Aana,Sale,19 Aana,13 Feet,F 40 Feet,2025 January 20,382,Budhanilkantha,08,1.5km,Budhanilkantha,Bhangal | Khatri Gaun,1km,7km,200m,2km,800m,300m,500m,6km,6km,1km
https://lalpurjanepal.com.np/properties/land-for-sale-at-chabahil-chuchepati-4859,lalpurja,Kathmandu,4859,Property Details,Commercial,South-East,Blacktopped,Yes,"Kathmandu, Chabahil",80 Lakh Per Aana,Sale,9 Ropani,25 Feet,F55feet,2025 January 19,782,Kathmandu,06,4km,Chabahil,Chuchepati,1km,4km,500m,1km,100m,50m,1.7km,3km,2km,2km
https://lalpurjanepal.com.np/properties/land-for-sale-at-nepaltar-shivamandir-4850,lalpurja,Kathmandu,4850,Property Details,Residential,South,Gravelled,Yes,"Kathmandu, Nepaltar",25 Lakh Per Aana,Sale,7 Aana,13 Feet,F 55 Feet,2025 January 18,334,Manamaiju,08,3km,Nepaltar,Shiva Mandir | Tusal Ground,1km,8km,100m,3km,100m,10m,100m,7km,7.7km,2km
https://lalpurjanepal.com.np/properties/land-for-sale-at-budhanilkantha-4840,lalpurja,Kathmandu,4840,Property Details,Residential,North-West,Soil Stabilized,Yes,"Kathmandu, Budhanilkantha",32 Lakh Per Aana,Sale,5.5 Aana,13 Feet,"F 47 Feet, B 43 Feet, R 43 Feet, L 43 Feet",2025 January 17,365,Budhanilkantha,13,1km,Budhanilkantha,Chunikhel Dada,1km,8km,200m,2km,500m,200m,500m,7km,6km,500m
https://lalpurjanepal.com.np/properties/nepaltar-tarkeshwor-4824,lalpurja,Kathmandu,4824,Property Details,Residential,East,Blacktopped,Yes,"Kathmandu, Tarkeshwor",40 Lakh Per Aana,Sale,4.25 Aana,13 Feet,F 32 Feet,2025 January 17,203,Tarkeshwor,08,2km,Tarkeshwor,Nepaltar,2km,12km,100m,2km,1km,50m,500m,11km,13km,500m
