category,title,district,neighborhood,location_raw,total_price,price_per_aana,land_area_aana,build_up_area,floors,facing,road_width_feet,bedrooms,bathrooms,parking_cars,parking_bikes,built_year_ad,house_age,is_under_construction,amenity_count,has_modular_kitchen,has_parquet,has_drainage,has_solar,has_parking,has_garden,is_wide_road,is_commercial_suspect,is_area_estimated,luxury_score,log_price,price_segment,is_incomplete_listing
house,"Beautiful house on sale in Panityanki, Mahankal",Kathmandu,Mahankal,"Mahankal, Kathmandu",33500000.0,8375000.0,4.0,2395.75,2.5,North,20.0,4.0,3.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.32705602664604,High-End,0
house,Residential house for sale at Dhumbarahi,Kathmandu,Dhumbarahi,"Dhumbarahi, Kathmandu",33000000.0,7857142.857142857,4.2,2515.54,2.5,East,10.0,5.0,4.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,0,False,False,True,2,17.312018149733785,High-End,1
house,"House on sale near Rai School, Narayantar",Kathmandu,Narayantar,"Narayantar, Kathmandu",30000000.0,9375000.0,3.2,2299.92,3.0,South,13.0,6.0,3.0,0.0,0.0,2019.0,6.0,False,6,0,0,1,0,1,0,False,False,True,2,17.216707972959764,Mid-Range,0
house,"Semi furnished house for sale in Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",46500000.0,9300000.0,5.0,2994.69,2.5,South,16.0,5.0,4.0,0.0,0.0,2014.0,11.0,False,4,0,0,1,0,1,0,False,False,True,2,17.65496289206296,Ultra-Luxury,0
house,"House on sale in Narayantar, Kathmandu",Kathmandu,Narayantar,"Narayantar, Kathmandu",24000000.0,8000000.0,3.0,2156.17,3.0,South,11.0,6.0,3.0,0.0,0.0,2010.0,15.0,False,4,0,0,1,0,1,0,False,False,True,2,16.993564429978885,Budget,0
house,"House on sale at Bhairabchaur, Gokarneshwor",Kathmandu,Bhairabchaur,"Bhairabchaur, Kathmandu",35000000.0,3431372.549019608,10.2,4000.0,3.5,South,12.0,5.0,4.0,0.0,0.0,2021.0,4.0,False,5,0,0,1,0,1,0,False,False,False,2,17.370858648025116,High-End,1
house,New built house on sale in Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",32000000.0,8000000.0,4.0,2395.75,2.5,North,13.0,6.0,4.0,0.0,0.0,2011.0,14.0,False,4,0,0,1,0,1,0,False,False,True,2,17.281246492014,Mid-Range,0
house,"Luxurious Houses available at Downtown Residency, Dhapakhel",Lalitpur,Nagdaha,"Nagdaha, Lalitpur",33000000.0,10312500.0,3.2,2460.0,2.5,North,20.0,4.0,4.0,0.0,0.0,2020.0,5.0,False,11,1,1,1,0,1,1,False,False,False,5,17.312018149733785,High-End,0
house,House for sale at Sorhakhutte,Kathmandu,Sorhakhutte,"Sorhakhutte, Kathmandu",47500000.0,9500000.0,5.0,4080.0,3.5,South,12.0,9.0,4.0,0.0,0.0,2021.0,4.0,False,11,1,0,0,0,1,0,False,False,False,2,17.6762402900575,Ultra-Luxury,0
house,Beautiful house on sale at Raniban,Kathmandu,Raniban,"Raniban, Kathmandu",28000000.0,8000000.0,3.5,1900.0,2.5,South,20.0,6.0,4.0,0.0,0.0,1997.0,28.0,False,9,1,1,1,0,1,0,False,False,False,4,17.147715103853763,Mid-Range,0
house,"House on sale in Dhapasi, Kathmandu",Kathmandu,Dhapasi,"Dhapasi, Kathmandu",37500000.0,6250000.0,6.0,3593.62,2.5,East,15.0,4.0,4.0,0.0,0.0,2023.0,2.0,False,4,0,0,1,0,1,0,False,False,True,2,17.439851517607305,High-End,0
house,"Beautiful house for sale in Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",29000000.0,9062500.0,3.2,1916.6,2.5,North,12.0,6.0,5.0,0.0,0.0,2021.0,4.0,False,4,0,0,1,0,1,0,False,False,True,2,17.182806422433504,Mid-Range,0
house,"House on sale near Shemrock School, Gongabu",Kathmandu,Gongabu,"Gongabu, Kathmandu",37000000.0,7400000.0,5.0,2395.75,2.0,West,10.0,4.0,2.0,0.0,0.0,2021.0,4.0,False,6,0,0,1,0,1,0,False,False,True,2,17.426428497635523,High-End,0
house,"House on sale at Sampang Chowk, Lalitpur",Lalitpur,Sampang Chowk,"Sampang Chowk, Lalitpur",38500000.0,7403846.153846154,5.2,3114.47,2.5,South,13.0,5.0,5.0,0.0,0.0,2021.0,4.0,False,6,0,0,1,0,1,0,False,False,True,2,17.46616882523204,High-End,0
house,Brand new bungalow house for sale at Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",47500000.0,11046511.627906978,4.3,2575.43,2.5,South,15.0,5.0,5.0,0.0,0.0,2020.0,5.0,False,6,0,0,1,0,1,0,False,False,True,2,17.6762402900575,Ultra-Luxury,0
house,"House on sale near Panchakanya School, Baluwatar",Kathmandu,Baluwatar,"Baluwatar, Kathmandu",71500000.0,11916666.666666666,6.0,5031.07,3.5,East,12.5,8.0,7.0,0.0,0.0,2017.0,8.0,False,7,0,1,1,0,1,0,False,False,True,3,18.08520802165025,Ultra-Luxury,0
house,"House on sale in Ganeshchowk, Budhanilkantha",Kathmandu,Ganesh Chowk,"Ganesh Chowk, Kathmandu",62000000.0,10163934.426229509,6.1,3653.52,2.5,South,15.0,6.0,5.0,0.0,0.0,2018.0,7.0,False,5,0,0,1,0,1,0,False,False,True,2,17.9426449591384,Ultra-Luxury,0
house,"Semi bungalow house for sale in Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",45000000.0,9000000.0,5.0,2994.69,2.5,West,13.0,6.0,5.0,0.0,0.0,2021.0,4.0,False,4,0,0,1,0,0,0,False,False,True,1,17.622173069956816,High-End,0
house,"Beautiful house on sale in Budhanilkantha, kathmandu",Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",37500000.0,8928571.42857143,4.2,2515.54,2.5,South,13.0,5.0,5.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,17.439851517607305,High-End,0
house,"House for sale near Mediciti Hospital, Nakkhu",Lalitpur,Nakkhu,"Nakkhu, Lalitpur",31000000.0,7380952.380952381,4.2,2515.54,2.5,North,16.5,6.0,5.0,0.0,0.0,2018.0,7.0,False,6,0,1,1,0,1,0,False,False,True,3,17.249497794707484,Mid-Range,0
house,"Brand new house for sale in Gwarko, Lalitpur",Lalitpur,Gwarko,"Gwarko, Lalitpur",35500000.0,8452380.952380951,4.2,1541.0,3.5,South,14.0,6.0,5.0,0.0,0.0,2017.0,8.0,False,11,1,1,1,0,1,1,False,False,False,5,17.385043282614657,High-End,0
house,"House on sale near ward office, Gothatar",Kathmandu,Gothatar,"Gothatar, Kathmandu",56000000.0,8000000.0,7.0,5869.59,3.5,West,14.0,7.0,6.0,0.0,0.0,2021.0,4.0,False,6,0,0,1,0,1,0,False,False,True,2,17.840862266556567,Ultra-Luxury,0
house,House on sale at Kalimati,Kathmandu,Kalimati,"Kalimati, Kathmandu",92500000.0,10054347.826086955,9.2,6612.27,3.0,South East,13.0,5.0,5.0,0.0,0.0,2000.0,25.0,False,5,0,0,1,0,1,0,False,False,True,2,18.342719213293464,Ultra-Luxury,0
house,"House for sale in Nalinchowk, Bhaktpur ",Bhaktapur,Nalinchwok,"Nalinchwok, Bhaktapur",11000000.0,3666666.6666666665,3.0,1796.81,2.5,North,8.0,3.0,3.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,16.213405921671733,Budget,0
house,"Bungalow for sale near Euro School, Ganesh Chowk",Kathmandu,Ganesh Chowk,"Ganesh Chowk, Kathmandu",70000000.0,8750000.0,8.0,4791.5,2.5,South,15.0,3.0,3.0,0.0,0.0,2017.0,8.0,False,7,0,0,1,0,1,0,False,False,True,2,18.064005814299346,Ultra-Luxury,0
house,"Residential house for sale in Grande Villa, Tokha",Kathmandu,Grande Villa,"Grande Villa, Kathmandu",39000000.0,9069767.441860463,4.3,1550.0,2.5,North,16.0,4.0,4.0,0.0,0.0,2021.0,4.0,False,5,0,0,1,0,1,0,False,False,False,2,17.479072229734946,High-End,0
house,"Beautiful bungalow for sale in Thecho, Lalitpur",Lalitpur,Thecho,"Thecho, Lalitpur",79500000.0,8833333.333333334,9.0,4200.0,3.0,South,15.5,5.0,5.0,0.0,0.0,2020.0,5.0,False,7,1,0,1,0,1,1,False,False,False,4,18.191267592203175,Ultra-Luxury,0
house,"Beautiful house on sale in Kharibot, Samakhusi",Kathmandu,Samakhushi Chowk,"Samakhushi Chowk, Kathmandu",33000000.0,8250000.0,4.0,2395.75,2.5,North,13.0,6.0,5.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,1,0,False,False,True,2,17.312018149733785,High-End,0
house,"Attractive house on sale in Aakasedhara, Kapan",Kathmandu,Aakasedhara,"Aakasedhara, Kathmandu",32000000.0,8000000.0,4.0,2395.75,2.5,East,15.0,5.0,4.0,0.0,0.0,2021.0,4.0,False,4,0,0,1,0,1,0,False,False,True,2,17.281246492014,Mid-Range,1
house,Brand new bungalow for sale in Dhumbarahi,Kathmandu,Dhumbarahi,"Dhumbarahi, Kathmandu",65000000.0,10833333.333333334,6.0,3593.62,2.5,South East,20.0,5.0,4.0,0.0,0.0,2020.0,5.0,False,7,0,1,1,0,1,0,False,False,True,3,17.989897843244528,Ultra-Luxury,0
house,"Brand new house on sale in Kharibot, Kapan",Kathmandu,Kharibot,"Kharibot, Kathmandu",23500000.0,7833333.333333333,3.0,2156.17,3.0,East,13.0,6.0,4.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,1,0,False,False,True,2,16.97251102166758,Budget,0
house,Modern bungalow for sale in Lazimpat,Kathmandu,Lazimpat,"Lazimpat, Kathmandu",130000000.0,10000000.0,13.0,7052.0,3.5,North West,30.0,5.0,5.0,0.0,0.0,2020.0,5.0,False,6,0,0,1,0,1,1,False,False,False,3,18.683045016112164,Ultra-Luxury,0
house,"Beautiful house for sale in Mandikhatar, Kathmandu",Kathmandu,Mandikhatar,"Mandikhatar, Kathmandu",38800000.0,7760000.0,5.0,2994.69,2.5,East,15.0,5.0,4.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,0,0,False,False,True,1,17.473930830366697,High-End,1
house,"House for sale in Ekatabasti, Jyotingar",Kathmandu,Sukedhara,"Sukedhara, Kathmandu",28500000.0,9500000.0,3.0,1796.81,2.5,South,20.0,5.0,4.0,0.0,0.0,2011.0,14.0,False,4,0,0,1,0,0,0,False,False,True,1,17.1654146803266,Mid-Range,1
house,"House for sale near Medicity Hospital,Lalitpur",Lalitpur,Nakkhu,"Nakkhu, Lalitpur",36000000.0,8780487.80487805,4.1,2524.0,3.0,North East,10.0,5.0,3.0,0.0,0.0,2002.0,23.0,False,5,0,0,1,0,1,0,False,False,False,2,17.399029524198163,High-End,0
house,"Beautiful house for sale at Ochu Height, Imadol",Lalitpur,Ochu Height,"Ochu Height, Lalitpur",22500000.0,7031250.0,3.2,1916.6,2.5,West,13.0,4.0,5.0,0.0,0.0,1993.0,32.0,False,5,0,0,1,0,1,0,False,False,True,2,16.929025911619092,Budget,0
house,"House on sale in Kamalpokhari, Imadol",Lalitpur,Imadol,"Imadol, Lalitpur",25000000.0,8064516.129032258,3.1,1485.37,2.0,North,16.0,4.0,4.0,0.0,0.0,2022.0,3.0,False,4,0,0,1,0,0,0,False,False,True,1,17.034386422832473,Budget,0
house,Brand new house on sale at Tikathali,Lalitpur,Tikathali,"Tikathali, Lalitpur",23000000.0,7666666.666666667,3.0,1796.81,2.5,South East,13.0,6.0,5.0,0.0,0.0,2021.0,4.0,False,6,0,0,1,0,1,0,False,False,True,2,16.951004817371683,Budget,0
house,Single storey house on sale at Tikathali,Lalitpur,Tikathali,"Tikathali, Lalitpur",15000000.0,5000000.0,3.0,718.72,1.0,North,13.0,2.0,2.0,0.0,0.0,2017.0,8.0,False,4,0,0,1,0,1,0,False,False,True,2,16.52356082573315,Budget,0
house,Attractive house on sale at Imadol,Lalitpur,Imadol,"Imadol, Lalitpur",30000000.0,9375000.0,3.2,1916.6,2.5,West,13.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,0,False,False,True,2,17.216707972959764,Mid-Range,0
house,"House on sale at Mount View Residency, Hattiban",Lalitpur,Hattiban,"Hattiban, Lalitpur",35000000.0,10937500.0,3.2,1916.6,2.5,North,22.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,6,0,0,1,0,1,1,False,False,True,3,17.370858648025116,High-End,0
house,Residential house for sale at Hattiban,Lalitpur,Hattiban,"Hattiban, Lalitpur",25000000.0,7812500.0,3.2,1916.6,2.5,South,13.0,5.0,2.0,0.0,0.0,2020.0,5.0,False,6,0,0,1,0,1,0,False,False,True,2,17.034386422832473,Budget,0
house,Residential house on sale at Tikathali,Lalitpur,Tikathali,"Tikathali, Lalitpur",19500000.0,8863636.363636363,2.2,1317.66,2.5,South,13.0,5.0,5.0,0.0,0.0,2013.0,12.0,False,6,0,0,1,0,1,0,False,False,True,2,16.785925074816024,Budget,0
house,Beautiful house for sale at Imadol,Lalitpur,Imadol,"Imadol, Lalitpur",37500000.0,9375000.0,4.0,2395.75,2.5,South,13.0,4.0,4.0,0.0,0.0,2022.0,3.0,False,4,0,0,1,0,1,0,False,False,True,2,17.439851517607305,High-End,0
house,Residential house for sale at Tikathali,Lalitpur,Tikathali,"Tikathali, Lalitpur",19500000.0,8863636.363636363,2.2,1317.66,2.5,South,13.0,4.0,4.0,0.0,0.0,2018.0,7.0,False,5,0,0,1,0,1,0,False,False,True,2,16.785925074816024,Budget,0
house,"Beautiful house for sale in Tenzing Chowk, Kapan",Kathmandu,Kapan,"Kapan, Kathmandu",38500000.0,7549019.607843137,5.1,3054.58,2.5,South East,13.0,6.0,5.0,0.0,0.0,2011.0,14.0,False,4,0,0,1,0,0,0,False,False,True,1,17.46616882523204,High-End,0
house,"House on sale in Bulbule, Chabahil",Kathmandu,Chabahil,"Chabahil, Kathmandu",21500000.0,4134615.384615385,5.2,3114.47,2.5,South East,5.0,5.0,2.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,16.88356353960952,Budget,0
house,"Semi furnished house on sale in Chapali Height, Budhanilkantha",Kathmandu,Chapali,"Chapali, Kathmandu",33500000.0,8170731.707317074,4.1,2455.64,2.5,South West,15.0,5.0,5.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,0,False,False,True,2,17.32705602664604,High-End,0
house,Fully furnished bungalow for sale in Hattigauda,Kathmandu,Hattigaunda,"Hattigaunda, Kathmandu",37800000.0,7269230.769230769,5.2,3114.47,2.5,East,15.5,4.0,5.0,0.0,0.0,2019.0,6.0,False,6,0,0,1,0,1,1,False,False,True,3,17.44781968704484,High-End,0
house,Semi furnished house on sale in Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",26500000.0,8548387.096774193,3.1,1856.71,2.5,North,18.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,0,False,False,True,2,17.0926553286923,Mid-Range,0
house,Beautiful house on sale in Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",37000000.0,6166666.666666667,6.0,3593.62,2.5,North,13.0,6.0,5.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,1,0,False,False,True,2,17.426428497635523,High-End,0
house,Newly built house on sale at Lamatar,Lalitpur,Lamatar,"Lamatar, Lalitpur",12000000.0,4000000.0,3.0,720.0,1.0,South East,13.0,2.0,1.0,0.0,0.0,2019.0,6.0,False,8,1,1,0,0,1,1,False,False,False,4,16.300417291085605,Budget,0
house,Beautiful bungalow on sale at Bafal,Kathmandu,Bafal,"Bafal, Kathmandu",60000000.0,7228915.662650602,8.3,6959.65,3.5,East,13.0,4.0,5.0,0.0,0.0,2018.0,7.0,False,5,0,0,1,0,1,0,False,False,True,2,17.909855136853043,Ultra-Luxury,0
house,Semi furnished house on sale at Kadaghari,Kathmandu,Kadaghari,"Kadaghari, Kathmandu",29000000.0,7250000.0,4.0,4312.35,4.5,North East,13.0,11.0,4.0,0.0,0.0,2011.0,14.0,False,4,0,0,1,0,0,0,False,False,True,1,17.182806422433504,Mid-Range,0
house,Newly built bungalow on sale at Hattigauda,Kathmandu,Hattigaunda,"Hattigaunda, Kathmandu",47000000.0,9400000.0,5.0,2994.69,2.5,East,14.0,5.0,5.0,0.0,0.0,2017.0,8.0,False,7,0,1,1,0,1,0,False,False,True,3,17.665658180950928,Ultra-Luxury,1
house,Residential bungalow for sale at Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",82000000.0,8200000.0,10.0,5989.38,2.5,South,15.0,4.0,5.0,0.0,0.0,2011.0,14.0,False,8,0,1,1,0,1,1,False,False,True,4,18.22222981742365,Ultra-Luxury,0
house,Brand new residential house for sale in Hattigauda,Kathmandu,Hattigaunda,"Hattigaunda, Kathmandu",44000000.0,8800000.0,5.0,2994.69,2.5,East,14.0,6.0,4.0,0.0,0.0,2013.0,12.0,False,6,0,0,1,0,1,0,False,False,True,2,17.599700214609808,High-End,0
house,"New duplex house on sale in Hattiban, Lalitpur",Lalitpur,Hattiban,"Hattiban, Lalitpur",39500000.0,9634146.341463417,4.1,2946.77,3.0,North East,13.0,7.0,5.0,0.0,0.0,2013.0,12.0,False,5,0,0,1,0,1,0,False,False,True,2,17.491811255187805,High-End,0
house,"House on sale in Karyabinayak, Lalitpur",Lalitpur,Karyabinayak,"Karyabinayak, Lalitpur",35000000.0,11666666.666666666,3.0,1796.81,2.5,South,20.0,3.0,4.0,0.0,0.0,2021.0,4.0,False,4,0,0,1,0,0,0,False,False,True,1,17.370858648025116,High-End,0
house,"Semi furnished house on sale in Gwarko, Lalitpur",Lalitpur,Gwarko,"Gwarko, Lalitpur",25000000.0,11904761.904761905,2.1,1006.21,2.0,West,13.0,6.0,2.0,0.0,0.0,2023.0,2.0,False,5,0,0,1,0,1,0,False,False,True,2,17.034386422832473,Budget,0
house,House on sale in affordable price at Mulpani Chaur,Kathmandu,Mulpani,"Mulpani, Kathmandu",15500000.0,3875000.0,4.0,2395.75,2.5,West,12.0,6.0,4.0,0.0,0.0,2017.0,8.0,False,6,0,0,1,0,1,0,False,False,True,2,16.5563506464056,Budget,0
house,"Commercial building for sale in Machhapokhari, Balaju",Kathmandu,Machhapokhari,"Machhapokhari, Kathmandu",55000000.0,5500000000.0,0.01,9500.0,5.5,South East,20.0,12.0,6.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,0,False,False,False,2,17.822843761378564,Ultra-Luxury,0
house,Residential house for sale at Sanobharyang,Kathmandu,Sanobharyang,"Sanobharyang, Kathmandu",39500000.0,9404761.904761905,4.2,2200.0,2.5,East,20.0,4.0,4.0,0.0,0.0,2019.0,6.0,False,11,0,1,0,0,1,1,False,False,False,3,17.491811255187805,High-End,0
house,"Semi furnished bungalow for sale in Mahatomarg, Bhaisepati",Lalitpur,Bhaisepati,"Bhaisepati, Lalitpur",62500000.0,10080645.16129032,6.2,2870.0,2.5,South West,13.0,5.0,6.0,0.0,0.0,2013.0,12.0,False,5,0,0,1,0,1,0,False,False,False,2,17.95067713070663,Ultra-Luxury,0
house,Semi furnished house for sale in Shantinagar,Kathmandu,Shantinagar,"Shantinagar, Kathmandu",52500000.0,8467741.935483871,6.2,5941.46,4.0,North,13.0,5.0,5.0,0.0,0.0,1993.0,32.0,False,4,0,0,1,0,0,0,False,False,True,1,17.77632374660947,Ultra-Luxury,1
house,"House on sale in Sipadol, Bhaktapur",Bhaktapur,Sipadol,"Sipadol, Bhaktapur",15000000.0,6818181.818181817,2.2,1317.66,2.5,South,13.0,4.0,3.0,0.0,0.0,2022.0,3.0,False,5,0,0,1,0,1,0,False,False,True,2,16.52356082573315,Budget,1
house,Commercial building on sale at Machhapokhari,Kathmandu,Machhapokhari,"Machhapokhari, Kathmandu",60000000.0,9836065.573770491,6.1,8037.74,5.5,East,13.0,5.0,5.0,0.0,0.0,2021.0,4.0,False,5,0,0,1,0,1,0,False,False,True,2,17.909855136853043,Ultra-Luxury,1
house,Beautiful bungalow house on sale in Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",82000000.0,8200000.0,10.0,5989.38,2.5,South,15.0,4.0,5.0,0.0,0.0,1993.0,32.0,False,6,0,1,1,0,1,0,False,False,True,3,18.22222981742365,Ultra-Luxury,0
house,"Beautiful house on sale in Kapan, Budhanilkantha",Kathmandu,Kapan,"Kapan, Kathmandu",24000000.0,7741935.483870967,3.1,1856.71,2.5,North,13.0,5.0,5.0,0.0,0.0,2019.0,6.0,False,4,0,0,1,0,0,0,False,False,True,1,16.993564429978885,Budget,0
house,"Duplex house for sale in Deuwa Chowk, Budhanilkantha",Kathmandu,Deuwa Chowk,"Deuwa Chowk, Kathmandu",49500000.0,6187500.0,8.0,4791.5,2.5,East,13.0,8.0,5.0,0.0,0.0,2020.0,5.0,False,8,0,0,1,0,1,1,False,False,True,3,17.71748324774094,Ultra-Luxury,0
house,"Under construction house is on sale at Taudaha, Kirtipur",Kathmandu,Taudaha,"Taudaha, Kathmandu",18000000.0,6000000.0,3.0,1796.81,2.5,East,13.0,5.0,4.0,0.0,0.0,2013.0,12.0,False,6,0,0,1,0,1,0,False,False,True,2,16.705882371415992,Budget,0
house,"House on sale in Chapali Height, Budhanilkantha",Kathmandu,Chapali,"Chapali, Kathmandu",33500000.0,8170731.707317074,4.1,2455.64,2.5,South West,15.0,5.0,5.0,0.0,0.0,2022.0,3.0,False,5,0,0,1,0,1,0,False,False,True,2,17.32705602664604,High-End,0
house,Beautiful bungalow on sale in Budhanilkantha,Kathmandu,Budhanilkantha,"Budhanilkantha, Kathmandu",45000000.0,5487804.878048781,8.2,4911.29,2.5,South East,12.5,6.0,3.0,0.0,0.0,2018.0,7.0,False,7,0,0,1,0,1,1,False,False,True,3,17.622173069956816,High-End,0
house,Brand new bungalow for sale in Mandikhatar,Kathmandu,Mandikhatar,"Mandikhatar, Kathmandu",87500000.0,7954545.454545454,11.0,6588.31,2.5,East,15.0,5.0,7.0,0.0,0.0,2011.0,14.0,False,7,0,1,1,0,1,1,False,False,True,4,18.287149362756413,Ultra-Luxury,0
house,Brand new duplex house for sale in Dholahiti,Lalitpur,Dholahiti,"Dholahiti, Lalitpur",41000000.0,8200000.0,5.0,2395.75,2.0,North,13.0,5.0,4.0,0.0,0.0,2019.0,6.0,False,5,0,0,1,0,1,0,False,False,True,2,17.529082649058825,High-End,1
house,"Attractive house for sale in Milan Chowk, Mulpani",Kathmandu,Mulpani,"Mulpani, Kathmandu",19500000.0,6500000.0,3.0,1796.81,2.5,South,11.5,6.0,3.0,0.0,0.0,2021.0,4.0,False,7,0,0,1,0,1,0,False,False,True,2,16.785925074816024,Budget,0
house,"Bungalow on sale near Buddha Colony, Pasikot",Kathmandu,Pasikot,"Pasikot, Kathmandu",34000000.0,6800000.0,5.0,2994.69,2.5,North East,13.0,6.0,5.0,0.0,0.0,2017.0,8.0,False,5,0,0,1,0,1,0,False,False,True,2,17.341871111992198,High-End,0
house,"House for sale in Budhanilkantha, Kathmandu",Unknown,Undefined,Undefined,34000000.0,6800000.0,5.0,2994.69,2.5,East,15.0,4.0,5.0,0.0,0.0,2010.0,15.0,False,4,0,0,1,0,0,0,False,False,True,1,17.341871111992198,High-End,0
house,"House for sale in Golfutar, Hepali Height",Kathmandu,Golfutar,"Golfutar, Kathmandu",44500000.0,8900000.0,5.0,2994.69,2.5,West,15.0,5.0,5.0,0.0,0.0,1993.0,32.0,False,5,0,0,1,0,1,0,False,False,True,2,17.61099976960838,High-End,0
house,"House on sale in Gurjudhara, Chandragiri",Kathmandu,Gurjudhara,"Gurjudhara, Kathmandu",22000000.0,6875000.0,3.2,1916.6,2.5,East,13.0,6.0,6.0,0.0,0.0,2021.0,4.0,False,5,0,0,1,0,1,0,False,False,True,2,16.906553056777135,Budget,0
house,"Brand new house on sale near Karuna Hospital, Chunikhel",Kathmandu,Chunikhel,"Chunikhel, Kathmandu",28500000.0,6951219.512195122,4.1,2455.64,2.5,South,13.0,6.0,5.0,0.0,0.0,2008.0,17.0,False,7,0,0,1,0,1,0,False,False,True,2,17.1654146803266,Mid-Range,0
house,"Semi furnished house on sale in Manjushreemarg, Bhaisepati",Lalitpur,Bhaisepati,"Bhaisepati, Lalitpur",27500000.0,6875000.0,4.0,2400.0,2.5,South,13.0,5.0,4.0,0.0,0.0,2011.0,14.0,False,5,0,0,1,0,1,0,False,False,False,2,17.129696599000436,Mid-Range,0
house,"Single storey house on sale in Baluwakhani, Kapan",Kathmandu,Baluwakhani,"Baluwakhani, Kathmandu",17000000.0,5312500.0,3.2,766.64,1.0,East,13.0,2.0,1.0,0.0,0.0,2020.0,5.0,False,4,0,0,1,0,1,0,False,False,True,2,16.648723960844016,Budget,0
house,"Semi furnished house for sale in Hasantar, Nagarjun",Kathmandu,Hasantar,"Hasantar, Kathmandu",48500000.0,6062500.0,8.0,4791.5,2.5,South East,20.0,4.0,4.0,0.0,0.0,2021.0,4.0,False,6,0,0,1,0,1,0,False,False,True,2,17.697074376526267,Ultra-Luxury,0
house,Brand new bungalow house for sale in Golfutar,Kathmandu,Golfutar,"Golfutar, Kathmandu",65000000.0,10655737.704918033,6.1,2500.0,2.5,West,14.0,5.0,4.0,0.0,0.0,2021.0,4.0,False,11,1,0,0,0,0,1,False,False,False,2,17.989897843244528,Ultra-Luxury,0
house,"Furnished bungalow for sale at Mahatomarg, Bhaisepati",Lalitpur,Bhaisepati,"Bhaisepati, Lalitpur",49500000.0,12375000.0,4.0,2395.75,2.5,South East,13.0,4.0,4.0,0.0,0.0,2010.0,15.0,False,8,0,0,1,0,1,0,False,False,True,2,17.71748324774094,Ultra-Luxury,0
house,"Beautiful house on sale in Jyotinagar, Budhanilkantha",Kathmandu,Jyotinagar,"Jyotinagar, Kathmandu",35000000.0,7000000.0,5.0,2994.69,2.5,East,18.0,5.0,4.0,0.0,0.0,2021.0,4.0,False,5,0,0,1,0,1,0,False,False,True,2,17.370858648025116,High-End,0
house,Commercial building for sale at Balkumari,Lalitpur,Balkumari,"Balkumari, Lalitpur",55000000.0,10576923.076923076,5.2,4983.16,4.0,North,12.0,8.0,5.0,0.0,0.0,2013.0,12.0,False,4,0,0,1,0,1,0,False,False,True,2,17.822843761378564,Ultra-Luxury,0
house,"House on sale at Baluwakhani, Kapan",Kathmandu,Baluwakhani,"Baluwakhani, Kathmandu",24500000.0,8166666.666666667,3.0,1796.81,2.5,West,20.0,5.0,3.0,0.0,0.0,2008.0,17.0,False,4,0,0,1,0,0,0,False,False,True,1,17.01418371633128,Budget,0
house,"Residential house for sale in Goldhunga, Kathmandu",Kathmandu,Goldhunga,"Goldhunga, Kathmandu",17000000.0,5151515.151515151,3.3,1976.49,2.5,South,10.0,5.0,3.0,0.0,0.0,1993.0,32.0,False,5,0,0,1,0,1,0,False,False,True,2,16.648723960844016,Budget,0
house,"Beautiful house for sale in Changathali, Lalitpur",Lalitpur,Changathali,"Changathali, Lalitpur",18500000.0,6166666.666666667,3.0,1796.81,2.5,East,14.0,4.0,3.0,0.0,0.0,2017.0,8.0,False,9,0,1,1,0,1,0,False,False,True,3,16.733281344102608,Budget,0
house,"Modern house for sale inside Manjushree Colony, Bhaisepati",Lalitpur,Bhaisepati,"Bhaisepati, Lalitpur",25000000.0,8333333.333333333,3.0,2515.54,3.5,South East,16.0,4.0,5.0,0.0,0.0,2013.0,12.0,False,10,1,1,1,0,1,0,False,False,True,4,17.034386422832473,Budget,0
