district,property_type,property_face,road_type,municipality,ward_no,neighborhood,price_per_aana,land_size_aana,road_width_feet,facing_road_width,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,public_transport_m,police_station_m,ring_road_m,ring_road_proximity,comm_road_premium,is_corner_plot
Bhaktapur,Residential,South-West,High Access,Suryabinayak,6,Katunje,4200000.0,6.0,16.0,52.0,1000.0,12000.0,300.0,3000.0,300.0,300.0,300.0,9000.0,0.10982866664979875,0.0,1
Bhaktapur,Residential,North-East,Low Access,Changunarayan,5,Kharipati,2000000.0,13.0,26.0,50.0,2000.0,14000.0,2000.0,8000.0,1000.0,2000.0,2500.0,18000.0,0.10205974329664895,0.0,1
Bhaktapur,Residential,East,Low Access,Changunarayan,2,Duwakot,2400000.0,6.0,8.0,38.0,1000.0,10000.0,200.0,3000.0,1000.0,200.0,200.0,14000.0,0.10474621838642884,0.0,0
Bhaktapur,Residential,South-West,High Access,Suryabinayak,5,Sallaghari,4300000.0,5.62,15.0,39.0,500.0,8000.0,200.0,1000.0,300.0,300.0,300.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Residential,South-East,Low Access,Changunarayan,4,Duwakot,1600000.0,6.37,13.0,62.0,2500.0,13000.0,2000.0,5000.0,2000.0,200.0,2000.0,17000.0,0.10265857535695082,0.0,1
Bhaktapur,Semi-commercial,South-East,High Access,Suryabinayak,5,Sipadol,4000000.0,5.0,20.0,47.0,1000.0,12000.0,200.0,4800.0,200.0,1000.0,1000.0,10000.0,0.10857244172444135,0.0,1
Bhaktapur,Commercial,East,Low Access,Changunarayan,5,Kharipati,1300000.0,37.0,13.0,76.0,2000.0,16000.0,2000.0,8000.0,1000.0,500.0,1000.0,18000.0,0.10205974329664895,13.0,0
Bhaktapur,Residential,East,High Access,Suryabinayak,4,Katunje,3700000.0,3.5,20.0,26.0,2000.0,10000.0,1000.0,2000.0,2000.0,1000.0,2000.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Semi-commercial,North-East,Low Access,Changunarayan,7,Kamalbinayak,1700000.0,8.7,20.0,13.0,1000.0,13000.0,1000.0,6000.0,1000.0,200.0,1500.0,19000.0,0.10149968949552304,0.0,1
Bhaktapur,Residential,West,High Access,Madhyapur Thimi,5,Gatthaghar,4500000.0,4.25,13.0,26.0,500.0,5000.0,200.0,2000.0,300.0,100.0,200.0,3000.0,0.12489538691450888,0.0,0
Bhaktapur,Semi-commercial,South-East,High Access,Changunarayan,5,Kharipati,1300000.0,14.0,13.0,70.0,2000.0,15000.0,2000.0,7000.0,2000.0,200.0,2000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,East,Low Access,Suryabinayak,3,Balkot,4300000.0,4.38,10.0,43.0,1000.0,7500.0,50.0,3000.0,50.0,1000.0,1000.0,3000.0,0.12489538691450888,0.0,0
Bhaktapur,Commercial,West,Low Access,Changunarayan,9,Sudal,600000.0,22.5,8.0,40.0,6000.0,19000.0,5000.0,11000.0,3000.0,1000.0,2000.0,20000.0,0.10097402012376175,8.0,0
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,7,Suryabinayak,1900000.0,4.25,20.0,26.0,4000.0,12500.0,200.0,4000.0,2000.0,200.0,200.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Residential,South-West,Low Access,Changunarayan,5,Sudal,1800000.0,4.13,20.0,33.0,3000.0,16000.0,500.0,8000.0,1000.0,1000.0,3000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,9,Suryabinayak,2600000.0,4.0,20.0,32.0,2000.0,16000.0,2000.0,7000.0,2000.0,500.0,1000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Commercial,East,Low Access,Changunarayan,7,Kharipati,1400000.0,12.9,8.0,30.0,2000.0,15000.0,2000.0,8000.0,2000.0,100.0,1000.0,10000.0,0.10857244172444135,8.0,0
Bhaktapur,Residential,North-East,High Access,Bhaktapur,16,Lokanthali,6500000.0,4.0,22.0,30.0,100.0,4000.0,100.0,600.0,200.0,200.0,200.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,South-East,Low Access,Changunarayan,8,Changunarayan,1700000.0,48.0,13.0,28.0,6000.0,10000.0,5000.0,6000.0,1000.0,600.0,2000.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Residential,North,Low Access,Changunarayan,9,Chyamasingha,2200000.0,3.5,20.0,26.0,2000.0,13000.0,2000.0,8000.0,2000.0,2000.0,2000.0,10000.0,0.10857244172444135,0.0,0
Bhaktapur,Commercial,South-East,High Access,Madhyapur Thimi,1,Lokanthali,4900000.0,4.0,13.0,32.0,200.0,5000.0,200.0,2300.0,200.0,300.0,1700.0,2000.0,0.13155467320159442,13.0,1
Bhaktapur,Commercial,North,Low Access,Changunarayan,5,Kamalbinayak,1700000.0,42.0,20.0,50.0,1000.0,13000.0,1000.0,6000.0,1000.0,500.0,1000.0,10000.0,0.10857244172444135,20.0,0
Bhaktapur,Semi-commercial,North,High Access,Changunarayan,7,Kamalbinayak,3200000.0,4.82,32.0,24.0,1000.0,14000.0,1000.0,5000.0,1000.0,200.0,1000.0,8000.0,0.1112678527400893,0.0,0
Bhaktapur,Residential,South,Low Access,Changunarayan,9,Sudal,2400000.0,4.0,20.0,27.0,1000.0,17000.0,1000.0,8000.0,1000.0,1000.0,1000.0,13000.0,0.10556561386209319,0.0,0
Bhaktapur,Commercial,South,High Access,Suryabinayak,7,Katunje,2000000.0,10.5,24.0,25.0,3000.0,8000.0,200.0,3500.0,200.0,50.0,1700.0,6000.0,0.11494673815138318,24.0,0
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,7,Katunje,2000000.0,6.25,13.0,51.0,2000.0,9000.0,200.0,4000.0,100.0,200.0,1700.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Commercial,South-East,High Access,Madhyapur Thimi,1,Lokanthali,6500000.0,8.5,13.0,48.0,300.0,5000.0,50.0,2500.0,500.0,50.0,1700.0,2000.0,0.13155467320159442,13.0,1
Bhaktapur,Residential,North-East,High Access,Suryabinayak,2,Balkot,4400000.0,4.0,13.0,28.0,1000.0,7000.0,100.0,3000.0,200.0,80.0,1700.0,3500.0,0.1225369473015127,0.0,1
Bhaktapur,Commercial,North,High Access,Suryabinayak,2,Balkot,4400000.0,6.06,30.0,39.0,1000.0,6500.0,100.0,3500.0,200.0,50.0,1700.0,3200.0,0.12389702930825783,30.0,0
Bhaktapur,Commercial,South-East,Low Access,Suryabinayak,2,Balkot,3900000.0,3.5,13.0,40.0,1000.0,6000.0,50.0,3200.0,100.0,50.0,1700.0,3200.0,0.12389702930825783,13.0,1
Bhaktapur,Residential,East,Low Access,Suryabinayak,2,Balkot,3200000.0,3.25,13.0,34.0,1000.0,6000.0,100.0,3200.0,300.0,300.0,1700.0,3100.0,0.12438615558006041,0.0,0
Bhaktapur,Semi-commercial,South,Low Access,Bhaktapur,1,Duwakot,4000000.0,4.0,13.0,35.0,1000.0,17000.0,200.0,800.0,200.0,300.0,300.0,12000.0,0.10646514650027929,0.0,0
Bhaktapur,Residential,East,High Access,Suryabinayak,6,Katunje,4500000.0,6.0,20.0,36.0,1000.0,10000.0,400.0,2300.0,500.0,300.0,700.0,8300.0,0.11081399087085796,0.0,0
Bhaktapur,Commercial,North-East,High Access,Suryabinayak,6,Katunje,5000000.0,6.25,30.0,40.0,800.0,10000.0,300.0,2000.0,500.0,150.0,500.0,8000.0,0.1112678527400893,30.0,1
Bhaktapur,Residential,South,Low Access,Changunarayan,2,Budget_Zone,2200000.0,5.75,5.0,27.0,1500.0,14000.0,1500.0,4000.0,1000.0,1000.0,1000.0,10000.0,0.10857244172444135,0.0,0
Bhaktapur,Residential,South,Low Access,Suryabinayak,5,Katunje,3700000.0,20.0,13.0,35.0,1000.0,7000.0,100.0,1600.0,200.0,400.0,1700.0,6000.0,0.11494673815138318,0.0,0
Bhaktapur,Residential,South-East,High Access,Suryabinayak,8,Sipadol,2600000.0,3.5,20.0,28.0,2000.0,15000.0,1000.0,5000.0,2000.0,500.0,1000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Semi-commercial,North,High Access,Changunarayan,9,Bhaktapur,2000000.0,35.0,45.0,36.0,1000.0,14000.0,1000.0,8000.0,1000.0,200.0,1000.0,10000.0,0.10857244172444135,0.0,0
Bhaktapur,Semi-commercial,North-East,High Access,Suryabinayak,1,Dadhikot,4800000.0,20.0,24.0,40.0,2000.0,7000.0,200.0,3500.0,600.0,50.0,1700.0,5000.0,0.1174068144882187,0.0,1
Bhaktapur,Residential,West,Low Access,Suryabinayak,2,Balkot,3500000.0,5.5,13.0,22.0,1000.0,6000.0,100.0,3500.0,50.0,50.0,1700.0,3500.0,0.1225369473015127,0.0,0
Bhaktapur,Residential,South,Low Access,Suryabinayak,3,Sirutar,3500000.0,3.0,13.0,36.0,1000.0,6000.0,200.0,3500.0,500.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,0
Bhaktapur,Residential,South-East,Low Access,Changunarayan,6,Changunarayan,1100000.0,11.25,13.0,32.0,2000.0,18000.0,1000.0,2500.0,2000.0,200.0,4000.0,23000.0,0.09956893647983064,0.0,1
Bhaktapur,Residential,North,Low Access,Changunarayan,7,Kharipati,2600000.0,4.0,10.0,32.0,2000.0,17000.0,2000.0,9000.0,2000.0,300.0,1000.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Commercial,West,Low Access,Suryabinayak,4,Dadhikot,1200000.0,16.0,22.0,43.0,2000.0,12000.0,500.0,8000.0,300.0,1000.0,1700.0,11000.0,0.10746053978060788,22.0,0
Bhaktapur,Residential,West,High Access,Changunarayan,9,Sudal,2200000.0,3.62,20.0,27.0,2000.0,17000.0,2000.0,50.0,3000.0,1000.0,1000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Residential,South,High Access,Changunarayan,8,Sudal,2600000.0,4.62,20.0,45.0,4000.0,10000.0,4000.0,10000.0,1000.0,100.0,3000.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Residential,North,High Access,Madhyapur Thimi,1,Lokanthali,7500000.0,40.0,20.0,85.0,2000.0,3000.0,200.0,2000.0,300.0,50.0,200.0,800.0,0.14956936854011055,0.0,0
Bhaktapur,Semi-commercial,North,Low Access,Changunarayan,8,Sudal,1800000.0,3.31,20.0,28.0,4000.0,20000.0,4000.0,9000.0,3000.0,100.0,1000.0,17000.0,0.10265857535695082,0.0,0
Bhaktapur,Commercial,West,Low Access,Changunarayan,8,Sudal,2200000.0,4.0,20.0,32.0,3000.0,16000.0,3000.0,8000.0,2000.0,200.0,1000.0,13000.0,0.10556561386209319,20.0,0
Bhaktapur,Residential,North,Low Access,Changunarayan,8,Sudal,1500000.0,7.0,13.0,72.0,3000.0,16000.0,3000.0,8000.0,3000.0,500.0,1000.0,16000.0,0.1033014471112888,0.0,0
Bhaktapur,Residential,North-East,Low Access,Changunarayan,4,Changunarayan,1200000.0,4.0,13.0,41.0,1000.0,13000.0,1000.0,11000.0,3000.0,1000.0,2000.0,13000.0,0.10556561386209319,0.0,1
Bhaktapur,Semi-commercial,South-West,Low Access,Changunarayan,4,Duwakot,2500000.0,5.25,13.0,43.0,5000.0,6000.0,300.0,11000.0,2000.0,100.0,2000.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Commercial,South-East,High Access,Changunarayan,8,Sudal,2400000.0,5.91,20.0,32.0,4000.0,14000.0,3000.0,7000.0,3000.0,50.0,3000.0,15000.0,0.10399472715212489,20.0,1
Bhaktapur,Semi-commercial,South-East,Low Access,Changunarayan,8,Sudal,1000000.0,1.0,10.0,18.0,3000.0,12000.0,3000.0,6000.0,3000.0,300.0,3000.0,14000.0,0.10474621838642884,0.0,1
Bhaktapur,Residential,East,Low Access,Suryabinayak,2,Balkot,3300000.0,6.0,13.0,37.0,1000.0,6000.0,200.0,3500.0,200.0,300.0,1700.0,3500.0,0.1225369473015127,0.0,0
Bhaktapur,Commercial,North-East,Low Access,Bhaktapur,7,Jagati,3300000.0,11.0,13.0,42.0,700.0,12000.0,200.0,4000.0,200.0,300.0,2000.0,9000.0,0.10982866664979875,13.0,1
Bhaktapur,Semi-commercial,West,High Access,Suryabinayak,9,Jagati,2500000.0,6.81,24.0,29.0,2000.0,15000.0,200.0,6000.0,300.0,400.0,2000.0,12000.0,0.10646514650027929,0.0,0
Bhaktapur,Residential,North-East,Low Access,Changunarayan,7,Kharipati,2400000.0,7.5,13.0,100.0,2500.0,16000.0,300.0,4200.0,400.0,300.0,2000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Semi-commercial,South-West,Low Access,Changunarayan,7,Kharipati,1900000.0,15.0,20.0,50.0,2000.0,15000.0,200.0,4000.0,200.0,100.0,2000.0,10000.0,0.10857244172444135,0.0,1
Bhaktapur,Commercial,North-East,Low Access,Changunarayan,5,Kharipati,2700000.0,3.75,16.0,38.0,2500.0,15000.0,50.0,4000.0,200.0,70.0,2000.0,11000.0,0.10746053978060788,16.0,1
Bhaktapur,Residential,North,High Access,Madhyapur Thimi,2,Sanothimi,4300000.0,5.62,20.0,34.0,3300.0,6000.0,400.0,2600.0,500.0,400.0,1000.0,3700.0,0.12170842112111058,0.0,0
Bhaktapur,Residential,South-East,High Access,Changunarayan,8,Sudal,1500000.0,19.0,26.0,100.0,3000.0,19000.0,300.0,7000.0,500.0,300.0,600.0,17000.0,0.10265857535695082,0.0,1
Bhaktapur,Commercial,South-East,High Access,Changunarayan,5,Changunarayan,1300000.0,40.0,25.0,100.0,7000.0,17000.0,500.0,13000.0,900.0,300.0,2000.0,14000.0,0.10474621838642884,25.0,1
Bhaktapur,Semi-commercial,North-West,High Access,Madhyapur Thimi,3,Bhaktapur,5000000.0,3.62,13.0,27.0,120.0,6000.0,100.0,2000.0,100.0,200.0,1700.0,3000.0,0.12489538691450888,0.0,1
Bhaktapur,Commercial,South-West,High Access,Suryabinayak,1,Dadhikot,2600000.0,7.5,25.0,43.0,3500.0,8000.0,300.0,3000.0,200.0,50.0,1700.0,6000.0,0.11494673815138318,25.0,1
Bhaktapur,Residential,East,Low Access,Suryabinayak,1,Sirutar,2700000.0,7.0,20.0,34.0,2000.0,7400.0,200.0,3000.0,800.0,200.0,1700.0,3000.0,0.12489538691450888,0.0,0
Bhaktapur,Residential,West,Low Access,Suryabinayak,4,Suryabinayak,3500000.0,3.5,13.0,29.0,700.0,8000.0,100.0,1000.0,300.0,300.0,1700.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,North-West,Low Access,Changunarayan,7,Changunarayan,2300000.0,3.43,30.0,24.0,3000.0,15000.0,5000.0,7000.0,300.0,100.0,2000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Residential,South-East,Low Access,Changunarayan,7,Changunarayan,2600000.0,4.0,20.0,39.0,3000.0,15000.0,5000.0,7000.0,2000.0,100.0,2000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Semi-commercial,North,High Access,Madhyapur Thimi,2,Sanothimi,6500000.0,7.25,11.0,48.0,900.0,5200.0,300.0,1400.0,400.0,100.0,100.0,2500.0,0.12780457668621606,0.0,0
Bhaktapur,Commercial,East,Low Access,Bhaktapur,1,Sallaghari,4200000.0,3.0,16.0,27.0,600.0,11000.0,200.0,1700.0,200.0,60.0,2000.0,8000.0,0.1112678527400893,16.0,0
Bhaktapur,Commercial,North,Low Access,Bhaktapur,1,Sallaghari,4200000.0,4.0,16.0,26.0,800.0,9000.0,200.0,1500.0,200.0,50.0,1700.0,7000.0,0.11294574819586044,16.0,0
Bhaktapur,Commercial,North-East,Low Access,Bhaktapur,1,Sallaghari,4200000.0,4.0,16.0,35.0,800.0,9000.0,200.0,1500.0,200.0,50.0,1700.0,7000.0,0.11294574819586044,16.0,1
Bhaktapur,Commercial,West,Low Access,Changunarayan,8,Changunarayan,2500000.0,1.4,18.0,88.0,800.0,11000.0,300.0,2000.0,200.0,300.0,2000.0,8000.0,0.1112678527400893,18.0,0
Bhaktapur,Residential,North-East,Low Access,Changunarayan,7,Changunarayan,3000000.0,8.0,13.0,70.0,1500.0,9000.0,200.0,5000.0,200.0,300.0,1700.0,6500.0,0.11389896170227155,0.0,1
Bhaktapur,Residential,South-West,High Access,Changunarayan,7,Kharipati,2500000.0,3.5,13.0,27.0,3000.0,15000.0,5000.0,5000.0,200.0,200.0,2000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,2,Balkot,4500000.0,6.75,13.0,37.0,1300.0,6000.0,60.0,2500.0,100.0,160.0,1700.0,2500.0,0.12780457668621606,0.0,1
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,2,Balkot,4500000.0,3.75,13.0,35.0,1300.0,6000.0,50.0,2500.0,100.0,150.0,1700.0,2500.0,0.12780457668621606,0.0,1
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,2,Balkot,4500000.0,7.75,13.0,61.0,1300.0,6000.0,50.0,2500.0,100.0,200.0,1700.0,2500.0,0.12780457668621606,0.0,1
Bhaktapur,Residential,South-West,Low Access,Bhaktapur,1,Bhaktapur,3200000.0,5.06,16.0,47.0,600.0,10000.0,300.0,2000.0,300.0,300.0,1700.0,7000.0,0.11294574819586044,0.0,1
Bhaktapur,Residential,North-East,High Access,Madhyapur Thimi,2,Sanothimi,3800000.0,5.94,13.0,23.0,3000.0,5900.0,400.0,2500.0,400.0,300.0,900.0,3600.0,0.12211552649443932,0.0,1
Bhaktapur,Residential,North-East,High Access,Madhyapur Thimi,2,Sanothimi,3800000.0,11.5,13.0,75.0,1500.0,6000.0,350.0,2000.0,350.0,300.0,900.0,3500.0,0.1225369473015127,0.0,1
Bhaktapur,Residential,North-West,Low Access,Suryabinayak,1,Sirutar,2200000.0,22.0,10.0,100.0,3000.0,6000.0,300.0,5000.0,400.0,200.0,800.0,6000.0,0.11494673815138318,0.0,1
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,7,Suryabinayak,2100000.0,8.25,20.0,56.0,3000.0,13000.0,300.0,4500.0,200.0,500.0,1700.0,10000.0,0.10857244172444135,0.0,1
Bhaktapur,Residential,North-East,Low Access,Madhyapur Thimi,7,Radhe Radhe,4900000.0,6.34,20.0,30.0,1500.0,8500.0,100.0,300.0,100.0,100.0,2000.0,6000.0,0.11494673815138318,0.0,1
Bhaktapur,Commercial,North-West,High Access,Suryabinayak,3,Suryabinayak,5200000.0,5.0,26.0,40.0,600.0,7500.0,50.0,2000.0,300.0,50.0,1700.0,4500.0,0.11887701816768416,26.0,1
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,7,Suryabinayak,1700000.0,46.0,13.0,100.0,1500.0,13000.0,200.0,4000.0,100.0,500.0,1700.0,10000.0,0.10857244172444135,0.0,1
Bhaktapur,Residential,North-East,High Access,Madhyapur Thimi,2,Sanothimi,2500000.0,32.0,12.0,60.0,1000.0,6000.0,100.0,3000.0,100.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Semi-commercial,West,Low Access,Madhyapur Thimi,5,Radhe Radhe,5200000.0,4.6,11.0,37.0,1000.0,8000.0,100.0,300.0,200.0,200.0,2000.0,7000.0,0.11294574819586044,0.0,0
Bhaktapur,Residential,North-West,Low Access,Suryabinayak,8,Suryabinayak,1800000.0,7.0,13.0,40.0,1500.0,12000.0,100.0,3000.0,200.0,300.0,1700.0,10000.0,0.10857244172444135,0.0,1
Bhaktapur,Residential,South-East,High Access,Suryabinayak,2,Katunje,4000000.0,5.0,13.0,40.0,1000.0,8000.0,100.0,1300.0,100.0,100.0,2000.0,7000.0,0.11294574819586044,0.0,1
Bhaktapur,Residential,South-West,Low Access,Changunarayan,2,Duwakot,3100000.0,3.9,10.0,31.0,500.0,9600.0,100.0,2000.0,100.0,100.0,2000.0,7000.0,0.11294574819586044,0.0,1
Bhaktapur,Residential,North-East,High Access,Madhyapur Thimi,6,Madhyapur Thimi,3500000.0,4.75,8.5,35.0,1000.0,8000.0,50.0,1000.0,100.0,50.0,1700.0,6000.0,0.11494673815138318,0.0,1
Bhaktapur,Residential,East,Low Access,Changunarayan,5,Changunarayan,1400000.0,40.0,20.0,40.0,650.0,17000.0,2000.0,11000.0,1500.0,800.0,900.0,14000.0,0.10474621838642884,0.0,0
Bhaktapur,Residential,West,Low Access,Suryabinayak,5,Katunje,3700000.0,4.5,20.0,39.0,400.0,5500.0,300.0,1500.0,350.0,1000.0,1000.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,West,High Access,Suryabinayak,2,Balkot,4500000.0,4.0,13.0,38.0,1000.0,4000.0,150.0,3500.0,200.0,150.0,250.0,3500.0,0.1225369473015127,0.0,0
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,8,Sipadol,3000000.0,48.0,26.0,25.0,2000.0,13000.0,300.0,3500.0,200.0,800.0,2000.0,10000.0,0.10857244172444135,0.0,1
Bhaktapur,Residential,West,High Access,Suryabinayak,8,Suryabinayak,4500000.0,4.0,13.0,26.0,2000.0,13000.0,50.0,3500.0,100.0,400.0,1700.0,7000.0,0.11294574819586044,0.0,0
Bhaktapur,Semi-commercial,East,Low Access,Madhyapur Thimi,3,Mid_Zone,4500000.0,5.0,13.0,42.0,500.0,6000.0,100.0,3500.0,100.0,400.0,1700.0,2800.0,0.12598057333163432,0.0,0
Bhaktapur,Residential,South-East,High Access,Suryabinayak,8,Suryabinayak,3000000.0,3.5,16.0,30.0,1700.0,11000.0,100.0,3000.0,200.0,400.0,1700.0,7000.0,0.11294574819586044,0.0,1
Bhaktapur,Semi-commercial,North-West,Low Access,Changunarayan,9,Changunarayan,700000.0,2.0,13.0,100.0,2000.0,18000.0,500.0,9800.0,300.0,400.0,2000.0,15000.0,0.10399472715212489,0.0,1
Bhaktapur,Residential,South,Low Access,Madhyapur Thimi,7,Sanothimi,2700000.0,11.5,10.0,22.0,5000.0,7800.0,1200.0,4000.0,900.0,2000.0,1300.0,5100.0,0.11713453490321421,0.0,0
Bhaktapur,Residential,South,Low Access,Madhyapur Thimi,7,Sanothimi,2700000.0,13.0,20.0,80.0,4000.0,7400.0,1000.0,3500.0,900.0,2000.0,1200.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,North,Low Access,Suryabinayak,1,Sirutar,2600000.0,4.0,13.0,32.0,3000.0,5000.0,200.0,4500.0,300.0,200.0,300.0,4500.0,0.11887701816768416,0.0,0
Bhaktapur,Residential,West,Low Access,Changunarayan,7,Kharipati,1900000.0,9.0,20.0,40.0,3000.0,10000.0,400.0,6500.0,100.0,50.0,1000.0,10000.0,0.10857244172444135,0.0,0
Bhaktapur,Residential,South,Low Access,Changunarayan,1,Changunarayan,2100000.0,50.0,20.0,40.0,400.0,10000.0,400.0,7000.0,500.0,1000.0,1000.0,9000.0,0.10982866664979875,0.0,0
Bhaktapur,Residential,North,High Access,Changunarayan,9,Changunarayan,2100000.0,32.0,24.0,33.0,500.0,7500.0,400.0,4000.0,400.0,400.0,400.0,7000.0,0.11294574819586044,0.0,0
Bhaktapur,Residential,South,High Access,Madhyapur Thimi,4,Madhyapur Thimi,4000000.0,3.31,13.0,27.0,350.0,5000.0,200.0,500.0,200.0,250.0,300.0,4500.0,0.11887701816768416,0.0,0
Bhaktapur,Residential,West,High Access,Madhyapur Thimi,15,Madhyapur Thimi,5800000.0,6.29,24.0,30.0,200.0,5000.0,100.0,300.0,200.0,150.0,200.0,4500.0,0.11887701816768416,0.0,0
Bhaktapur,Residential,North,Low Access,Suryabinayak,7,Suryabinayak,2200000.0,4.0,13.0,47.0,3000.0,6000.0,50.0,3500.0,300.0,50.0,300.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,1,Suryabinayak,2200000.0,4.0,4.0,32.0,2000.0,8400.0,5000.0,3500.0,2000.0,400.0,2000.0,6000.0,0.11494673815138318,0.0,1
Bhaktapur,Commercial,West,High Access,Suryabinayak,7,Dadhikot,7000000.0,2.5,36.0,36.0,300.0,8000.0,50.0,1000.0,200.0,350.0,1700.0,5000.0,0.1174068144882187,36.0,0
Bhaktapur,Residential,North-East,Low Access,Changunarayan,9,Changunarayan,1500000.0,10.0,13.0,24.0,3300.0,17000.0,300.0,10000.0,200.0,300.0,300.0,15000.0,0.10399472715212489,0.0,1
Bhaktapur,Commercial,North-East,High Access,Changunarayan,6,Outskirt_Zone,1500000.0,17.0,40.0,100.0,7000.0,20000.0,100.0,12000.0,200.0,100.0,2000.0,18000.0,0.10205974329664895,40.0,1
Bhaktapur,Residential,North,High Access,Madhyapur Thimi,3,Gatthaghar,5700000.0,7.5,13.0,36.0,400.0,6200.0,500.0,3500.0,100.0,200.0,1700.0,3200.0,0.12389702930825783,0.0,0
Bhaktapur,Commercial,East,High Access,Madhyapur Thimi,2,Gatthaghar,6500000.0,6.5,26.0,41.0,500.0,6500.0,50.0,3500.0,50.0,50.0,1700.0,3000.0,0.12489538691450888,26.0,0
Bhaktapur,Residential,East,Low Access,Suryabinayak,5,Sirutar,3500000.0,3.62,13.0,29.0,2000.0,6000.0,300.0,5000.0,400.0,50.0,500.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,West,Low Access,Suryabinayak,3,Balkot,3300000.0,3.75,10.0,33.0,1000.0,4500.0,200.0,2500.0,300.0,400.0,1000.0,3500.0,0.1225369473015127,0.0,0
Bhaktapur,Residential,East,Low Access,Suryabinayak,3,Balkot,3300000.0,3.75,10.0,33.0,1000.0,4000.0,200.0,3000.0,300.0,400.0,1000.0,2500.0,0.12780457668621606,0.0,0
Bhaktapur,Residential,South,High Access,Bhaktapur,1,Sallaghari,4200000.0,7.0,13.0,43.0,600.0,5500.0,200.0,1000.0,200.0,400.0,200.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,South-East,High Access,Madhyapur Thimi,2,Sanothimi,5500000.0,8.5,20.0,51.0,900.0,5500.0,300.0,1500.0,300.0,200.0,300.0,3000.0,0.12489538691450888,0.0,1
Bhaktapur,Semi-commercial,North-East,Low Access,Bhaktapur,2,Duwakot,2000000.0,13.0,20.0,40.0,1000.0,11000.0,1000.0,4000.0,3000.0,4000.0,2000.0,5000.0,0.1174068144882187,0.0,1
Bhaktapur,Semi-commercial,South,Low Access,Changunarayan,4,Changunarayan,2500000.0,22.0,5.0,82.0,8000.0,14000.0,5000.0,9000.0,300.0,300.0,2000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Residential,North,High Access,Suryabinayak,6,Madhyapur Thimi,4500000.0,7.0,13.0,35.0,200.0,5500.0,100.0,450.0,100.0,150.0,250.0,300.0,0.1752200244275466,0.0,0
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,8,Jagati,2800000.0,6.0,26.0,36.0,2000.0,13500.0,500.0,6500.0,500.0,400.0,2000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Commercial,East,High Access,Suryabinayak,2,Balkot,4600000.0,8.0,32.0,39.0,2000.0,7000.0,100.0,3500.0,200.0,50.0,1700.0,4000.0,0.12056473085830295,32.0,0
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,2,Balkot,3800000.0,4.5,10.0,35.0,3500.0,8300.0,200.0,4000.0,200.0,300.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,South-West,High Access,Suryabinayak,2,Balkot,4500000.0,7.0,10.0,35.0,1500.0,6500.0,500.0,3000.0,200.0,70.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,South-West,High Access,Suryabinayak,2,Balkot,4000000.0,3.45,10.0,46.0,1500.0,6200.0,100.0,3000.0,100.0,60.0,1700.0,4000.0,0.12056473085830295,0.0,1
