district,road_type,land_size_aana,price_per_aana,is_large_plot,road_width_feet,is_wide_road,facing,source,log_land,neighborhood_encoded,road_quality_score,neighborhood_x_district,plot_size_category,location_tier,large_plot_x_neighborhood
2,2,16.0,5200000.0,0,13.0,0,7,0,2.833213344056216,15.415943755967746,2.255622931846103,30.83188751193549,3,4,0.0
2,1,6.0,2200000.0,0,13.0,0,7,0,1.9459101490553128,14.798336880423664,1.6556229318461035,29.596673760847327,2,1,0.0
1,0,9.0,5200000.0,0,13.0,0,7,0,2.302585092994046,15.371640665662255,1.0556229318461035,15.371640665662255,2,4,0.0
2,0,14.0,5600000.0,0,13.0,0,7,0,2.70805020110221,15.51168837132831,1.0556229318461035,31.02337674265662,3,4,0.0
1,0,6.0,1800000.0,0,13.0,0,7,0,1.9459101490553128,14.076963152141449,1.0556229318461035,14.076963152141449,2,1,0.0
1,0,8.0,4200000.0,0,13.0,0,7,0,2.19722457733622,15.28609246171445,1.0556229318461035,15.28609246171445,2,3,0.0
2,0,22.0,7500000.0,0,13.0,0,7,0,3.1354942159291497,15.797351059185896,1.0556229318461035,31.594702118371792,4,5,0.0
2,0,12.0,15500000.0,0,13.0,0,7,0,2.5649493574615367,16.502809585375125,1.0556229318461035,33.00561917075025,3,5,0.0
2,2,3.0,4600000.0,0,13.0,0,7,0,1.3862943611198906,14.979781014302722,2.255622931846103,29.959562028605443,1,2,0.0
2,2,10.0,3800000.0,0,13.0,0,7,0,2.3978952727983707,15.324399831021834,2.255622931846103,30.64879966204367,2,3,0.0
2,2,10.0,5500000.0,0,13.0,0,7,0,2.3978952727983707,15.324399831021834,2.255622931846103,30.64879966204367,2,3,0.0
